county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,560436.0,297668.0,67425.0,27838.0,19921.0,147584.0,14.9,490443.0,387826.0,102617.0,56404.0,44474.0,7674.0,4256.0,23.5,0.20550000000000002,0.12029999999999999,0.10060000000000001,0.0794,2013,SEP,1.0,1.0,3.0,2013-09-01
Alameda,17308.0,9420.0,1403.0,925.0,743.0,4817.0,13.7,16574.0,13584.0,2990.0,1477.0,849.0,382.0,246.0,41.3,0.17739999999999997,0.08109999999999999,0.08529999999999999,0.049100000000000005,2013,SEP,0.030883098159290266,0.03379393731789423,3.0,2013-09-01
Alpine,23.0,13.0,2.0,2.0,1.0,5.0,7.0,29.0,16.0,13.0,5.0,5.0,0.0,0.0,11.7,0.21739999999999998,0.087,0.21739999999999998,0.21739999999999998,2013,SEP,4.103947640765404e-05,5.9130214928136396e-05,3.0,2013-09-01
Amador,586.0,314.0,91.0,27.0,13.0,141.0,12.3,600.0,337.0,263.0,122.0,111.0,9.0,2.0,17.3,0.2235,0.1553,0.2082,0.1894,2013,SEP,0.001045614485864577,0.0012233837571338565,3.0,2013-09-01
Butte,4939.0,2844.0,651.0,205.0,136.0,1103.0,17.7,4511.0,2710.0,1801.0,967.0,876.0,58.0,33.0,15.7,0.2009,0.1318,0.19579999999999997,0.17739999999999997,2013,SEP,0.008812781477278405,0.009197806880718045,3.0,2013-09-01
Calaveras,791.0,456.0,84.0,36.0,29.0,186.0,10.7,801.0,453.0,348.0,151.0,132.0,11.0,8.0,15.3,0.1884,0.10619999999999999,0.1909,0.16690000000000002,2013,SEP,0.0014114011234110586,0.0016332173157736984,3.0,2013-09-01
Colusa,276.0,142.0,37.0,10.0,8.0,79.0,19.0,229.0,120.0,109.0,61.0,49.0,9.0,3.0,18.3,0.1993,0.1341,0.221,0.1775,2013,SEP,0.0004924737168918485,0.0004669248006394219,3.0,2013-09-01
Contra Costa,10802.0,5921.0,999.0,518.0,408.0,2956.0,15.7,7756.0,6407.0,1349.0,657.0,358.0,192.0,107.0,46.0,0.1782,0.0925,0.0608,0.0331,2013,SEP,0.01927427931110778,0.015814274033883653,3.0,2013-09-01
Del Norte,741.0,369.0,138.0,28.0,21.0,185.0,9.7,850.0,500.0,350.0,165.0,146.0,11.0,8.0,16.3,0.25239999999999996,0.1862,0.2227,0.19699999999999998,2013,SEP,0.001322184870350941,0.0017331269892729634,3.0,2013-09-01
El Dorado,2444.0,1367.0,301.0,135.0,71.0,570.0,15.0,2107.0,1002.0,1105.0,465.0,411.0,37.0,17.0,18.7,0.20739999999999997,0.1232,0.19030000000000002,0.16820000000000002,2013,SEP,0.004360890449578542,0.004296115960468393,3.0,2013-09-01
Fresno,20566.0,8054.0,3391.0,1555.0,1106.0,6460.0,10.7,25040.0,21684.0,3356.0,2985.0,2002.0,585.0,398.0,47.7,0.2943,0.1649,0.1451,0.0973,2013,SEP,0.03669642920868752,0.05105588213105294,3.0,2013-09-01
Glenn,480.0,272.0,89.0,17.0,15.0,87.0,12.7,454.0,256.0,198.0,55.0,48.0,6.0,1.0,10.7,0.2521,0.18539999999999998,0.11460000000000001,0.1,2013,SEP,0.0008564760293771278,0.0009256937095646181,3.0,2013-09-01
Humboldt,3859.0,2319.0,440.0,142.0,115.0,843.0,16.3,2922.0,1571.0,1351.0,798.0,686.0,71.0,41.0,21.7,0.18059999999999998,0.114,0.20679999999999998,0.1778,2013,SEP,0.006885710411179867,0.005957878897241881,3.0,2013-09-01
Imperial,4443.0,2200.0,726.0,199.0,135.0,1183.0,18.3,4867.0,3382.0,1485.0,687.0,609.0,54.0,24.0,12.0,0.2386,0.1634,0.15460000000000002,0.1371,2013,SEP,0.00792775624692204,0.009923681243284133,3.0,2013-09-01
Inyo,350.0,177.0,60.0,21.0,18.0,74.0,7.7,348.0,175.0,173.0,60.0,55.0,3.0,2.0,16.0,0.2829,0.1714,0.1714,0.15710000000000002,2013,SEP,0.0006245137714208223,0.0007095625791376368,3.0,2013-09-01
Kern,18709.0,8388.0,3852.0,972.0,656.0,4841.0,15.0,18707.0,12339.0,6368.0,2749.0,2327.0,299.0,123.0,13.7,0.2929,0.2059,0.1469,0.1244,2013,SEP,0.03338293757003476,0.03814306657450509,3.0,2013-09-01
