county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,444267.0,209978.0,56736.0,22634.0,14886.0,140033.0,11.5,501241.0,373625.0,127616.0,72448.0,57150.0,9560.0,5738.0,29.7,0.2122,0.1277,0.1631,0.1286,2015,JUN,1.0,1.0,2.0,2015-06-01
Alameda,15659.0,7441.0,1622.0,876.0,614.0,5106.0,17.3,16588.0,12527.0,4061.0,2077.0,1187.0,534.0,356.0,40.7,0.1987,0.1036,0.1326,0.0758,2015,JUN,0.0352468222938,0.0330938610369,2.0,2015-06-01
Alpine,16.0,9.0,0.0,1.0,0.0,6.0,5.7,35.0,18.0,17.0,2.0,2.0,0.0,0.0,35.7,0.0625,0.0,0.125,0.125,2015,JUN,3.60143787407e-05,6.9826690155e-05,2.0,2015-06-01
Amador,457.0,244.0,66.0,21.0,15.0,111.0,9.3,560.0,319.0,241.0,145.0,127.0,11.0,7.0,26.7,0.2232,0.1444,0.3173,0.2779,2015,JUN,0.00102866069278,0.00111722704248,2.0,2015-06-01
Butte,4323.0,2169.0,621.0,184.0,156.0,1193.0,16.0,4778.0,2824.0,1954.0,1391.0,1237.0,94.0,60.0,27.3,0.2223,0.1437,0.3218,0.2861,2015,JUN,0.00973063495601,0.00953234073031,2.0,2015-06-01
Calaveras,663.0,357.0,77.0,37.0,20.0,172.0,10.7,901.0,557.0,344.0,163.0,139.0,15.0,9.0,21.3,0.2021,0.1161,0.2459,0.2097,2015,JUN,0.00149234581907,0.00179753850942,2.0,2015-06-01
Colusa,191.0,101.0,26.0,10.0,5.0,49.0,19.7,257.0,114.0,143.0,94.0,78.0,14.0,2.0,28.0,0.2147,0.1361,0.4921,0.4084,2015,JUN,0.000429921646217,0.000512727410567,2.0,2015-06-01
Contra Costa,9121.0,4987.0,805.0,447.0,310.0,2572.0,11.7,8259.0,6376.0,1883.0,1027.0,609.0,249.0,169.0,40.3,0.1713,0.0883,0.1126,0.0668,2015,JUN,0.0205304467809,0.0164771038283,2.0,2015-06-01
Del Norte,638.0,297.0,137.0,19.0,17.0,168.0,14.7,779.0,513.0,266.0,262.0,248.0,9.0,5.0,28.3,0.2712,0.2147,0.4107,0.3887,2015,JUN,0.00143607335229,0.00155414261802,2.0,2015-06-01
El Dorado,1938.0,989.0,255.0,103.0,65.0,526.0,8.3,2102.0,1144.0,958.0,502.0,447.0,33.0,22.0,27.7,0.2183,0.1316,0.259,0.2307,2015,JUN,0.00436224162497,0.00419359150588,2.0,2015-06-01
Fresno,17443.0,6865.0,2456.0,1197.0,719.0,6206.0,7.3,25448.0,21827.0,3621.0,2856.0,1838.0,609.0,409.0,43.3,0.2506,0.1408,0.1637,0.1054,2015,JUN,0.0392624255234,0.0507699888876,2.0,2015-06-01
Glenn,394.0,220.0,48.0,17.0,16.0,93.0,8.0,429.0,247.0,182.0,63.0,58.0,3.0,2.0,22.0,0.2056,0.1218,0.1599,0.1472,2015,JUN,0.00088685407649,0.000855875716472,2.0,2015-06-01
Humboldt,3274.0,1906.0,378.0,132.0,78.0,780.0,8.7,3257.0,1767.0,1490.0,865.0,779.0,58.0,28.0,32.0,0.1796,0.1155,0.2642,0.2379,2015,JUN,0.00736944224982,0.006497872281,2.0,2015-06-01
Imperial,3619.0,1684.0,549.0,184.0,116.0,1086.0,12.7,5127.0,3614.0,1513.0,1014.0,908.0,67.0,39.0,22.7,0.2346,0.1517,0.2802,0.2509,2015,JUN,0.00814600229141,0.0102286125836,2.0,2015-06-01
Inyo,224.0,92.0,29.0,18.0,8.0,77.0,5.7,302.0,166.0,136.0,77.0,68.0,5.0,4.0,26.7,0.2455,0.1295,0.3438,0.3036,2015,JUN,0.00050420130237,0.000602504583623,2.0,2015-06-01
Kern,17788.0,7658.0,3165.0,912.0,559.0,5494.0,12.3,18417.0,12461.0,5956.0,3627.0,3120.0,344.0,163.0,18.7,0.2606,0.1779,0.2039,0.1754,2015,JUN,0.040038985565,0.0367428043596,2.0,2015-06-01
Kings,2553.0,1089.0,496.0,119.0,85.0,764.0,11.3,2890.0,1868.0,1022.0,818.0,739.0,48.0,31.0,26.0,0.2742,0.1943,0.3204,0.2895,2015,JUN,0.00574654430781,0.00576568955852,2.0,2015-06-01
Lake,1280.0,733.0,101.0,50.0,44.0,352.0,12.0,1666.0,1051.0,615.0,450.0,393.0,36.0,21.0,29.7,0.1523,0.0789,0.3516,0.307,2015,JUN,0.00288115029926,0.00332375045138,2.0,2015-06-01
Lassen,390.0,222.0,29.0,13.0,13.0,113.0,21.7,459.0,257.0,202.0,119.0,106.0,10.0,3.0,28.7,0.141,0.0744,0.3051,0.2718,2015,JUN,0.000877850481805,0.000915727165176,2.0,2015-06-01
Los Angeles,89363.0,41809.0,7291.0,3718.0,2596.0,33949.0,12.0,101643.0,84901.0,16742.0,1189.0,908.0,181.0,100.0,30.3,0.1522,0.0816,0.0133,0.0102,2015,JUN,0.201147057963,0.202782693355,2.0,2015-06-01
Madera,2149.0,1019.0,311.0,99.0,77.0,643.0,12.3,3107.0,2057.0,1050.0,621.0,538.0,46.0,37.0,24.7,0.2266,0.1447,0.289,0.2503,2015,JUN,0.00483718124461,0.00619861503748,2.0,2015-06-01
