county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,488037.0,252686.0,66023.0,25483.0,16866.0,126979.0,13.3,427604.0,340075.0,87529.0,45838.0,35257.0,6524.0,4057.0,18.7,0.2221,0.1353,0.0939,0.0722,2013,MAR,1.0,1.0,1.0,2013-03-01
Alameda,15363.0,8330.0,1264.0,936.0,626.0,4207.0,14.7,16956.0,14143.0,2813.0,1462.0,767.0,435.0,260.0,40.7,0.1839,0.0823,0.0952,0.0499,2013,MAR,0.0314791706367,0.0396535111926,1.0,2013-03-01
Alpine,16.0,10.0,3.0,0.0,0.0,3.0,1.3,30.0,16.0,14.0,2.0,0.0,2.0,0.0,0.0,0.1875,0.1875,0.125,0.0,2013,MAR,3.27843995435e-05,7.01583708291e-05,1.0,2013-03-01
Amador,562.0,315.0,96.0,29.0,19.0,103.0,11.7,572.0,335.0,237.0,110.0,106.0,3.0,1.0,9.7,0.2562,0.1708,0.1957,0.1886,2013,MAR,0.00115155203396,0.00133768627047,1.0,2013-03-01
Butte,4277.0,2421.0,627.0,183.0,125.0,921.0,15.7,4169.0,2464.0,1705.0,1002.0,928.0,56.0,18.0,12.0,0.2186,0.1466,0.2343,0.217,2013,MAR,0.00876367980297,0.00974967493288,1.0,2013-03-01
Calaveras,740.0,434.0,93.0,28.0,22.0,163.0,12.7,794.0,485.0,309.0,115.0,101.0,11.0,3.0,6.7,0.1932,0.1257,0.1554,0.1365,2013,MAR,0.00151627847889,0.00185685821461,1.0,2013-03-01
Colusa,302.0,161.0,62.0,14.0,10.0,55.0,11.3,218.0,118.0,100.0,48.0,43.0,3.0,2.0,8.3,0.2848,0.2053,0.1589,0.1424,2013,MAR,0.000618805541383,0.000509817494691,1.0,2013-03-01
Contra Costa,10268.0,5599.0,1177.0,589.0,383.0,2520.0,15.0,8196.0,6739.0,1457.0,836.0,455.0,235.0,146.0,46.0,0.2093,0.1146,0.0814,0.0443,2013,MAR,0.021039388407,0.0191672669105,1.0,2013-03-01
Del Norte,676.0,301.0,168.0,34.0,25.0,148.0,8.3,800.0,448.0,352.0,179.0,169.0,8.0,2.0,9.3,0.3358,0.2485,0.2648,0.25,2013,MAR,0.00138514088071,0.00187088988878,1.0,2013-03-01
El Dorado,2380.0,1355.0,351.0,101.0,82.0,491.0,12.7,1969.0,1013.0,956.0,418.0,372.0,32.0,14.0,9.3,0.2244,0.1475,0.1756,0.1563,2013,MAR,0.00487667943209,0.00460472773875,1.0,2013-03-01
Fresno,17207.0,6874.0,2210.0,1253.0,789.0,6081.0,7.3,21194.0,19555.0,1639.0,1509.0,877.0,365.0,267.0,41.7,0.2471,0.1284,0.0877,0.051,2013,MAR,0.035257572684,0.0495645503784,1.0,2013-03-01
Glenn,484.0,244.0,98.0,19.0,20.0,103.0,10.3,444.0,266.0,178.0,77.0,71.0,5.0,1.0,5.7,0.2831,0.2025,0.1591,0.1467,2013,MAR,0.00099172808619,0.00103834388827,1.0,2013-03-01
Humboldt,3560.0,2039.0,489.0,153.0,121.0,758.0,15.3,2911.0,1459.0,1452.0,813.0,707.0,74.0,32.0,13.7,0.2143,0.1374,0.2284,0.1986,2013,MAR,0.00729452889842,0.00680770058278,1.0,2013-03-01
