county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,514701.0,267567.0,64615.0,23627.0,15925.0,142967.0,13.7,486555.0,376432.0,110123.0,74704.0,58717.0,10034.0,5953.0,30.6,0.2024,0.1255,0.145140576762,0.114079824986,2014,MAR,1.0,1.0,1.0,2014-03-01
Alameda,16807.0,8621.0,2071.0,925.0,562.0,4628.0,17.3,16847.0,12479.0,4368.0,2159.0,1162.0,628.0,369.0,43.3,0.2117,0.1232,0.128458380437,0.0691378592253,2014,MAR,0.0326539097457,0.0346250680807,1.0,2014-03-01
Alpine,25.0,13.0,2.0,2.0,0.0,8.0,8.0,16.0,5.0,11.0,1.0,1.0,0.0,0.0,18.7,0.16,0.08,0.04,0.04,2014,MAR,4.85718893105e-05,3.28842576893e-05,1.0,2014-03-01
Amador,470.0,247.0,76.0,23.0,9.0,115.0,12.0,557.0,316.0,241.0,134.0,119.0,11.0,4.0,26.7,0.2298,0.1617,0.285106382979,0.253191489362,2014,MAR,0.000913151519037,0.00114478322081,1.0,2014-03-01
Butte,4547.0,2470.0,618.0,208.0,122.0,1129.0,16.3,4523.0,2607.0,1916.0,1384.0,1276.0,70.0,38.0,27.7,0.2085,0.1359,0.304376511986,0.28062458764,2014,MAR,0.00883425522779,0.00929596859553,1.0,2014-03-01
Calaveras,738.0,426.0,72.0,44.0,18.0,178.0,11.0,819.0,486.0,333.0,139.0,118.0,15.0,6.0,20.3,0.1816,0.0976,0.188346883469,0.159891598916,2014,MAR,0.00143384217245,0.00168326294047,1.0,2014-03-01
Colusa,217.0,129.0,17.0,9.0,7.0,55.0,34.3,226.0,121.0,105.0,89.0,80.0,4.0,5.0,26.7,0.1521,0.0783,0.410138248848,0.36866359447,2014,MAR,0.000421603999215,0.000464490139861,1.0,2014-03-01
Contra Costa,9839.0,5576.0,856.0,414.0,276.0,2717.0,15.7,8865.0,7125.0,1740.0,1021.0,622.0,257.0,142.0,40.3,0.1571,0.087,0.103770708405,0.0632178066877,2014,MAR,0.019115952757,0.018219934026,1.0,2014-03-01
Del Norte,606.0,309.0,117.0,24.0,13.0,143.0,13.3,783.0,457.0,326.0,202.0,186.0,8.0,8.0,29.7,0.2541,0.1931,0.333333333333,0.306930693069,2014,MAR,0.00117738259689,0.00160927336067,1.0,2014-03-01
El Dorado,2100.0,1168.0,235.0,101.0,63.0,533.0,11.0,2071.0,1139.0,932.0,512.0,437.0,45.0,30.0,29.0,0.19,0.1119,0.24380952381,0.208095238095,2014,MAR,0.00408003870208,0.00425645610465,1.0,2014-03-01
Fresno,18585.0,7919.0,2765.0,1118.0,674.0,6109.0,10.7,27047.0,23235.0,3812.0,3027.0,1811.0,731.0,485.0,46.0,0.2452,0.1488,0.162873284907,0.0974441754103,2014,MAR,0.0361083425134,0.0555887823576,1.0,2014-03-01
Glenn,427.0,246.0,43.0,19.0,13.0,106.0,13.3,437.0,246.0,191.0,76.0,69.0,2.0,5.0,24.3,0.1756,0.1007,0.177985948478,0.161592505855,2014,MAR,0.000829607869423,0.000898151288138,1.0,2014-03-01
Humboldt,3524.0,2253.0,350.0,105.0,78.0,738.0,12.3,2710.0,1578.0,1132.0,776.0,713.0,44.0,19.0,32.7,0.1512,0.0993,0.22020431328,0.202326901249,2014,MAR,0.00684669351721,0.00556977114612,1.0,2014-03-01
Imperial,4341.0,2234.0,568.0,185.0,130.0,1224.0,16.3,4951.0,3510.0,1441.0,1142.0,1023.0,83.0,36.0,23.7,0.2034,0.1308,0.263073024649,0.235659986178,2014,MAR,0.00843402285987,0.0101756224887,1.0,2014-03-01
