county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,340561.0,152786.0,51678.0,20614.0,12581.0,102902.0,12.1,405457.0,288526.0,116931.0,73729.0,57709.0,10121.0,5899.0,29.2,0.2492,0.1517,0.2165,0.16949999999999998,2015,DEC,1.0,1.0,4.0,2015-12-01
Alameda,12933.0,6047.0,1438.0,784.0,484.0,4180.0,13.7,15048.0,10864.0,4184.0,1995.0,1113.0,529.0,353.0,40.7,0.20920000000000002,0.1112,0.1543,0.0861,2015,DEC,0.037975575594386905,0.037113676666082965,4.0,2015-12-01
Alpine,14.0,7.0,0.0,1.0,0.0,6.0,12.3,27.0,17.0,10.0,1.0,1.0,0.0,0.0,27.0,0.07139999999999999,0.0,0.07139999999999999,0.07139999999999999,2015,DEC,4.110864133004073e-05,6.659152511856991e-05,4.0,2015-12-01
Amador,458.0,233.0,48.0,31.0,23.0,123.0,10.3,610.0,355.0,255.0,189.0,167.0,10.0,12.0,27.0,0.2227,0.1048,0.4127,0.36460000000000004,2015,DEC,0.0013448398377970466,0.001504475197123246,4.0,2015-12-01
Butte,4526.0,2310.0,688.0,247.0,158.0,1123.0,17.7,4745.0,2775.0,1970.0,1201.0,1069.0,94.0,38.0,26.0,0.2415,0.152,0.26539999999999997,0.23620000000000002,2015,DEC,0.013289836475697453,0.01170284395139312,4.0,2015-12-01
Calaveras,596.0,299.0,72.0,31.0,20.0,174.0,12.7,904.0,538.0,366.0,190.0,160.0,24.0,6.0,25.0,0.2064,0.1208,0.3188,0.2685,2015,DEC,0.0017500535880503052,0.0022295829150810074,4.0,2015-12-01
Colusa,229.0,88.0,29.0,11.0,2.0,99.0,28.0,275.0,130.0,145.0,84.0,72.0,8.0,4.0,23.3,0.1834,0.1266,0.3668,0.3144,2015,DEC,0.0006724199188985233,0.0006782470150965454,4.0,2015-12-01
Contra Costa,8446.0,4465.0,897.0,399.0,268.0,2417.0,13.0,8240.0,6135.0,2105.0,1105.0,675.0,260.0,170.0,41.0,0.1852,0.10619999999999999,0.1308,0.0799,2015,DEC,0.024800256048108857,0.02032274692507467,4.0,2015-12-01
Del Norte,605.0,300.0,96.0,30.0,19.0,160.0,13.3,728.0,451.0,277.0,219.0,204.0,8.0,7.0,26.3,0.2397,0.15869999999999998,0.36200000000000004,0.3372,2015,DEC,0.0017764805717624744,0.0017955048254192183,4.0,2015-12-01
El Dorado,1845.0,905.0,247.0,106.0,72.0,515.0,10.0,2372.0,1239.0,1133.0,491.0,436.0,35.0,20.0,27.0,0.2304,0.13390000000000002,0.2661,0.23629999999999998,2015,DEC,0.005417531660994653,0.005850188799305475,4.0,2015-12-01
Fresno,17836.0,6312.0,2940.0,1407.0,800.0,6377.0,8.0,28051.0,23899.0,4152.0,3538.0,2340.0,746.0,452.0,48.0,0.28859999999999997,0.1648,0.1984,0.13119999999999998,2015,DEC,0.05237240905447189,0.0691836618926298,4.0,2015-12-01
Glenn,350.0,156.0,53.0,15.0,16.0,110.0,10.7,512.0,302.0,210.0,75.0,62.0,9.0,4.0,20.0,0.24,0.1514,0.2143,0.1771,2015,DEC,0.0010277160332510182,0.001262772624470659,4.0,2015-12-01
Humboldt,3390.0,1948.0,417.0,147.0,104.0,774.0,10.0,3420.0,1826.0,1594.0,1023.0,913.0,71.0,39.0,30.3,0.1971,0.12300000000000001,0.3018,0.2693,2015,DEC,0.009954163864917005,0.008434926515018855,4.0,2015-12-01
Imperial,3231.0,1559.0,532.0,146.0,92.0,902.0,10.3,4304.0,2893.0,1411.0,820.0,738.0,49.0,33.0,22.7,0.23829999999999998,0.16469999999999999,0.25379999999999997,0.2284,2015,DEC,0.009487287152668685,0.010615182374456477,4.0,2015-12-01
Inyo,261.0,104.0,35.0,14.0,12.0,96.0,5.0,355.0,205.0,150.0,88.0,85.0,3.0,0.0,27.7,0.23370000000000002,0.1341,0.3372,0.3257,2015,DEC,0.0007663825276529021,0.0008755552376700858,4.0,2015-12-01
Kern,17827.0,6974.0,3648.0,1108.0,710.0,5387.0,12.7,20484.0,13464.0,7020.0,4400.0,3795.0,440.0,165.0,19.3,0.3066,0.2046,0.2468,0.21289999999999998,2015,DEC,0.05234598207075972,0.05052077038995504,4.0,2015-12-01
Kings,2590.0,920.0,620.0,165.0,108.0,777.0,10.0,3260.0,2131.0,1129.0,793.0,704.0,64.0,25.0,24.0,0.3448,0.2394,0.3062,0.2718,2015,DEC,0.007605098646057534,0.008040310069871773,4.0,2015-12-01
Lake,2190.0,1408.0,148.0,97.0,55.0,482.0,9.7,1918.0,1153.0,765.0,540.0,473.0,42.0,25.0,30.7,0.13699999999999998,0.0676,0.2466,0.21600000000000003,2015,DEC,0.006430566036627799,0.004730464636200633,4.0,2015-12-01
Lassen,348.0,188.0,22.0,25.0,9.0,104.0,21.0,501.0,274.0,227.0,112.0,94.0,14.0,4.0,26.0,0.1609,0.0632,0.3218,0.2701,2015,DEC,0.0010218433702038694,0.0012356427438667973,4.0,2015-12-01
Los Angeles,,,,,,,,,,,,,,,,,,,,2015,DEC,,,4.0,2015-12-01
Madera,2611.0,1026.0,450.0,189.0,115.0,831.0,11.7,3999.0,2746.0,1253.0,585.0,477.0,70.0,38.0,23.7,0.2888,0.1723,0.2241,0.1827,2015,DEC,0.0076667616080525955,0.009862944775894854,4.0,2015-12-01
Marin,1403.0,710.0,231.0,87.0,42.0,333.0,8.7,1826.0,1013.0,813.0,465.0,411.0,35.0,19.0,27.7,0.2566,0.1646,0.33140000000000003,0.2929,2015,DEC,0.004119673127574796,0.004503560180241061,4.0,2015-12-01
Mariposa,231.0,134.0,26.0,6.0,11.0,54.0,16.3,327.0,195.0,132.0,67.0,60.0,5.0,2.0,24.0,0.1861,0.11259999999999999,0.29,0.2597,2015,DEC,0.000678292581945672,0.0008064973597693467,4.0,2015-12-01
Mendocino,1417.0,577.0,261.0,100.0,56.0,423.0,10.7,2156.0,1222.0,934.0,574.0,473.0,64.0,37.0,28.0,0.2943,0.18420000000000003,0.40509999999999996,0.33380000000000004,2015,DEC,0.004160781768904836,0.005317456598356916,4.0,2015-12-01
Merced,5118.0,1920.0,1025.0,359.0,229.0,1585.0,12.7,7748.0,5194.0,2554.0,1896.0,1698.0,146.0,52.0,24.7,0.3152,0.2003,0.3705,0.3318,2015,DEC,0.01502814473765346,0.019109301356247395,4.0,2015-12-01
Modoc,147.0,70.0,18.0,14.0,4.0,41.0,10.7,154.0,93.0,61.0,49.0,48.0,0.0,1.0,22.3,0.24489999999999998,0.12240000000000001,0.3333,0.3265,2015,DEC,0.0004316407339654276,0.0003798183284540654,4.0,2015-12-01
Mono,179.0,105.0,9.0,9.0,7.0,49.0,11.7,228.0,90.0,138.0,28.0,22.0,4.0,2.0,22.7,0.13970000000000002,0.050300000000000004,0.1564,0.1229,2015,DEC,0.0005256033427198064,0.0005623284343345904,4.0,2015-12-01
Monterey,9131.0,2587.0,1876.0,741.0,438.0,3489.0,15.0,9947.0,6361.0,3586.0,2644.0,2285.0,268.0,91.0,24.7,0.3346,0.20550000000000002,0.2896,0.2502,2015,DEC,0.026811643141757276,0.024532811124237587,4.0,2015-12-01
Napa,1009.0,487.0,109.0,54.0,32.0,327.0,14.3,1247.0,738.0,509.0,285.0,245.0,32.0,8.0,23.3,0.19329999999999997,0.10800000000000001,0.2825,0.24280000000000002,2015,DEC,0.002962758507286507,0.003075541919365062,4.0,2015-12-01
Nevada,965.0,538.0,89.0,47.0,27.0,264.0,12.7,1280.0,694.0,586.0,266.0,234.0,21.0,11.0,25.7,0.1689,0.0922,0.2756,0.2425,2015,DEC,0.002833559920249236,0.0031569315611766477,4.0,2015-12-01
Orange,23218.0,12129.0,2551.0,1329.0,826.0,6383.0,6.0,27753.0,22159.0,5594.0,3204.0,2075.0,660.0,469.0,32.7,0.2027,0.1099,0.138,0.0894,2015,DEC,0.06817574531434897,0.06844868876354336,4.0,2015-12-01
Placer,2897.0,1597.0,278.0,159.0,98.0,765.0,10.0,2667.0,1997.0,670.0,387.0,234.0,91.0,62.0,33.0,0.18469999999999998,0.096,0.1336,0.0808,2015,DEC,0.008506552423794856,0.0065777628700454055,4.0,2015-12-01
Plumas,354.0,197.0,27.0,17.0,14.0,99.0,17.0,363.0,207.0,156.0,80.0,70.0,4.0,6.0,28.7,0.1638,0.07629999999999999,0.226,0.1977,2015,DEC,0.0010394613593453154,0.0008952860599274399,4.0,2015-12-01
Riverside,29705.0,13607.0,5152.0,1592.0,889.0,8465.0,10.7,34870.0,21592.0,13278.0,7950.0,6873.0,706.0,371.0,25.0,0.257,0.1734,0.2676,0.2314,2015,DEC,0.0872237279077757,0.08600172151424196,4.0,2015-12-01
Sacramento,21830.0,10626.0,2755.0,1313.0,765.0,6371.0,7.0,24059.0,19071.0,4988.0,3344.0,2176.0,689.0,479.0,36.3,0.2214,0.12619999999999998,0.1532,0.09970000000000001,2015,DEC,0.0641001171596278,0.05933798158621013,4.0,2015-12-01
San Benito,706.0,283.0,129.0,44.0,23.0,227.0,14.7,973.0,546.0,427.0,299.0,257.0,30.0,12.0,26.3,0.2776,0.1827,0.4235,0.364,2015,DEC,0.0020730500556434823,0.002399761257050686,4.0,2015-12-01
San Bernardino,34616.0,13599.0,8197.0,1972.0,1133.0,9715.0,8.0,48147.0,30516.0,17631.0,11976.0,10634.0,924.0,418.0,29.3,0.3265,0.2368,0.34600000000000003,0.3072,2015,DEC,0.10164405202004927,0.11874748740310316,4.0,2015-12-01
San Diego,36818.0,16885.0,5186.0,2282.0,1351.0,11114.0,10.3,32851.0,25394.0,7457.0,4938.0,3124.0,1086.0,728.0,35.0,0.2395,0.1409,0.1341,0.0848,2015,DEC,0.10810985403495996,0.08102215524704223,4.0,2015-12-01
San Francisco,7747.0,4095.0,790.0,456.0,262.0,2144.0,8.0,6479.0,4873.0,1606.0,1012.0,711.0,180.0,121.0,35.3,0.19469999999999998,0.102,0.1306,0.09179999999999999,2015,DEC,0.022747760313130392,0.015979499675674608,4.0,2015-12-01
San Joaquin,9697.0,4491.0,1741.0,547.0,330.0,2588.0,13.7,15350.0,10205.0,5145.0,3003.0,2619.0,260.0,124.0,24.7,0.27,0.1795,0.3097,0.2701,2015,DEC,0.028473606784100353,0.03785851520629808,4.0,2015-12-01
San Luis Obispo,2546.0,1228.0,221.0,143.0,85.0,869.0,12.0,2311.0,1768.0,543.0,276.0,160.0,67.0,49.0,34.0,0.1764,0.0868,0.1084,0.06280000000000001,2015,DEC,0.007475900059020263,0.00569974127959315,4.0,2015-12-01
San Mateo,4215.0,2217.0,406.0,268.0,174.0,1150.0,10.3,3375.0,2549.0,826.0,484.0,291.0,114.0,79.0,39.0,0.20120000000000002,0.09630000000000001,0.1148,0.069,2015,DEC,0.012376637371865833,0.00832394063982124,4.0,2015-12-01
Santa Barbara,5690.0,2590.0,416.0,303.0,211.0,2170.0,15.3,5029.0,4182.0,847.0,605.0,357.0,168.0,80.0,36.7,0.1634,0.0731,0.1063,0.06269999999999999,2015,DEC,0.01670772636913798,0.012403288141529188,4.0,2015-12-01
Santa Clara,9151.0,4958.0,230.0,534.0,379.0,3050.0,8.0,12278.0,9757.0,2521.0,631.0,111.0,302.0,218.0,37.7,0.1249,0.025099999999999997,0.069,0.0121,2015,DEC,0.026870369772228765,0.030281879459474123,4.0,2015-12-01
Santa Cruz,3353.0,1664.0,71.0,164.0,147.0,1307.0,12.0,3434.0,2828.0,606.0,171.0,35.0,77.0,59.0,38.7,0.1139,0.0212,0.051,0.0104,2015,DEC,0.009845519598544754,0.008469455453969224,4.0,2015-12-01
Shasta,3039.0,1388.0,465.0,170.0,115.0,901.0,14.7,3896.0,2184.0,1712.0,1042.0,904.0,93.0,45.0,26.3,0.2468,0.153,0.3429,0.2975,2015,DEC,0.008923511500142412,0.00960891043933142,4.0,2015-12-01
Sierra,31.0,20.0,3.0,0.0,3.0,5.0,11.7,57.0,24.0,33.0,3.0,3.0,0.0,0.0,27.3,0.1935,0.0968,0.0968,0.0968,2015,DEC,9.102627723080447e-05,0.0001405821085836476,4.0,2015-12-01
Siskiyou,871.0,455.0,118.0,46.0,17.0,235.0,18.7,979.0,601.0,378.0,271.0,242.0,21.0,8.0,26.0,0.2078,0.1355,0.3111,0.2778,2015,DEC,0.0025575447570332483,0.0024145593737437015,4.0,2015-12-01
Solano,4365.0,2325.0,62.0,319.0,170.0,1489.0,12.0,5693.0,4261.0,1432.0,326.0,28.0,174.0,124.0,40.3,0.12619999999999998,0.014199999999999999,0.0747,0.64,2015,DEC,0.012817087100401983,0.014040946388889574,4.0,2015-12-01
Sonoma,4375.0,1964.0,549.0,240.0,158.0,1464.0,14.7,4634.0,3570.0,1064.0,647.0,349.0,173.0,125.0,37.7,0.2165,0.1255,0.1479,0.07980000000000001,2015,DEC,0.012846450415637728,0.011429078792572331,4.0,2015-12-01
Stanislaus,9492.0,3673.0,1632.0,658.0,437.0,3092.0,9.0,12548.0,7519.0,5029.0,3153.0,2628.0,357.0,168.0,25.7,0.2873,0.17190000000000003,0.3322,0.27690000000000003,2015,DEC,0.027871658821767613,0.030947794710659823,4.0,2015-12-01
Sutter,1536.0,704.0,298.0,80.0,50.0,404.0,15.7,1849.0,1110.0,739.0,444.0,402.0,32.0,10.0,27.7,0.2786,0.19399999999999998,0.2891,0.26170000000000004,2015,DEC,0.004510205220210182,0.004560286294230954,4.0,2015-12-01
Tehama,1119.0,530.0,187.0,63.0,41.0,298.0,13.3,1511.0,860.0,651.0,368.0,325.0,31.0,12.0,19.7,0.2601,0.1671,0.3289,0.2904,2015,DEC,0.003285754974879684,0.0037266590538577457,4.0,2015-12-01
Trinity,218.0,130.0,17.0,7.0,8.0,56.0,12.3,292.0,145.0,147.0,58.0,52.0,5.0,1.0,24.3,0.14679999999999999,0.078,0.2661,0.23850000000000002,2015,DEC,0.0006401202721392056,0.0007201750123934227,4.0,2015-12-01
Tulare,9471.0,3018.0,2193.0,694.0,446.0,3120.0,6.0,14768.0,12729.0,2039.0,2443.0,1826.0,387.0,230.0,36.7,0.3519,0.23149999999999998,0.2579,0.1928,2015,DEC,0.027809995859772552,0.036423097887075574,4.0,2015-12-01
Tuolumne,750.0,338.0,122.0,45.0,26.0,219.0,13.7,974.0,560.0,414.0,242.0,219.0,17.0,6.0,27.7,0.25730000000000003,0.16269999999999998,0.32270000000000004,0.292,2015,DEC,0.002202248642680753,0.002402227609832855,4.0,2015-12-01
Ventura,8815.0,3658.0,1297.0,585.0,366.0,2909.0,9.3,9149.0,7091.0,2058.0,1684.0,1141.0,326.0,217.0,37.0,0.255,0.1471,0.191,0.1294,2015,DEC,0.025883762380307786,0.022564661604066522,4.0,2015-12-01
Yolo,2502.0,1355.0,209.0,136.0,97.0,705.0,8.3,2599.0,2088.0,511.0,273.0,171.0,57.0,45.0,35.3,0.17670000000000002,0.08349999999999999,0.1091,0.0683,2015,DEC,0.007346701471982992,0.006410050880857896,4.0,2015-12-01
Yuba,1548.0,685.0,352.0,78.0,47.0,386.0,12.3,1903.0,1143.0,760.0,692.0,638.0,39.0,15.0,22.7,0.3081,0.2274,0.447,0.4121,2015,DEC,0.004545441198493074,0.004693469344468094,4.0,2015-12-01
