county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,469692.0,224434.0,60129.0,23658.0,14956.0,146515.0,12.1,510134.0,375589.0,134545.0,72687.0,57867.0,9279.0,5541.0,30.6,0.21,0.128,0.155,0.12300000000000001,2015,SEP,1.0,1.0,3.0,2015-09-01
Alameda,15733.0,7607.0,1635.0,879.0,578.0,5034.0,16.0,15583.0,11413.0,4170.0,1790.0,1058.0,453.0,279.0,41.7,0.19699999999999998,0.10400000000000001,0.114,0.067,2015,SEP,0.033496418929851904,0.030546875918876216,3.0,2015-09-01
Alpine,17.0,11.0,0.0,1.0,0.0,5.0,5.3,33.0,18.0,15.0,0.0,0.0,0.0,0.0,29.7,0.059000000000000004,0.0,0.0,0.0,2015,SEP,3.61939313422413e-05,6.468888566533499e-05,3.0,2015-09-01
Amador,467.0,238.0,74.0,19.0,17.0,119.0,13.7,563.0,326.0,237.0,154.0,135.0,10.0,9.0,26.7,0.23600000000000002,0.158,0.33,0.289,2015,SEP,0.0009942685845192169,0.0011036315948358666,3.0,2015-09-01
Butte,4947.0,2601.0,731.0,230.0,159.0,1226.0,19.0,4966.0,2889.0,2077.0,1262.0,1120.0,100.0,42.0,27.7,0.226,0.14800000000000002,0.255,0.226,2015,SEP,0.010532434020592217,0.009734697158001623,3.0,2015-09-01
Calaveras,643.0,356.0,72.0,31.0,19.0,165.0,10.7,901.0,524.0,377.0,173.0,151.0,15.0,7.0,25.3,0.19,0.11199999999999999,0.26899999999999996,0.235,2015,SEP,0.001368982226650656,0.0017662026055899039,3.0,2015-09-01
Colusa,209.0,111.0,31.0,12.0,5.0,50.0,20.3,219.0,99.0,120.0,77.0,69.0,7.0,1.0,28.7,0.23,0.14800000000000002,0.368,0.33,2015,SEP,0.0004449724500310842,0.00042929896850631404,3.0,2015-09-01
Contra Costa,9842.0,5470.0,839.0,441.0,267.0,2825.0,12.7,8634.0,6663.0,1971.0,1029.0,639.0,236.0,154.0,43.3,0.157,0.085,0.105,0.065,2015,SEP,0.020954157192372876,0.016924964813166736,3.0,2015-09-01
Del Norte,654.0,352.0,85.0,25.0,18.0,174.0,12.3,736.0,455.0,281.0,222.0,207.0,10.0,5.0,28.3,0.196,0.13,0.33899999999999997,0.317,2015,SEP,0.001392401829283871,0.001442758177263229,3.0,2015-09-01
El Dorado,1988.0,1067.0,253.0,97.0,62.0,509.0,9.7,2243.0,1223.0,1020.0,529.0,463.0,46.0,20.0,28.3,0.207,0.127,0.266,0.233,2015,SEP,0.004232560912257394,0.004396883955980193,3.0,2015-09-01
Fresno,18577.0,7579.0,2587.0,1266.0,804.0,6341.0,8.0,26612.0,22603.0,4009.0,3041.0,1965.0,660.0,416.0,47.7,0.251,0.139,0.16399999999999998,0.106,2015,SEP,0.039551450737930385,0.0521666856159362,3.0,2015-09-01
Glenn,379.0,208.0,36.0,17.0,9.0,109.0,9.7,491.0,275.0,216.0,79.0,74.0,2.0,3.0,23.3,0.16399999999999998,0.095,0.20800000000000002,0.195,2015,SEP,0.0008069117634534971,0.0009624922079296812,3.0,2015-09-01
Humboldt,3763.0,2295.0,440.0,182.0,93.0,753.0,12.0,3574.0,1931.0,1643.0,1069.0,973.0,70.0,26.0,33.7,0.19,0.11699999999999999,0.284,0.259,2015,SEP,0.008011633155344353,0.007006002344482038,3.0,2015-09-01
Imperial,4049.0,1990.0,555.0,176.0,134.0,1194.0,12.0,5386.0,3850.0,1536.0,969.0,862.0,82.0,25.0,23.3,0.214,0.13699999999999998,0.239,0.213,2015,SEP,0.008620542823807942,0.010558010248287704,3.0,2015-09-01
Inyo,265.0,121.0,34.0,21.0,8.0,81.0,6.3,319.0,187.0,132.0,93.0,85.0,5.0,3.0,29.3,0.23800000000000002,0.128,0.35100000000000003,0.321,2015,SEP,0.0005641995179819967,0.0006253258947649049,3.0,2015-09-01
Kern,18281.0,7917.0,3474.0,908.0,557.0,5425.0,12.3,18935.0,12618.0,6317.0,3766.0,3220.0,362.0,184.0,19.0,0.27,0.19,0.20600000000000002,0.17600000000000002,2015,SEP,0.03892125052161842,0.037117698487064185,3.0,2015-09-01
Kings,2605.0,1071.0,561.0,114.0,81.0,778.0,10.3,3035.0,1910.0,1125.0,745.0,673.0,46.0,26.0,27.3,0.29,0.215,0.28600000000000003,0.258,2015,SEP,0.005546187714502269,0.0059494172119482335,3.0,2015-09-01
Lake,1731.0,1051.0,99.0,55.0,51.0,475.0,11.3,1793.0,1076.0,717.0,511.0,439.0,49.0,23.0,31.0,0.11800000000000001,0.057,0.295,0.254,2015,SEP,0.0036853938325540994,0.0035147627878165345,3.0,2015-09-01
Lassen,412.0,237.0,35.0,20.0,11.0,109.0,23.3,523.0,285.0,238.0,134.0,120.0,10.0,4.0,29.3,0.16,0.085,0.325,0.29100000000000004,2015,SEP,0.000877170571353142,0.0010252208243324303,3.0,2015-09-01
Los Angeles,90967.0,43225.0,7277.0,3609.0,2378.0,34478.0,11.7,96380.0,79548.0,16832.0,1046.0,791.0,174.0,81.0,0.0,0.146,0.08,0.011000000000000001,0.9,2015,SEP,0.1936737266123332,0.18893075152802988,3.0,2015-09-01
Madera,2283.0,1038.0,353.0,137.0,101.0,654.0,12.3,3533.0,2313.0,1220.0,668.0,543.0,84.0,41.0,26.0,0.259,0.155,0.293,0.23800000000000002,2015,SEP,0.004860632073784523,0.006925631304716016,3.0,2015-09-01
Marin,1613.0,824.0,267.0,90.0,39.0,393.0,10.3,1831.0,1053.0,778.0,481.0,428.0,34.0,19.0,29.7,0.24600000000000002,0.166,0.298,0.265,2015,SEP,0.003434165367943248,0.003589253019794799,3.0,2015-09-01
Mariposa,240.0,143.0,32.0,8.0,5.0,52.0,12.0,311.0,171.0,140.0,84.0,78.0,3.0,3.0,29.0,0.188,0.133,0.35,0.325,2015,SEP,0.0005109731483610537,0.0006096437406642177,3.0,2015-09-01
Mendocino,1748.0,746.0,307.0,128.0,67.0,500.0,9.3,2019.0,1023.0,996.0,467.0,385.0,53.0,29.0,29.3,0.287,0.17600000000000002,0.267,0.22,2015,SEP,0.0037215877638963404,0.00395778364116095,3.0,2015-09-01
Merced,5112.0,2183.0,962.0,240.0,181.0,1546.0,11.7,7059.0,4757.0,2302.0,1731.0,1578.0,104.0,49.0,26.7,0.271,0.188,0.33899999999999997,0.309,2015,SEP,0.010883728060090442,0.01383754072459393,3.0,2015-09-01
Modoc,141.0,62.0,32.0,6.0,2.0,39.0,16.3,128.0,74.0,54.0,45.0,43.0,1.0,1.0,28.3,0.284,0.22699999999999998,0.319,0.305,2015,SEP,0.000300196724662119,0.00025091446561099635,3.0,2015-09-01
Mono,123.0,71.0,12.0,8.0,3.0,29.0,13.0,180.0,72.0,108.0,26.0,23.0,1.0,2.0,23.7,0.187,0.098,0.21100000000000002,0.187,2015,SEP,0.00026187373853503996,0.0003528484672654636,3.0,2015-09-01
