county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,488037.0,252686.0,66023.0,25483.0,16866.0,126979.0,13.3,427604.0,340075.0,87529.0,45838.0,35257.0,6524.0,4057.0,18.7,0.22210000000000002,0.1353,0.09390000000000001,0.0722,2013,MAR,1.0,1.0,1.0,2013-03-01
Alameda,15363.0,8330.0,1264.0,936.0,626.0,4207.0,14.7,16956.0,14143.0,2813.0,1462.0,767.0,435.0,260.0,40.7,0.1839,0.0823,0.09519999999999999,0.0499,2013,MAR,0.03147917063665255,0.03965351119259876,1.0,2013-03-01
Alpine,16.0,10.0,3.0,0.0,0.0,3.0,1.3,30.0,16.0,14.0,2.0,0.0,2.0,0.0,0.0,0.1875,0.1875,0.125,0.0,2013,MAR,3.278439954347724e-05,7.015837082908485e-05,1.0,2013-03-01
Amador,562.0,315.0,96.0,29.0,19.0,103.0,11.7,572.0,335.0,237.0,110.0,106.0,3.0,1.0,9.7,0.2562,0.17079999999999998,0.1957,0.1886,2013,MAR,0.0011515520339646379,0.0013376862704745512,1.0,2013-03-01
Butte,4277.0,2421.0,627.0,183.0,125.0,921.0,15.7,4169.0,2464.0,1705.0,1002.0,928.0,56.0,18.0,12.0,0.2186,0.1466,0.2343,0.217,2013,MAR,0.008763679802965758,0.009749674932881825,1.0,2013-03-01
Calaveras,740.0,434.0,93.0,28.0,22.0,163.0,12.7,794.0,485.0,309.0,115.0,101.0,11.0,3.0,6.7,0.1932,0.1257,0.15539999999999998,0.1365,2013,MAR,0.001516278478885822,0.0018568582146097792,1.0,2013-03-01
Colusa,302.0,161.0,62.0,14.0,10.0,55.0,11.3,218.0,118.0,100.0,48.0,43.0,3.0,2.0,8.3,0.2848,0.2053,0.1589,0.1424,2013,MAR,0.0006188055413831328,0.0005098174946913499,1.0,2013-03-01
Contra Costa,10268.0,5599.0,1177.0,589.0,383.0,2520.0,15.0,8196.0,6739.0,1457.0,836.0,455.0,235.0,146.0,46.0,0.20929999999999999,0.11460000000000001,0.0814,0.0443,2013,MAR,0.021039388407026516,0.019167266910505982,1.0,2013-03-01
Del Norte,676.0,301.0,168.0,34.0,25.0,148.0,8.3,800.0,448.0,352.0,179.0,169.0,8.0,2.0,9.3,0.3358,0.24850000000000003,0.2648,0.25,2013,MAR,0.0013851408807119133,0.001870889888775596,1.0,2013-03-01
El Dorado,2380.0,1355.0,351.0,101.0,82.0,491.0,12.7,1969.0,1013.0,956.0,418.0,372.0,32.0,14.0,9.3,0.22440000000000002,0.1475,0.17559999999999998,0.1563,2013,MAR,0.004876679432092239,0.004604727738748936,1.0,2013-03-01
Fresno,17207.0,6874.0,2210.0,1253.0,789.0,6081.0,7.3,21194.0,19555.0,1639.0,1509.0,877.0,365.0,267.0,41.7,0.24710000000000001,0.1284,0.0877,0.051,2013,MAR,0.0352575726840383,0.04956455037838748,1.0,2013-03-01
Glenn,484.0,244.0,98.0,19.0,20.0,103.0,10.3,444.0,266.0,178.0,77.0,71.0,5.0,1.0,5.7,0.28309999999999996,0.2025,0.1591,0.1467,2013,MAR,0.0009917280861901864,0.0010383438882704558,1.0,2013-03-01
Humboldt,3560.0,2039.0,489.0,153.0,121.0,758.0,15.3,2911.0,1459.0,1452.0,813.0,707.0,74.0,32.0,13.7,0.2143,0.1374,0.2284,0.1986,2013,MAR,0.007294528898423685,0.0068077005827822,1.0,2013-03-01
Imperial,3172.0,1622.0,613.0,137.0,121.0,679.0,15.0,3873.0,2604.0,1269.0,560.0,495.0,36.0,29.0,6.0,0.2746,0.19329999999999997,0.1765,0.1561,2013,MAR,0.006499507209494362,0.009057445674034855,1.0,2013-03-01
Inyo,314.0,166.0,48.0,9.0,7.0,84.0,7.7,310.0,169.0,141.0,48.0,45.0,2.0,1.0,6.3,0.20379999999999998,0.15289999999999998,0.15289999999999998,0.1433,2013,MAR,0.0006433938410407408,0.0007249698319005435,1.0,2013-03-01
Kern,17024.0,7414.0,3904.0,788.0,586.0,4332.0,14.7,16546.0,10713.0,5833.0,2505.0,2120.0,260.0,125.0,8.7,0.31,0.2293,0.1471,0.1245,2013,MAR,0.03488260111425978,0.03869468012460127,1.0,2013-03-01
Kings,2920.0,1305.0,591.0,138.0,101.0,785.0,15.0,2771.0,1817.0,954.0,525.0,467.0,41.0,17.0,8.3,0.2842,0.2024,0.17980000000000002,0.15990000000000001,2013,MAR,0.005983152916684596,0.006480294852246471,1.0,2013-03-01
