county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,508707.0,268189.0,51116.0,27797.0,20152.0,141453.0,14.4,385758.0,316697.0,69061.0,48458.0,37476.0,6647.0,4335.0,37.6,0.19473881822,0.100482202918,0.0952571912712,0.0736691258426,2012,MAR,1.0,1.0,1.0,2012-03-01
Alameda,16105.0,8998.0,1860.0,889.0,551.0,3807.0,13.7,14337.0,12087.0,2250.0,1096.0,493.0,366.0,237.0,45.7,0.20490530891,0.115492083204,0.0680533995654,0.0306116113008,2012,MAR,0.03165869547696415,0.037165787877373894,1.0,2012-03-01
Alpine,23.0,17.0,0.0,0.0,0.0,6.0,0.7,21.0,18.0,3.0,1.0,1.0,0.0,0.0,24.3,0.0,0.0,0.0434782608696,0.0434782608696,2012,MAR,4.521266662341977e-05,5.443827477330347e-05,1.0,2012-03-01
Amador,578.0,369.0,21.0,17.0,20.0,151.0,14.0,510.0,351.0,159.0,113.0,96.0,10.0,7.0,38.7,0.100346020761,0.0363321799308,0.195501730104,0.166089965398,2012,MAR,0.0011362139699276795,0.0013220723873516556,1.0,2012-03-01
Butte,4249.0,2640.0,120.0,180.0,169.0,1140.0,20.3,3936.0,2341.0,1595.0,1198.0,1106.0,64.0,28.0,47.0,0.110378912685,0.0282419392798,0.28194869381,0.260296540362,2012,MAR,0.008352548716648287,0.010203288071796308,1.0,2012-03-01
Calaveras,706.0,445.0,6.0,22.0,24.0,209.0,13.3,664.0,469.0,195.0,135.0,115.0,13.0,7.0,39.0,0.0736543909348,0.00849858356941,0.191218130312,0.162889518414,2012,MAR,0.0013878322885275806,0.001721286402355881,1.0,2012-03-01
Colusa,305.0,165.0,11.0,14.0,15.0,100.0,19.0,183.0,139.0,44.0,25.0,24.0,1.0,0.0,33.3,0.131147540984,0.0360655737705,0.0819672131148,0.0786885245902,2012,MAR,0.0005995592747888274,0.0004743906801673588,1.0,2012-03-01
Contra Costa,10726.0,6305.0,1157.0,509.0,325.0,2430.0,14.0,7005.0,5658.0,1347.0,1138.0,780.0,207.0,151.0,50.3,0.185623718068,0.107868730188,0.106097333582,0.0727204922618,2012,MAR,0.021084828791426105,0.0181590530850948,1.0,2012-03-01
Del Norte,746.0,395.0,29.0,30.0,44.0,248.0,8.7,736.0,510.0,226.0,173.0,157.0,10.0,6.0,32.3,0.138069705094,0.0388739946381,0.231903485255,0.210455764075,2012,MAR,0.00146646301309005,0.0019079319158643502,1.0,2012-03-01
El Dorado,2449.0,1536.0,60.0,111.0,123.0,619.0,13.7,1945.0,1334.0,611.0,422.0,382.0,26.0,14.0,41.0,0.120048999592,0.024499795835,0.172315230706,0.155982033483,2012,MAR,0.004814166111337175,0.005042021163527393,1.0,2012-03-01
Fresno,19535.0,7619.0,4023.0,1365.0,906.0,5622.0,7.3,21126.0,18525.0,2601.0,2353.0,1442.0,548.0,363.0,57.3,0.32219093934,0.205938059893,0.120450473509,0.0738162272844,2012,MAR,0.03840128010819588,0.05476490442194329,1.0,2012-03-01
Glenn,506.0,281.0,25.0,22.0,16.0,162.0,15.7,454.0,365.0,89.0,57.0,53.0,2.0,2.0,16.7,0.124505928854,0.0494071146245,0.112648221344,0.104743083004,2012,MAR,0.0009946786657152348,0.0011769036546228464,1.0,2012-03-01
Humboldt,3377.0,2045.0,87.0,180.0,121.0,944.0,14.0,2727.0,1620.0,1107.0,716.0,622.0,55.0,39.0,45.0,0.11489487711,0.0257625111045,0.212022505182,0.184187148357,2012,MAR,0.006638398921186459,0.007069198824133265,1.0,2012-03-01
Imperial,3276.0,1791.0,123.0,144.0,133.0,1085.0,15.3,3778.0,2847.0,931.0,637.0,553.0,53.0,31.0,29.3,0.1221001221,0.0375457875458,0.194444444444,0.168803418803,2012,MAR,0.006439856341666225,0.009793704861597167,1.0,2012-03-01
