county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
Imperial,3443.0,1717.0,548.0,156.0,116.0,906.0,13.7,4217.0,2923.0,1294.0,946.0,831.0,75.0,40.0,24.7,0.2382,0.1592,0.2748,0.2414,2015,MAR,0.007685473718046019,0.00891160875987684,1.0,2015-03-01
Inyo,278.0,115.0,42.0,12.0,11.0,98.0,5.7,340.0,184.0,156.0,86.0,76.0,7.0,3.0,27.3,0.23379999999999998,0.15109999999999998,0.3094,0.2734,2015,MAR,0.0006205523362232917,0.0007185077017685856,1.0,2015-03-01
Kern,18148.0,7781.0,3240.0,895.0,622.0,5610.0,14.0,17225.0,11536.0,5689.0,3359.0,2876.0,301.0,182.0,19.0,0.2621,0.17850000000000002,0.18510000000000001,0.1585,2015,MAR,0.04051001366108021,0.03640086812636437,1.0,2015-03-01
Kings,2747.0,1109.0,619.0,136.0,71.0,812.0,12.7,2936.0,1956.0,980.0,883.0,797.0,65.0,21.0,27.7,0.3007,0.2253,0.3214,0.2901,2015,MAR,0.006131860674839505,0.006204525330566374,1.0,2015-03-01
Lake,1417.0,863.0,90.0,58.0,37.0,369.0,12.3,1593.0,1029.0,564.0,455.0,394.0,39.0,22.0,31.7,0.1306,0.0635,0.3211,0.2781,2015,MAR,0.0031630311526201593,0.003366419908580461,1.0,2015-03-01
Lassen,410.0,228.0,28.0,17.0,18.0,119.0,15.0,503.0,273.0,230.0,117.0,102.0,12.0,3.0,28.7,0.1537,0.0683,0.2854,0.2488,2015,MAR,0.000915203085796941,0.001062968747028231,1.0,2015-03-01
Los Angeles,84407.0,40234.0,6963.0,3762.0,2450.0,30998.0,14.3,90873.0,79562.0,11311.0,1023.0,805.0,141.0,77.0,29.7,0.1561,0.0825,0.0121,0.95,2015,MAR,0.18841352893381072,0.19203808936122552,1.0,2015-03-01
Madera,2412.0,1194.0,351.0,118.0,71.0,678.0,14.3,3177.0,2164.0,1013.0,593.0,525.0,44.0,24.0,24.7,0.22390000000000002,0.14550000000000002,0.2459,0.2177,2015,MAR,0.005384072787663955,0.006713820495643519,1.0,2015-03-01
Marin,1683.0,885.0,302.0,70.0,45.0,381.0,12.7,1721.0,1029.0,692.0,512.0,450.0,42.0,20.0,30.7,0.24780000000000002,0.1794,0.3042,0.26739999999999997,2015,MAR,0.0037567970570640285,0.00363691692571687,1.0,2015-03-01
Mariposa,258.0,154.0,37.0,7.0,7.0,53.0,16.7,286.0,185.0,101.0,74.0,68.0,4.0,2.0,24.3,0.1977,0.1434,0.2868,0.2636,2015,MAR,0.0005759082832575873,0.0006043917726641631,1.0,2015-03-01
Mendocino,1604.0,660.0,241.0,117.0,72.0,514.0,14.0,2419.0,1207.0,1212.0,699.0,558.0,96.0,45.0,31.7,0.2681,0.1502,0.43579999999999997,0.3479,2015,MAR,0.003580453047849496,0.005111970972288849,1.0,2015-03-01
Merced,4898.0,2163.0,832.0,211.0,141.0,1551.0,12.3,6713.0,4622.0,2091.0,1734.0,1588.0,100.0,46.0,27.3,0.24170000000000003,0.1699,0.354,0.32420000000000004,2015,MAR,0.010933328571301018,0.014186300594036808,1.0,2015-03-01
Modoc,146.0,68.0,31.0,3.0,5.0,39.0,17.7,151.0,86.0,65.0,51.0,49.0,1.0,1.0,25.3,0.2671,0.21230000000000002,0.3493,0.3356,2015,MAR,0.0003259015866496424,0.00031910194990310715,1.0,2015-03-01
Mono,197.0,122.0,10.0,11.0,6.0,48.0,13.7,201.0,74.0,127.0,20.0,18.0,1.0,1.0,22.7,0.1371,0.0508,0.1015,0.09140000000000001,2015,MAR,0.0004397439217121887,0.00042476484722201677,1.0,2015-03-01
Monterey,6530.0,3012.0,986.0,315.0,233.0,1984.0,12.7,5638.0,3534.0,2104.0,944.0,831.0,87.0,26.0,24.0,0.2349,0.151,0.1446,0.1273,2015,MAR,0.0145762832933025,0.01191454830168025,1.0,2015-03-01
Napa,1088.0,584.0,120.0,47.0,32.0,305.0,14.3,1020.0,597.0,423.0,182.0,158.0,15.0,9.0,25.7,0.18289999999999998,0.1103,0.1673,0.1452,2015,MAR,0.0024286364813343214,0.0021555231053057566,1.0,2015-03-01
Nevada,1168.0,671.0,123.0,52.0,32.0,290.0,17.7,1265.0,698.0,567.0,259.0,219.0,25.0,15.0,25.7,0.1772,0.10529999999999999,0.2217,0.1875,2015,MAR,0.0026072126931971393,0.002673271302168414,1.0,2015-03-01
Orange,24486.0,13358.0,2741.0,1330.0,767.0,6290.0,6.0,26795.0,21617.0,5178.0,2932.0,1849.0,650.0,433.0,33.7,0.19760000000000003,0.1119,0.1197,0.0755,2015,MAR,0.054657714045911944,0.05662474667320368,1.0,2015-03-01
Placer,3195.0,1768.0,377.0,164.0,95.0,791.0,11.0,2533.0,1919.0,614.0,405.0,253.0,89.0,63.0,32.7,0.1991,0.11800000000000001,0.1268,0.07919999999999999,2015,MAR,0.007131887461271284,0.0053528823781759625,1.0,2015-03-01
Plumas,382.0,275.0,29.0,5.0,8.0,65.0,15.7,260.0,154.0,106.0,73.0,69.0,1.0,3.0,31.0,0.1099,0.0759,0.1911,0.18059999999999998,2015,MAR,0.0008527014116449548,0.0005494470660583301,1.0,2015-03-01
Riverside,31669.0,15355.0,5392.0,1690.0,1013.0,8219.0,11.7,33719.0,20707.0,13012.0,8061.0,7082.0,620.0,359.0,24.7,0.2556,0.1703,0.2545,0.2236,2015,MAR,0.0706916256685447,0.07125694469392628,1.0,2015-03-01
Sacramento,24040.0,12487.0,2966.0,1304.0,788.0,6495.0,6.7,24727.0,20062.0,4665.0,3159.0,2035.0,671.0,453.0,35.0,0.2104,0.1234,0.13140000000000002,0.08470000000000001,2015,MAR,0.05366215166477673,0.05225452924009358,1.0,2015-03-01
San Benito,752.0,360.0,105.0,50.0,20.0,217.0,16.0,744.0,419.0,325.0,256.0,225.0,27.0,4.0,27.7,0.2327,0.1396,0.3404,0.2992,2015,MAR,0.001678616391510487,0.0015722639121053756,1.0,2015-03-01
San Bernardino,38039.0,16684.0,8246.0,2017.0,1157.0,9935.0,8.7,46083.0,29850.0,16233.0,11713.0,10582.0,745.0,386.0,30.0,0.3002,0.2168,0.3079,0.2782,2015,MAR,0.08491075653812155,0.09738526594294626,1.0,2015-03-01
San Diego,40752.0,20386.0,5450.0,2276.0,1439.0,11201.0,11.7,30940.0,24530.0,6410.0,4286.0,2704.0,907.0,675.0,33.3,0.2249,0.13369999999999999,0.1052,0.0664,2015,MAR,0.09096672232291936,0.0653842008609413,1.0,2015-03-01
San Francisco,8496.0,4479.0,1019.0,421.0,264.0,2313.0,8.0,7396.0,5518.0,1878.0,1244.0,845.0,245.0,154.0,34.3,0.2006,0.1199,0.1464,0.09949999999999999,2015,MAR,0.018964793699831246,0.015629655771413113,1.0,2015-03-01
San Joaquin,10941.0,5660.0,1769.0,511.0,322.0,2679.0,14.0,14204.0,9768.0,4436.0,2826.0,2528.0,187.0,111.0,24.3,0.2378,0.1617,0.2583,0.2311,2015,MAR,0.024422529174888612,0.030016715870355853,1.0,2015-03-01
San Luis Obispo,2804.0,1479.0,235.0,131.0,83.0,876.0,11.7,2196.0,1718.0,478.0,272.0,149.0,74.0,49.0,36.7,0.16010000000000002,0.08380000000000001,0.09699999999999999,0.053099999999999994,2015,MAR,0.0062590962257917625,0.004640714450246512,1.0,2015-03-01
San Mateo,4784.0,2588.0,458.0,281.0,188.0,1269.0,10.3,3597.0,2803.0,794.0,543.0,332.0,121.0,90.0,37.0,0.1938,0.09570000000000001,0.11349999999999999,0.0694,2015,MAR,0.010678857469396503,0.00760138883312236,1.0,2015-03-01
Santa Barbara,4869.0,2476.0,419.0,240.0,181.0,1553.0,12.7,4182.0,3303.0,879.0,480.0,276.0,120.0,84.0,38.0,0.1725,0.0861,0.0986,0.0567,2015,MAR,0.010868594694500746,0.008837644731753603,1.0,2015-03-01
Santa Clara,10903.0,6116.0,274.0,632.0,401.0,3480.0,10.7,13087.0,10598.0,2489.0,605.0,131.0,289.0,185.0,38.0,0.1199,0.025099999999999997,0.0555,0.012,2015,MAR,0.024337705474253776,0.02765620674425141,1.0,2015-03-01
Santa Cruz,3344.0,1930.0,44.0,105.0,115.0,1150.0,15.0,3069.0,2422.0,647.0,140.0,20.0,67.0,53.0,39.7,0.0789,0.0132,0.04190000000000001,0.6,2015,MAR,0.007464485655865782,0.006485588637434674,1.0,2015-03-01
Shasta,3398.0,1660.0,543.0,192.0,115.0,888.0,16.7,3853.0,2239.0,1614.0,1075.0,962.0,80.0,33.0,25.3,0.2501,0.1598,0.3164,0.28309999999999996,2015,MAR,0.007585024598873184,0.008142382867395177,1.0,2015-03-01
Sierra,39.0,28.0,4.0,0.0,1.0,6.0,7.3,65.0,40.0,25.0,7.0,5.0,1.0,1.0,29.3,0.1282,0.1026,0.1795,0.1282,2015,MAR,8.705590328312366e-05,0.00013736176651458253,1.0,2015-03-01
Siskiyou,844.0,449.0,134.0,35.0,31.0,195.0,16.7,893.0,555.0,338.0,215.0,196.0,9.0,10.0,25.7,0.237,0.1588,0.2547,0.2322,2015,MAR,0.0018839790351527273,0.0018871393461157263,1.0,2015-03-01
Solano,5289.0,2852.0,71.0,340.0,219.0,1807.0,11.7,5733.0,4393.0,1340.0,318.0,31.0,177.0,110.0,38.0,0.1191,0.0134,0.0601,0.59,2015,MAR,0.011806119806780539,0.01211530780658618,1.0,2015-03-01
Sonoma,5202.0,2597.0,536.0,256.0,188.0,1625.0,13.3,4499.0,3538.0,961.0,489.0,286.0,125.0,78.0,34.3,0.1884,0.10300000000000001,0.094,0.055,2015,MAR,0.011611918176379724,0.009507547500755489,1.0,2015-03-01
Stanislaus,9977.0,4130.0,1777.0,607.0,329.0,3134.0,12.7,11902.0,7590.0,4312.0,3139.0,2697.0,306.0,136.0,25.3,0.27190000000000003,0.17809999999999998,0.3146,0.2703,2015,MAR,0.02227068582194166,0.02515199607779325,1.0,2015-03-01
Sutter,1609.0,771.0,305.0,73.0,45.0,415.0,15.7,1669.0,972.0,697.0,387.0,353.0,23.0,11.0,27.0,0.26289999999999997,0.18960000000000002,0.24050000000000002,0.2194,2015,MAR,0.003591614061090922,0.003527027512505204,1.0,2015-03-01
Tehama,1326.0,667.0,196.0,78.0,45.0,340.0,13.7,1574.0,886.0,688.0,377.0,345.0,18.0,14.0,21.0,0.24059999999999998,0.1478,0.2843,0.2602,2015,MAR,0.0029599007116262043,0.0033262680075992757,1.0,2015-03-01
Trinity,258.0,137.0,37.0,18.0,5.0,61.0,14.3,300.0,150.0,150.0,98.0,87.0,10.0,1.0,26.7,0.23260000000000003,0.1434,0.37979999999999997,0.3372,2015,MAR,0.0005759082832575873,0.0006339773839134579,1.0,2015-03-01
Tulare,9343.0,3421.0,1881.0,636.0,371.0,3034.0,5.7,13216.0,11382.0,1834.0,1850.0,1320.0,322.0,208.0,34.7,0.3091,0.20129999999999998,0.198,0.1413,2015,MAR,0.02085546934292883,0.027928817019334196,1.0,2015-03-01
Tuolumne,890.0,444.0,133.0,32.0,26.0,255.0,18.3,953.0,533.0,420.0,213.0,188.0,15.0,10.0,27.0,0.2146,0.1494,0.23929999999999998,0.2112,2015,MAR,0.0019866603569738475,0.002013934822898418,1.0,2015-03-01
Ventura,9430.0,4278.0,1277.0,595.0,356.0,2924.0,9.0,8747.0,6918.0,1829.0,1411.0,943.0,286.0,182.0,37.0,0.23629999999999998,0.1354,0.1496,0.1,2015,MAR,0.021049670973329642,0.018484667256970053,1.0,2015-03-01
Yolo,2867.0,1593.0,322.0,128.0,61.0,763.0,9.3,2419.0,1953.0,466.0,303.0,202.0,58.0,43.0,34.3,0.1782,0.11230000000000001,0.1057,0.0705,2015,MAR,0.006399724992633731,0.005111970972288849,1.0,2015-03-01
Yuba,1668.0,812.0,319.0,63.0,41.0,433.0,12.7,1792.0,1082.0,710.0,681.0,639.0,30.0,12.0,25.3,0.2536,0.1912,0.4083,0.3831,2015,MAR,0.00372331401733975,0.0037869582399097214,1.0,2015-03-01
