county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,443375.0,199703.0,67611.0,28394.0,17543.0,130124.0,11.8,530804.0,353874.0,176930.0,99182.0,81555.0,11025.0,6602.0,29.4,0.2561,0.1525,0.2237,0.1839,2016,DEC,1.0,1.0,4.0,2016-12-01
Alameda,13059.0,5899.0,1491.0,851.0,541.0,4277.0,6.0,13505.0,9812.0,3693.0,1923.0,1152.0,478.0,293.0,39.3,0.2208,0.1142,0.14730000000000001,0.0882,2016,DEC,0.029453622779813927,0.025442536228061582,4.0,2016-12-01
Alpine,16.0,9.0,0.0,1.0,0.0,6.0,11.7,25.0,13.0,12.0,2.0,1.0,0.0,1.0,22.7,0.0625,0.0,0.125,0.0625,2016,DEC,3.608683394417818e-05,4.70983639912284e-05,4.0,2016-12-01
Amador,396.0,197.0,33.0,24.0,12.0,130.0,14.0,558.0,313.0,245.0,105.0,93.0,7.0,5.0,23.3,0.17420000000000002,0.0833,0.2652,0.2348,2016,DEC,0.0008931491401184099,0.001051235484284218,4.0,2016-12-01
Butte,4225.0,1999.0,669.0,234.0,156.0,1167.0,17.7,4921.0,2819.0,2102.0,1197.0,1040.0,112.0,45.0,27.0,0.2507,0.1583,0.2833,0.2462,2016,DEC,0.00952917958838455,0.009270841968033398,4.0,2016-12-01
Calaveras,584.0,307.0,52.0,28.0,23.0,174.0,11.7,873.0,508.0,365.0,240.0,219.0,10.0,11.0,26.7,0.1764,0.08900000000000001,0.41100000000000003,0.375,2016,DEC,0.0013171694389625035,0.0016446748705736956,4.0,2016-12-01
Colusa,214.0,101.0,24.0,4.0,8.0,77.0,22.0,215.0,111.0,104.0,68.0,63.0,1.0,4.0,25.7,0.16820000000000002,0.1121,0.3178,0.2944,2016,DEC,0.00048266140400338316,0.0004050459303245642,4.0,2016-12-01
Contra Costa,7925.0,4136.0,700.0,456.0,299.0,2334.0,12.0,7131.0,5434.0,1697.0,840.0,513.0,187.0,140.0,38.7,0.18359999999999999,0.0883,0.106,0.0647,2016,DEC,0.017874259937975753,0.013434337344857989,4.0,2016-12-01
Del Norte,566.0,248.0,123.0,27.0,18.0,150.0,10.7,812.0,511.0,301.0,261.0,247.0,9.0,5.0,27.7,0.2968,0.2173,0.4611,0.4364,2016,DEC,0.001276571750775303,0.0015297548624350985,4.0,2016-12-01
El Dorado,1771.0,829.0,277.0,87.0,74.0,504.0,10.0,2275.0,1223.0,1052.0,502.0,450.0,36.0,16.0,28.0,0.2473,0.1564,0.28350000000000003,0.2541,2016,DEC,0.0039943614321962225,0.004285951123201784,4.0,2016-12-01
Fresno,17976.0,5828.0,2959.0,1516.0,1006.0,6667.0,8.7,25674.0,21605.0,4069.0,3311.0,2211.0,650.0,450.0,49.0,0.3049,0.1646,0.18420000000000003,0.12300000000000001,2016,DEC,0.04054355793628418,0.048368135884431916,4.0,2016-12-01
Glenn,373.0,175.0,46.0,27.0,20.0,105.0,12.3,499.0,278.0,221.0,93.0,80.0,6.0,7.0,23.3,0.2493,0.1233,0.2493,0.2145,2016,DEC,0.0008412743163236538,0.0009400833452649188,4.0,2016-12-01
Humboldt,3325.0,1686.0,482.0,222.0,159.0,776.0,10.3,3525.0,1879.0,1646.0,1003.0,901.0,77.0,25.0,31.7,0.2595,0.145,0.3017,0.271,2016,DEC,0.007499295179024527,0.006640869322763205,4.0,2016-12-01
Imperial,3049.0,1336.0,513.0,165.0,109.0,926.0,9.7,4450.0,2983.0,1467.0,909.0,813.0,62.0,34.0,22.3,0.2581,0.16829999999999998,0.2981,0.2666,2016,DEC,0.006876797293487454,0.008383508790438655,4.0,2016-12-01
Inyo,256.0,101.0,34.0,17.0,12.0,92.0,7.7,346.0,189.0,157.0,116.0,105.0,4.0,7.0,27.0,0.24609999999999999,0.1328,0.4531,0.4102,2016,DEC,0.0005773893431068509,0.000651841357638601,4.0,2016-12-01
Kern,18375.0,6431.0,3980.0,1276.0,828.0,5860.0,12.7,21781.0,13942.0,7839.0,4370.0,3686.0,455.0,229.0,19.0,0.3311,0.21660000000000001,0.2378,0.2006,2016,DEC,0.04144347335776713,0.041033978643717835,4.0,2016-12-01
Kings,2604.0,875.0,623.0,198.0,128.0,780.0,8.7,3441.0,2164.0,1277.0,809.0,717.0,65.0,27.0,23.7,0.3644,0.23920000000000002,0.3107,0.2753,2016,DEC,0.005873132224414998,0.006482618819752677,4.0,2016-12-01
Lake,1267.0,631.0,103.0,69.0,47.0,417.0,11.3,1991.0,1191.0,800.0,583.0,509.0,58.0,16.0,30.0,0.1728,0.08130000000000001,0.46009999999999995,0.4017,2016,DEC,0.0028576261629546097,0.00375091370826143,4.0,2016-12-01
