county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,494038.0,256748.0,64256.0,26494.0,16773.0,129767.0,13.3,471431.0,375426.0,96005.0,51571.0,39601.0,7370.0,4600.0,18.9,0.2176,0.1301,0.1044,0.0802,2013,JUN,1.0,1.0,2.0,2013-06-01
Alameda,15186.0,7889.0,1502.0,1003.0,572.0,4220.0,14.0,16965.0,13977.0,2988.0,1442.0,760.0,422.0,260.0,41.3,0.2026,0.0989,0.095,0.05,2013,JUN,0.0307385261862,0.035986178253,2.0,2013-06-01
Alpine,28.0,15.0,2.0,2.0,0.0,9.0,2.3,28.0,14.0,14.0,3.0,3.0,0.0,0.0,3.3,0.1429,0.0714,0.1071,0.1071,2013,JUN,5.66758022662e-05,5.93936334267e-05,2.0,2013-06-01
Amador,528.0,298.0,76.0,15.0,18.0,121.0,10.7,647.0,365.0,282.0,111.0,104.0,5.0,2.0,7.0,0.2064,0.1439,0.2102,0.197,2013,JUN,0.00106874369988,0.0013724171724,2.0,2013-06-01
Butte,4488.0,2466.0,609.0,202.0,134.0,1077.0,15.3,4654.0,2912.0,1742.0,1091.0,1020.0,45.0,26.0,10.3,0.2106,0.1357,0.2431,0.2273,2013,JUN,0.00908432144896,0.009872070356,2.0,2013-06-01
Calaveras,665.0,385.0,93.0,30.0,21.0,136.0,11.0,792.0,465.0,327.0,131.0,116.0,7.0,8.0,8.0,0.2165,0.1398,0.197,0.1744,2013,JUN,0.00134605030382,0.0016799913455,2.0,2013-06-01
Colusa,259.0,153.0,29.0,15.0,6.0,56.0,14.0,250.0,141.0,109.0,43.0,41.0,2.0,0.0,8.0,0.1931,0.112,0.166,0.1583,2013,JUN,0.000524251170963,0.000530300298453,2.0,2013-06-01
Contra Costa,9540.0,5129.0,1096.0,561.0,291.0,2463.0,16.0,8113.0,6709.0,1404.0,776.0,427.0,200.0,149.0,48.0,0.2042,0.1149,0.0813,0.0448,2013,JUN,0.0193102554864,0.0172093052854,2.0,2013-06-01
Del Norte,706.0,327.0,149.0,27.0,11.0,192.0,9.0,801.0,495.0,306.0,141.0,134.0,5.0,2.0,7.3,0.2649,0.211,0.1997,0.1898,2013,JUN,0.00142903987143,0.00169908215624,2.0,2013-06-01
El Dorado,2359.0,1335.0,318.0,109.0,72.0,525.0,14.3,2175.0,1155.0,1020.0,472.0,420.0,37.0,15.0,11.0,0.2115,0.1348,0.2001,0.178,2013,JUN,0.00477493634093,0.00461361259654,2.0,2013-06-01
