"STAT 48","1.  
Food Stamp 
work 
registrants","2. 
Food Stamp 
work 
registrants 
deferred","3. 
FSET 
mandatory 
participants","4.   
Job club 
participants
Total","4a.   
Job club 
participants 
ABAWD","4b.   
Job club 
participants 
Non-ABAWD","5.
Job search 
participants
Total","5a.
Job search 
participants
ABAWD","5b.
Job search 
participants
Non-ABAWD","6.
Workfare 
participants
Total","6a.
Workfare 
participants
ABAWD","6b.
Workfare 
participants
Non-ABAWD","7.
Self-initiated 
workfare 
participants
Total","7a.
Self-initiated 
workfare 
participants
ABAWD","7b.
Self-initiated 
workfare 
participants
Non-ABAWD","8.
On-the-job
training 
participants
Total","8a.
On-the-job
training 
participants
ABAWD","8b.
On-the-job
training 
participants
Non-ABAWD","9.
Work 
experience 
participants
Total","9a.
Work 
experience 
participants
ABAWD ","9b.
Work 
experience 
participants
Non-ABAWD","10.
Vocational 
training 
participants
Total","10a.
Vocational 
training 
participants
ABAWD","10b.
Vocational 
training 
participants
Non-ABAWD","11.
Education 
participants
Total","11a.
Education 
participants
ABAWD","11b.
Education 
participants
Non-ABAWD","12.
Participants in 
other 
components
Total","12a.
Participants in 
other 
components
ABAWD","12b.
Participants in 
other 
components
Non-ABAWD","13.
Total number of 
participants 
in all components
Total","13a.
Total number of 
participants 
in all components
ABAWD","13b.
Total number of 
participants 
in all components
Non-ABAWD"
"Data Cell","1.0","2.0","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33"
"Statewide","449828.0","157458.0","292370.0","1599.0","1147.0","452.0","4741.0","2419.0","2322.0","6472.0","4198.0","2274.0","1.0","1.0","0.0","0.0","0.0","0.0","56.0","33.0","23.0","374.0","291.0","83.0","786.0","657.0","129.0","66.0","15.0","51.0","14095.0","8761.0","5334.0"
"Alameda","1752.0","0.0","1752.0","499.0","325.0","174.0","703.0","452.0","251.0","1108.0","818.0","290.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","42.0","4.0","72.0","45.0","27.0","0.0","0.0","0.0","2428.0","1682.0","746.0"
"Alpine","35.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Amador","557.0","557.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Butte","5838.0","5838.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Calaveras","843.0","843.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Colusa","147.0","147.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Contra Costa","8792.0","8792.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Del Norte","1423.0","1423.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
