,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Contra Costa,1749.0,1743.0,6.0,2529.0,4278.0,2492.0,1347.0,3.0,48.0,1.0,883.0,0.0,52.0,0.0,261.0,1786.0,3994.0,27991.0,3982.0,27762.0,12.0,229.0,179.0,2488.0,127.0,4.0,0.0,1192.0,15.0,9.0,131.0,1216.0,-106.0,106.0,17.0,64.0,15.0,30.0,122.0,1072.0,4173.0,30479.0,4070.0,29943.0,69099.0,38.0,638.0,102.0,377.0,206.0,12.0,1.0,159.0,195.0,3057.0,3978.0,27422.0,329.0,1462.0,321.0,5.0,0.0,1401.0,16.0,6.0,326.0,1423.0,3.0,0.0,0.0,38.0,1.0,0.0,3.0,39.0,0.0,0.0,
Del Norte,53.0,54.0,-1.0,196.0,249.0,185.0,105.0,0.0,1.0,0.0,72.0,0.0,0.0,0.0,8.0,64.0,410.0,2026.0,410.0,2026.0,0.0,0.0,12.0,204.0,11.0,0.0,0.0,94.0,0.0,0.0,11.0,94.0,-14.0,14.0,0.0,3.0,3.0,17.0,12.0,76.0,422.0,2230.0,422.0,2228.0,5403.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,180.0,400.0,2050.0,54.0,198.0,54.0,0.0,0.0,198.0,0.0,0.0,54.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
El Dorado,162.0,172.0,-10.0,610.0,772.0,600.0,373.0,1.0,5.0,1.0,211.0,1.0,2.0,0.0,15.0,172.0,524.0,6263.0,524.0,6264.0,0.0,-1.0,46.0,602.0,14.0,0.0,0.0,357.0,2.0,0.0,14.0,359.0,9.0,-9.0,2.0,23.0,2.0,50.0,19.0,179.0,570.0,6865.0,568.0,6825.0,13136.0,3.0,37.0,2.0,32.0,9.0,0.0,0.0,8.0,31.0,587.0,539.0,6278.0,55.0,588.0,55.0,0.0,0.0,579.0,5.0,0.0,55.0,584.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,
Fresno,1548.0,1666.0,-118.0,4305.0,5853.0,4036.0,2943.0,10.0,99.0,3.0,1015.0,1.0,178.0,0.0,75.0,1817.0,12817.0,79869.0,12452.0,77330.0,365.0,2539.0,-232.0,3245.0,194.0,2.0,1.0,2696.0,21.0,29.0,197.0,2746.0,-440.0,440.0,5.0,11.0,3.0,10.0,3.0,38.0,12585.0,83114.0,12380.0,82246.0,220059.0,66.0,940.0,190.0,673.0,241.0,24.0,15.0,195.0,546.0,6659.0,12039.0,76455.0,1155.0,5694.0,1077.0,12.0,1.0,4747.0,38.0,8.0,1090.0,4793.0,62.0,2.0,1.0,890.0,10.0,1.0,65.0,901.0,5.0,43.0,
Glenn,17.0,17.0,0.0,122.0,139.0,114.0,74.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,3.0,25.0,213.0,1328.0,213.0,1328.0,0.0,0.0,13.0,108.0,5.0,0.0,0.0,69.0,0.0,0.0,5.0,69.0,4.0,-4.0,2.0,4.0,0.0,8.0,2.0,31.0,226.0,1436.0,224.0,1427.0,3684.0,0.0,11.0,2.0,9.0,0.0,0.0,0.0,0.0,6.0,132.0,220.0,1304.0,27.0,118.0,26.0,1.0,0.0,114.0,0.0,0.0,27.0,114.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,
Humboldt,197.0,210.0,-13.0,996.0,1193.0,988.0,558.0,0.0,5.0,0.0,397.0,0.0,4.0,0.0,33.0,205.0,928.0,10881.0,928.0,10881.0,0.0,0.0,21.0,1033.0,19.0,0.0,0.0,537.0,1.0,1.0,19.0,539.0,-12.0,12.0,1.0,43.0,0.0,103.0,13.0,336.0,949.0,11914.0,949.0,11881.0,21705.0,7.0,24.0,0.0,26.0,7.0,2.0,0.0,7.0,40.0,1119.0,909.0,10795.0,112.0,831.0,111.0,0.0,0.0,815.0,0.0,0.0,111.0,815.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,16.0,0.0,0.0,
Imperial,366.0,374.0,-8.0,1198.0,1564.0,1159.0,789.0,2.0,14.0,1.0,323.0,0.0,4.0,0.0,46.0,405.0,2258.0,14213.0,2258.0,14213.0,0.0,0.0,69.0,1091.0,51.0,0.0,0.0,717.0,18.0,3.0,51.0,738.0,-34.0,34.0,4.0,15.0,6.0,87.0,42.0,217.0,2327.0,15304.0,2292.0,14933.0,42520.0,31.0,345.0,31.0,314.0,62.0,7.0,4.0,57.0,102.0,1018.0,2225.0,14286.0,279.0,1473.0,274.0,3.0,0.0,1431.0,31.0,4.0,277.0,1466.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,7.0,0.0,0.0,
Inyo,23.0,23.0,0.0,88.0,111.0,91.0,67.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,3.0,20.0,102.0,896.0,102.0,897.0,0.0,-1.0,5.0,85.0,3.0,0.0,0.0,64.0,0.0,0.0,3.0,64.0,-1.0,1.0,1.0,2.0,1.0,5.0,1.0,13.0,107.0,981.0,106.0,975.0,2097.0,1.0,6.0,0.0,6.0,1.0,0.0,1.0,0.0,7.0,83.0,100.0,898.0,11.0,91.0,11.0,0.0,0.0,90.0,0.0,0.0,11.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Kern,2443.0,2449.0,-6.0,5957.0,8400.0,5626.0,3702.0,1.0,41.0,1.0,1704.0,0.0,38.0,0.0,219.0,2774.0,10023.0,56489.0,10023.0,56500.0,0.0,-11.0,252.0,5279.0,228.0,3.0,0.0,3399.0,50.0,22.0,231.0,3471.0,-194.0,194.0,17.0,74.0,72.0,389.0,126.0,1151.0,10275.0,61768.0,10214.0,60696.0,165833.0,59.0,897.0,58.0,823.0,317.0,19.0,3.0,249.0,478.0,5351.0,9797.0,56417.0,1213.0,5798.0,1199.0,9.0,0.0,5606.0,77.0,21.0,1208.0,5704.0,5.0,0.0,0.0,91.0,3.0,0.0,5.0,94.0,0.0,0.0,
Kings,2309.0,2311.0,-2.0,843.0,3152.0,821.0,540.0,0.0,5.0,0.0,258.0,0.0,2.0,0.0,23.0,2331.0,1385.0,8701.0,1385.0,8702.0,0.0,-1.0,46.0,855.0,28.0,2.0,0.0,504.0,4.0,2.0,30.0,510.0,-34.0,34.0,3.0,14.0,15.0,90.0,32.0,207.0,1431.0,9556.0,1415.0,9404.0,24740.0,14.0,127.0,15.0,126.0,27.0,0.0,1.0,26.0,71.0,853.0,1360.0,8703.0,189.0,895.0,185.0,4.0,0.0,868.0,10.0,1.0,189.0,879.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,
Lake,138.0,143.0,-5.0,378.0,516.0,383.0,272.0,1.0,10.0,0.0,97.0,0.0,4.0,0.0,14.0,133.0,588.0,5601.0,588.0,5602.0,0.0,-1.0,22.0,538.0,15.0,0.0,0.0,255.0,1.0,1.0,15.0,257.0,-7.0,7.0,0.0,12.0,3.0,20.0,11.0,242.0,610.0,6139.0,606.0,6106.0,12595.0,2.0,31.0,3.0,24.0,11.0,0.0,1.0,9.0,38.0,541.0,572.0,5598.0,59.0,503.0,57.0,1.0,0.0,499.0,1.0,0.0,58.0,500.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,
Lassen,71.0,76.0,-5.0,125.0,196.0,114.0,80.0,1.0,8.0,0.0,26.0,0.0,0.0,0.0,8.0,82.0,212.0,1233.0,212.0,1233.0,0.0,0.0,19.0,130.0,3.0,0.0,1.0,76.0,0.0,0.0,4.0,76.0,2.0,-2.0,1.0,5.0,3.0,22.0,9.0,29.0,231.0,1363.0,230.0,1361.0,3170.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,20.0,129.0,211.0,1234.0,26.0,110.0,26.0,0.0,0.0,108.0,0.0,0.0,26.0,108.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Los Angeles  a/,13796.0,14094.0,-298.0,36968.0,50764.0,35441.0,26682.0,185.0,999.0,486.0,6467.0,74.0,472.0,284.0,1522.0,15323.0,82416.0,458828.0,82536.0,458217.0,-120.0,611.0,4528.0,32735.0,2400.0,71.0,5.0,23677.0,270.0,259.0,2476.0,24206.0,167.0,-167.0,162.0,65.0,404.0,935.0,1319.0,7696.0,86944.0,491563.0,84621.0,481937.0,1115797.0,799.0,9216.0,2216.0,5543.0,4957.0,442.0,107.0,4083.0,6910.0,56343.0,80034.0,435220.0,8309.0,32914.0,7914.0,190.0,10.0,31330.0,361.0,176.0,8114.0,31867.0,191.0,4.0,0.0,1028.0,14.0,5.0,195.0,1047.0,136.0,919.0,
Madera,2618.0,2621.0,-3.0,690.0,3308.0,635.0,437.0,0.0,1.0,1.0,174.0,0.0,0.0,0.0,23.0,2673.0,1747.0,9555.0,1747.0,9555.0,0.0,0.0,50.0,615.0,31.0,0.0,0.0,404.0,2.0,0.0,31.0,406.0,-52.0,52.0,8.0,28.0,19.0,65.0,44.0,64.0,1797.0,10170.0,1787.0,10108.0,28914.0,1.0,64.0,10.0,54.0,9.0,2.0,0.0,8.0,84.0,726.0,1713.0,9444.0,214.0,795.0,212.0,2.0,0.0,782.0,4.0,1.0,214.0,787.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,
Marin,170.0,176.0,-6.0,491.0,661.0,522.0,339.0,1.0,3.0,0.0,161.0,0.0,1.0,0.0,22.0,139.0,576.0,5319.0,577.0,5319.0,-1.0,0.0,26.0,484.0,17.0,0.0,0.0,305.0,9.0,8.0,17.0,322.0,-9.0,9.0,3.0,12.0,1.0,22.0,14.0,119.0,602.0,5803.0,562.0,5518.0,10122.0,6.0,304.0,38.0,214.0,66.0,26.0,2.0,71.0,27.0,490.0,575.0,5313.0,75.0,457.0,66.0,8.0,0.0,429.0,18.0,7.0,74.0,454.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,
Mariposa,16.0,17.0,-1.0,60.0,76.0,61.0,38.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,5.0,15.0,114.0,947.0,114.0,947.0,0.0,0.0,3.0,61.0,1.0,0.0,0.0,36.0,1.0,0.0,1.0,37.0,-3.0,3.0,4.0,3.0,0.0,6.0,1.0,12.0,117.0,1008.0,116.0,1003.0,2055.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,5.0,70.0,112.0,938.0,9.0,78.0,9.0,0.0,0.0,75.0,0.0,0.0,9.0,75.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Mendocino,203.0,211.0,-8.0,503.0,706.0,502.0,376.0,0.0,20.0,0.0,114.0,0.0,8.0,0.0,12.0,204.0,587.0,5756.0,587.0,5757.0,0.0,-1.0,34.0,539.0,16.0,0.0,0.0,358.0,1.0,1.0,16.0,360.0,-11.0,11.0,3.0,10.0,6.0,44.0,20.0,114.0,621.0,6295.0,617.0,6242.0,12808.0,4.0,41.0,3.0,42.0,14.0,1.0,1.0,11.0,40.0,573.0,581.0,5722.0,69.0,516.0,68.0,0.0,0.0,508.0,3.0,2.0,68.0,513.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,
Merced,511.0,536.0,-25.0,1614.0,2125.0,1555.0,918.0,1.0,41.0,0.0,518.0,0.0,18.0,0.0,119.0,570.0,3997.0,19367.0,3997.0,19369.0,0.0,-2.0,107.0,1621.0,63.0,2.0,0.0,848.0,3.0,2.0,65.0,853.0,-98.0,98.0,13.0,38.0,33.0,185.0,94.0,447.0,4104.0,20988.0,4079.0,20890.0,57597.0,6.0,110.0,25.0,85.0,11.0,3.0,0.0,13.0,185.0,1675.0,3919.0,19313.0,479.0,1917.0,473.0,4.0,0.0,1883.0,8.0,1.0,477.0,1892.0,2.0,0.0,0.0,25.0,0.0,0.0,2.0,25.0,0.0,0.0,
Modoc,5.0,5.0,0.0,47.0,52.0,40.0,29.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,12.0,64.0,413.0,64.0,413.0,0.0,0.0,2.0,53.0,3.0,0.0,0.0,26.0,0.0,0.0,3.0,26.0,-4.0,4.0,1.0,4.0,0.0,7.0,2.0,12.0,66.0,466.0,64.0,465.0,1111.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,65.0,428.0,14.0,34.0,14.0,0.0,0.0,32.0,0.0,0.0,14.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Mono,32.0,32.0,0.0,40.0,72.0,62.0,42.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,10.0,14.0,387.0,14.0,387.0,0.0,0.0,2.0,59.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,11.0,16.0,446.0,16.0,443.0,809.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,32.0,15.0,414.0,2.0,38.0,2.0,0.0,0.0,37.0,1.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Monterey,469.0,484.0,-15.0,1712.0,2181.0,1592.0,979.0,1.0,4.0,1.0,542.0,0.0,1.0,0.0,70.0,589.0,2955.0,18351.0,2956.0,18353.0,-1.0,-2.0,-280.0,1956.0,31.0,0.0,0.0,935.0,9.0,4.0,31.0,948.0,-389.0,389.0,7.0,37.0,18.0,152.0,53.0,430.0,2675.0,20307.0,2654.0,20028.0,50280.0,8.0,285.0,20.0,238.0,44.0,10.0,1.0,41.0,193.0,2289.0,2482.0,18018.0,385.0,1431.0,382.0,2.0,0.0,1395.0,12.0,2.0,384.0,1409.0,1.0,0.0,0.0,21.0,1.0,0.0,1.0,22.0,0.0,0.0,
Napa,105.0,107.0,-2.0,292.0,397.0,301.0,158.0,0.0,2.0,2.0,108.0,0.0,1.0,0.0,33.0,96.0,306.0,3051.0,306.0,3052.0,0.0,-1.0,19.0,284.0,10.0,0.0,0.0,148.0,0.0,0.0,10.0,148.0,1.0,-1.0,1.0,14.0,0.0,22.0,7.0,101.0,325.0,3335.0,316.0,3271.0,7391.0,4.0,63.0,8.0,53.0,12.0,4.0,1.0,11.0,19.0,308.0,306.0,3027.0,33.0,259.0,33.0,0.0,0.0,249.0,3.0,1.0,33.0,253.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,6.0,
Nevada,125.0,125.0,0.0,356.0,481.0,335.0,221.0,0.0,11.0,0.0,102.0,0.0,5.0,0.0,12.0,146.0,268.0,3845.0,268.0,3845.0,0.0,0.0,22.0,343.0,4.0,0.0,0.0,214.0,2.0,1.0,4.0,217.0,3.0,-3.0,0.0,9.0,0.0,20.0,15.0,100.0,290.0,4188.0,290.0,4171.0,7850.0,0.0,14.0,0.0,12.0,6.0,0.0,0.0,5.0,16.0,392.0,274.0,3796.0,31.0,304.0,31.0,0.0,0.0,299.0,2.0,1.0,31.0,302.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Orange,2018.0,3269.0,-1251.0,7772.0,9790.0,7444.0,5568.0,2.0,75.0,52.0,1574.0,1.0,129.0,31.0,219.0,2346.0,10984.0,105566.0,12364.0,103427.0,-1380.0,2139.0,284.0,7911.0,266.0,5.0,1.0,5141.0,89.0,66.0,272.0,5296.0,-286.0,286.0,5.0,63.0,2.0,1.0,291.0,2265.0,11268.0,113477.0,11051.0,110222.0,254756.0,293.0,2654.0,210.0,2082.0,1607.0,11.0,7.0,1173.0,519.0,7779.0,10749.0,105698.0,953.0,6816.0,928.0,12.0,0.0,5679.0,132.0,34.0,940.0,5845.0,13.0,0.0,0.0,949.0,16.0,6.0,13.0,971.0,0.0,0.0,
Placer,377.0,377.0,0.0,590.0,967.0,564.0,331.0,0.0,9.0,0.0,200.0,0.0,19.0,0.0,33.0,403.0,717.0,7966.0,717.0,7966.0,0.0,0.0,71.0,736.0,25.0,0.0,0.0,301.0,3.0,2.0,25.0,306.0,-1.0,1.0,7.0,42.0,10.0,137.0,30.0,250.0,788.0,8702.0,776.0,8637.0,17460.0,0.0,62.0,11.0,38.0,13.0,27.0,1.0,27.0,87.0,722.0,701.0,7980.0,46.0,340.0,45.0,1.0,0.0,326.0,2.0,1.0,46.0,329.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,
Plumas,48.0,50.0,-2.0,77.0,125.0,94.0,61.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,1.0,31.0,102.0,968.0,102.0,968.0,0.0,0.0,-5.0,100.0,4.0,0.0,0.0,57.0,0.0,0.0,4.0,57.0,-10.0,10.0,0.0,7.0,0.0,11.0,1.0,15.0,97.0,1068.0,97.0,1067.0,2097.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,107.0,95.0,961.0,18.0,74.0,18.0,0.0,0.0,70.0,0.0,0.0,18.0,70.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,
Riverside,2735.0,2787.0,-52.0,11179.0,13914.0,10900.0,6359.0,5.0,21.0,5.0,4182.0,0.0,20.0,0.0,354.0,3014.0,14998.0,105506.0,14998.0,105527.0,0.0,-21.0,697.0,9835.0,324.0,1.0,3.0,5973.0,34.0,24.0,328.0,6031.0,-149.0,149.0,26.0,183.0,89.0,1132.0,403.0,2340.0,15695.0,115341.0,15552.0,114264.0,289309.0,110.0,997.0,125.0,857.0,276.0,21.0,18.0,220.0,859.0,9619.0,14836.0,105722.0,1880.0,10402.0,1844.0,21.0,2.0,10181.0,83.0,10.0,1867.0,10274.0,13.0,0.0,0.0,123.0,5.0,0.0,13.0,128.0,0.0,0.0,
