,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Contra Costa,2056.0,2174.0,-118.0,3171.0,5227.0,2770.0,1322.0,13.0,78.0,0.0,1164.0,0.0,73.0,0.0,284.0,2457.0,5283.0,24812.0,5482.0,24334.0,-199.0,478.0,199.0,3006.0,118.0,0.0,0.0,1181.0,15.0,8.0,118.0,1204.0,1.0,-1.0,19.0,38.0,0.0,47.0,61.0,1718.0,5482.0,27818.0,5417.0,27467.0,69238.0,36.0,341.0,65.0,252.0,142.0,0.0,0.0,99.0,89.0,2471.0,5393.0,25347.0,531.0,1238.0,520.0,8.0,0.0,1197.0,16.0,3.0,528.0,1216.0,3.0,0.0,0.0,22.0,0.0,0.0,3.0,22.0,0.0,0.0,
Del Norte  a/,73.0,74.0,-1.0,210.0,283.0,221.0,106.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,10.0,62.0,408.0,1911.0,409.0,1908.0,-1.0,3.0,22.0,177.0,11.0,0.0,0.0,94.0,1.0,0.0,11.0,95.0,-4.0,4.0,1.0,3.0,0.0,18.0,14.0,57.0,430.0,2088.0,428.0,2081.0,5096.0,0.0,4.0,2.0,2.0,6.0,0.0,0.0,5.0,24.0,240.0,406.0,1848.0,94.0,168.0,84.0,2.0,0.0,164.0,0.0,0.0,86.0,164.0,8.0,0.0,0.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,
El Dorado,371.0,380.0,-9.0,761.0,1132.0,743.0,396.0,3.0,3.0,0.0,302.0,0.0,1.0,0.0,45.0,389.0,560.0,5167.0,561.0,5169.0,-1.0,-2.0,-1.0,695.0,22.0,0.0,0.0,373.0,0.0,1.0,22.0,374.0,-34.0,34.0,0.0,13.0,0.0,77.0,11.0,197.0,559.0,5862.0,559.0,5827.0,11758.0,1.0,26.0,0.0,24.0,13.0,1.0,0.0,11.0,15.0,791.0,544.0,5071.0,129.0,451.0,124.0,0.0,0.0,441.0,1.0,1.0,124.0,443.0,5.0,0.0,0.0,8.0,0.0,0.0,5.0,8.0,0.0,0.0,
Fresno  a/,2284.0,2585.0,-301.0,4816.0,7100.0,4399.0,2813.0,15.0,226.0,4.0,1467.0,3.0,519.0,0.0,115.0,2701.0,14721.0,70758.0,14828.0,66790.0,-107.0,3968.0,205.0,2706.0,193.0,5.0,1.0,2583.0,261.0,13.0,199.0,2614.0,1.0,-1.0,5.0,17.0,0.0,1.0,0.0,75.0,14926.0,73464.0,14792.0,72853.0,213540.0,38.0,644.0,127.0,478.0,169.0,1.0,7.0,133.0,168.0,4858.0,14758.0,68606.0,1381.0,4703.0,1357.0,10.0,2.0,3956.0,27.0,10.0,1369.0,3993.0,11.0,0.0,1.0,698.0,11.0,1.0,12.0,710.0,1.0,2.0,
Glenn,30.0,36.0,-6.0,120.0,150.0,112.0,56.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,13.0,38.0,217.0,1129.0,217.0,1127.0,0.0,2.0,12.0,92.0,4.0,0.0,0.0,51.0,1.0,0.0,4.0,52.0,1.0,-1.0,1.0,5.0,0.0,11.0,6.0,25.0,229.0,1221.0,227.0,1207.0,3573.0,2.0,16.0,2.0,14.0,0.0,0.0,0.0,0.0,8.0,138.0,221.0,1083.0,45.0,104.0,44.0,0.0,0.0,94.0,1.0,0.0,44.0,95.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,
Humboldt,547.0,557.0,-10.0,1256.0,1803.0,1130.0,496.0,0.0,31.0,0.0,544.0,0.0,14.0,0.0,90.0,673.0,979.0,7019.0,978.0,7016.0,1.0,3.0,43.0,959.0,20.0,0.0,0.0,474.0,1.0,1.0,20.0,476.0,-6.0,6.0,2.0,12.0,0.0,74.0,27.0,391.0,1022.0,7978.0,1019.0,7960.0,16757.0,1.0,14.0,2.0,11.0,10.0,0.0,1.0,7.0,39.0,1050.0,983.0,6928.0,178.0,633.0,168.0,0.0,0.0,600.0,1.0,0.0,168.0,601.0,10.0,0.0,0.0,32.0,0.0,0.0,10.0,32.0,0.0,0.0,
Imperial,871.0,874.0,-3.0,1294.0,2165.0,1350.0,746.0,7.0,91.0,0.0,517.0,0.0,32.0,0.0,87.0,815.0,2052.0,11753.0,2049.0,11753.0,3.0,0.0,80.0,1066.0,60.0,2.0,0.0,650.0,29.0,5.0,62.0,684.0,2.0,-2.0,3.0,6.0,0.0,117.0,13.0,261.0,2132.0,12819.0,2111.0,12483.0,37812.0,14.0,334.0,21.0,305.0,33.0,3.0,0.0,31.0,33.0,1041.0,2099.0,11778.0,303.0,1292.0,299.0,1.0,0.0,1202.0,36.0,2.0,300.0,1240.0,3.0,0.0,0.0,51.0,1.0,0.0,3.0,52.0,0.0,0.0,
Inyo,21.0,21.0,0.0,127.0,148.0,105.0,64.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,10.0,43.0,114.0,819.0,114.0,818.0,0.0,1.0,4.0,78.0,2.0,0.0,0.0,62.0,0.0,0.0,2.0,62.0,-2.0,2.0,1.0,2.0,0.0,3.0,3.0,9.0,118.0,897.0,117.0,892.0,2040.0,0.0,8.0,1.0,4.0,1.0,0.0,0.0,1.0,11.0,82.0,107.0,815.0,13.0,76.0,13.0,0.0,0.0,73.0,1.0,0.0,13.0,74.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Kern,2991.0,3009.0,-18.0,4984.0,7975.0,5174.0,2653.0,2.0,37.0,0.0,2254.0,0.0,28.0,0.0,267.0,2801.0,11187.0,44431.0,11187.0,44431.0,0.0,0.0,67.0,4057.0,232.0,3.0,0.0,2378.0,32.0,8.0,235.0,2418.0,-236.0,236.0,23.0,59.0,2.0,436.0,43.0,908.0,11254.0,48488.0,11198.0,47772.0,143839.0,22.0,657.0,54.0,568.0,180.0,14.0,2.0,148.0,94.0,5004.0,11160.0,43484.0,1896.0,4565.0,1799.0,11.0,0.0,4242.0,58.0,11.0,1810.0,4311.0,86.0,0.0,0.0,246.0,6.0,2.0,86.0,254.0,0.0,0.0,
Kings,2517.0,2517.0,0.0,772.0,3289.0,729.0,410.0,0.0,4.0,0.0,298.0,0.0,1.0,0.0,21.0,2560.0,583.0,6445.0,583.0,6445.0,0.0,0.0,33.0,699.0,19.0,0.0,0.0,385.0,6.0,0.0,19.0,391.0,-18.0,18.0,4.0,5.0,1.0,70.0,27.0,215.0,616.0,7144.0,601.0,7034.0,23323.0,4.0,89.0,15.0,78.0,32.0,0.0,0.0,32.0,4.0,178.0,612.0,6966.0,263.0,690.0,231.0,0.0,0.0,642.0,5.0,1.0,231.0,648.0,32.0,0.0,0.0,42.0,0.0,0.0,32.0,42.0,0.0,0.0,
Lake,309.0,312.0,-3.0,510.0,819.0,428.0,218.0,0.0,16.0,0.0,188.0,0.0,4.0,0.0,22.0,391.0,607.0,4216.0,602.0,4207.0,5.0,9.0,5.0,392.0,11.0,0.0,0.0,204.0,2.0,1.0,11.0,207.0,-19.0,19.0,7.0,12.0,0.0,10.0,6.0,144.0,612.0,4608.0,609.0,4588.0,10401.0,0.0,16.0,3.0,11.0,9.0,1.0,0.0,9.0,35.0,383.0,577.0,4225.0,94.0,411.0,93.0,0.0,0.0,397.0,1.0,1.0,93.0,399.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,
Lassen,80.0,81.0,-1.0,167.0,247.0,170.0,99.0,0.0,7.0,0.0,68.0,0.0,3.0,0.0,3.0,77.0,244.0,1078.0,244.0,1078.0,0.0,0.0,14.0,138.0,5.0,0.0,0.0,94.0,0.0,0.0,5.0,94.0,3.0,-3.0,1.0,1.0,1.0,15.0,4.0,31.0,258.0,1216.0,258.0,1215.0,3058.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,141.0,250.0,1075.0,39.0,113.0,38.0,0.0,0.0,110.0,0.0,0.0,38.0,110.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,
Los Angeles,13659.0,22545.0,-8886.0,53894.0,67553.0,45082.0,28573.0,133.0,810.0,2027.0,11034.0,237.0,557.0,955.0,2493.0,22471.0,86134.0,434238.0,84649.0,426140.0,1485.0,8098.0,4414.0,44247.0,1987.0,40.0,7.0,25915.0,346.0,278.0,2034.0,26539.0,152.0,55.0,297.0,125.0,1571.0,1575.0,360.0,15953.0,90548.0,478485.0,88590.0,469648.0,1153848.0,689.0,8884.0,1881.0,5674.0,3924.0,305.0,77.0,3163.0,1214.0,30203.0,89334.0,448282.0,2681.0,10084.0,2567.0,44.0,2.0,9429.0,149.0,53.0,2613.0,9631.0,66.0,2.0,0.0,440.0,12.0,1.0,68.0,453.0,83.0,531.0,
Madera,2690.0,2690.0,0.0,813.0,3503.0,820.0,470.0,1.0,7.0,0.0,308.0,0.0,2.0,0.0,42.0,2683.0,1950.0,7725.0,1950.0,7725.0,0.0,0.0,35.0,812.0,33.0,0.0,0.0,434.0,3.0,0.0,33.0,437.0,-36.0,36.0,3.0,12.0,0.0,63.0,35.0,264.0,1985.0,8537.0,1977.0,8493.0,26398.0,2.0,53.0,6.0,40.0,6.0,1.0,2.0,4.0,53.0,841.0,1932.0,7696.0,291.0,835.0,281.0,1.0,0.0,779.0,7.0,0.0,282.0,786.0,9.0,0.0,0.0,49.0,0.0,0.0,9.0,49.0,0.0,0.0,
Marin,320.0,320.0,0.0,541.0,861.0,529.0,280.0,1.0,10.0,0.0,219.0,0.0,8.0,0.0,30.0,332.0,757.0,4688.0,755.0,4686.0,2.0,2.0,16.0,398.0,11.0,1.0,0.0,256.0,11.0,1.0,12.0,268.0,-8.0,8.0,1.0,7.0,0.0,29.0,11.0,86.0,773.0,5086.0,731.0,4922.0,9603.0,5.0,197.0,39.0,134.0,39.0,7.0,3.0,30.0,20.0,417.0,753.0,4669.0,114.0,346.0,108.0,4.0,1.0,328.0,10.0,0.0,113.0,338.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,8.0,0.0,0.0,
Mariposa,31.0,32.0,-1.0,86.0,117.0,71.0,29.0,0.0,5.0,0.0,34.0,0.0,1.0,0.0,8.0,46.0,114.0,748.0,114.0,746.0,0.0,2.0,5.0,47.0,1.0,0.0,0.0,28.0,0.0,0.0,1.0,28.0,2.0,-2.0,1.0,2.0,0.0,6.0,1.0,13.0,119.0,795.0,119.0,793.0,1837.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,52.0,116.0,743.0,12.0,55.0,11.0,0.0,0.0,55.0,0.0,0.0,11.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Mendocino,271.0,271.0,0.0,613.0,884.0,532.0,371.0,0.0,2.0,0.0,152.0,0.0,0.0,0.0,9.0,352.0,859.0,5620.0,859.0,5621.0,0.0,-1.0,38.0,524.0,13.0,0.0,0.0,358.0,0.0,0.0,13.0,358.0,18.0,-18.0,1.0,4.0,0.0,76.0,6.0,104.0,897.0,6144.0,895.0,6106.0,13237.0,3.0,31.0,2.0,27.0,14.0,0.0,0.0,11.0,30.0,573.0,867.0,5571.0,103.0,356.0,101.0,0.0,0.0,348.0,3.0,0.0,101.0,351.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,
Merced,642.0,661.0,-19.0,1606.0,2248.0,1487.0,873.0,1.0,22.0,0.0,449.0,0.0,11.0,0.0,165.0,761.0,4667.0,16758.0,4664.0,16752.0,3.0,6.0,38.0,1555.0,81.0,1.0,0.0,788.0,3.0,0.0,82.0,791.0,-128.0,128.0,24.0,28.0,1.0,177.0,59.0,431.0,4705.0,18313.0,4682.0,18222.0,55142.0,2.0,110.0,22.0,83.0,7.0,2.0,1.0,8.0,112.0,1711.0,4593.0,16602.0,724.0,1683.0,702.0,5.0,0.0,1606.0,10.0,1.0,707.0,1617.0,17.0,0.0,0.0,66.0,0.0,0.0,17.0,66.0,0.0,0.0,
Modoc,36.0,36.0,0.0,60.0,96.0,58.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,4.0,38.0,60.0,304.0,60.0,304.0,0.0,0.0,-3.0,50.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,-4.0,4.0,0.0,1.0,0.0,4.0,1.0,14.0,57.0,354.0,57.0,353.0,927.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,34.0,53.0,320.0,16.0,29.0,13.0,0.0,0.0,25.0,0.0,0.0,13.0,25.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,
Mono,46.0,46.0,0.0,74.0,120.0,72.0,41.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,9.0,48.0,18.0,289.0,18.0,289.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,41.0,-1.0,1.0,0.0,1.0,0.0,5.0,1.0,10.0,18.0,347.0,18.0,347.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,16.0,293.0,3.0,47.0,3.0,0.0,0.0,47.0,0.0,0.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Monterey,641.0,652.0,-11.0,1861.0,2502.0,1693.0,939.0,0.0,0.0,0.0,705.0,0.0,0.0,0.0,49.0,809.0,3239.0,14720.0,3239.0,14721.0,0.0,-1.0,-98.0,1576.0,59.0,0.0,0.0,873.0,5.0,2.0,59.0,880.0,-180.0,180.0,6.0,21.0,0.0,156.0,17.0,339.0,3141.0,16296.0,3123.0,16165.0,43804.0,8.0,145.0,16.0,117.0,18.0,7.0,2.0,14.0,51.0,1944.0,3090.0,14352.0,592.0,1575.0,578.0,4.0,1.0,1433.0,10.0,0.0,583.0,1443.0,9.0,0.0,0.0,132.0,0.0,0.0,9.0,132.0,0.0,0.0,
Napa,352.0,355.0,-3.0,369.0,721.0,380.0,159.0,5.0,39.0,0.0,145.0,0.0,15.0,0.0,76.0,341.0,367.0,2503.0,367.0,2502.0,0.0,1.0,11.0,306.0,15.0,0.0,0.0,142.0,1.0,1.0,15.0,144.0,-9.0,9.0,2.0,6.0,0.0,13.0,3.0,134.0,378.0,2809.0,371.0,2746.0,6650.0,3.0,68.0,6.0,58.0,7.0,0.0,1.0,5.0,11.0,305.0,367.0,2504.0,47.0,236.0,47.0,0.0,0.0,217.0,6.0,1.0,47.0,224.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,
Nevada,169.0,170.0,-1.0,460.0,629.0,345.0,193.0,0.0,1.0,0.0,143.0,0.0,1.0,0.0,9.0,284.0,435.0,3162.0,435.0,3161.0,0.0,1.0,-7.0,358.0,13.0,0.0,0.0,178.0,0.0,2.0,13.0,180.0,-26.0,26.0,2.0,6.0,0.0,38.0,4.0,108.0,428.0,3520.0,428.0,3511.0,7508.0,2.0,3.0,0.0,5.0,5.0,0.0,0.0,4.0,10.0,349.0,418.0,3171.0,59.0,231.0,56.0,0.0,0.0,225.0,0.0,0.0,56.0,225.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,
Orange,10427.0,10427.0,0.0,8479.0,18906.0,8139.0,5218.0,2.0,29.0,145.0,2434.0,2.0,82.0,53.0,289.0,10767.0,24008.0,70907.0,24008.0,70907.0,0.0,0.0,412.0,8303.0,305.0,5.0,0.0,4771.0,93.0,44.0,310.0,4908.0,1.0,-1.0,3.0,9.0,1.0,3.0,97.0,3384.0,24420.0,79210.0,24271.0,76573.0,237149.0,214.0,2628.0,147.0,1856.0,1100.0,0.0,2.0,781.0,167.0,4978.0,24253.0,74232.0,1195.0,5653.0,1168.0,18.0,0.0,5011.0,123.0,17.0,1186.0,5151.0,9.0,0.0,0.0,487.0,10.0,5.0,9.0,502.0,0.0,0.0,
Placer,305.0,305.0,0.0,829.0,1134.0,834.0,418.0,1.0,2.0,0.0,358.0,0.0,12.0,0.0,58.0,300.0,943.0,6752.0,943.0,6752.0,0.0,0.0,60.0,811.0,39.0,1.0,0.0,373.0,3.0,2.0,40.0,378.0,1.0,-1.0,2.0,8.0,4.0,115.0,13.0,311.0,1003.0,7563.0,989.0,7512.0,17740.0,0.0,62.0,14.0,35.0,13.0,6.0,0.0,16.0,79.0,499.0,924.0,7064.0,79.0,366.0,78.0,0.0,0.0,354.0,1.0,0.0,78.0,355.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,
Plumas,63.0,65.0,-2.0,110.0,173.0,108.0,58.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,4.0,65.0,89.0,625.0,88.0,626.0,1.0,-1.0,1.0,80.0,1.0,0.0,0.0,57.0,0.0,0.0,1.0,57.0,-1.0,1.0,0.0,2.0,0.0,1.0,1.0,19.0,90.0,705.0,90.0,703.0,1579.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,69.0,84.0,636.0,12.0,64.0,10.0,0.0,0.0,61.0,0.0,0.0,10.0,61.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,
Riverside,4755.0,4814.0,-59.0,12355.0,17110.0,12434.0,6581.0,6.0,22.0,0.0,5387.0,0.0,16.0,0.0,466.0,4676.0,19064.0,90595.0,18987.0,90505.0,77.0,90.0,366.0,10046.0,413.0,2.0,0.0,6091.0,60.0,15.0,415.0,6166.0,-300.0,300.0,41.0,129.0,10.0,813.0,200.0,2638.0,19430.0,100641.0,19306.0,99309.0,284936.0,110.0,1212.0,118.0,1062.0,309.0,29.0,6.0,270.0,310.0,10418.0,19120.0,90223.0,3165.0,9150.0,3092.0,26.0,1.0,8758.0,97.0,9.0,3119.0,8864.0,46.0,0.0,0.0,281.0,5.0,0.0,46.0,286.0,0.0,0.0,
