,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Sacramento,2786.0,2853.0,-67.0,6128.0,8914.0,6603.0,3466.0,3.0,18.0,1.0,2561.0,0.0,382.0,0.0,575.0,2311.0,16524.0,79190.0,16524.0,79190.0,0.0,0.0,819.0,7301.0,385.0,7.0,1.0,3003.0,36.0,34.0,393.0,3073.0,-206.0,889.0,15.0,67.0,26.0,127.0,591.0,3145.0,17343.0,86491.0,16905.0,85011.0,220187.0,130.0,1875.0,428.0,926.0,758.0,0.0,10.0,554.0,1121.0,7868.0,16222.0,78623.0,1125.0,3852.0,1076.0,25.0,0.0,3609.0,56.0,12.0,1101.0,3677.0,24.0,0.0,0.0,171.0,2.0,2.0,24.0,175.0,0.0,0.0,
San Benito,166.0,171.0,-5.0,194.0,360.0,247.0,130.0,0.0,1.0,0.0,104.0,0.0,0.0,0.0,13.0,113.0,315.0,2165.0,315.0,2165.0,0.0,0.0,29.0,263.0,3.0,0.0,0.0,125.0,2.0,0.0,3.0,127.0,6.0,-6.0,6.0,5.0,1.0,9.0,13.0,128.0,344.0,2428.0,342.0,2403.0,6256.0,2.0,26.0,2.0,24.0,1.0,0.0,0.0,1.0,19.0,235.0,325.0,2193.0,26.0,200.0,25.0,1.0,0.0,194.0,4.0,0.0,26.0,198.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
San Bernardino,3323.0,3382.0,-59.0,10940.0,14263.0,11265.0,7052.0,0.0,0.0,0.0,3847.0,0.0,3.0,0.0,366.0,2998.0,27302.0,140889.0,27303.0,140890.0,-1.0,-1.0,1272.0,10376.0,339.0,2.0,0.0,6628.0,56.0,27.0,341.0,6711.0,120.0,-120.0,57.0,125.0,116.0,819.0,638.0,2841.0,28574.0,151265.0,28387.0,149843.0,400374.0,113.0,1351.0,180.0,1067.0,423.0,40.0,7.0,355.0,1816.0,11378.0,26758.0,139887.0,2382.0,10724.0,2355.0,11.0,0.0,10524.0,79.0,10.0,2366.0,10613.0,16.0,0.0,0.0,110.0,1.0,0.0,16.0,111.0,0.0,0.0,
San Diego,7305.0,7438.0,-133.0,10178.0,17483.0,10273.0,5809.0,25.0,331.0,28.0,4194.0,3.0,280.0,1.0,241.0,7210.0,17375.0,122585.0,17480.0,122142.0,-105.0,443.0,832.0,8857.0,272.0,5.0,1.0,5412.0,78.0,41.0,278.0,5531.0,-2.0,2.0,9.0,68.0,17.0,118.0,530.0,3138.0,18207.0,131442.0,17873.0,129173.0,289629.0,227.0,2349.0,323.0,1625.0,840.0,8.0,11.0,644.0,1150.0,9550.0,17057.0,121892.0,1129.0,5291.0,1076.0,28.0,1.0,4761.0,79.0,21.0,1105.0,4861.0,24.0,0.0,0.0,420.0,7.0,3.0,24.0,430.0,0.0,0.0,
San Francisco,1500.0,1620.0,-120.0,2358.0,3858.0,2137.0,1350.0,13.0,26.0,2.0,696.0,1.0,44.0,0.0,89.0,1721.0,2368.0,28485.0,2384.0,28302.0,-16.0,183.0,187.0,2030.0,62.0,3.0,0.0,1219.0,30.0,36.0,65.0,1285.0,-1.0,1.0,0.0,0.0,0.0,0.0,123.0,744.0,2555.0,30515.0,2395.0,28870.0,50093.0,53.0,1123.0,157.0,699.0,976.0,10.0,3.0,946.0,296.0,2530.0,2259.0,27985.0,150.0,1088.0,137.0,10.0,0.0,985.0,41.0,16.0,147.0,1042.0,3.0,0.0,0.0,41.0,2.0,3.0,3.0,46.0,0.0,0.0,
San Joaquin  a/,1550.0,1594.0,-44.0,3191.0,4741.0,3358.0,1910.0,3.0,27.0,1.0,1255.0,0.0,7.0,0.0,192.0,1383.0,8834.0,40269.0,8834.0,40270.0,0.0,-1.0,355.0,3023.0,161.0,3.0,0.0,1718.0,21.0,7.0,164.0,1746.0,-65.0,65.0,35.0,76.0,60.0,330.0,161.0,806.0,9189.0,43292.0,9117.0,42674.0,120290.0,47.0,619.0,71.0,480.0,173.0,26.0,1.0,138.0,404.0,2769.0,8785.0,40523.0,865.0,3515.0,853.0,7.0,0.0,3431.0,32.0,7.0,860.0,3470.0,5.0,0.0,0.0,45.0,0.0,0.0,5.0,45.0,5.0,0.0,
San Luis Obispo,524.0,524.0,0.0,734.0,1258.0,768.0,393.0,0.0,12.0,0.0,254.0,0.0,15.0,0.0,121.0,490.0,1059.0,8024.0,1059.0,8024.0,0.0,0.0,35.0,754.0,17.0,0.0,0.0,371.0,4.0,1.0,17.0,376.0,-9.0,9.0,0.0,8.0,11.0,65.0,16.0,296.0,1094.0,8778.0,1090.0,8712.0,18349.0,0.0,65.0,4.0,53.0,10.0,6.0,0.0,13.0,84.0,719.0,1010.0,8059.0,81.0,367.0,78.0,0.0,0.0,349.0,1.0,0.0,78.0,350.0,3.0,0.0,0.0,16.0,1.0,0.0,3.0,17.0,0.0,0.0,
San Mateo,4860.0,4860.0,0.0,1348.0,6208.0,1281.0,608.0,1.0,8.0,0.0,602.0,0.0,15.0,0.0,71.0,4927.0,1163.0,13414.0,1184.0,13456.0,-21.0,-42.0,72.0,1406.0,26.0,1.0,0.0,557.0,15.0,9.0,27.0,581.0,-1.0,1.0,10.0,11.0,0.0,193.0,36.0,620.0,1235.0,14820.0,1186.0,14201.0,31252.0,53.0,621.0,48.0,444.0,221.0,3.0,1.0,175.0,62.0,1432.0,1173.0,13388.0,90.0,651.0,87.0,3.0,0.0,618.0,15.0,4.0,90.0,637.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,
Santa Barbara,1240.0,1221.0,19.0,1161.0,2401.0,1414.0,906.0,12.0,36.0,2.0,412.0,0.0,38.0,0.0,94.0,987.0,2639.0,12841.0,2600.0,12917.0,39.0,-76.0,180.0,1430.0,85.0,2.0,0.0,807.0,10.0,2.0,87.0,819.0,0.0,0.0,1.0,26.0,0.0,3.0,92.0,582.0,2819.0,14271.0,2803.0,14118.0,37567.0,15.0,125.0,14.0,117.0,2.0,48.0,2.0,36.0,165.0,1379.0,2654.0,12892.0,205.0,704.0,199.0,1.0,0.0,684.0,4.0,2.0,200.0,690.0,5.0,0.0,0.0,14.0,0.0,0.0,5.0,14.0,0.0,0.0,
Santa Clara,3051.0,3172.0,-121.0,3211.0,6262.0,3172.0,1999.0,3.0,86.0,3.0,786.0,0.0,64.0,0.0,384.0,3090.0,5572.0,45934.0,5667.0,45612.0,-95.0,322.0,484.0,3887.0,159.0,5.0,0.0,1755.0,38.0,42.0,164.0,1835.0,1.0,-1.0,10.0,34.0,16.0,113.0,293.0,1906.0,6056.0,49821.0,5935.0,48143.0,110695.0,108.0,1181.0,113.0,857.0,1175.0,6.0,8.0,821.0,466.0,4004.0,5590.0,45817.0,399.0,2792.0,387.0,7.0,0.0,2615.0,51.0,25.0,394.0,2691.0,5.0,0.0,0.0,93.0,3.0,5.0,5.0,101.0,0.0,0.0,
Santa Cruz,1266.0,1366.0,-100.0,962.0,2228.0,945.0,497.0,0.0,46.0,0.0,400.0,0.0,57.0,0.0,48.0,1283.0,1252.0,11087.0,1265.0,10991.0,-13.0,96.0,67.0,987.0,17.0,0.0,0.0,475.0,5.0,0.0,17.0,480.0,1.0,-1.0,0.0,7.0,1.0,4.0,48.0,497.0,1319.0,12074.0,1315.0,12013.0,25488.0,4.0,52.0,4.0,52.0,0.0,9.0,0.0,9.0,76.0,948.0,1243.0,11126.0,99.0,526.0,92.0,0.0,0.0,475.0,2.0,0.0,92.0,477.0,7.0,0.0,0.0,49.0,0.0,0.0,7.0,49.0,0.0,0.0,
Shasta,543.0,549.0,-6.0,939.0,1482.0,1041.0,516.0,4.0,20.0,0.0,503.0,0.0,10.0,0.0,22.0,441.0,1431.0,10546.0,1431.0,10546.0,0.0,0.0,89.0,909.0,28.0,0.0,0.0,482.0,4.0,2.0,28.0,488.0,6.0,-6.0,10.0,19.0,8.0,94.0,37.0,314.0,1520.0,11455.0,1516.0,11412.0,24907.0,5.0,31.0,4.0,29.0,20.0,0.0,0.0,14.0,91.0,974.0,1429.0,10481.0,180.0,825.0,176.0,1.0,0.0,808.0,5.0,1.0,177.0,814.0,3.0,0.0,0.0,11.0,0.0,0.0,3.0,11.0,0.0,0.0,
Sierra,3.0,3.0,0.0,13.0,16.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,158.0,7.0,158.0,0.0,0.0,2.0,19.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,13.0,1.0,-1.0,0.0,3.0,0.0,1.0,0.0,3.0,9.0,177.0,9.0,177.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,8.0,165.0,1.0,19.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Siskiyou,144.0,148.0,-4.0,258.0,402.0,284.0,142.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,20.0,118.0,431.0,2587.0,431.0,2587.0,0.0,0.0,18.0,237.0,5.0,0.0,0.0,137.0,0.0,0.0,5.0,137.0,-6.0,6.0,3.0,2.0,8.0,26.0,8.0,66.0,449.0,2824.0,449.0,2818.0,7109.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,2.0,32.0,239.0,417.0,2585.0,45.0,206.0,45.0,0.0,0.0,203.0,1.0,0.0,45.0,204.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Solano,793.0,758.0,35.0,1447.0,2240.0,1383.0,816.0,8.0,54.0,0.0,449.0,0.0,76.0,0.0,118.0,857.0,2939.0,17641.0,2971.0,17412.0,-32.0,229.0,183.0,1577.0,79.0,1.0,0.0,727.0,5.0,4.0,80.0,736.0,0.0,0.0,8.0,53.0,3.0,58.0,92.0,730.0,3122.0,19218.0,3100.0,19023.0,42948.0,181.0,166.0,22.0,145.0,66.0,51.0,0.0,50.0,203.0,1986.0,2919.0,17232.0,209.0,1028.0,200.0,1.0,0.0,999.0,3.0,0.0,201.0,1002.0,8.0,0.0,0.0,25.0,1.0,0.0,8.0,26.0,0.0,0.0,
Sonoma,791.0,867.0,-76.0,1416.0,2207.0,1272.0,757.0,1.0,51.0,2.0,455.0,0.0,25.0,0.0,58.0,935.0,1832.0,16771.0,1828.0,16638.0,4.0,133.0,78.0,1241.0,46.0,2.0,0.0,698.0,8.0,3.0,48.0,709.0,0.0,0.0,0.0,11.0,6.0,152.0,24.0,369.0,1910.0,18012.0,1870.0,17750.0,36246.0,16.0,284.0,39.0,207.0,73.0,0.0,1.0,55.0,131.0,1345.0,1779.0,16667.0,144.0,962.0,135.0,5.0,0.0,780.0,9.0,4.0,140.0,793.0,4.0,0.0,0.0,164.0,5.0,0.0,4.0,169.0,0.0,0.0,
Stanislaus,1443.0,1460.0,-17.0,3002.0,4445.0,2939.0,1783.0,6.0,57.0,0.0,1014.0,0.0,28.0,0.0,142.0,1506.0,6138.0,33972.0,6139.0,33972.0,-1.0,0.0,353.0,2724.0,99.0,0.0,1.0,1677.0,3.0,3.0,100.0,1683.0,12.0,-12.0,16.0,50.0,51.0,244.0,174.0,759.0,6491.0,36696.0,6453.0,36506.0,92302.0,18.0,195.0,34.0,156.0,41.0,8.0,4.0,34.0,401.0,2656.0,6090.0,34040.0,562.0,2929.0,554.0,7.0,0.0,2889.0,10.0,2.0,561.0,2901.0,1.0,0.0,0.0,28.0,0.0,0.0,1.0,28.0,0.0,0.0,
Sutter,162.0,172.0,-10.0,431.0,593.0,445.0,222.0,0.0,7.0,0.0,198.0,0.0,5.0,0.0,25.0,148.0,772.0,4532.0,772.0,4532.0,0.0,0.0,39.0,393.0,10.0,0.0,0.0,211.0,1.0,0.0,10.0,212.0,-5.0,5.0,6.0,15.0,3.0,33.0,25.0,128.0,811.0,4925.0,796.0,4878.0,13185.0,5.0,59.0,15.0,38.0,9.0,0.0,0.0,9.0,44.0,403.0,767.0,4522.0,91.0,421.0,89.0,2.0,0.0,408.0,4.0,0.0,91.0,412.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,
Tehama,162.0,168.0,-6.0,385.0,547.0,405.0,201.0,0.0,2.0,0.0,152.0,0.0,6.0,0.0,52.0,142.0,649.0,3779.0,649.0,3779.0,0.0,0.0,8.0,365.0,8.0,0.0,0.0,193.0,0.0,0.0,8.0,193.0,-16.0,16.0,1.0,21.0,0.0,17.0,15.0,118.0,657.0,4144.0,653.0,4119.0,10363.0,0.0,25.0,4.0,21.0,4.0,0.0,0.0,4.0,21.0,379.0,636.0,3765.0,74.0,344.0,74.0,0.0,0.0,341.0,0.0,0.0,74.0,341.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Trinity,37.0,37.0,0.0,93.0,130.0,95.0,57.0,0.0,8.0,0.0,36.0,0.0,7.0,0.0,2.0,35.0,76.0,826.0,76.0,826.0,0.0,0.0,0.0,97.0,1.0,0.0,0.0,56.0,0.0,0.0,1.0,56.0,-3.0,3.0,0.0,4.0,0.0,5.0,2.0,29.0,76.0,923.0,76.0,923.0,1788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,93.0,70.0,830.0,8.0,75.0,7.0,0.0,0.0,75.0,0.0,0.0,7.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Tulare,6030.0,6030.0,0.0,2339.0,8369.0,2342.0,1780.0,6.0,21.0,3.0,520.0,1.0,46.0,0.0,39.0,6027.0,28830.0,51952.0,28830.0,51952.0,0.0,0.0,984.0,4609.0,172.0,1.0,0.0,1547.0,54.0,6.0,173.0,1607.0,1.0,-1.0,482.0,1164.0,60.0,400.0,268.0,1439.0,29814.0,56561.0,29745.0,55706.0,126463.0,522.0,832.0,64.0,662.0,249.0,3.0,5.0,193.0,478.0,3167.0,29336.0,53394.0,596.0,2334.0,585.0,4.0,0.0,2234.0,37.0,8.0,589.0,2279.0,7.0,0.0,0.0,50.0,4.0,1.0,7.0,55.0,0.0,0.0,
Tuolumne,127.0,132.0,-5.0,266.0,393.0,267.0,142.0,0.0,15.0,0.0,97.0,0.0,5.0,0.0,28.0,126.0,323.0,2506.0,323.0,2506.0,0.0,0.0,22.0,216.0,16.0,0.0,0.0,126.0,0.0,0.0,16.0,126.0,-3.0,3.0,2.0,11.0,3.0,23.0,4.0,53.0,345.0,2722.0,343.0,2716.0,5470.0,1.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,15.0,236.0,330.0,2486.0,49.0,206.0,49.0,0.0,0.0,202.0,1.0,0.0,49.0,203.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Ventura,2250.0,2339.0,-89.0,2513.0,4763.0,2641.0,1762.0,3.0,53.0,0.0,781.0,0.0,140.0,0.0,98.0,2122.0,3311.0,30957.0,3361.0,30569.0,-50.0,388.0,170.0,2611.0,54.0,1.0,0.0,1675.0,18.0,14.0,55.0,1707.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,904.0,3481.0,33568.0,3452.0,33049.0,76464.0,51.0,457.0,29.0,365.0,194.0,0.0,0.0,154.0,185.0,2859.0,3296.0,30709.0,255.0,1509.0,249.0,2.0,0.0,1441.0,20.0,9.0,251.0,1470.0,4.0,0.0,0.0,39.0,0.0,0.0,4.0,39.0,0.0,0.0,
Yolo,1012.0,1012.0,0.0,691.0,1703.0,722.0,433.0,7.0,23.0,0.0,256.0,0.0,34.0,0.0,33.0,981.0,978.0,8160.0,994.0,8041.0,-16.0,119.0,85.0,699.0,31.0,2.0,2.0,387.0,6.0,5.0,35.0,398.0,0.0,0.0,2.0,15.0,1.0,0.0,47.0,286.0,1063.0,8859.0,1018.0,8636.0,19867.0,18.0,271.0,45.0,156.0,98.0,0.0,0.0,67.0,74.0,782.0,989.0,8077.0,80.0,498.0,75.0,2.0,0.0,415.0,10.0,2.0,77.0,427.0,3.0,0.0,0.0,69.0,2.0,0.0,3.0,71.0,0.0,0.0,
Yuba,166.0,167.0,-1.0,428.0,594.0,473.0,245.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,16.0,121.0,895.0,4818.0,895.0,4818.0,0.0,0.0,42.0,404.0,14.0,0.0,0.0,230.0,1.0,0.0,14.0,231.0,-5.0,5.0,2.0,14.0,4.0,39.0,27.0,115.0,937.0,5222.0,929.0,5185.0,13409.0,3.0,43.0,8.0,32.0,4.0,8.0,0.0,5.0,43.0,455.0,894.0,4767.0,104.0,360.0,100.0,2.0,0.0,331.0,4.0,2.0,102.0,337.0,2.0,0.0,0.0,23.0,0.0,0.0,2.0,23.0,0.0,0.0,
