,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Contra Costa,2118.0,2146.0,-28.0,2497.0,4615.0,2647.0,1272.0,5.0,50.0,1.0,1107.0,0.0,69.0,0.0,267.0,1968.0,4918.0,27614.0,4888.0,27289.0,30.0,325.0,286.0,2498.0,103.0,2.0,0.0,1149.0,11.0,7.0,105.0,1167.0,0.0,0.0,15.0,39.0,10.0,32.0,156.0,1260.0,5204.0,30112.0,5120.0,29655.0,71994.0,25.0,516.0,84.0,330.0,155.0,4.0,0.0,127.0,306.0,2945.0,4898.0,27167.0,348.0,1450.0,338.0,6.0,0.0,1404.0,22.0,5.0,344.0,1431.0,4.0,0.0,0.0,18.0,1.0,0.0,4.0,19.0,0.0,0.0,
Del Norte  a/ ,76.0,77.0,-1.0,166.0,242.0,158.0,77.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,6.0,84.0,405.0,1924.0,405.0,1924.0,0.0,0.0,4.0,161.0,5.0,0.0,0.0,72.0,0.0,0.0,5.0,72.0,-16.0,16.0,1.0,3.0,1.0,8.0,13.0,62.0,409.0,2085.0,409.0,2081.0,5144.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,22.0,147.0,387.0,1938.0,45.0,176.0,45.0,0.0,0.0,176.0,0.0,0.0,45.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
El Dorado,204.0,216.0,-12.0,683.0,887.0,697.0,404.0,0.0,0.0,0.0,256.0,0.0,1.0,0.0,37.0,190.0,577.0,6179.0,577.0,6180.0,0.0,-1.0,29.0,644.0,10.0,0.0,0.0,391.0,1.0,2.0,10.0,394.0,-3.0,3.0,2.0,29.0,5.0,46.0,15.0,172.0,606.0,6823.0,606.0,6782.0,13373.0,3.0,31.0,0.0,29.0,11.0,1.0,0.0,12.0,29.0,592.0,577.0,6231.0,77.0,493.0,76.0,0.0,0.0,487.0,2.0,1.0,76.0,490.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,
Fresno  a/ ,2243.0,2352.0,-109.0,3909.0,6152.0,4240.0,2769.0,10.0,91.0,1.0,1357.0,0.0,281.0,0.0,113.0,1912.0,15040.0,79205.0,14698.0,75993.0,342.0,3212.0,158.0,2707.0,142.0,1.0,0.0,2587.0,19.0,20.0,143.0,2626.0,0.0,0.0,10.0,34.0,2.0,2.0,3.0,45.0,15198.0,81912.0,15028.0,81139.0,227208.0,59.0,815.0,165.0,583.0,216.0,9.0,5.0,190.0,866.0,5762.0,14332.0,76150.0,1135.0,5070.0,1021.0,12.0,0.0,4066.0,34.0,9.0,1033.0,4109.0,102.0,0.0,0.0,953.0,7.0,1.0,102.0,961.0,0.0,3.0,
Glenn,27.0,27.0,0.0,103.0,130.0,104.0,69.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,6.0,26.0,243.0,1204.0,243.0,1204.0,0.0,0.0,18.0,95.0,3.0,0.0,0.0,66.0,0.0,0.0,3.0,66.0,12.0,-12.0,1.0,8.0,1.0,11.0,1.0,22.0,261.0,1299.0,260.0,1291.0,3778.0,0.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0,117.0,249.0,1182.0,31.0,89.0,30.0,1.0,0.0,85.0,2.0,0.0,31.0,87.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Humboldt,310.0,319.0,-9.0,1138.0,1448.0,1127.0,515.0,0.0,1.0,0.0,538.0,0.0,0.0,0.0,74.0,321.0,1007.0,9830.0,1007.0,9830.0,0.0,0.0,28.0,955.0,18.0,0.0,0.0,492.0,3.0,2.0,18.0,497.0,-24.0,24.0,2.0,19.0,2.0,71.0,30.0,344.0,1035.0,10785.0,1031.0,10747.0,20665.0,3.0,30.0,4.0,22.0,19.0,2.0,0.0,16.0,41.0,847.0,994.0,9938.0,116.0,677.0,113.0,0.0,0.0,666.0,4.0,0.0,113.0,670.0,3.0,0.0,0.0,7.0,0.0,0.0,3.0,7.0,0.0,0.0,
Imperial,597.0,617.0,-20.0,1019.0,1616.0,1050.0,610.0,3.0,23.0,0.0,376.0,0.0,15.0,0.0,64.0,566.0,2393.0,13497.0,2393.0,13497.0,0.0,0.0,49.0,952.0,51.0,0.0,1.0,537.0,18.0,3.0,52.0,558.0,-34.0,34.0,1.0,9.0,0.0,99.0,30.0,252.0,2442.0,14449.0,2408.0,14036.0,41770.0,22.0,404.0,31.0,361.0,59.0,6.0,3.0,52.0,89.0,954.0,2353.0,13495.0,200.0,1036.0,199.0,1.0,0.0,994.0,29.0,3.0,200.0,1026.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,
Inyo,16.0,16.0,0.0,80.0,96.0,81.0,57.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,4.0,15.0,109.0,869.0,109.0,869.0,0.0,0.0,6.0,81.0,1.0,0.0,0.0,56.0,0.0,0.0,1.0,56.0,4.0,-4.0,0.0,4.0,0.0,5.0,1.0,20.0,115.0,950.0,115.0,944.0,2097.0,0.0,6.0,0.0,4.0,1.0,1.0,0.0,2.0,10.0,63.0,105.0,887.0,7.0,87.0,7.0,0.0,0.0,86.0,0.0,1.0,7.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kern,3478.0,3502.0,-24.0,5088.0,8566.0,5628.0,3276.0,1.0,14.0,1.0,2128.0,0.0,6.0,0.0,223.0,2938.0,10905.0,49204.0,10906.0,49204.0,-1.0,0.0,429.0,4459.0,240.0,5.0,0.0,2957.0,48.0,26.0,245.0,3031.0,-7.0,7.0,15.0,48.0,45.0,301.0,131.0,1072.0,11334.0,53663.0,11251.0,52730.0,153514.0,44.0,836.0,77.0,718.0,270.0,26.0,6.0,215.0,463.0,3747.0,10871.0,49916.0,1184.0,4794.0,1161.0,17.0,0.0,4609.0,62.0,18.0,1178.0,4689.0,6.0,0.0,0.0,99.0,6.0,0.0,6.0,105.0,0.0,0.0,
Kings,2495.0,2496.0,-1.0,766.0,3261.0,799.0,465.0,0.0,2.0,0.0,310.0,0.0,1.0,0.0,24.0,2462.0,1558.0,8075.0,1558.0,8076.0,0.0,-1.0,90.0,718.0,24.0,1.0,0.0,432.0,6.0,2.0,25.0,440.0,16.0,-16.0,3.0,10.0,8.0,45.0,38.0,239.0,1648.0,8793.0,1631.0,8652.0,24208.0,9.0,126.0,17.0,118.0,21.0,2.0,0.0,23.0,77.0,715.0,1571.0,8078.0,175.0,766.0,173.0,2.0,0.0,738.0,14.0,3.0,175.0,755.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,
Lake,201.0,205.0,-4.0,408.0,609.0,444.0,266.0,1.0,11.0,0.0,160.0,0.0,2.0,0.0,18.0,165.0,654.0,4934.0,654.0,4934.0,0.0,0.0,29.0,469.0,12.0,0.0,0.0,252.0,2.0,0.0,12.0,254.0,-8.0,8.0,1.0,19.0,2.0,18.0,22.0,170.0,683.0,5403.0,683.0,5377.0,11807.0,3.0,21.0,0.0,19.0,7.0,0.0,0.0,7.0,45.0,378.0,638.0,5025.0,54.0,427.0,54.0,0.0,0.0,421.0,0.0,0.0,54.0,421.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,
Lassen,81.0,80.0,1.0,106.0,187.0,114.0,74.0,2.0,10.0,0.0,34.0,0.0,5.0,0.0,6.0,73.0,269.0,1140.0,269.0,1140.0,0.0,0.0,17.0,126.0,5.0,0.0,0.0,68.0,1.0,0.0,5.0,69.0,-4.0,4.0,1.0,2.0,6.0,14.0,9.0,37.0,286.0,1266.0,286.0,1264.0,3188.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,134.0,268.0,1132.0,24.0,94.0,24.0,0.0,0.0,93.0,0.0,0.0,24.0,93.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Los Angeles,10385.0,18591.0,-8206.0,45789.0,56174.0,38374.0,25763.0,97.0,688.0,1558.0,8348.0,128.0,553.0,783.0,1922.0,17800.0,77630.0,464918.0,76938.0,459201.0,692.0,5717.0,4773.0,41610.0,1609.0,41.0,2.0,23512.0,319.0,280.0,1652.0,24111.0,124.0,70.0,255.0,52.0,1551.0,873.0,1191.0,16504.0,82403.0,506528.0,80323.0,496782.0,1171025.0,831.0,9375.0,2009.0,5958.0,4725.0,281.0,71.0,3788.0,6985.0,46780.0,75418.0,459748.0,5378.0,23414.0,4756.0,120.0,7.0,20982.0,274.0,138.0,4883.0,21394.0,485.0,10.0,0.0,1974.0,37.0,9.0,495.0,2020.0,144.0,1194.0,
Madera,2791.0,2791.0,0.0,725.0,3516.0,725.0,429.0,0.0,2.0,0.0,251.0,0.0,0.0,0.0,45.0,2791.0,2008.0,9225.0,2008.0,9225.0,0.0,0.0,94.0,592.0,37.0,0.0,0.0,387.0,4.0,1.0,37.0,392.0,2.0,-2.0,9.0,14.0,8.0,40.0,38.0,148.0,2102.0,9817.0,2089.0,9757.0,29090.0,1.0,71.0,12.0,56.0,6.0,0.0,1.0,4.0,87.0,601.0,2015.0,9216.0,192.0,805.0,190.0,1.0,0.0,785.0,9.0,1.0,191.0,795.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,
Marin,212.0,216.0,-4.0,548.0,760.0,514.0,335.0,2.0,9.0,0.0,152.0,0.0,1.0,0.0,27.0,246.0,666.0,5262.0,666.0,5262.0,0.0,0.0,27.0,500.0,9.0,1.0,0.0,306.0,15.0,4.0,10.0,325.0,-1.0,1.0,1.0,9.0,2.0,32.0,15.0,133.0,693.0,5762.0,648.0,5501.0,10256.0,10.0,293.0,44.0,201.0,67.0,10.0,1.0,60.0,25.0,513.0,668.0,5249.0,82.0,403.0,74.0,8.0,0.0,375.0,22.0,5.0,82.0,402.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mariposa,36.0,36.0,0.0,74.0,110.0,73.0,45.0,1.0,8.0,0.0,23.0,0.0,0.0,0.0,5.0,37.0,145.0,867.0,146.0,867.0,-1.0,0.0,5.0,78.0,2.0,0.0,0.0,43.0,0.0,0.0,2.0,43.0,-2.0,2.0,1.0,3.0,0.0,10.0,4.0,20.0,150.0,945.0,150.0,942.0,2072.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,73.0,141.0,872.0,13.0,62.0,13.0,0.0,0.0,61.0,0.0,0.0,13.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mendocino,337.0,339.0,-2.0,469.0,806.0,543.0,350.0,1.0,1.0,0.0,186.0,0.0,1.0,0.0,7.0,263.0,753.0,5906.0,753.0,5906.0,0.0,0.0,55.0,532.0,20.0,0.0,0.0,328.0,1.0,1.0,20.0,330.0,-4.0,4.0,1.0,12.0,8.0,45.0,30.0,141.0,808.0,6438.0,803.0,6396.0,13349.0,3.0,36.0,5.0,29.0,13.0,1.0,0.0,13.0,79.0,669.0,729.0,5769.0,77.0,442.0,77.0,0.0,0.0,436.0,1.0,0.0,77.0,437.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,
Merced,698.0,728.0,-30.0,1318.0,2016.0,1456.0,863.0,0.0,13.0,1.0,466.0,0.0,7.0,0.0,126.0,560.0,4640.0,18890.0,4640.0,18891.0,0.0,-1.0,189.0,1449.0,76.0,1.0,0.0,776.0,8.0,2.0,77.0,786.0,-17.0,17.0,8.0,32.0,25.0,142.0,96.0,472.0,4829.0,20339.0,4809.0,20262.0,58699.0,4.0,89.0,20.0,70.0,8.0,0.0,0.0,7.0,200.0,1346.0,4629.0,18993.0,501.0,1645.0,493.0,4.0,0.0,1610.0,11.0,1.0,497.0,1622.0,4.0,0.0,0.0,23.0,0.0,0.0,4.0,23.0,0.0,0.0,
Modoc,44.0,44.0,0.0,36.0,80.0,61.0,34.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,0.0,19.0,79.0,351.0,79.0,351.0,0.0,0.0,7.0,45.0,3.0,0.0,0.0,31.0,0.0,0.0,3.0,31.0,2.0,-2.0,0.0,0.0,0.0,0.0,2.0,16.0,86.0,396.0,86.0,396.0,1052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,78.0,356.0,6.0,46.0,6.0,0.0,0.0,44.0,0.0,0.0,6.0,44.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Mono,41.0,42.0,-1.0,60.0,101.0,81.0,44.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,5.0,20.0,14.0,470.0,14.0,470.0,0.0,0.0,-2.0,57.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,44.0,-3.0,3.0,0.0,1.0,0.0,2.0,1.0,7.0,12.0,527.0,12.0,524.0,889.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,52.0,12.0,475.0,2.0,28.0,2.0,0.0,0.0,28.0,0.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Monterey,1105.0,1116.0,-11.0,1891.0,2996.0,2098.0,1229.0,0.0,4.0,1.0,791.0,0.0,0.0,0.0,77.0,898.0,3683.0,18597.0,3683.0,18598.0,0.0,-1.0,478.0,1405.0,55.0,0.0,0.0,1151.0,17.0,6.0,55.0,1174.0,358.0,-358.0,2.0,23.0,10.0,115.0,53.0,451.0,4161.0,20002.0,4115.0,19738.0,54021.0,13.0,304.0,46.0,230.0,34.0,9.0,0.0,34.0,137.0,1242.0,4024.0,18760.0,383.0,1673.0,375.0,5.0,0.0,1645.0,17.0,2.0,380.0,1664.0,3.0,0.0,0.0,8.0,1.0,0.0,3.0,9.0,0.0,0.0,
Napa,185.0,191.0,-6.0,343.0,528.0,351.0,178.0,0.0,4.0,0.0,130.0,0.0,5.0,0.0,43.0,177.0,361.0,3019.0,361.0,3019.0,0.0,0.0,21.0,248.0,7.0,0.0,0.0,163.0,6.0,2.0,7.0,171.0,8.0,-8.0,0.0,7.0,1.0,14.0,5.0,64.0,382.0,3267.0,374.0,3187.0,7490.0,4.0,85.0,7.0,70.0,12.0,0.0,1.0,10.0,6.0,250.0,376.0,3017.0,61.0,261.0,61.0,0.0,0.0,250.0,10.0,1.0,61.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nevada,263.0,267.0,-4.0,342.0,605.0,379.0,218.0,0.0,10.0,0.0,142.0,0.0,2.0,0.0,19.0,226.0,380.0,3634.0,380.0,3634.0,0.0,0.0,11.0,323.0,2.0,0.0,0.0,215.0,0.0,1.0,2.0,216.0,1.0,-1.0,3.0,5.0,1.0,26.0,4.0,77.0,391.0,3957.0,390.0,3945.0,7812.0,1.0,7.0,1.0,7.0,6.0,0.0,0.0,5.0,27.0,351.0,364.0,3606.0,34.0,318.0,34.0,0.0,0.0,308.0,0.0,0.0,34.0,308.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,
Orange,13647.0,13647.0,0.0,7260.0,20907.0,6949.0,4931.0,4.0,43.0,131.0,1668.0,6.0,106.0,31.0,188.0,13958.0,26012.0,81525.0,26012.0,81525.0,0.0,0.0,670.0,7502.0,300.0,7.0,0.0,4503.0,80.0,41.0,307.0,4624.0,-2.0,2.0,5.0,29.0,11.0,5.0,349.0,2842.0,26682.0,89027.0,26457.0,85776.0,255000.0,286.0,3006.0,220.0,2101.0,1606.0,2.0,5.0,1150.0,665.0,8240.0,26017.0,80787.0,933.0,5169.0,905.0,15.0,0.0,4477.0,111.0,35.0,920.0,4623.0,13.0,0.0,0.0,529.0,9.0,8.0,13.0,546.0,0.0,0.0,
Placer,359.0,359.0,0.0,621.0,980.0,614.0,295.0,0.0,4.0,0.0,252.0,0.0,18.0,0.0,67.0,366.0,842.0,7626.0,842.0,7626.0,0.0,0.0,62.0,752.0,20.0,0.0,0.0,273.0,1.0,1.0,20.0,275.0,0.0,0.0,4.0,26.0,11.0,155.0,27.0,296.0,904.0,8378.0,891.0,8322.0,17987.0,0.0,68.0,13.0,35.0,19.0,4.0,0.0,21.0,84.0,700.0,820.0,7678.0,58.0,431.0,56.0,2.0,0.0,419.0,1.0,0.0,58.0,420.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,
Plumas,69.0,70.0,-1.0,104.0,173.0,128.0,56.0,0.0,1.0,0.0,66.0,0.0,0.0,0.0,6.0,45.0,107.0,873.0,107.0,873.0,0.0,0.0,11.0,100.0,5.0,0.0,0.0,50.0,1.0,0.0,5.0,51.0,-1.0,1.0,1.0,3.0,1.0,12.0,5.0,33.0,118.0,973.0,118.0,969.0,1996.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,7.0,90.0,111.0,883.0,12.0,53.0,12.0,0.0,0.0,52.0,0.0,0.0,12.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Riverside,3839.0,3880.0,-41.0,9250.0,13089.0,9904.0,5259.0,2.0,17.0,1.0,4281.0,0.0,12.0,0.0,363.0,3185.0,17861.0,101299.0,17860.0,101300.0,1.0,-1.0,680.0,8137.0,350.0,0.0,1.0,4844.0,52.0,12.0,351.0,4908.0,-175.0,175.0,31.0,139.0,105.0,754.0,368.0,2161.0,18541.0,109436.0,18394.0,108229.0,292046.0,110.0,1139.0,142.0,967.0,289.0,18.0,5.0,240.0,965.0,8960.0,17576.0,100476.0,1808.0,7778.0,1783.0,12.0,0.0,7583.0,67.0,12.0,1795.0,7662.0,13.0,0.0,0.0,115.0,1.0,0.0,13.0,116.0,0.0,0.0,
