,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Contra Costa,1740.0,1821.0,-81.0,2855.0,4595.0,2898.0,1404.0,12.0,96.0,2.0,1234.0,0.0,124.0,0.0,258.0,1697.0,5291.0,26786.0,5368.0,26465.0,-77.0,321.0,352.0,2583.0,138.0,5.0,1.0,1238.0,13.0,9.0,144.0,1260.0,0.0,0.0,13.0,43.0,10.0,38.0,185.0,1242.0,5643.0,29369.0,5572.0,28968.0,72121.0,34.0,415.0,69.0,292.0,155.0,0.0,2.0,109.0,281.0,2713.0,5362.0,26656.0,445.0,1480.0,432.0,7.0,0.0,1417.0,16.0,3.0,439.0,1436.0,6.0,0.0,0.0,44.0,0.0,0.0,6.0,44.0,0.0,0.0,
Del Norte  a/,53.0,55.0,-2.0,175.0,228.0,156.0,78.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,6.0,72.0,418.0,1964.0,418.0,1964.0,0.0,0.0,26.0,137.0,6.0,0.0,0.0,71.0,1.0,0.0,6.0,72.0,-4.0,4.0,1.0,3.0,2.0,12.0,21.0,46.0,444.0,2101.0,443.0,2092.0,5216.0,0.0,7.0,1.0,5.0,6.0,0.0,0.0,4.0,25.0,200.0,419.0,1901.0,30.0,154.0,30.0,0.0,0.0,152.0,0.0,0.0,30.0,152.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
El Dorado,425.0,431.0,-6.0,769.0,1194.0,826.0,453.0,3.0,6.0,0.0,315.0,0.0,4.0,0.0,58.0,368.0,574.0,5612.0,574.0,5612.0,0.0,0.0,32.0,651.0,22.0,0.0,0.0,430.0,0.0,1.0,22.0,431.0,-4.0,4.0,3.0,5.0,3.0,22.0,8.0,189.0,606.0,6263.0,605.0,6232.0,12443.0,0.0,27.0,1.0,21.0,11.0,2.0,0.0,10.0,37.0,533.0,569.0,5730.0,58.0,542.0,57.0,0.0,0.0,535.0,0.0,1.0,57.0,536.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,
Fresno  a/,2078.0,2153.0,-75.0,4206.0,6284.0,4229.0,2799.0,5.0,185.0,4.0,1314.0,0.0,365.0,0.0,112.0,2055.0,15365.0,74321.0,15059.0,71730.0,306.0,2591.0,245.0,2659.0,228.0,5.0,0.0,2528.0,261.0,19.0,233.0,2566.0,-1.0,1.0,7.0,31.0,4.0,11.0,2.0,50.0,15610.0,76980.0,15435.0,76231.0,221672.0,51.0,797.0,173.0,563.0,217.0,0.0,2.0,186.0,721.0,5079.0,14889.0,71901.0,1271.0,4441.0,1226.0,20.0,0.0,3619.0,33.0,12.0,1246.0,3664.0,24.0,0.0,1.0,764.0,12.0,1.0,25.0,777.0,0.0,5.0,
Glenn,38.0,38.0,0.0,147.0,185.0,139.0,87.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,12.0,46.0,230.0,1198.0,230.0,1198.0,0.0,0.0,19.0,105.0,7.0,0.0,0.0,78.0,2.0,0.0,7.0,80.0,7.0,-7.0,0.0,1.0,1.0,3.0,4.0,28.0,249.0,1303.0,249.0,1291.0,3734.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,101.0,243.0,1202.0,23.0,114.0,23.0,0.0,0.0,108.0,3.0,0.0,23.0,111.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Humboldt,646.0,656.0,-10.0,1134.0,1780.0,1180.0,519.0,0.0,16.0,0.0,573.0,0.0,12.0,0.0,88.0,600.0,1010.0,7875.0,1010.0,7875.0,0.0,0.0,26.0,870.0,18.0,0.0,0.0,501.0,0.0,0.0,18.0,501.0,-17.0,17.0,2.0,10.0,0.0,50.0,23.0,292.0,1036.0,8745.0,1034.0,8719.0,17965.0,2.0,18.0,2.0,14.0,13.0,2.0,0.0,12.0,41.0,600.0,995.0,8145.0,124.0,679.0,123.0,0.0,0.0,671.0,1.0,0.0,123.0,672.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,
Imperial,524.0,529.0,-5.0,1147.0,1671.0,1047.0,572.0,0.0,34.0,0.0,419.0,0.0,11.0,0.0,56.0,624.0,2108.0,12323.0,2108.0,12323.0,0.0,0.0,82.0,830.0,39.0,1.0,0.0,514.0,13.0,5.0,40.0,532.0,6.0,-6.0,1.0,7.0,0.0,75.0,35.0,222.0,2190.0,13153.0,2175.0,12781.0,38244.0,17.0,352.0,14.0,333.0,44.0,1.0,1.0,39.0,72.0,1001.0,2118.0,12152.0,220.0,1210.0,215.0,3.0,0.0,1129.0,24.0,2.0,218.0,1155.0,2.0,0.0,0.0,53.0,1.0,1.0,2.0,55.0,0.0,0.0,
Inyo,31.0,32.0,-1.0,93.0,124.0,98.0,70.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,4.0,26.0,107.0,918.0,107.0,918.0,0.0,0.0,13.0,83.0,2.0,0.0,0.0,68.0,0.0,0.0,2.0,68.0,8.0,-8.0,0.0,4.0,2.0,5.0,1.0,14.0,120.0,1001.0,120.0,995.0,2248.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,76.0,114.0,925.0,9.0,91.0,9.0,0.0,0.0,89.0,0.0,0.0,9.0,89.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Kern,2940.0,2950.0,-10.0,5362.0,8302.0,5173.0,3021.0,2.0,18.0,0.0,1927.0,0.0,16.0,0.0,225.0,3129.0,11152.0,45973.0,11152.0,45973.0,0.0,0.0,428.0,4030.0,270.0,4.0,1.0,2676.0,46.0,24.0,275.0,2746.0,-96.0,96.0,21.0,41.0,35.0,236.0,193.0,911.0,11580.0,50003.0,11498.0,49164.0,148051.0,27.0,785.0,78.0,661.0,215.0,13.0,4.0,178.0,427.0,4206.0,11153.0,45797.0,1163.0,4182.0,1136.0,14.0,0.0,3992.0,48.0,7.0,1150.0,4047.0,13.0,0.0,0.0,130.0,5.0,0.0,13.0,135.0,0.0,0.0,
Kings,2532.0,2532.0,0.0,824.0,3356.0,759.0,466.0,1.0,11.0,0.0,273.0,0.0,2.0,0.0,20.0,2597.0,1215.0,7795.0,1215.0,7795.0,0.0,0.0,90.0,781.0,31.0,0.0,0.0,424.0,9.0,2.0,31.0,435.0,-13.0,13.0,4.0,9.0,7.0,45.0,61.0,279.0,1305.0,8576.0,1281.0,8432.0,25153.0,6.0,123.0,13.0,116.0,37.0,2.0,11.0,28.0,7.0,729.0,1298.0,7847.0,195.0,719.0,185.0,2.0,0.0,702.0,8.0,1.0,187.0,711.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,
Lake,363.0,362.0,1.0,426.0,789.0,345.0,205.0,1.0,11.0,0.0,117.0,0.0,5.0,0.0,23.0,444.0,663.0,4203.0,663.0,4203.0,0.0,0.0,54.0,469.0,14.0,0.0,0.0,191.0,0.0,0.0,14.0,191.0,5.0,-5.0,5.0,3.0,5.0,2.0,25.0,278.0,717.0,4672.0,714.0,4644.0,10874.0,1.0,23.0,3.0,18.0,11.0,0.0,0.0,10.0,45.0,359.0,672.0,4313.0,74.0,434.0,71.0,1.0,0.0,424.0,0.0,1.0,72.0,425.0,2.0,0.0,0.0,9.0,0.0,0.0,2.0,9.0,0.0,0.0,
Lassen,50.0,50.0,0.0,131.0,181.0,132.0,93.0,1.0,9.0,0.0,36.0,0.0,0.0,0.0,3.0,49.0,266.0,1115.0,266.0,1115.0,0.0,0.0,41.0,139.0,8.0,0.0,0.0,85.0,0.0,0.0,8.0,85.0,12.0,-12.0,2.0,2.0,4.0,15.0,15.0,49.0,307.0,1254.0,306.0,1254.0,3237.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,116.0,287.0,1138.0,37.0,110.0,37.0,0.0,0.0,108.0,0.0,0.0,37.0,108.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Los Angeles,10084.0,18336.0,-8252.0,48796.0,58880.0,39228.0,25731.0,143.0,895.0,1666.0,8916.0,104.0,728.0,763.0,2152.0,19652.0,85279.0,448755.0,83013.0,444963.0,2266.0,3792.0,5151.0,37869.0,2061.0,40.0,3.0,23055.0,288.0,284.0,2104.0,23627.0,122.0,58.0,170.0,86.0,1613.0,949.0,1142.0,13149.0,90430.0,486624.0,88298.0,477405.0,1163515.0,791.0,9182.0,2055.0,5762.0,4310.0,302.0,77.0,3457.0,2338.0,33741.0,88092.0,452883.0,6258.0,25252.0,5791.0,155.0,5.0,22913.0,348.0,144.0,5951.0,23405.0,299.0,8.0,0.0,1799.0,42.0,6.0,307.0,1847.0,147.0,1206.0,
Madera,2670.0,2670.0,0.0,821.0,3491.0,797.0,476.0,0.0,7.0,0.0,285.0,0.0,2.0,0.0,36.0,2694.0,1919.0,8709.0,1919.0,8709.0,0.0,0.0,146.0,692.0,35.0,0.0,0.0,439.0,1.0,1.0,35.0,441.0,50.0,-50.0,3.0,10.0,6.0,32.0,52.0,259.0,2065.0,9401.0,2058.0,9336.0,28441.0,1.0,81.0,6.0,60.0,7.0,0.0,1.0,5.0,91.0,614.0,1974.0,8787.0,176.0,739.0,172.0,0.0,0.0,714.0,5.0,0.0,172.0,719.0,4.0,0.0,0.0,19.0,1.0,0.0,4.0,20.0,0.0,0.0,
Marin,293.0,294.0,-1.0,570.0,863.0,568.0,329.0,1.0,18.0,0.0,202.0,0.0,10.0,0.0,37.0,295.0,723.0,4936.0,723.0,4936.0,0.0,0.0,58.0,431.0,9.0,0.0,0.0,306.0,9.0,5.0,9.0,320.0,26.0,-26.0,2.0,1.0,1.0,25.0,20.0,111.0,781.0,5367.0,734.0,5168.0,9975.0,12.0,234.0,47.0,161.0,42.0,9.0,0.0,38.0,35.0,387.0,746.0,4980.0,61.0,446.0,57.0,4.0,0.0,418.0,17.0,3.0,61.0,438.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,8.0,0.0,0.0,
Mariposa,46.0,47.0,-1.0,81.0,127.0,76.0,42.0,1.0,4.0,0.0,24.0,0.0,1.0,0.0,10.0,51.0,136.0,860.0,136.0,860.0,0.0,0.0,8.0,53.0,4.0,0.0,0.0,38.0,0.0,0.0,4.0,38.0,0.0,0.0,2.0,1.0,0.0,7.0,2.0,7.0,144.0,913.0,144.0,910.0,2080.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,79.0,138.0,834.0,16.0,57.0,15.0,0.0,0.0,57.0,0.0,0.0,15.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Mendocino,126.0,127.0,-1.0,511.0,637.0,613.0,408.0,1.0,2.0,0.0,192.0,0.0,1.0,0.0,13.0,24.0,859.0,6219.0,859.0,6219.0,0.0,0.0,18.0,510.0,21.0,0.0,0.0,385.0,0.0,2.0,21.0,387.0,-21.0,21.0,1.0,6.0,4.0,39.0,13.0,57.0,877.0,6729.0,874.0,6690.0,14078.0,2.0,30.0,3.0,26.0,16.0,0.0,0.0,13.0,23.0,273.0,854.0,6456.0,132.0,648.0,126.0,1.0,0.0,631.0,3.0,1.0,127.0,635.0,5.0,0.0,0.0,13.0,0.0,0.0,5.0,13.0,0.0,0.0,
Merced,1057.0,1092.0,-35.0,1652.0,2709.0,1783.0,1107.0,7.0,40.0,0.0,468.0,0.0,18.0,0.0,208.0,926.0,4655.0,17592.0,4656.0,17593.0,-1.0,-1.0,316.0,1572.0,116.0,0.0,0.0,985.0,5.0,1.0,116.0,991.0,40.0,-40.0,20.0,34.0,13.0,69.0,127.0,518.0,4971.0,19164.0,4948.0,19092.0,57375.0,2.0,91.0,23.0,65.0,5.0,3.0,0.0,7.0,182.0,1251.0,4789.0,17913.0,491.0,1658.0,483.0,2.0,0.0,1609.0,3.0,0.0,485.0,1612.0,6.0,0.0,0.0,45.0,1.0,0.0,6.0,46.0,0.0,0.0,
Modoc,22.0,22.0,0.0,46.0,68.0,54.0,29.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,14.0,67.0,344.0,67.0,344.0,0.0,0.0,5.0,46.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,1.0,-1.0,2.0,2.0,0.0,4.0,2.0,12.0,72.0,390.0,72.0,390.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,65.0,359.0,0.0,32.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mono,40.0,40.0,0.0,66.0,106.0,82.0,49.0,0.0,5.0,0.0,24.0,0.0,1.0,0.0,9.0,24.0,17.0,537.0,17.0,537.0,0.0,0.0,1.0,63.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,49.0,1.0,-1.0,0.0,4.0,0.0,4.0,0.0,7.0,18.0,600.0,18.0,599.0,965.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,77.0,16.0,523.0,1.0,26.0,1.0,0.0,0.0,25.0,1.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Monterey,833.0,835.0,-2.0,1807.0,2640.0,1842.0,1029.0,0.0,1.0,0.0,744.0,0.0,0.0,0.0,69.0,798.0,4443.0,17668.0,4443.0,17669.0,0.0,-1.0,281.0,1317.0,61.0,1.0,0.0,944.0,17.0,6.0,62.0,967.0,135.0,-135.0,4.0,14.0,12.0,124.0,68.0,347.0,4724.0,18985.0,4691.0,18746.0,53795.0,13.0,283.0,32.0,215.0,27.0,9.0,1.0,24.0,150.0,1271.0,4574.0,17714.0,477.0,1176.0,470.0,3.0,0.0,1136.0,10.0,1.0,473.0,1147.0,3.0,1.0,0.0,29.0,0.0,0.0,4.0,29.0,0.0,0.0,
Napa,149.0,150.0,-1.0,383.0,532.0,378.0,189.0,2.0,7.0,0.0,132.0,0.0,4.0,0.0,57.0,154.0,389.0,2935.0,389.0,2935.0,0.0,0.0,24.0,269.0,8.0,0.0,0.0,176.0,4.0,1.0,8.0,181.0,8.0,-8.0,1.0,3.0,2.0,12.0,5.0,81.0,413.0,3204.0,405.0,3143.0,7486.0,4.0,63.0,7.0,55.0,8.0,0.0,1.0,6.0,16.0,231.0,397.0,2973.0,63.0,256.0,58.0,3.0,0.0,250.0,5.0,0.0,61.0,255.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,
Nevada,291.0,293.0,-2.0,510.0,801.0,431.0,264.0,0.0,3.0,0.0,147.0,0.0,1.0,0.0,20.0,370.0,418.0,3391.0,418.0,3391.0,0.0,0.0,14.0,346.0,5.0,0.0,0.0,259.0,0.0,0.0,5.0,259.0,-1.0,1.0,1.0,6.0,2.0,15.0,7.0,65.0,432.0,3737.0,431.0,3726.0,7801.0,2.0,7.0,1.0,8.0,4.0,0.0,0.0,3.0,15.0,286.0,417.0,3451.0,43.0,290.0,43.0,0.0,0.0,276.0,0.0,0.0,43.0,276.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,
Orange,11416.0,11416.0,0.0,8069.0,19485.0,7447.0,5173.0,0.0,88.0,136.0,1857.0,0.0,141.0,56.0,225.0,12038.0,24441.0,77239.0,24441.0,77239.0,0.0,0.0,677.0,7580.0,314.0,8.0,0.0,4676.0,101.0,74.0,322.0,4851.0,0.0,0.0,2.0,16.0,2.0,4.0,351.0,2709.0,25118.0,84819.0,24942.0,81723.0,247418.0,269.0,2969.0,169.0,2068.0,1441.0,5.0,7.0,1028.0,641.0,6984.0,24477.0,77835.0,1054.0,5338.0,1018.0,15.0,0.0,4715.0,131.0,22.0,1033.0,4868.0,21.0,0.0,0.0,450.0,13.0,7.0,21.0,470.0,0.0,0.0,
Placer,264.0,264.0,0.0,773.0,1037.0,768.0,395.0,0.0,1.0,0.0,300.0,0.0,8.0,0.0,73.0,269.0,904.0,7363.0,904.0,7363.0,0.0,0.0,93.0,737.0,25.0,0.0,0.0,364.0,4.0,2.0,25.0,370.0,0.0,0.0,1.0,14.0,10.0,135.0,57.0,218.0,997.0,8100.0,980.0,8051.0,18307.0,0.0,60.0,17.0,30.0,17.0,4.0,0.0,19.0,91.0,736.0,906.0,7364.0,72.0,422.0,69.0,1.0,0.0,402.0,1.0,0.0,70.0,403.0,2.0,0.0,0.0,19.0,0.0,0.0,2.0,19.0,0.0,0.0,
Plumas,57.0,58.0,-1.0,102.0,159.0,107.0,55.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,52.0,114.0,768.0,114.0,768.0,0.0,0.0,10.0,78.0,2.0,0.0,0.0,53.0,0.0,0.0,2.0,53.0,1.0,-1.0,1.0,0.0,1.0,8.0,5.0,18.0,124.0,846.0,124.0,846.0,1844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.0,120.0,780.0,10.0,55.0,10.0,0.0,0.0,55.0,0.0,0.0,10.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Riverside,3261.0,3282.0,-21.0,10682.0,13943.0,10462.0,5891.0,11.0,14.0,0.0,4130.0,0.0,5.0,0.0,441.0,3481.0,19101.0,94468.0,19101.0,94469.0,0.0,-1.0,751.0,8633.0,443.0,6.0,0.0,5374.0,51.0,17.0,449.0,5442.0,-214.0,214.0,39.0,121.0,77.0,579.0,400.0,2277.0,19852.0,103101.0,19683.0,101832.0,287099.0,112.0,1220.0,159.0,1026.0,281.0,27.0,10.0,243.0,984.0,8438.0,18868.0,94663.0,2115.0,8096.0,2062.0,10.0,1.0,7775.0,86.0,15.0,2073.0,7876.0,42.0,0.0,0.0,219.0,1.0,0.0,42.0,220.0,0.0,0.0,
