,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Del Norte,72.0,75.0,-3.0,222.0,294.0,219.0,104.0,0.0,0.0,0.0,107.0,0.0,1.0,0.0,8.0,75.0,405.0,1917.0,405.0,1917.0,0.0,0.0,17.0,203.0,10.0,0.0,0.0,94.0,0.0,0.0,10.0,94.0,-14.0,14.0,1.0,5.0,1.0,10.0,19.0,80.0,422.0,2120.0,422.0,2119.0,5250.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,159.0,398.0,1961.0,58.0,189.0,58.0,0.0,0.0,186.0,0.0,0.0,58.0,186.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
El Dorado,137.0,140.0,-3.0,667.0,804.0,630.0,365.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,31.0,174.0,566.0,6350.0,566.0,6350.0,0.0,0.0,29.0,619.0,19.0,0.0,0.0,345.0,0.0,1.0,19.0,346.0,-7.0,7.0,4.0,27.0,4.0,49.0,9.0,190.0,595.0,6969.0,594.0,6926.0,13494.0,3.0,35.0,1.0,31.0,13.0,0.0,0.0,12.0,49.0,634.0,546.0,6335.0,73.0,527.0,71.0,0.0,0.0,519.0,1.0,1.0,71.0,521.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,
Fresno,1904.0,1855.0,49.0,4881.0,6785.0,4748.0,3474.0,17.0,177.0,1.0,1136.0,0.0,252.0,0.0,137.0,2037.0,14069.0,80200.0,13537.0,76871.0,532.0,3329.0,75.0,3508.0,232.0,4.0,0.0,3202.0,18.0,18.0,236.0,3238.0,-176.0,176.0,10.0,41.0,1.0,9.0,4.0,44.0,14144.0,83708.0,13970.0,82916.0,226627.0,73.0,829.0,161.0,605.0,220.0,21.0,13.0,187.0,721.0,5772.0,13423.0,77936.0,1325.0,5988.0,1187.0,15.0,4.0,4908.0,47.0,13.0,1206.0,4968.0,119.0,0.0,0.0,1002.0,15.0,3.0,119.0,1020.0,7.0,69.0,
Glenn,22.0,22.0,0.0,103.0,125.0,102.0,51.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,6.0,23.0,242.0,1211.0,242.0,1211.0,0.0,0.0,-8.0,116.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,51.0,-13.0,13.0,0.0,7.0,0.0,14.0,5.0,31.0,234.0,1327.0,234.0,1317.0,3634.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,114.0,226.0,1213.0,24.0,93.0,23.0,0.0,0.0,90.0,1.0,0.0,23.0,91.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,
Humboldt,224.0,229.0,-5.0,1156.0,1380.0,1120.0,542.0,0.0,0.0,1.0,523.0,0.0,0.0,0.0,54.0,260.0,1001.0,10308.0,1001.0,10308.0,0.0,0.0,33.0,1008.0,15.0,0.0,0.0,525.0,1.0,1.0,15.0,527.0,-21.0,21.0,3.0,18.0,3.0,101.0,33.0,341.0,1034.0,11316.0,1031.0,11289.0,21387.0,3.0,24.0,3.0,17.0,12.0,1.0,0.0,10.0,31.0,996.0,1003.0,10320.0,132.0,753.0,131.0,1.0,0.0,743.0,0.0,1.0,132.0,744.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,
Imperial,549.0,556.0,-7.0,1320.0,1869.0,1358.0,802.0,2.0,17.0,0.0,509.0,0.0,8.0,0.0,47.0,511.0,2348.0,13990.0,2348.0,13990.0,0.0,0.0,97.0,1125.0,48.0,0.0,0.0,725.0,24.0,5.0,48.0,754.0,-2.0,2.0,5.0,22.0,4.0,85.0,42.0,262.0,2445.0,15115.0,2411.0,14682.0,43346.0,27.0,431.0,32.0,384.0,55.0,3.0,2.0,49.0,90.0,853.0,2355.0,14262.0,289.0,1645.0,283.0,6.0,0.0,1581.0,49.0,3.0,289.0,1633.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,
Inyo,16.0,16.0,0.0,93.0,109.0,87.0,60.0,0.0,0.0,1.0,24.0,0.0,1.0,0.0,2.0,22.0,99.0,879.0,99.0,879.0,0.0,0.0,4.0,80.0,5.0,0.0,0.0,53.0,2.0,0.0,5.0,55.0,-2.0,2.0,0.0,4.0,0.0,5.0,1.0,14.0,103.0,959.0,103.0,951.0,2085.0,0.0,9.0,0.0,7.0,1.0,0.0,0.0,1.0,7.0,78.0,96.0,881.0,10.0,69.0,10.0,0.0,0.0,68.0,1.0,0.0,10.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kern,2884.0,2897.0,-13.0,5881.0,8765.0,6250.0,3708.0,1.0,30.0,4.0,2322.0,0.0,19.0,0.0,216.0,2515.0,10623.0,52380.0,10624.0,52381.0,-1.0,-1.0,512.0,5484.0,287.0,0.0,0.0,3360.0,39.0,22.0,287.0,3421.0,-53.0,53.0,8.0,56.0,71.0,431.0,199.0,1523.0,11135.0,57864.0,11075.0,56869.0,161624.0,60.0,823.0,59.0,741.0,320.0,17.0,1.0,254.0,441.0,4048.0,10694.0,53816.0,1218.0,5668.0,1204.0,6.0,1.0,5489.0,67.0,14.0,1211.0,5570.0,7.0,0.0,0.0,97.0,1.0,0.0,7.0,98.0,0.0,0.0,
Kings,2454.0,2457.0,-3.0,869.0,3323.0,921.0,540.0,0.0,1.0,0.0,367.0,0.0,2.0,0.0,14.0,2402.0,1471.0,8568.0,1471.0,8568.0,0.0,0.0,68.0,868.0,33.0,0.0,0.0,499.0,7.0,1.0,33.0,507.0,-14.0,14.0,2.0,17.0,4.0,72.0,43.0,258.0,1539.0,9436.0,1521.0,9314.0,25125.0,6.0,108.0,18.0,96.0,21.0,5.0,0.0,26.0,52.0,678.0,1487.0,8758.0,210.0,875.0,207.0,3.0,0.0,852.0,6.0,0.0,210.0,858.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,
Lake,134.0,136.0,-2.0,446.0,580.0,450.0,306.0,0.0,3.0,0.0,128.0,0.0,3.0,0.0,16.0,130.0,616.0,5186.0,616.0,5186.0,0.0,0.0,18.0,560.0,11.0,0.0,0.0,295.0,0.0,0.0,11.0,295.0,-20.0,20.0,0.0,15.0,1.0,9.0,26.0,221.0,634.0,5746.0,633.0,5719.0,12288.0,0.0,22.0,1.0,18.0,11.0,0.0,0.0,9.0,45.0,401.0,589.0,5345.0,56.0,492.0,56.0,0.0,0.0,482.0,3.0,0.0,56.0,485.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,
Lassen,76.0,76.0,0.0,138.0,214.0,112.0,61.0,0.0,7.0,0.0,48.0,0.0,3.0,0.0,3.0,102.0,244.0,1150.0,244.0,1150.0,0.0,0.0,43.0,117.0,5.0,0.0,0.0,55.0,1.0,0.0,5.0,56.0,12.0,-12.0,3.0,2.0,8.0,28.0,15.0,43.0,287.0,1267.0,287.0,1265.0,3229.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,31.0,135.0,256.0,1132.0,30.0,98.0,29.0,0.0,0.0,96.0,0.0,0.0,29.0,96.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,
Los Angeles,7410.0,18078.0,-10668.0,55688.0,63098.0,45696.0,32613.0,109.0,1201.0,1675.0,8175.0,128.0,565.0,780.0,2453.0,17402.0,74682.0,469685.0,74956.0,466025.0,-274.0,3660.0,4549.0,43751.0,2102.0,54.0,5.0,29816.0,353.0,283.0,2161.0,30452.0,132.0,177.0,282.0,63.0,1171.0,1199.0,803.0,11860.0,79231.0,513436.0,77073.0,503481.0,1170850.0,878.0,9651.0,2091.0,6146.0,4744.0,269.0,67.0,3809.0,6216.0,47136.0,73015.0,466300.0,5774.0,27344.0,5076.0,168.0,3.0,24430.0,345.0,145.0,5247.0,24920.0,509.0,17.0,1.0,2367.0,41.0,16.0,527.0,2424.0,275.0,1327.0,
Madera,2645.0,2645.0,0.0,730.0,3375.0,682.0,420.0,0.0,5.0,2.0,230.0,0.0,5.0,0.0,30.0,2693.0,1965.0,9337.0,1965.0,9337.0,0.0,0.0,23.0,738.0,37.0,0.0,0.0,381.0,1.0,1.0,37.0,383.0,-60.0,60.0,6.0,24.0,7.0,67.0,33.0,204.0,1988.0,10075.0,1977.0,10008.0,29402.0,0.0,80.0,10.0,60.0,8.0,4.0,1.0,7.0,85.0,660.0,1903.0,9415.0,223.0,846.0,221.0,0.0,0.0,827.0,5.0,0.0,221.0,832.0,2.0,0.0,0.0,14.0,0.0,0.0,2.0,14.0,0.0,0.0,
Marin,169.0,171.0,-2.0,567.0,736.0,519.0,343.0,0.0,2.0,0.0,164.0,0.0,1.0,0.0,12.0,217.0,623.0,5421.0,623.0,5421.0,0.0,0.0,20.0,553.0,12.0,1.0,0.0,313.0,12.0,5.0,13.0,330.0,-11.0,11.0,0.0,6.0,5.0,39.0,13.0,167.0,643.0,5974.0,604.0,5713.0,10469.0,6.0,285.0,36.0,200.0,71.0,11.0,3.0,61.0,31.0,464.0,612.0,5510.0,74.0,454.0,67.0,4.0,1.0,424.0,19.0,5.0,72.0,448.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,
Mariposa,10.0,14.0,-4.0,70.0,80.0,61.0,36.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,8.0,19.0,152.0,913.0,152.0,913.0,0.0,0.0,0.0,79.0,2.0,0.0,0.0,34.0,0.0,0.0,2.0,34.0,-4.0,4.0,1.0,7.0,0.0,5.0,1.0,29.0,152.0,992.0,152.0,989.0,2182.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,65.0,137.0,927.0,5.0,68.0,5.0,0.0,0.0,67.0,0.0,0.0,5.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mendocino,275.0,282.0,-7.0,551.0,826.0,582.0,411.0,1.0,1.0,0.0,159.0,0.0,0.0,0.0,12.0,244.0,721.0,5859.0,721.0,5859.0,0.0,0.0,54.0,606.0,24.0,0.0,1.0,381.0,3.0,2.0,25.0,386.0,3.0,-3.0,2.0,13.0,9.0,72.0,15.0,138.0,775.0,6465.0,770.0,6417.0,13405.0,4.0,37.0,4.0,32.0,20.0,1.0,1.0,16.0,33.0,494.0,742.0,5971.0,68.0,511.0,67.0,1.0,0.0,504.0,5.0,2.0,68.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Merced,393.0,402.0,-9.0,1639.0,2032.0,1488.0,865.0,0.0,2.0,1.0,525.0,0.0,1.0,0.0,97.0,544.0,4429.0,19475.0,4429.0,19475.0,0.0,0.0,88.0,1716.0,83.0,0.0,0.0,780.0,1.0,1.0,83.0,782.0,-147.0,147.0,12.0,49.0,31.0,213.0,109.0,525.0,4517.0,21191.0,4495.0,21109.0,59312.0,2.0,95.0,21.0,71.0,9.0,6.0,1.0,11.0,156.0,1466.0,4361.0,19725.0,512.0,1795.0,509.0,2.0,0.0,1761.0,9.0,0.0,511.0,1770.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,
Modoc,17.0,17.0,0.0,41.0,58.0,38.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,20.0,73.0,347.0,73.0,347.0,0.0,0.0,-3.0,42.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,18.0,-5.0,5.0,1.0,0.0,0.0,5.0,0.0,14.0,70.0,389.0,70.0,388.0,973.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,47.0,62.0,342.0,3.0,29.0,3.0,0.0,0.0,28.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mono,25.0,25.0,0.0,37.0,62.0,42.0,26.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,2.0,20.0,12.0,474.0,12.0,474.0,0.0,0.0,1.0,42.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,9.0,13.0,516.0,13.0,514.0,866.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,59.0,11.0,457.0,3.0,31.0,3.0,0.0,0.0,31.0,0.0,0.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Monterey,675.0,688.0,-13.0,1794.0,2469.0,1858.0,970.0,0.0,0.0,2.0,820.0,0.0,1.0,0.0,66.0,611.0,2832.0,18385.0,2832.0,18385.0,0.0,0.0,-62.0,1957.0,46.0,0.0,0.0,906.0,14.0,4.0,46.0,924.0,-201.0,201.0,5.0,25.0,12.0,176.0,76.0,631.0,2770.0,20342.0,2743.0,20084.0,50912.0,10.0,272.0,27.0,216.0,48.0,7.0,0.0,42.0,127.0,1871.0,2643.0,18471.0,359.0,1506.0,351.0,7.0,0.0,1463.0,20.0,2.0,358.0,1485.0,1.0,0.0,0.0,21.0,0.0,0.0,1.0,21.0,0.0,0.0,
Napa,159.0,161.0,-2.0,387.0,546.0,370.0,166.0,1.0,4.0,0.0,161.0,0.0,3.0,0.0,43.0,176.0,364.0,2996.0,364.0,2996.0,0.0,0.0,6.0,320.0,10.0,0.0,0.0,153.0,3.0,0.0,10.0,156.0,-12.0,12.0,3.0,15.0,0.0,28.0,5.0,109.0,370.0,3316.0,358.0,3246.0,7455.0,2.0,78.0,11.0,60.0,11.0,1.0,1.0,10.0,21.0,277.0,349.0,3039.0,37.0,289.0,36.0,1.0,0.0,281.0,6.0,0.0,37.0,287.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Nevada,209.0,211.0,-2.0,364.0,573.0,373.0,209.0,0.0,0.0,0.0,148.0,0.0,1.0,0.0,16.0,200.0,320.0,3646.0,320.0,3646.0,0.0,0.0,25.0,362.0,7.0,0.0,0.0,201.0,0.0,1.0,7.0,202.0,7.0,-7.0,0.0,7.0,4.0,23.0,7.0,137.0,345.0,4008.0,344.0,3993.0,7877.0,2.0,13.0,1.0,13.0,3.0,0.0,0.0,2.0,14.0,360.0,331.0,3648.0,38.0,339.0,38.0,0.0,0.0,331.0,1.0,1.0,38.0,333.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,
Orange,2584.0,2584.0,0.0,8584.0,11168.0,8151.0,6110.0,9.0,72.0,124.0,1644.0,11.0,106.0,34.0,239.0,3017.0,12175.0,103283.0,12175.0,103283.0,0.0,0.0,685.0,8920.0,343.0,9.0,0.0,5603.0,92.0,63.0,352.0,5758.0,-2.0,2.0,6.0,24.0,3.0,3.0,326.0,3133.0,12860.0,112203.0,12650.0,108762.0,259570.0,315.0,3067.0,205.0,2205.0,1713.0,11.0,5.0,1236.0,520.0,8029.0,12340.0,104174.0,1025.0,6656.0,983.0,21.0,0.0,5723.0,136.0,32.0,1004.0,5891.0,21.0,0.0,0.0,731.0,23.0,11.0,21.0,765.0,0.0,0.0,
Placer,292.0,292.0,0.0,619.0,911.0,596.0,337.0,1.0,17.0,0.0,208.0,0.0,14.0,0.0,51.0,315.0,839.0,7624.0,839.0,7624.0,0.0,0.0,86.0,841.0,29.0,0.0,0.0,304.0,2.0,2.0,29.0,308.0,-1.0,1.0,4.0,47.0,13.0,158.0,41.0,327.0,925.0,8465.0,914.0,8402.0,17973.0,0.0,66.0,11.0,40.0,18.0,6.0,0.0,23.0,100.0,808.0,825.0,7657.0,52.0,523.0,52.0,0.0,0.0,509.0,2.0,0.0,52.0,511.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,
Plumas,34.0,34.0,0.0,78.0,112.0,77.0,34.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,3.0,35.0,104.0,901.0,104.0,901.0,0.0,0.0,-7.0,78.0,2.0,0.0,0.0,32.0,0.0,0.0,2.0,32.0,-12.0,12.0,2.0,2.0,1.0,10.0,0.0,22.0,97.0,979.0,97.0,977.0,1990.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,111.0,93.0,868.0,10.0,60.0,10.0,0.0,0.0,57.0,0.0,0.0,10.0,57.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Riverside,3254.0,3280.0,-26.0,12110.0,15364.0,12068.0,6719.0,4.0,6.0,12.0,4956.0,0.0,5.0,0.0,381.0,3296.0,17123.0,103114.0,17123.0,103114.0,0.0,0.0,786.0,10696.0,450.0,5.0,0.0,6200.0,52.0,12.0,455.0,6264.0,-277.0,277.0,24.0,152.0,124.0,1041.0,460.0,2962.0,17909.0,113810.0,17783.0,112632.0,297339.0,107.0,1097.0,120.0,942.0,277.0,23.0,6.0,236.0,892.0,8361.0,17017.0,105449.0,2096.0,10632.0,2059.0,13.0,0.0,10406.0,103.0,16.0,2072.0,10525.0,24.0,0.0,0.0,105.0,2.0,0.0,24.0,107.0,0.0,0.0,
