,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Sacramento  a/,1864.0,2528.0,-664.0,6725.0,8589.0,6374.0,4205.0,1.0,44.0,5.0,2036.0,1.0,42.0,0.0,128.0,2215.0,16269.0,80210.0,16059.0,79977.0,210.0,233.0,898.0,7462.0,489.0,12.0,1.0,3640.0,35.0,28.0,502.0,3703.0,-261.0,261.0,24.0,77.0,39.0,155.0,594.0,3266.0,17167.0,87672.0,16736.0,86128.0,220565.0,131.0,1907.0,420.0,935.0,837.0,0.0,11.0,609.0,1215.0,8535.0,15952.0,79137.0,1169.0,4421.0,1104.0,35.0,1.0,4116.0,52.0,16.0,1140.0,4184.0,29.0,0.0,0.0,232.0,5.0,0.0,29.0,237.0,0.0,0.0,
San Benito  ,71.0,72.0,-1.0,172.0,243.0,171.0,98.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,9.0,72.0,334.0,2293.0,334.0,2293.0,0.0,0.0,2.0,190.0,2.0,0.0,0.0,94.0,2.0,0.0,2.0,96.0,-5.0,5.0,0.0,4.0,1.0,15.0,4.0,70.0,336.0,2483.0,333.0,2456.0,6256.0,3.0,31.0,3.0,26.0,1.0,3.0,0.0,1.0,23.0,242.0,313.0,2241.0,42.0,150.0,41.0,0.0,0.0,146.0,3.0,0.0,41.0,149.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,
San Bernardino ,3057.0,3130.0,-73.0,11315.0,14372.0,11344.0,7370.0,0.0,2.0,4.0,3730.0,0.0,3.0,0.0,240.0,3028.0,27111.0,142607.0,27111.0,142612.0,0.0,-5.0,1332.0,10568.0,350.0,2.0,1.0,6962.0,33.0,22.0,353.0,7017.0,155.0,-155.0,70.0,188.0,76.0,622.0,678.0,2896.0,28443.0,153175.0,28252.0,151781.0,401820.0,112.0,1314.0,183.0,1031.0,441.0,44.0,8.0,363.0,1568.0,10792.0,26875.0,142383.0,2484.0,11777.0,2451.0,14.0,1.0,11561.0,79.0,17.0,2466.0,11657.0,18.0,0.0,0.0,119.0,1.0,0.0,18.0,120.0,0.0,0.0,
San Diego  a/,5717.0,6067.0,-350.0,9381.0,15098.0,9353.0,5788.0,12.0,78.0,10.0,3406.0,0.0,427.0,0.0,149.0,5745.0,16885.0,126035.0,17122.0,127167.0,-237.0,-1132.0,658.0,8665.0,316.0,7.0,0.0,5356.0,76.0,33.0,323.0,5465.0,-171.0,171.0,4.0,39.0,14.0,127.0,488.0,2863.0,17543.0,134700.0,17210.0,132262.0,292673.0,265.0,2442.0,321.0,1710.0,932.0,19.0,12.0,728.0,1046.0,9917.0,16497.0,124783.0,1217.0,5444.0,1157.0,16.0,1.0,4737.0,85.0,18.0,1174.0,4840.0,43.0,0.0,0.0,592.0,11.0,1.0,43.0,604.0,0.0,0.0,
San Francisco  a/,1295.0,1474.0,-179.0,2159.0,3454.0,2045.0,1412.0,9.0,18.0,2.0,562.0,0.0,52.0,0.0,69.0,1409.0,2409.0,28981.0,2347.0,28991.0,62.0,-10.0,152.0,1966.0,80.0,5.0,1.0,1265.0,20.0,41.0,86.0,1326.0,-44.0,44.0,0.0,0.0,0.0,0.0,110.0,596.0,2561.0,30947.0,2389.0,29426.0,50846.0,60.0,1159.0,163.0,746.0,1103.0,23.0,9.0,775.0,195.0,2368.0,2366.0,28579.0,174.0,1094.0,163.0,9.0,0.0,1026.0,30.0,13.0,172.0,1069.0,2.0,0.0,0.0,25.0,0.0,0.0,2.0,25.0,0.0,0.0,
San Joaquin  a/,1101.0,1138.0,-37.0,2808.0,3909.0,2774.0,1606.0,1.0,6.0,2.0,1042.0,0.0,8.0,0.0,124.0,1135.0,8636.0,42227.0,8636.0,42227.0,0.0,0.0,297.0,2650.0,143.0,4.0,0.0,1444.0,9.0,6.0,147.0,1459.0,-64.0,64.0,25.0,87.0,43.0,257.0,146.0,783.0,8933.0,44877.0,8853.0,44255.0,122523.0,49.0,631.0,79.0,480.0,180.0,23.0,1.0,142.0,387.0,2856.0,8546.0,42021.0,869.0,3430.0,852.0,9.0,0.0,3343.0,32.0,12.0,861.0,3387.0,8.0,0.0,0.0,42.0,1.0,0.0,8.0,43.0,0.0,0.0,
San Luis Obispo  a/,426.0,426.0,0.0,727.0,1153.0,690.0,384.0,3.0,8.0,0.0,219.0,0.0,10.0,0.0,87.0,463.0,1076.0,8250.0,1076.0,8250.0,0.0,0.0,19.0,751.0,28.0,0.0,0.0,356.0,0.0,0.0,28.0,356.0,-43.0,43.0,2.0,11.0,7.0,89.0,25.0,252.0,1095.0,9001.0,1089.0,8938.0,18607.0,0.0,68.0,6.0,52.0,8.0,6.0,0.0,11.0,76.0,813.0,1019.0,8188.0,74.0,390.0,72.0,0.0,0.0,359.0,2.0,0.0,72.0,361.0,2.0,0.0,0.0,29.0,0.0,0.0,2.0,29.0,0.0,0.0,
San Mateo  a/,5054.0,5054.0,0.0,1152.0,6206.0,1102.0,596.0,2.0,17.0,2.0,445.0,0.0,41.0,0.0,59.0,5104.0,1125.0,14022.0,1152.0,14024.0,-27.0,-2.0,41.0,1139.0,20.0,1.0,0.0,540.0,26.0,9.0,21.0,575.0,-25.0,25.0,17.0,18.0,0.0,126.0,28.0,395.0,1166.0,15161.0,1128.0,14510.0,31441.0,59.0,615.0,37.0,459.0,240.0,3.0,1.0,192.0,67.0,1259.0,1099.0,13902.0,89.0,538.0,85.0,3.0,0.0,501.0,18.0,4.0,88.0,523.0,1.0,0.0,0.0,13.0,2.0,0.0,1.0,15.0,0.0,0.0,
Santa Barbara  a/,900.0,909.0,-9.0,1091.0,1991.0,1153.0,728.0,3.0,42.0,0.0,352.0,0.0,40.0,0.0,73.0,838.0,2504.0,13214.0,2565.0,13145.0,-61.0,69.0,20.0,1369.0,57.0,1.0,0.0,664.0,4.0,2.0,58.0,670.0,-146.0,146.0,5.0,30.0,0.0,5.0,103.0,518.0,2524.0,14583.0,2508.0,14423.0,37384.0,18.0,127.0,15.0,117.0,1.0,54.0,1.0,43.0,200.0,1673.0,2324.0,12910.0,147.0,626.0,146.0,0.0,0.0,604.0,2.0,0.0,146.0,606.0,1.0,0.0,0.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,
Santa Clara  a/,2835.0,2980.0,-145.0,2919.0,5754.0,2976.0,1955.0,7.0,41.0,2.0,739.0,0.0,67.0,0.0,280.0,2778.0,5535.0,46482.0,5406.0,46439.0,129.0,43.0,348.0,3769.0,143.0,5.0,0.0,1719.0,44.0,44.0,148.0,1807.0,-123.0,123.0,11.0,49.0,24.0,128.0,288.0,1662.0,5883.0,50251.0,5758.0,48445.0,110019.0,112.0,1245.0,119.0,905.0,1159.0,4.0,6.0,901.0,559.0,4268.0,5324.0,45983.0,410.0,2552.0,399.0,6.0,0.0,2343.0,46.0,20.0,405.0,2409.0,5.0,0.0,0.0,136.0,3.0,4.0,5.0,143.0,0.0,0.0,
Santa Cruz  a/,1086.0,1158.0,-72.0,787.0,1873.0,796.0,469.0,0.0,7.0,0.0,292.0,0.0,39.0,0.0,35.0,1077.0,1234.0,11537.0,1186.0,11362.0,48.0,175.0,67.0,996.0,29.0,0.0,0.0,437.0,2.0,1.0,29.0,440.0,-24.0,24.0,1.0,8.0,0.0,11.0,61.0,513.0,1301.0,12533.0,1296.0,12472.0,25964.0,5.0,51.0,5.0,51.0,0.0,10.0,0.0,10.0,123.0,1332.0,1178.0,11201.0,86.0,642.0,82.0,0.0,0.0,584.0,2.0,0.0,82.0,586.0,4.0,0.0,0.0,55.0,1.0,0.0,4.0,56.0,0.0,0.0,
Shasta,367.0,371.0,-4.0,1014.0,1381.0,1021.0,558.0,1.0,12.0,1.0,449.0,0.0,6.0,0.0,13.0,360.0,1452.0,10814.0,1452.0,10814.0,0.0,0.0,59.0,987.0,32.0,0.0,0.0,524.0,1.0,1.0,32.0,526.0,-11.0,11.0,4.0,29.0,7.0,91.0,27.0,330.0,1511.0,11801.0,1508.0,11756.0,25502.0,5.0,30.0,3.0,29.0,23.0,0.0,0.0,16.0,83.0,1145.0,1428.0,10656.0,158.0,922.0,155.0,0.0,0.0,903.0,2.0,1.0,155.0,906.0,3.0,0.0,0.0,15.0,1.0,0.0,3.0,16.0,0.0,0.0,
Sierra,3.0,3.0,0.0,5.0,8.0,8.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,155.0,8.0,155.0,0.0,0.0,-1.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,-1.0,1.0,0.0,1.0,0.0,4.0,0.0,3.0,7.0,169.0,7.0,169.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,157.0,1.0,7.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Siskiyou,100.0,104.0,-4.0,238.0,338.0,237.0,111.0,0.0,1.0,0.0,118.0,0.0,4.0,0.0,8.0,101.0,409.0,2704.0,409.0,2704.0,0.0,0.0,31.0,200.0,11.0,0.0,0.0,100.0,0.0,0.0,11.0,100.0,-2.0,2.0,4.0,8.0,4.0,17.0,14.0,73.0,440.0,2904.0,440.0,2894.0,7189.0,1.0,5.0,0.0,6.0,3.0,1.0,0.0,4.0,27.0,266.0,413.0,2638.0,54.0,202.0,52.0,0.0,0.0,200.0,0.0,0.0,52.0,200.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,
Solano  a/,609.0,692.0,-83.0,1275.0,1884.0,1304.0,876.0,5.0,28.0,1.0,342.0,0.0,36.0,0.0,85.0,580.0,2986.0,18224.0,2923.0,18140.0,63.0,84.0,129.0,1620.0,90.0,1.0,0.0,770.0,10.0,5.0,91.0,785.0,-73.0,73.0,15.0,40.0,6.0,74.0,90.0,648.0,3115.0,19844.0,3094.0,19618.0,43689.0,206.0,188.0,20.0,169.0,79.0,60.0,1.0,57.0,197.0,1697.0,2918.0,18147.0,232.0,839.0,224.0,2.0,0.0,792.0,12.0,3.0,226.0,807.0,6.0,0.0,0.0,31.0,1.0,0.0,6.0,32.0,0.0,0.0,
Sonoma  a/,675.0,765.0,-90.0,1230.0,1905.0,1292.0,865.0,0.0,49.0,0.0,373.0,0.0,86.0,0.0,54.0,613.0,1784.0,17176.0,1782.0,17065.0,2.0,111.0,67.0,1330.0,46.0,3.0,0.0,804.0,11.0,1.0,49.0,816.0,-23.0,23.0,4.0,9.0,10.0,153.0,27.0,329.0,1851.0,18506.0,1814.0,18211.0,36665.0,15.0,291.0,34.0,228.0,91.0,0.0,3.0,67.0,97.0,1439.0,1754.0,17067.0,105.0,907.0,101.0,1.0,0.0,796.0,2.0,0.0,102.0,798.0,3.0,0.0,0.0,106.0,3.0,0.0,3.0,109.0,0.0,0.0,
Stanislaus,849.0,864.0,-15.0,2853.0,3702.0,2872.0,1730.0,6.0,26.0,5.0,1049.0,0.0,6.0,0.0,88.0,830.0,6118.0,35031.0,6118.0,35032.0,0.0,-1.0,266.0,2892.0,95.0,1.0,0.0,1626.0,6.0,2.0,96.0,1634.0,-46.0,46.0,23.0,72.0,41.0,231.0,152.0,909.0,6384.0,37923.0,6350.0,37724.0,93906.0,19.0,200.0,31.0,164.0,42.0,6.0,3.0,35.0,379.0,2960.0,6005.0,34963.0,604.0,2941.0,599.0,2.0,1.0,2909.0,10.0,3.0,602.0,2922.0,2.0,0.0,0.0,19.0,0.0,0.0,2.0,19.0,0.0,0.0,
Sutter,156.0,180.0,-24.0,428.0,584.0,420.0,215.0,1.0,7.0,0.0,187.0,0.0,2.0,0.0,18.0,164.0,769.0,4551.0,769.0,4551.0,0.0,0.0,13.0,416.0,12.0,1.0,0.0,198.0,3.0,1.0,13.0,202.0,-28.0,28.0,5.0,20.0,4.0,25.0,19.0,141.0,782.0,4967.0,770.0,4914.0,13231.0,6.0,61.0,12.0,42.0,10.0,3.0,0.0,11.0,34.0,447.0,748.0,4520.0,79.0,322.0,78.0,1.0,0.0,305.0,4.0,1.0,79.0,310.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,12.0,0.0,0.0,
Tehama,109.0,114.0,-5.0,409.0,518.0,385.0,201.0,0.0,4.0,0.0,157.0,0.0,5.0,0.0,27.0,133.0,612.0,3861.0,612.0,3861.0,0.0,0.0,28.0,357.0,9.0,0.0,0.0,191.0,0.0,1.0,9.0,192.0,2.0,-2.0,8.0,18.0,2.0,16.0,7.0,133.0,640.0,4218.0,638.0,4196.0,10574.0,0.0,26.0,2.0,19.0,3.0,0.0,0.0,3.0,40.0,389.0,600.0,3829.0,73.0,330.0,72.0,0.0,0.0,327.0,0.0,0.0,72.0,327.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,
Trinity,12.0,13.0,-1.0,77.0,89.0,66.0,48.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,4.0,23.0,64.0,868.0,64.0,868.0,0.0,0.0,6.0,85.0,2.0,0.0,0.0,45.0,0.0,1.0,2.0,46.0,2.0,-2.0,1.0,2.0,0.0,12.0,1.0,27.0,70.0,953.0,70.0,952.0,1847.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,81.0,68.0,872.0,5.0,76.0,5.0,0.0,0.0,75.0,0.0,0.0,5.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Tulare,6132.0,6132.0,0.0,2315.0,8447.0,2132.0,1704.0,5.0,11.0,4.0,375.0,0.0,30.0,0.0,49.0,6315.0,30085.0,55781.0,30085.0,55781.0,0.0,0.0,702.0,4163.0,170.0,1.0,0.0,1503.0,13.0,17.0,171.0,1533.0,0.0,0.0,221.0,1121.0,65.0,368.0,245.0,1141.0,30787.0,59944.0,30724.0,59073.0,126465.0,489.0,841.0,60.0,675.0,248.0,3.0,3.0,196.0,688.0,4282.0,30099.0,55662.0,602.0,2214.0,594.0,3.0,0.0,2081.0,36.0,8.0,597.0,2125.0,5.0,0.0,0.0,88.0,1.0,0.0,5.0,89.0,0.0,0.0,
Tuolumne,94.0,100.0,-6.0,235.0,329.0,222.0,127.0,0.0,6.0,0.0,81.0,0.0,2.0,0.0,14.0,107.0,343.0,2626.0,343.0,2626.0,0.0,0.0,20.0,214.0,4.0,0.0,0.0,122.0,0.0,1.0,4.0,123.0,3.0,-3.0,3.0,13.0,2.0,12.0,8.0,69.0,363.0,2840.0,361.0,2832.0,5652.0,1.0,8.0,2.0,5.0,5.0,0.0,0.0,3.0,20.0,233.0,343.0,2607.0,30.0,191.0,30.0,0.0,0.0,188.0,0.0,0.0,30.0,188.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Ventura  a/,2024.0,2024.0,0.0,2526.0,4550.0,2422.0,1685.0,4.0,38.0,0.0,639.0,0.0,112.0,0.0,98.0,2128.0,3265.0,31469.0,3258.0,31256.0,7.0,213.0,132.0,2560.0,66.0,2.0,0.0,1591.0,18.0,8.0,68.0,1617.0,-27.0,27.0,0.0,0.0,0.0,0.0,91.0,916.0,3397.0,34029.0,3369.0,33473.0,76627.0,45.0,454.0,28.0,353.0,224.0,0.0,0.0,203.0,207.0,2849.0,3190.0,31180.0,242.0,1307.0,223.0,2.0,0.0,1241.0,12.0,2.0,225.0,1255.0,7.0,10.0,0.0,52.0,0.0,0.0,17.0,52.0,0.0,0.0,
Yolo  a/,387.0,387.0,0.0,642.0,1029.0,694.0,446.0,3.0,17.0,0.0,213.0,0.0,17.0,0.0,35.0,335.0,1003.0,8435.0,994.0,8394.0,9.0,41.0,57.0,721.0,24.0,2.0,0.0,408.0,8.0,4.0,26.0,420.0,-12.0,12.0,1.0,22.0,1.0,5.0,41.0,262.0,1060.0,9156.0,1013.0,8908.0,20196.0,20.0,296.0,46.0,175.0,106.0,2.0,1.0,73.0,97.0,776.0,963.0,8380.0,59.0,496.0,55.0,1.0,0.0,423.0,9.0,1.0,56.0,433.0,3.0,0.0,0.0,62.0,1.0,0.0,3.0,63.0,0.0,0.0,
Yuba,133.0,133.0,0.0,429.0,562.0,439.0,232.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,18.0,123.0,898.0,5006.0,898.0,5006.0,0.0,0.0,28.0,387.0,16.0,0.0,0.0,213.0,2.0,1.0,16.0,216.0,-10.0,10.0,1.0,13.0,0.0,27.0,21.0,121.0,926.0,5393.0,920.0,5355.0,13651.0,2.0,42.0,6.0,33.0,6.0,0.0,0.0,5.0,41.0,406.0,885.0,4987.0,103.0,416.0,102.0,1.0,0.0,390.0,3.0,1.0,103.0,394.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,
