,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Humboldt,260.0,277.0,-17.0,1198.0,1458.0,1235.0,586.0,0.0,5.0,0.0,588.0,0.0,2.0,0.0,61.0,223.0,977.0,9461.0,977.0,9461.0,0.0,0.0,44.0,1065.0,19.0,0.0,0.0,564.0,2.0,1.0,19.0,567.0,-14.0,14.0,2.0,32.0,1.0,81.0,36.0,371.0,1021.0,10526.0,1017.0,10497.0,20338.0,2.0,24.0,4.0,17.0,16.0,0.0,0.0,12.0,37.0,935.0,984.0,9591.0,121.0,803.0,120.0,0.0,0.0,795.0,1.0,1.0,120.0,797.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,
Imperial,571.0,579.0,-8.0,1073.0,1644.0,1162.0,671.0,1.0,33.0,0.0,446.0,0.0,26.0,0.0,45.0,482.0,2363.0,13530.0,2363.0,13530.0,0.0,0.0,91.0,958.0,56.0,1.0,0.0,597.0,15.0,2.0,57.0,614.0,-9.0,9.0,3.0,6.0,5.0,88.0,35.0,241.0,2454.0,14488.0,2423.0,14086.0,42143.0,25.0,386.0,30.0,350.0,57.0,6.0,1.0,52.0,80.0,995.0,2374.0,13493.0,240.0,1167.0,237.0,1.0,0.0,1130.0,18.0,1.0,238.0,1149.0,2.0,0.0,0.0,18.0,0.0,0.0,2.0,18.0,0.0,0.0,
Inyo,18.0,18.0,0.0,104.0,122.0,86.0,58.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,5.0,36.0,108.0,854.0,108.0,854.0,0.0,0.0,6.0,80.0,3.0,0.0,0.0,55.0,0.0,0.0,3.0,55.0,-3.0,3.0,1.0,2.0,1.0,5.0,4.0,15.0,114.0,934.0,114.0,927.0,2061.0,1.0,5.0,0.0,5.0,1.0,1.0,0.0,2.0,8.0,90.0,106.0,844.0,12.0,91.0,12.0,0.0,0.0,86.0,1.0,0.0,12.0,87.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,
Kern,2690.0,2705.0,-15.0,5721.0,8411.0,5700.0,3596.0,4.0,24.0,0.0,1881.0,0.0,17.0,0.0,223.0,2711.0,10563.0,47246.0,10564.0,47247.0,-1.0,-1.0,552.0,4881.0,345.0,1.0,0.0,3169.0,71.0,10.0,346.0,3250.0,-69.0,69.0,19.0,68.0,59.0,372.0,197.0,1122.0,11115.0,52127.0,11041.0,51262.0,148908.0,36.0,766.0,70.0,655.0,268.0,15.0,4.0,210.0,519.0,4421.0,10596.0,47706.0,1171.0,5125.0,1152.0,8.0,0.0,4932.0,90.0,12.0,1160.0,5034.0,11.0,0.0,0.0,87.0,4.0,0.0,11.0,91.0,0.0,0.0,
Kings,2505.0,2513.0,-8.0,800.0,3305.0,886.0,562.0,1.0,3.0,0.0,297.0,0.0,3.0,0.0,27.0,2419.0,1559.0,7876.0,1559.0,7876.0,0.0,0.0,90.0,821.0,35.0,0.0,0.0,515.0,12.0,0.0,35.0,527.0,-1.0,1.0,6.0,12.0,4.0,60.0,46.0,221.0,1649.0,8697.0,1633.0,8571.0,23975.0,7.0,115.0,16.0,106.0,18.0,2.0,0.0,20.0,105.0,822.0,1544.0,7875.0,157.0,861.0,154.0,1.0,0.0,830.0,17.0,1.0,155.0,848.0,2.0,0.0,0.0,13.0,0.0,0.0,2.0,13.0,0.0,0.0,
Lake,151.0,155.0,-4.0,461.0,612.0,472.0,299.0,5.0,7.0,0.0,145.0,0.0,3.0,0.0,28.0,140.0,629.0,4751.0,629.0,4752.0,0.0,-1.0,64.0,470.0,18.0,0.0,0.0,277.0,2.0,2.0,18.0,281.0,11.0,-11.0,5.0,10.0,2.0,19.0,28.0,171.0,693.0,5221.0,691.0,5198.0,11615.0,2.0,185.0,2.0,15.0,9.0,0.0,0.0,8.0,57.0,390.0,636.0,4831.0,82.0,465.0,80.0,2.0,0.0,459.0,2.0,0.0,82.0,461.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,
Lassen,83.0,86.0,-3.0,137.0,220.0,151.0,85.0,1.0,13.0,0.0,59.0,0.0,1.0,0.0,7.0,69.0,276.0,1140.0,276.0,1140.0,0.0,0.0,14.0,135.0,8.0,0.0,0.0,77.0,0.0,0.0,8.0,77.0,-6.0,6.0,0.0,6.0,3.0,23.0,9.0,23.0,290.0,1275.0,290.0,1274.0,3194.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,137.0,269.0,1138.0,28.0,117.0,27.0,0.0,0.0,113.0,0.0,0.0,27.0,113.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,
Los Angeles,7507.0,16656.0,-9149.0,47524.0,55031.0,40744.0,28215.0,165.0,1009.0,1442.0,8452.0,201.0,862.0,678.0,1957.0,14287.0,79669.0,460863.0,83268.0,466854.0,-3599.0,-5991.0,5508.0,44294.0,2063.0,49.0,6.0,25478.0,330.0,289.0,2118.0,26097.0,113.0,67.0,277.0,75.0,1085.0,1090.0,1915.0,16965.0,85177.0,505157.0,83029.0,495499.0,1176520.0,811.0,9456.0,2073.0,5924.0,4658.0,303.0,75.0,3734.0,5932.0,41608.0,79245.0,463549.0,5280.0,22707.0,4752.0,119.0,1.0,20753.0,304.0,127.0,4872.0,21184.0,397.0,10.0,1.0,1478.0,36.0,9.0,408.0,1523.0,83.0,887.0,
Madera,2840.0,2840.0,0.0,892.0,3732.0,936.0,576.0,3.0,12.0,0.0,337.0,0.0,7.0,0.0,23.0,2796.0,1869.0,8881.0,1869.0,8881.0,0.0,0.0,157.0,840.0,50.0,1.0,0.0,518.0,6.0,1.0,51.0,525.0,49.0,-49.0,3.0,16.0,4.0,51.0,50.0,297.0,2026.0,9721.0,2014.0,9670.0,28877.0,1.0,61.0,11.0,47.0,6.0,0.0,1.0,4.0,94.0,634.0,1932.0,9087.0,199.0,1044.0,198.0,1.0,0.0,1018.0,8.0,0.0,199.0,1026.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,
Marin,180.0,180.0,0.0,462.0,642.0,504.0,304.0,0.0,2.0,0.0,178.0,0.0,2.0,0.0,22.0,138.0,690.0,5245.0,690.0,5245.0,0.0,0.0,16.0,490.0,12.0,0.0,0.0,280.0,10.0,2.0,12.0,292.0,-19.0,19.0,1.0,8.0,4.0,46.0,18.0,125.0,706.0,5735.0,662.0,5490.0,10284.0,10.0,273.0,43.0,187.0,64.0,9.0,1.0,58.0,38.0,483.0,668.0,5252.0,81.0,374.0,76.0,5.0,0.0,352.0,17.0,3.0,81.0,372.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,
Mariposa,29.0,29.0,0.0,91.0,120.0,82.0,51.0,0.0,4.0,0.0,30.0,0.0,4.0,0.0,1.0,38.0,129.0,867.0,129.0,867.0,0.0,0.0,16.0,60.0,4.0,0.0,0.0,47.0,0.0,0.0,4.0,47.0,9.0,-9.0,1.0,1.0,0.0,7.0,2.0,14.0,145.0,927.0,145.0,924.0,2024.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,54.0,139.0,873.0,8.0,72.0,8.0,0.0,0.0,71.0,0.0,0.0,8.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mendocino,270.0,275.0,-5.0,510.0,780.0,481.0,357.0,0.0,5.0,0.0,109.0,0.0,0.0,0.0,15.0,299.0,719.0,6064.0,719.0,6063.0,0.0,1.0,88.0,514.0,28.0,1.0,0.0,326.0,2.0,0.0,29.0,328.0,1.0,-1.0,1.0,8.0,7.0,36.0,50.0,143.0,807.0,6578.0,801.0,6536.0,13556.0,3.0,37.0,6.0,29.0,13.0,1.0,0.0,13.0,89.0,636.0,718.0,5942.0,111.0,494.0,110.0,0.0,0.0,488.0,3.0,0.0,110.0,491.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,
Merced,658.0,684.0,-26.0,1720.0,2378.0,1677.0,1102.0,1.0,14.0,0.0,462.0,0.0,9.0,0.0,113.0,701.0,4423.0,18232.0,4423.0,18234.0,0.0,-2.0,334.0,1799.0,129.0,0.0,0.0,966.0,6.0,1.0,129.0,973.0,14.0,-14.0,14.0,40.0,30.0,182.0,147.0,618.0,4757.0,20031.0,4738.0,19956.0,57972.0,4.0,85.0,17.0,69.0,9.0,1.0,2.0,6.0,248.0,1600.0,4509.0,18431.0,559.0,2077.0,549.0,3.0,0.0,2029.0,9.0,1.0,552.0,2039.0,7.0,0.0,0.0,38.0,0.0,0.0,7.0,38.0,0.0,0.0,
Modoc,22.0,23.0,-1.0,46.0,68.0,52.0,28.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,16.0,76.0,363.0,76.0,363.0,0.0,0.0,8.0,37.0,1.0,0.0,0.0,27.0,0.0,0.0,1.0,27.0,4.0,-4.0,1.0,2.0,0.0,2.0,2.0,10.0,84.0,400.0,84.0,399.0,1050.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,43.0,80.0,357.0,7.0,36.0,7.0,0.0,0.0,35.0,0.0,0.0,7.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mono,32.0,32.0,0.0,76.0,108.0,82.0,60.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,26.0,12.0,429.0,12.0,429.0,0.0,0.0,2.0,76.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,60.0,2.0,-2.0,0.0,4.0,0.0,3.0,0.0,11.0,14.0,505.0,14.0,504.0,863.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,14.0,456.0,0.0,60.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Monterey,1465.0,1478.0,-13.0,3605.0,5070.0,3952.0,2882.0,0.0,7.0,0.0,1002.0,0.0,0.0,0.0,68.0,1118.0,2680.0,16318.0,2680.0,16318.0,0.0,0.0,638.0,3192.0,343.0,5.0,0.0,2492.0,38.0,4.0,348.0,2534.0,165.0,-165.0,2.0,16.0,13.0,122.0,110.0,685.0,3318.0,19510.0,3280.0,19276.0,50865.0,14.0,264.0,38.0,204.0,30.0,9.0,0.0,30.0,119.0,1708.0,3199.0,17802.0,617.0,3098.0,604.0,12.0,0.0,3025.0,51.0,2.0,616.0,3078.0,1.0,0.0,0.0,18.0,2.0,0.0,1.0,20.0,0.0,0.0,
Napa,150.0,150.0,0.0,386.0,536.0,356.0,216.0,3.0,7.0,0.0,117.0,0.0,4.0,0.0,23.0,180.0,356.0,2845.0,356.0,2845.0,0.0,0.0,21.0,344.0,12.0,1.0,0.0,199.0,2.0,2.0,13.0,203.0,-8.0,8.0,0.0,3.0,4.0,20.0,12.0,110.0,377.0,3189.0,369.0,3119.0,7313.0,3.0,73.0,7.0,60.0,11.0,3.0,1.0,10.0,12.0,267.0,365.0,2922.0,49.0,345.0,47.0,2.0,0.0,328.0,10.0,1.0,49.0,339.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,
Nevada,261.0,267.0,-6.0,388.0,649.0,414.0,266.0,0.0,7.0,0.0,132.0,0.0,3.0,0.0,16.0,235.0,394.0,3510.0,394.0,3510.0,0.0,0.0,26.0,385.0,4.0,0.0,0.0,261.0,1.0,0.0,4.0,262.0,-3.0,3.0,5.0,6.0,2.0,26.0,18.0,88.0,420.0,3895.0,419.0,3884.0,7813.0,1.0,7.0,1.0,7.0,5.0,0.0,0.0,4.0,32.0,332.0,388.0,3563.0,52.0,351.0,52.0,0.0,0.0,339.0,1.0,0.0,52.0,340.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,
Orange,13058.0,13058.0,0.0,6945.0,20003.0,7193.0,5159.0,5.0,86.0,119.0,1645.0,9.0,122.0,27.0,243.0,12810.0,25789.0,80401.0,25789.0,80401.0,0.0,0.0,834.0,8412.0,387.0,12.0,0.0,4585.0,97.0,78.0,399.0,4760.0,-1.0,1.0,9.0,38.0,18.0,5.0,409.0,3608.0,26623.0,88813.0,26398.0,85642.0,255037.0,277.0,2941.0,221.0,2038.0,1587.0,9.0,4.0,1133.0,672.0,8107.0,25951.0,80706.0,1145.0,6000.0,1111.0,20.0,0.0,5295.0,107.0,33.0,1131.0,5435.0,14.0,0.0,0.0,546.0,10.0,9.0,14.0,565.0,0.0,0.0,
Placer,303.0,303.0,0.0,654.0,957.0,727.0,366.0,1.0,1.0,0.0,319.0,0.0,11.0,0.0,42.0,230.0,865.0,7543.0,865.0,7543.0,0.0,0.0,112.0,880.0,34.0,1.0,0.0,325.0,5.0,1.0,35.0,331.0,1.0,-1.0,7.0,30.0,21.0,187.0,48.0,333.0,977.0,8423.0,963.0,8365.0,18404.0,0.0,65.0,14.0,38.0,16.0,6.0,0.0,20.0,113.0,814.0,864.0,7609.0,72.0,473.0,72.0,0.0,0.0,459.0,2.0,0.0,72.0,461.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,
Plumas,48.0,50.0,-2.0,106.0,154.0,122.0,57.0,0.0,1.0,0.0,58.0,0.0,1.0,0.0,7.0,32.0,110.0,811.0,110.0,811.0,0.0,0.0,4.0,112.0,3.0,0.0,0.0,52.0,1.0,1.0,3.0,54.0,-2.0,2.0,0.0,4.0,0.0,7.0,3.0,45.0,114.0,923.0,114.0,920.0,1984.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,7.0,76.0,107.0,847.0,16.0,82.0,16.0,0.0,0.0,81.0,0.0,0.0,16.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Riverside,2983.0,3026.0,-43.0,9611.0,12594.0,10208.0,5818.0,9.0,15.0,1.0,4093.0,0.0,16.0,0.0,296.0,2386.0,18316.0,101390.0,18316.0,101390.0,0.0,0.0,727.0,9070.0,442.0,4.0,0.0,5308.0,52.0,12.0,446.0,5372.0,-308.0,308.0,38.0,173.0,112.0,861.0,439.0,2356.0,19043.0,110460.0,18894.0,109230.0,297102.0,113.0,1162.0,147.0,984.0,293.0,19.0,2.0,246.0,945.0,9292.0,18098.0,101168.0,2191.0,8948.0,2151.0,11.0,0.0,8669.0,89.0,20.0,2162.0,8778.0,29.0,0.0,0.0,168.0,2.0,0.0,29.0,170.0,0.0,0.0,
