,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Contra Costa,1927.0,1954.0,-27.0,2719.0,4646.0,2834.0,1423.0,2.0,43.0,3.0,1074.0,0.0,117.0,0.0,334.0,1812.0,4801.0,27860.0,4836.0,27498.0,-35.0,362.0,310.0,2616.0,132.0,4.0,0.0,1258.0,24.0,5.0,136.0,1287.0,-6.0,6.0,17.0,71.0,17.0,26.0,146.0,1226.0,5111.0,30476.0,5017.0,29984.0,72453.0,32.0,559.0,93.0,363.0,162.0,5.0,1.0,129.0,257.0,2672.0,4854.0,27804.0,397.0,1417.0,389.0,4.0,0.0,1373.0,19.0,1.0,393.0,1393.0,4.0,0.0,0.0,24.0,0.0,0.0,4.0,24.0,0.0,0.0,
Del Norte  a/ ,83.0,84.0,-1.0,206.0,289.0,216.0,110.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.0,73.0,368.0,1915.0,368.0,1916.0,0.0,-1.0,33.0,194.0,10.0,0.0,0.0,100.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,2.0,1.0,8.0,22.0,84.0,401.0,2109.0,401.0,2107.0,5176.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,170.0,380.0,1939.0,39.0,202.0,39.0,0.0,0.0,201.0,1.0,0.0,39.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
El Dorado,158.0,205.0,-47.0,692.0,850.0,696.0,400.0,1.0,1.0,1.0,259.0,0.0,0.0,0.0,36.0,154.0,574.0,6275.0,574.0,6275.0,0.0,0.0,32.0,660.0,20.0,0.0,0.0,376.0,4.0,0.0,20.0,380.0,-12.0,12.0,5.0,17.0,4.0,48.0,15.0,203.0,606.0,6935.0,605.0,6891.0,13502.0,3.0,35.0,1.0,32.0,11.0,1.0,0.0,12.0,45.0,587.0,561.0,6348.0,75.0,494.0,72.0,0.0,0.0,487.0,2.0,0.0,72.0,489.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,
Fresno  a/ ,1704.0,1727.0,-23.0,4617.0,6321.0,4607.0,3289.0,28.0,166.0,2.0,1206.0,0.0,279.0,0.0,110.0,1714.0,14691.0,79776.0,14175.0,76326.0,516.0,3450.0,226.0,3163.0,236.0,0.0,0.0,3020.0,16.0,17.0,236.0,3053.0,-18.0,18.0,6.0,30.0,1.0,5.0,1.0,57.0,14917.0,82939.0,14732.0,82150.0,228239.0,70.0,839.0,179.0,595.0,229.0,11.0,6.0,194.0,771.0,5541.0,14146.0,77398.0,1355.0,5209.0,1187.0,15.0,1.0,4244.0,36.0,4.0,1203.0,4284.0,150.0,2.0,0.0,917.0,6.0,2.0,152.0,925.0,7.0,63.0,
Glenn,30.0,30.0,0.0,117.0,147.0,128.0,86.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,8.0,19.0,249.0,1183.0,249.0,1183.0,0.0,0.0,0.0,128.0,4.0,0.0,0.0,81.0,0.0,1.0,4.0,82.0,-8.0,8.0,2.0,1.0,0.0,7.0,2.0,30.0,249.0,1311.0,249.0,1300.0,3780.0,0.0,10.0,0.0,10.0,1.0,0.0,0.0,1.0,4.0,105.0,245.0,1206.0,23.0,105.0,23.0,0.0,0.0,102.0,1.0,0.0,23.0,103.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Humboldt,257.0,266.0,-9.0,1142.0,1399.0,1175.0,580.0,0.0,1.0,0.0,527.0,0.0,0.0,0.0,68.0,224.0,995.0,10095.0,995.0,10095.0,0.0,0.0,67.0,1058.0,17.0,1.0,0.0,559.0,2.0,1.0,18.0,562.0,11.0,-11.0,5.0,16.0,0.0,93.0,33.0,398.0,1062.0,11153.0,1058.0,11115.0,21203.0,3.0,29.0,4.0,21.0,22.0,1.0,0.0,17.0,41.0,768.0,1021.0,10385.0,122.0,776.0,120.0,1.0,0.0,764.0,2.0,0.0,121.0,766.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,
Imperial,450.0,456.0,-6.0,1141.0,1591.0,1104.0,681.0,2.0,33.0,0.0,370.0,0.0,13.0,0.0,53.0,487.0,2358.0,13604.0,2359.0,13604.0,-1.0,0.0,63.0,1065.0,46.0,3.0,0.0,600.0,27.0,5.0,49.0,632.0,-37.0,37.0,4.0,17.0,4.0,103.0,43.0,276.0,2421.0,14669.0,2382.0,14245.0,42244.0,27.0,421.0,36.0,373.0,59.0,7.0,3.0,51.0,80.0,820.0,2341.0,13849.0,284.0,1268.0,276.0,5.0,0.0,1220.0,36.0,2.0,281.0,1258.0,3.0,0.0,0.0,10.0,0.0,0.0,3.0,10.0,0.0,0.0,
Inyo,19.0,19.0,0.0,79.0,98.0,80.0,53.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,4.0,18.0,106.0,874.0,106.0,874.0,0.0,0.0,-2.0,84.0,1.0,0.0,0.0,52.0,0.0,0.0,1.0,52.0,-7.0,7.0,1.0,2.0,0.0,4.0,3.0,19.0,104.0,958.0,104.0,952.0,2098.0,0.0,7.0,0.0,5.0,1.0,0.0,0.0,1.0,8.0,58.0,96.0,900.0,5.0,79.0,5.0,0.0,0.0,79.0,0.0,0.0,5.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kern,2602.0,2606.0,-4.0,5568.0,8170.0,5662.0,3390.0,4.0,17.0,9.0,2032.0,0.0,5.0,0.0,231.0,2508.0,10708.0,50901.0,10708.0,50904.0,0.0,-3.0,557.0,4705.0,276.0,3.0,0.0,3046.0,47.0,18.0,279.0,3111.0,34.0,-34.0,20.0,57.0,52.0,367.0,172.0,1204.0,11265.0,55606.0,11190.0,54606.0,157837.0,53.0,886.0,72.0,774.0,283.0,20.0,3.0,226.0,424.0,3771.0,10841.0,51835.0,1195.0,4944.0,1168.0,11.0,0.0,4801.0,61.0,9.0,1179.0,4871.0,16.0,0.0,0.0,70.0,2.0,1.0,16.0,73.0,0.0,0.0,
Kings,2379.0,2381.0,-2.0,816.0,3195.0,808.0,497.0,0.0,1.0,0.0,293.0,0.0,0.0,0.0,18.0,2387.0,1520.0,8307.0,1520.0,8308.0,0.0,-1.0,96.0,829.0,30.0,1.0,0.0,460.0,5.0,1.0,31.0,466.0,7.0,-7.0,4.0,12.0,9.0,54.0,45.0,304.0,1616.0,9136.0,1600.0,8992.0,24825.0,8.0,126.0,16.0,118.0,22.0,4.0,0.0,26.0,66.0,571.0,1550.0,8565.0,188.0,843.0,185.0,2.0,0.0,819.0,10.0,3.0,187.0,832.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,
Lake,131.0,133.0,-2.0,389.0,520.0,391.0,254.0,2.0,3.0,0.0,126.0,0.0,1.0,0.0,11.0,129.0,629.0,5147.0,629.0,5147.0,0.0,0.0,26.0,441.0,13.0,0.0,0.0,238.0,2.0,1.0,13.0,241.0,-25.0,25.0,4.0,17.0,4.0,9.0,30.0,149.0,655.0,5588.0,655.0,5559.0,12077.0,3.0,23.0,0.0,21.0,10.0,0.0,0.0,8.0,33.0,383.0,622.0,5205.0,71.0,404.0,71.0,0.0,0.0,395.0,2.0,0.0,71.0,397.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,
Lassen,55.0,55.0,0.0,131.0,186.0,113.0,71.0,2.0,2.0,0.0,35.0,0.0,2.0,0.0,7.0,73.0,251.0,1177.0,251.0,1177.0,0.0,0.0,43.0,113.0,8.0,0.0,0.0,63.0,0.0,0.0,8.0,63.0,13.0,-13.0,0.0,3.0,8.0,22.0,14.0,38.0,294.0,1290.0,294.0,1288.0,3288.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,126.0,270.0,1164.0,31.0,101.0,31.0,0.0,0.0,100.0,0.0,0.0,31.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Los Angeles,8281.0,16984.0,-8703.0,48528.0,56809.0,39899.0,28358.0,105.0,724.0,1344.0,7425.0,90.0,495.0,629.0,2143.0,16910.0,76409.0,466796.0,79245.0,469525.0,-2836.0,-2729.0,4536.0,42416.0,1792.0,41.0,1.0,25940.0,333.0,251.0,1834.0,26524.0,140.0,50.0,274.0,72.0,946.0,948.0,1342.0,14822.0,80945.0,509212.0,78809.0,499397.0,1169062.0,854.0,9455.0,2073.0,6004.0,4743.0,265.0,63.0,3811.0,6487.0,47133.0,74458.0,462079.0,6199.0,27943.0,5475.0,166.0,7.0,24960.0,375.0,156.0,5648.0,25491.0,536.0,15.0,0.0,2382.0,58.0,12.0,551.0,2452.0,112.0,1197.0,
Madera,2631.0,2631.0,0.0,692.0,3323.0,674.0,432.0,0.0,0.0,3.0,215.0,0.0,1.0,0.0,24.0,2649.0,2038.0,9372.0,2038.0,9372.0,0.0,0.0,76.0,639.0,33.0,0.0,0.0,395.0,4.0,0.0,33.0,399.0,-4.0,4.0,9.0,28.0,8.0,64.0,30.0,144.0,2114.0,10011.0,2101.0,9947.0,29630.0,1.0,79.0,12.0,60.0,7.0,0.0,1.0,4.0,101.0,652.0,2013.0,9359.0,174.0,737.0,171.0,0.0,1.0,724.0,5.0,1.0,172.0,730.0,2.0,0.0,0.0,6.0,1.0,0.0,2.0,7.0,0.0,0.0,
Marin,195.0,196.0,-1.0,503.0,698.0,514.0,293.0,0.0,9.0,0.0,200.0,0.0,2.0,0.0,21.0,184.0,649.0,5389.0,649.0,5389.0,0.0,0.0,24.0,494.0,4.0,0.0,0.0,280.0,6.0,3.0,4.0,289.0,4.0,-4.0,1.0,8.0,5.0,42.0,10.0,159.0,673.0,5883.0,635.0,5631.0,10310.0,7.0,274.0,37.0,193.0,68.0,8.0,1.0,59.0,28.0,435.0,645.0,5448.0,69.0,385.0,61.0,8.0,0.0,363.0,19.0,2.0,69.0,384.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mariposa,25.0,26.0,-1.0,65.0,90.0,60.0,28.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,5.0,30.0,140.0,914.0,140.0,914.0,0.0,0.0,5.0,63.0,4.0,0.0,0.0,24.0,0.0,0.0,4.0,24.0,-3.0,3.0,0.0,3.0,0.0,5.0,4.0,28.0,145.0,977.0,145.0,974.0,2142.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,68.0,138.0,909.0,18.0,71.0,18.0,0.0,0.0,70.0,0.0,0.0,18.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mendocino,279.0,282.0,-3.0,537.0,816.0,523.0,366.0,0.0,0.0,1.0,150.0,0.0,0.0,0.0,6.0,293.0,721.0,5752.0,721.0,5752.0,0.0,0.0,41.0,608.0,21.0,0.0,0.0,338.0,2.0,5.0,21.0,345.0,-22.0,22.0,1.0,9.0,4.0,56.0,37.0,176.0,762.0,6360.0,757.0,6316.0,13191.0,3.0,33.0,5.0,27.0,18.0,1.0,0.0,17.0,47.0,560.0,715.0,5800.0,98.0,531.0,97.0,0.0,0.0,528.0,0.0,1.0,97.0,529.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,
Merced,458.0,470.0,-12.0,1517.0,1975.0,1516.0,891.0,1.0,2.0,0.0,519.0,0.0,2.0,0.0,106.0,459.0,4623.0,19112.0,4623.0,19112.0,0.0,0.0,153.0,1619.0,86.0,0.0,0.0,799.0,4.0,2.0,86.0,805.0,-68.0,68.0,12.0,47.0,26.0,175.0,97.0,524.0,4776.0,20731.0,4759.0,20644.0,59352.0,4.0,97.0,17.0,75.0,12.0,1.0,0.0,12.0,178.0,1301.0,4598.0,19430.0,531.0,1672.0,524.0,4.0,0.0,1643.0,7.0,0.0,528.0,1650.0,3.0,0.0,0.0,22.0,0.0,0.0,3.0,22.0,0.0,0.0,
Modoc,13.0,13.0,0.0,46.0,59.0,38.0,19.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,4.0,21.0,76.0,360.0,76.0,360.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,1.0,-1.0,0.0,0.0,0.0,2.0,3.0,8.0,80.0,388.0,80.0,387.0,1022.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,31.0,75.0,357.0,13.0,32.0,13.0,0.0,0.0,32.0,0.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mono,21.0,21.0,0.0,60.0,81.0,49.0,27.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,3.0,32.0,12.0,458.0,12.0,458.0,0.0,0.0,-2.0,67.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,27.0,-2.0,2.0,0.0,3.0,0.0,7.0,0.0,28.0,10.0,525.0,10.0,522.0,870.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,83.0,10.0,442.0,0.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Monterey,609.0,621.0,-12.0,1657.0,2266.0,1699.0,957.0,0.0,0.0,2.0,666.0,0.0,0.0,0.0,74.0,567.0,4066.0,19035.0,4066.0,19035.0,0.0,0.0,-31.0,1695.0,37.0,0.0,0.0,906.0,9.0,5.0,37.0,920.0,-148.0,148.0,2.0,16.0,21.0,175.0,57.0,436.0,4035.0,20730.0,3999.0,20436.0,55194.0,11.0,317.0,36.0,252.0,44.0,6.0,0.0,42.0,235.0,1882.0,3800.0,18848.0,699.0,1331.0,687.0,10.0,0.0,1297.0,14.0,3.0,697.0,1314.0,2.0,0.0,0.0,16.0,1.0,0.0,2.0,17.0,0.0,0.0,
Napa,151.0,156.0,-5.0,332.0,483.0,352.0,168.0,0.0,2.0,0.0,141.0,0.0,5.0,0.0,43.0,131.0,364.0,3078.0,364.0,3078.0,0.0,0.0,16.0,307.0,6.0,1.0,0.0,160.0,0.0,1.0,7.0,161.0,0.0,0.0,3.0,10.0,1.0,22.0,5.0,114.0,380.0,3385.0,371.0,3314.0,7665.0,3.0,76.0,8.0,60.0,12.0,1.0,1.0,11.0,8.0,220.0,372.0,3165.0,39.0,243.0,36.0,0.0,1.0,239.0,2.0,0.0,37.0,241.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,
Nevada,260.0,261.0,-1.0,332.0,592.0,338.0,180.0,0.0,2.0,1.0,151.0,0.0,5.0,0.0,6.0,254.0,362.0,3665.0,362.0,3665.0,0.0,0.0,4.0,305.0,4.0,0.0,0.0,175.0,1.0,0.0,4.0,176.0,-8.0,8.0,0.0,6.0,1.0,16.0,7.0,99.0,366.0,3970.0,365.0,3957.0,7814.0,1.0,13.0,1.0,10.0,4.0,0.0,0.0,3.0,22.0,295.0,344.0,3675.0,40.0,289.0,40.0,0.0,0.0,273.0,2.0,0.0,40.0,275.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,
Orange,14029.0,14029.0,0.0,7900.0,21929.0,7768.0,5669.0,3.0,66.0,129.0,1734.0,12.0,164.0,31.0,205.0,14161.0,26117.0,81406.0,26117.0,81406.0,0.0,0.0,710.0,8301.0,341.0,6.0,0.0,5155.0,104.0,63.0,347.0,5322.0,-5.0,5.0,4.0,18.0,9.0,4.0,355.0,2952.0,26827.0,89707.0,26587.0,86407.0,256344.0,310.0,3037.0,234.0,2133.0,1626.0,9.0,6.0,1167.0,627.0,7621.0,26200.0,82086.0,1067.0,5868.0,1037.0,15.0,1.0,5073.0,110.0,29.0,1053.0,5212.0,14.0,0.0,0.0,635.0,18.0,3.0,14.0,656.0,0.0,0.0,
Placer,268.0,268.0,0.0,709.0,977.0,726.0,394.0,1.0,6.0,0.0,293.0,0.0,13.0,0.0,39.0,251.0,845.0,7653.0,845.0,7653.0,0.0,0.0,82.0,796.0,23.0,0.0,0.0,366.0,4.0,1.0,23.0,371.0,0.0,0.0,3.0,15.0,24.0,167.0,32.0,243.0,927.0,8449.0,914.0,8391.0,18135.0,0.0,66.0,13.0,36.0,18.0,4.0,0.0,22.0,87.0,776.0,840.0,7673.0,47.0,443.0,47.0,0.0,0.0,423.0,1.0,1.0,47.0,425.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,
Plumas ,40.0,40.0,0.0,80.0,120.0,92.0,45.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,3.0,28.0,112.0,937.0,112.0,937.0,0.0,0.0,4.0,96.0,3.0,0.0,0.0,42.0,0.0,0.0,3.0,42.0,-3.0,3.0,1.0,4.0,1.0,10.0,2.0,37.0,116.0,1033.0,116.0,1030.0,2145.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,75.0,114.0,958.0,16.0,74.0,16.0,0.0,0.0,73.0,0.0,0.0,16.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Riverside,2704.0,2743.0,-39.0,10357.0,13061.0,10378.0,5901.0,3.0,15.0,16.0,4133.0,0.0,4.0,0.0,328.0,2683.0,17350.0,100996.0,17350.0,100999.0,0.0,-3.0,849.0,9578.0,406.0,5.0,1.0,5419.0,57.0,13.0,412.0,5489.0,-144.0,144.0,29.0,137.0,112.0,908.0,440.0,2900.0,18199.0,110574.0,18068.0,109376.0,292744.0,107.0,1111.0,126.0,959.0,289.0,20.0,5.0,239.0,837.0,8309.0,17362.0,102265.0,1992.0,9232.0,1959.0,12.0,0.0,9017.0,88.0,12.0,1971.0,9117.0,21.0,0.0,0.0,115.0,0.0,0.0,21.0,115.0,0.0,0.0,
