county,apps_for_fs_adjustment,apps_for_fs_pending_prev_mo,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_recerts_disp_of,recerts_nacf_tot_cont_elig,recerts_nacf_tot_inelig,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,quarter,fulldate
California,-5705.0,78489.0,130960.0,209449.0,132519.0,82353.0,697.0,3650.0,3713.0,39248.0,107.0,5212.0,862.0,6343.0,76930.0,-6126.0,334534.0,17808.0,9212.0,224.0,5.0,71008.0,1336.0,568.0,9441.0,510.0,7857.0,352342.0,346356.0,3232768.0,1718.0,25518.0,5914.0,8145.0,340.0,72.0,10843.0,341499.0,-5212.0,937522.0,123608.0,72912.0,7998.0,42698.0,1061130.0,1037432.0,17282.0,6416.0,108947.0,952183.0,20714.0,19757.0,310.0,3.0,51146.0,760.0,268.0,20070.0,638.0,6.0,0.0,2622.0,78.0,8.0,644.0,182.0,54882.0,52174.0,2708.0,468.0,2010,FEB,4347.0,42961.0,5319.0,7205.0,-11338.0,1272056.0,141416.0,80220.0,1560.0,573.0,82353.0,8508.0,50555.0,1413472.0,1383788.0,23196.0,6488.0,119790.0,1293682.0,75596.0,70903.0,1070.0,271.0,72244.0,3260.0,84.0,8.0,3352.0,650.0,1.0,2010-02-01
Alameda,0.0,4851.0,3629.0,8480.0,3584.0,2245.0,80.0,326.0,35.0,1048.0,30.0,544.0,16.0,240.0,4896.0,-703.0,12102.0,884.0,244.0,9.0,0.0,1921.0,47.0,24.0,253.0,502.0,129.0,12986.0,12634.0,106367.0,62.0,1300.0,351.0,462.0,0.0,1.0,167.0,12819.0,-566.0,34002.0,4154.0,1992.0,531.0,1631.0,38156.0,37073.0,746.0,337.0,4312.0,33844.0,850.0,816.0,25.0,0.0,1765.0,33.0,9.0,841.0,9.0,0.0,0.0,138.0,4.0,0.0,9.0,1.0,1949.0,1807.0,142.0,2.0,2010,FEB,406.0,1083.0,574.0,256.0,-1269.0,46104.0,5038.0,2165.0,56.0,24.0,2245.0,1033.0,1760.0,51142.0,49707.0,1097.0,338.0,4479.0,46663.0,2799.0,2581.0,58.0,9.0,2648.0,147.0,4.0,0.0,151.0,3.0,1.0,2010-02-01
Alpine,0.0,1.0,3.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,53.0,8.0,3.0,2.0,3.0,61.0,61.0,0.0,0.0,6.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,FEB,1.0,1.0,0.0,0.0,0.0,57.0,10.0,3.0,0.0,0.0,3.0,4.0,3.0,67.0,67.0,0.0,0.0,9.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010-02-01
Amador,2.0,210.0,130.0,340.0,131.0,86.0,4.0,23.0,0.0,34.0,0.0,25.0,0.0,11.0,209.0,0.0,309.0,39.0,10.0,0.0,0.0,76.0,0.0,0.0,10.0,26.0,3.0,348.0,348.0,2296.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,315.0,0.0,712.0,146.0,76.0,35.0,35.0,858.0,858.0,0.0,0.0,135.0,723.0,7.0,7.0,0.0,0.0,35.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,35.0,1.0,0.0,2010,FEB,27.0,34.0,25.0,11.0,0.0,1021.0,185.0,86.0,0.0,0.0,86.0,61.0,38.0,1206.0,1206.0,0.0,0.0,168.0,1038.0,43.0,42.0,0.0,0.0,42.0,1.0,0.0,0.0,1.0,1.0,1.0,2010-02-01
Butte,0.0,1845.0,1147.0,2992.0,1143.0,645.0,23.0,121.0,48.0,360.0,5.0,70.0,26.0,64.0,1849.0,0.0,1507.0,144.0,36.0,0.0,0.0,607.0,2.0,0.0,36.0,90.0,18.0,1651.0,1651.0,24149.0,2.0,27.0,0.0,0.0,15.0,0.0,146.0,1505.0,0.0,12388.0,934.0,609.0,75.0,250.0,13322.0,13278.0,29.0,15.0,900.0,12422.0,98.0,98.0,0.0,0.0,288.0,1.0,3.0,98.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,298.0,292.0,6.0,4.0,2010,FEB,144.0,408.0,75.0,90.0,0.0,13895.0,1078.0,643.0,2.0,0.0,645.0,165.0,268.0,14973.0,14929.0,29.0,15.0,1046.0,13927.0,396.0,386.0,1.0,3.0,390.0,6.0,0.0,0.0,6.0,7.0,1.0,2010-02-01
Calaveras,0.0,228.0,187.0,415.0,200.0,125.0,2.0,10.0,4.0,42.0,0.0,3.0,5.0,24.0,215.0,0.0,329.0,34.0,10.0,0.0,0.0,115.0,0.0,0.0,10.0,19.0,5.0,363.0,363.0,3860.0,0.0,6.0,0.0,0.0,0.0,0.0,39.0,324.0,0.0,1300.0,214.0,115.0,56.0,43.0,1514.0,1508.0,6.0,0.0,188.0,1326.0,15.0,15.0,0.0,0.0,49.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,51.0,49.0,2.0,1.0,2010,FEB,12.0,46.0,3.0,29.0,0.0,1629.0,248.0,125.0,0.0,0.0,125.0,75.0,48.0,1877.0,1871.0,6.0,0.0,227.0,1650.0,66.0,64.0,0.0,0.0,64.0,2.0,0.0,0.0,2.0,1.0,1.0,2010-02-01
Colusa,0.0,83.0,82.0,165.0,84.0,51.0,0.0,8.0,3.0,22.0,0.0,11.0,0.0,8.0,81.0,0.0,78.0,19.0,4.0,0.0,0.0,47.0,0.0,0.0,4.0,13.0,2.0,97.0,97.0,1745.0,0.0,8.0,0.0,0.0,0.0,0.0,17.0,80.0,0.0,453.0,90.0,47.0,22.0,21.0,543.0,536.0,7.0,0.0,90.0,453.0,2.0,2.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,2010,FEB,8.0,25.0,11.0,8.0,0.0,531.0,109.0,51.0,0.0,0.0,51.0,35.0,23.0,640.0,633.0,7.0,0.0,107.0,533.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,2010-02-01
Contra Costa,-47.0,3381.0,2639.0,6020.0,2649.0,1461.0,52.0,314.0,42.0,908.0,11.0,463.0,16.0,222.0,3371.0,-60.0,6341.0,168.0,201.0,4.0,0.0,1236.0,16.0,4.0,205.0,-99.0,62.0,6509.0,6428.0,53627.0,18.0,333.0,80.0,74.0,0.0,1.0,91.0,6418.0,117.0,15523.0,2447.0,1256.0,99.0,1092.0,17970.0,17723.0,198.0,49.0,2150.0,15820.0,446.0,436.0,5.0,1.0,781.0,12.0,3.0,442.0,4.0,0.0,0.0,25.0,1.0,0.0,4.0,0.0,822.0,796.0,26.0,0.0,2010,FEB,366.0,950.0,474.0,238.0,57.0,21864.0,2615.0,1437.0,20.0,4.0,1461.0,0.0,1154.0,24479.0,24151.0,278.0,50.0,2241.0,22238.0,1268.0,1217.0,17.0,4.0,1238.0,29.0,1.0,0.0,30.0,0.0,1.0,2010-02-01
Del Norte,0.0,121.0,207.0,328.0,210.0,165.0,2.0,0.0,7.0,33.0,1.0,7.0,0.0,5.0,118.0,0.0,1126.0,60.0,20.0,0.0,0.0,145.0,0.0,0.0,20.0,33.0,7.0,1186.0,1186.0,4885.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1125.0,0.0,1003.0,284.0,145.0,56.0,83.0,1287.0,1281.0,5.0,1.0,236.0,1051.0,12.0,12.0,0.0,0.0,41.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,41.0,1.0,2.0,2010,FEB,2.0,40.0,8.0,5.0,0.0,2129.0,344.0,165.0,0.0,0.0,165.0,89.0,90.0,2473.0,2467.0,5.0,1.0,297.0,2176.0,54.0,53.0,0.0,0.0,53.0,1.0,0.0,0.0,1.0,2.0,1.0,2010-02-01
El Dorado,0.0,254.0,590.0,844.0,664.0,351.0,5.0,43.0,33.0,240.0,9.0,15.0,14.0,26.0,180.0,0.0,1387.0,102.0,36.0,0.0,0.0,305.0,8.0,2.0,36.0,59.0,7.0,1489.0,1429.0,8643.0,1.0,27.0,57.0,3.0,9.0,3.0,111.0,1378.0,0.0,2173.0,614.0,315.0,135.0,164.0,2787.0,2681.0,97.0,9.0,522.0,2265.0,22.0,22.0,0.0,0.0,114.0,0.0,0.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,119.0,114.0,5.0,3.0,2010,FEB,48.0,273.0,24.0,40.0,0.0,3560.0,716.0,341.0,8.0,2.0,351.0,194.0,171.0,4276.0,4110.0,154.0,12.0,633.0,3643.0,141.0,136.0,0.0,0.0,136.0,5.0,0.0,0.0,5.0,4.0,1.0,2010-02-01
