county,apps_for_fs_pending_prev_mo,apps_for_fs_reported_pending_end_prev_mo,apps_for_fs_adjustment,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_reported_pending_prev_mo,cert_case_mvmt_nacf_cases_reported_pending_prev_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_pacf_intercounty_trans,cert_case_mvmt_nacf_intercounty_trans,cert_case_mvmt_pacf_elig_reinstated_bene_prorated,cert_case_mvmt_nacf_elig_reinstated_bene_prorated,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_nacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_nacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_nacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,cert_case_mvmt_tot_cases_reported_pending_prev_mo,cert_case_mvmt_tot_intercounty_trans,cert_case_mvmt_tot_elig_reinstated_bene_prorated,quarter,fulldate
California,75846.0,83671.0,-7825.0,135062.0,210908.0,129573.0,84366.0,286.0,1897.0,1449.0,37634.0,205.0,2641.0,618.0,5506.0,81335.0,267202.0,1751903.0,264695.0,1741802.0,2507.0,10101.0,12812.0,134513.0,5511.0,120.0,4.0,77025.0,1052.0,654.0,5635.0,78731.0,-1277.0,1285.0,682.0,1881.0,2260.0,6954.0,5512.0,45662.0,280014.0,1886416.0,274985.0,1853296.0,4472851.0,3210.0,32034.0,4845.0,22012.0,14317.0,752.0,184.0,11108.0,17296.0,156308.0,262718.0,1730108.0,20416.0,104078.0,19427.0,307.0,5.0,96303.0,1291.0,362.0,19739.0,97956.0,666.0,10.0,1.0,5979.0,109.0,34.0,677.0,6122.0,292.0,1400.0,2015,NOV,2183.0,39083.0,2846.0,6124.0,12608.0,2019105.0,147325.0,82536.0,1172.0,658.0,84366.0,8.0,51174.0,2166430.0,2128281.0,26857.0,11292.0,173604.0,1992826.0,124494.0,115730.0,1598.0,367.0,117695.0,6645.0,119.0,35.0,6799.0,1692.0,2006497.0,2563.0,9214.0,4.0,2015-11-01
Alameda,2546.0,2720.0,-174.0,2933.0,5479.0,3051.0,1988.0,12.0,194.0,1.0,984.0,0.0,164.0,0.0,78.0,2428.0,7562.0,54756.0,7581.0,55166.0,-19.0,-410.0,272.0,4022.0,142.0,5.0,0.0,1776.0,40.0,25.0,147.0,1841.0,-170.0,170.0,18.0,81.0,38.0,296.0,239.0,1634.0,7834.0,58778.0,7603.0,56764.0,129501.0,171.0,1933.0,228.0,1361.0,905.0,24.0,3.0,653.0,615.0,5664.0,7219.0,53114.0,421.0,2226.0,398.0,16.0,0.0,2094.0,49.0,10.0,414.0,2153.0,6.0,1.0,0.0,70.0,3.0,0.0,7.0,73.0,0.0,0.0,2015,NOV,206.0,985.0,164.0,78.0,-429.0,62318.0,4294.0,1918.0,45.0,25.0,1988.0,0.0,1873.0,66612.0,64367.0,1589.0,656.0,6279.0,60333.0,2647.0,2492.0,65.0,10.0,2567.0,76.0,4.0,0.0,80.0,0.0,62747.0,99.0,334.0,4.0,2015-11-01
Alpine,1.0,1.0,0.0,5.0,6.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,94.0,3.0,94.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,98.0,3.0,98.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,91.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,NOV,0.0,1.0,0.0,0.0,0.0,97.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,101.0,101.0,0.0,0.0,7.0,94.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,4.0,2015-11-01
Amador,35.0,35.0,0.0,145.0,180.0,122.0,82.0,0.0,1.0,0.0,34.0,0.0,2.0,0.0,6.0,58.0,155.0,1476.0,155.0,1478.0,0.0,-2.0,14.0,139.0,4.0,0.0,0.0,78.0,0.0,0.0,4.0,78.0,-1.0,1.0,2.0,10.0,2.0,13.0,7.0,37.0,169.0,1615.0,169.0,1612.0,3387.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,151.0,156.0,1464.0,15.0,133.0,14.0,0.0,0.0,131.0,0.0,0.0,14.0,131.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2015,NOV,1.0,34.0,2.0,6.0,-2.0,1631.0,153.0,82.0,0.0,0.0,82.0,0.0,44.0,1784.0,1781.0,3.0,0.0,164.0,1620.0,148.0,145.0,0.0,0.0,145.0,3.0,0.0,0.0,3.0,3.0,1633.0,12.0,15.0,4.0,2015-11-01
Butte,928.0,931.0,-3.0,1297.0,2225.0,1577.0,862.0,2.0,122.0,0.0,618.0,0.0,43.0,0.0,97.0,648.0,1767.0,13888.0,1767.0,13889.0,0.0,-1.0,48.0,1417.0,25.0,0.0,0.0,828.0,6.0,3.0,25.0,837.0,-30.0,30.0,6.0,28.0,5.0,99.0,42.0,423.0,1815.0,15305.0,1802.0,15229.0,32467.0,7.0,58.0,10.0,51.0,28.0,7.0,3.0,25.0,122.0,1300.0,1693.0,14005.0,156.0,1124.0,149.0,2.0,0.0,1071.0,8.0,2.0,151.0,1081.0,5.0,0.0,0.0,43.0,0.0,0.0,5.0,43.0,0.0,0.0,2015,NOV,124.0,618.0,43.0,97.0,-1.0,15655.0,1465.0,853.0,6.0,3.0,862.0,0.0,465.0,17120.0,17031.0,61.0,28.0,1422.0,15698.0,1280.0,1220.0,10.0,2.0,1232.0,48.0,0.0,0.0,48.0,0.0,15656.0,34.0,104.0,4.0,2015-11-01
Calaveras,52.0,52.0,0.0,176.0,228.0,163.0,114.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,5.0,65.0,237.0,2442.0,237.0,2442.0,0.0,0.0,8.0,206.0,7.0,0.0,0.0,107.0,0.0,0.0,7.0,107.0,-8.0,8.0,1.0,13.0,1.0,20.0,7.0,58.0,245.0,2648.0,244.0,2637.0,5335.0,1.0,10.0,1.0,7.0,5.0,0.0,0.0,4.0,16.0,218.0,229.0,2430.0,22.0,209.0,22.0,0.0,0.0,204.0,0.0,1.0,22.0,205.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2015,NOV,1.0,44.0,0.0,5.0,0.0,2679.0,214.0,114.0,0.0,0.0,114.0,0.0,65.0,2893.0,2881.0,8.0,4.0,234.0,2659.0,231.0,226.0,0.0,1.0,227.0,4.0,0.0,0.0,4.0,0.0,2679.0,14.0,21.0,4.0,2015-11-01
Colusa,41.0,41.0,0.0,72.0,113.0,63.0,30.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,6.0,50.0,82.0,470.0,82.0,470.0,0.0,0.0,8.0,48.0,1.0,1.0,0.0,28.0,0.0,0.0,2.0,28.0,5.0,3.0,0.0,5.0,0.0,0.0,1.0,12.0,90.0,518.0,88.0,515.0,1357.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,2.0,7.0,78.0,83.0,440.0,6.0,35.0,6.0,0.0,0.0,34.0,0.0,0.0,6.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,NOV,0.0,27.0,2.0,6.0,0.0,552.0,56.0,29.0,1.0,0.0,30.0,8.0,13.0,608.0,603.0,3.0,2.0,85.0,523.0,41.0,40.0,0.0,0.0,40.0,1.0,0.0,0.0,1.0,0.0,552.0,5.0,0.0,4.0,2015-11-01
Contra Costa,2044.0,1995.0,49.0,2346.0,4390.0,2467.0,1274.0,9.0,59.0,2.0,926.0,0.0,80.0,0.0,265.0,1923.0,4548.0,28641.0,4526.0,28523.0,22.0,118.0,148.0,2580.0,127.0,3.0,0.0,1117.0,20.0,7.0,130.0,1144.0,-122.0,122.0,18.0,71.0,13.0,26.0,109.0,1217.0,4696.0,31221.0,4608.0,30683.0,72378.0,88.0,589.0,86.0,378.0,201.0,6.0,2.0,160.0,317.0,2938.0,4379.0,28283.0,315.0,1242.0,304.0,3.0,0.0,1197.0,17.0,1.0,307.0,1215.0,8.0,0.0,0.0,27.0,0.0,0.0,8.0,27.0,0.0,0.0,2015,NOV,68.0,928.0,80.0,265.0,140.0,33189.0,2728.0,1244.0,23.0,7.0,1274.0,0.0,1326.0,35917.0,35291.0,464.0,162.0,3255.0,32662.0,1557.0,1501.0,20.0,1.0,1522.0,35.0,0.0,0.0,35.0,0.0,33049.0,89.0,39.0,4.0,2015-11-01
Del Norte,47.0,48.0,-1.0,187.0,234.0,176.0,98.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,6.0,58.0,389.0,2004.0,389.0,2004.0,0.0,0.0,26.0,186.0,15.0,0.0,0.0,83.0,0.0,0.0,15.0,83.0,-8.0,8.0,3.0,3.0,2.0,17.0,14.0,75.0,415.0,2190.0,415.0,2187.0,5306.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,199.0,398.0,1991.0,43.0,177.0,43.0,0.0,0.0,174.0,1.0,0.0,43.0,175.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,NOV,0.0,72.0,0.0,6.0,0.0,2393.0,212.0,98.0,0.0,0.0,98.0,0.0,89.0,2605.0,2602.0,3.0,0.0,216.0,2389.0,220.0,217.0,1.0,0.0,218.0,2.0,0.0,0.0,2.0,0.0,2393.0,6.0,19.0,4.0,2015-11-01
El Dorado,170.0,178.0,-8.0,580.0,750.0,573.0,311.0,1.0,0.0,0.0,232.0,0.0,0.0,0.0,30.0,177.0,560.0,6193.0,560.0,6194.0,0.0,-1.0,16.0,543.0,15.0,0.0,0.0,293.0,3.0,0.0,15.0,296.0,-21.0,21.0,3.0,24.0,3.0,34.0,16.0,168.0,576.0,6736.0,575.0,6697.0,13006.0,6.0,29.0,1.0,29.0,9.0,1.0,0.0,10.0,30.0,558.0,546.0,6178.0,62.0,496.0,62.0,0.0,0.0,485.0,6.0,1.0,62.0,492.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2015,NOV,1.0,232.0,0.0,30.0,-1.0,6753.0,559.0,308.0,3.0,0.0,311.0,0.0,184.0,7312.0,7272.0,30.0,10.0,588.0,6724.0,558.0,547.0,6.0,1.0,554.0,4.0,0.0,0.0,4.0,0.0,6754.0,27.0,37.0,4.0,2015-11-01
