county,apps_for_fs_adjustment,apps_for_fs_pending_prev_mo,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_recerts_disp_of,recerts_nacf_tot_cont_elig,recerts_nacf_tot_inelig,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,quarter,fulldate
California,-7890.0,68469.0,167975.0,236444.0,150718.0,93842.0,535.0,3656.0,3862.0,44874.0,35.0,5258.0,870.0,7270.0,85726.0,-4780.0,335766.0,11628.0,9835.0,227.0,5.0,82033.0,1161.0,581.0,10067.0,-5797.0,7358.0,347394.0,342122.0,3381721.0,1857.0,25889.0,5183.0,8716.0,224.0,89.0,10214.0,337180.0,3114.0,1007075.0,132601.0,83775.0,9454.0,39372.0,1139676.0,1115427.0,17422.0,6827.0,115717.0,1023959.0,25438.0,23964.0,393.0,7.0,64422.0,827.0,282.0,24364.0,863.0,211.0,0.0,3072.0,73.0,25.0,1074.0,1.0,68701.0,65531.0,3170.0,2.0,2010,JUN,4191.0,48736.0,5293.0,8140.0,-1666.0,1342841.0,144229.0,91868.0,1388.0,586.0,93842.0,3657.0,46730.0,1487070.0,1457549.0,22605.0,6916.0,125931.0,1361139.0,94139.0,88386.0,1220.0,289.0,89895.0,3935.0,284.0,25.0,4244.0,3.0,2.0,2010-06-01
Alameda,0.0,5266.0,4734.0,10000.0,4540.0,2707.0,103.0,462.0,2.0,1569.0,1.0,748.0,0.0,262.0,5460.0,-757.0,12222.0,1039.0,286.0,11.0,0.0,2341.0,50.0,19.0,297.0,599.0,143.0,13261.0,12910.0,112232.0,75.0,1355.0,348.0,491.0,0.0,3.0,193.0,13068.0,676.0,35822.0,4763.0,2410.0,624.0,1729.0,40585.0,39427.0,797.0,361.0,4093.0,36492.0,853.0,818.0,27.0,0.0,1803.0,30.0,14.0,845.0,8.0,0.0,0.0,110.0,3.0,0.0,8.0,1.0,1960.0,1847.0,113.0,2.0,2010,JUN,565.0,1571.0,749.0,262.0,-81.0,48044.0,5802.0,2627.0,61.0,19.0,2707.0,1223.0,1872.0,53846.0,52337.0,1145.0,364.0,4286.0,49560.0,2813.0,2621.0,57.0,14.0,2692.0,118.0,3.0,0.0,121.0,3.0,2.0,2010-06-01
Alpine,0.0,1.0,9.0,10.0,9.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.0,-1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,-2.0,0.0,5.0,5.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,59.0,7.0,5.0,2.0,0.0,66.0,66.0,0.0,0.0,3.0,63.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2010,JUN,0.0,3.0,0.0,0.0,-1.0,65.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,71.0,71.0,0.0,0.0,4.0,67.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2010-06-01
Amador,,127.0,156.0,283.0,170.0,87.0,1.0,14.0,2.0,62.0,0.0,4.0,0.0,19.0,113.0,,250.0,5.0,10.0,0.0,0.0,77.0,0.0,0.0,10.0,-9.0,4.0,255.0,255.0,2555.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,247.0,,885.0,97.0,77.0,9.0,11.0,982.0,981.0,1.0,0.0,98.0,884.0,17.0,17.0,0.0,0.0,71.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,71.0,1.0,0.0,2010,JUN,15.0,64.0,4.0,19.0,,1135.0,102.0,87.0,0.0,0.0,87.0,0.0,15.0,1237.0,1236.0,1.0,0.0,106.0,1131.0,89.0,88.0,0.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0,2.0,2010-06-01
Butte,-1376.0,483.0,1622.0,2105.0,1051.0,608.0,34.0,557.0,9.0,360.0,0.0,2.0,0.0,74.0,1054.0,346.0,1776.0,126.0,34.0,0.0,0.0,564.0,4.0,6.0,34.0,61.0,31.0,1902.0,1902.0,24558.0,3.0,41.0,0.0,14.0,0.0,0.0,128.0,1774.0,-3937.0,8821.0,975.0,574.0,149.0,252.0,9796.0,9738.0,44.0,14.0,613.0,9183.0,137.0,137.0,0.0,0.0,655.0,3.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,658.0,0.0,0.0,2010,JUN,591.0,369.0,2.0,74.0,-3591.0,10597.0,1101.0,598.0,4.0,6.0,608.0,210.0,283.0,11698.0,11640.0,44.0,14.0,741.0,10957.0,795.0,792.0,3.0,0.0,795.0,0.0,0.0,0.0,0.0,0.0,2.0,2010-06-01
Calaveras,-1.0,59.0,211.0,270.0,179.0,113.0,0.0,0.0,3.0,47.0,0.0,0.0,0.0,16.0,91.0,13.0,377.0,-9.0,9.0,0.0,0.0,104.0,0.0,0.0,9.0,-24.0,6.0,368.0,367.0,4259.0,0.0,5.0,1.0,0.0,0.0,0.0,15.0,353.0,35.0,1531.0,136.0,104.0,24.0,8.0,1667.0,1664.0,3.0,0.0,189.0,1478.0,19.0,19.0,0.0,0.0,96.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,99.0,96.0,3.0,0.0,2010,JUN,0.0,50.0,0.0,16.0,48.0,1908.0,127.0,113.0,0.0,0.0,113.0,0.0,14.0,2035.0,2031.0,4.0,0.0,204.0,1831.0,118.0,115.0,0.0,0.0,115.0,3.0,0.0,0.0,3.0,0.0,2.0,2010-06-01
Colusa,,35.0,88.0,123.0,74.0,46.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,5.0,49.0,,72.0,45.0,4.0,0.0,0.0,42.0,0.0,0.0,4.0,36.0,5.0,117.0,117.0,1728.0,0.0,9.0,0.0,1.0,0.0,0.0,14.0,103.0,,461.0,82.0,42.0,6.0,34.0,543.0,533.0,9.0,1.0,113.0,430.0,10.0,10.0,0.0,0.0,50.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,2010,JUN,0.0,22.0,0.0,6.0,,533.0,127.0,46.0,0.0,0.0,46.0,42.0,39.0,660.0,650.0,9.0,1.0,127.0,533.0,60.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,2010-06-01
Contra Costa,-90.0,3265.0,3357.0,6622.0,3226.0,1727.0,30.0,396.0,51.0,1165.0,17.0,667.0,36.0,247.0,3396.0,-117.0,6430.0,150.0,188.0,2.0,0.0,1516.0,13.0,8.0,190.0,-120.0,80.0,6580.0,6511.0,57306.0,23.0,346.0,69.0,85.0,0.0,0.0,95.0,6485.0,180.0,16994.0,2752.0,1537.0,120.0,1095.0,19746.0,19457.0,227.0,62.0,2455.0,17291.0,445.0,437.0,5.0,0.0,890.0,4.0,3.0,442.0,3.0,0.0,0.0,31.0,1.0,0.0,3.0,0.0,929.0,897.0,32.0,0.0,2010,JUN,426.0,1216.0,684.0,283.0,63.0,23424.0,2902.0,1704.0,15.0,8.0,1727.0,0.0,1175.0,26326.0,25968.0,296.0,62.0,2550.0,23776.0,1374.0,1327.0,9.0,3.0,1339.0,34.0,1.0,0.0,35.0,0.0,2.0,2010-06-01
Del Norte,171.0,171.0,288.0,459.0,224.0,151.0,0.0,0.0,5.0,58.0,0.0,0.0,1.0,9.0,235.0,467.0,467.0,40.0,30.0,0.0,0.0,119.0,0.0,2.0,30.0,3.0,7.0,507.0,507.0,4933.0,0.0,10.0,0.0,5.0,0.0,0.0,23.0,484.0,1653.0,1653.0,129.0,121.0,-3.0,11.0,1782.0,1771.0,7.0,4.0,106.0,1676.0,49.0,49.0,0.0,0.0,115.0,0.0,1.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0,116.0,1.0,0.0,2010,JUN,0.0,63.0,0.0,10.0,2120.0,2120.0,169.0,149.0,0.0,2.0,151.0,0.0,18.0,2289.0,2278.0,7.0,4.0,129.0,2160.0,166.0,164.0,0.0,1.0,165.0,1.0,0.0,0.0,1.0,0.0,2.0,2010-06-01
El Dorado,-7.0,346.0,729.0,1075.0,741.0,441.0,0.0,1.0,5.0,220.0,0.0,0.0,3.0,72.0,334.0,17.0,725.0,22.0,42.0,0.0,0.0,397.0,2.0,0.0,42.0,-33.0,13.0,747.0,740.0,9805.0,0.0,28.0,7.0,4.0,0.0,0.0,32.0,715.0,68.0,3788.0,450.0,399.0,33.0,18.0,4238.0,4214.0,20.0,4.0,445.0,3793.0,51.0,50.0,0.0,0.0,322.0,1.0,2.0,50.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,327.0,325.0,2.0,0.0,2010,JUN,1.0,225.0,0.0,75.0,85.0,4513.0,472.0,439.0,2.0,0.0,441.0,0.0,31.0,4985.0,4954.0,27.0,4.0,477.0,4508.0,378.0,372.0,1.0,2.0,375.0,3.0,0.0,0.0,3.0,0.0,2.0,2010-06-01
