county,apps_for_fs_pending_prev_mo,apps_for_fs_reported_pending_end_prev_mo,apps_for_fs_adjustment,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_reported_pending_prev_mo,cert_case_mvmt_nacf_cases_reported_pending_prev_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_pacf_intercounty_trans,cert_case_mvmt_nacf_intercounty_trans,cert_case_mvmt_pacf_elig_reinstated_bene_prorated,cert_case_mvmt_nacf_elig_reinstated_bene_prorated,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_nacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_nacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_nacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,cert_case_mvmt_tot_cases_reported_pending_prev_mo,cert_case_mvmt_tot_intercounty_trans,cert_case_mvmt_tot_elig_reinstated_bene_prorated,quarter,fulldate
California,95547.0,105650.0,-10103.0,164401.0,259948.0,158208.0,97462.0,297.0,2141.0,4248.0,48432.0,173.0,2176.0,1123.0,6943.0,101740.0,325132.0,1445913.0,324308.0,1440853.0,824.0,5060.0,11997.0,154233.0,9111.0,116.0,10.0,86430.0,1211.0,584.0,9237.0,88225.0,-3017.0,3978.0,692.0,937.0,1575.0,6964.0,3510.0,54129.0,337129.0,1600146.0,332641.0,1572147.0,4119954.0,2410.0,27859.0,4383.0,19739.0,10664.0,378.0,105.0,8260.0,12164.0,154449.0,324965.0,1445697.0,28990.0,94054.0,27439.0,355.0,4.0,87925.0,1089.0,271.0,27798.0,89285.0,1181.0,11.0,0.0,4639.0,104.0,26.0,1192.0,4769.0,153.0,621.0,2012,NOV,2438.0,52680.0,2349.0,8066.0,5884.0,1771045.0,166230.0,95541.0,1327.0,594.0,97462.0,961.0,57639.0,1937275.0,1904788.0,24122.0,8365.0,166613.0,1770662.0,123044.0,115364.0,1444.0,275.0,117083.0,5820.0,115.0,26.0,5961.0,774.0,1765161.0,1629.0,8539.0,4.0,2012-11-01
Alameda,3063.0,3421.0,-358.0,3979.0,7042.0,3818.0,2387.0,14.0,184.0,1.0,1309.0,0.0,220.0,0.0,121.0,3224.0,10674.0,52664.0,10962.0,52327.0,-288.0,337.0,442.0,4680.0,225.0,8.0,1.0,2094.0,35.0,24.0,234.0,2153.0,11.0,12.0,32.0,59.0,11.0,272.0,154.0,2184.0,11116.0,57344.0,10798.0,55788.0,135276.0,126.0,1620.0,312.0,1087.0,626.0,0.0,6.0,469.0,221.0,5866.0,10895.0,51478.0,770.0,2826.0,735.0,25.0,1.0,2557.0,60.0,7.0,761.0,2624.0,8.0,1.0,0.0,197.0,4.0,1.0,9.0,202.0,0.0,0.0,2012,NOV,198.0,1310.0,220.0,121.0,49.0,63338.0,5122.0,2319.0,43.0,25.0,2387.0,23.0,2338.0,68460.0,66586.0,1399.0,475.0,6087.0,62373.0,3596.0,3292.0,85.0,8.0,3385.0,205.0,5.0,1.0,211.0,0.0,63289.0,91.0,283.0,4.0,2012-11-01
Alpine,0.0,0.0,0.0,12.0,12.0,11.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,77.0,1.0,75.0,0.0,2.0,2.0,7.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,84.0,3.0,84.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,78.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,NOV,0.0,2.0,0.0,1.0,2.0,78.0,9.0,8.0,0.0,0.0,8.0,0.0,0.0,87.0,87.0,0.0,0.0,6.0,81.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,4.0,2012-11-01
Amador,73.0,77.0,-4.0,170.0,243.0,181.0,114.0,1.0,7.0,1.0,42.0,0.0,3.0,1.0,23.0,62.0,187.0,1435.0,187.0,1456.0,0.0,-21.0,3.0,183.0,10.0,0.0,0.0,104.0,0.0,0.0,10.0,104.0,-7.0,7.0,0.0,0.0,0.0,0.0,0.0,72.0,190.0,1618.0,190.0,1612.0,3129.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,2.0,6.0,154.0,184.0,1464.0,27.0,135.0,27.0,0.0,0.0,135.0,0.0,0.0,27.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,NOV,8.0,43.0,3.0,24.0,-21.0,1622.0,186.0,114.0,0.0,0.0,114.0,0.0,72.0,1808.0,1802.0,4.0,2.0,160.0,1648.0,162.0,162.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,1643.0,0.0,0.0,4.0,2012-11-01
Butte,611.0,630.0,-19.0,1296.0,1907.0,1273.0,742.0,10.0,56.0,40.0,397.0,0.0,7.0,4.0,90.0,634.0,2029.0,11512.0,1977.0,11692.0,52.0,-180.0,4.0,1251.0,70.0,1.0,0.0,664.0,5.0,2.0,71.0,671.0,-76.0,76.0,0.0,0.0,0.0,0.0,9.0,504.0,2033.0,12763.0,2025.0,12706.0,28417.0,4.0,50.0,8.0,45.0,12.0,0.0,0.0,12.0,107.0,1082.0,1926.0,11681.0,229.0,937.0,214.0,2.0,0.0,920.0,2.0,3.0,216.0,925.0,13.0,0.0,0.0,12.0,0.0,0.0,13.0,12.0,0.0,0.0,2012,NOV,66.0,437.0,7.0,94.0,-128.0,13541.0,1255.0,734.0,6.0,2.0,742.0,0.0,513.0,14796.0,14731.0,53.0,12.0,1189.0,13607.0,1166.0,1134.0,4.0,3.0,1141.0,25.0,0.0,0.0,25.0,0.0,13669.0,0.0,0.0,4.0,2012-11-01
Calaveras,87.0,87.0,0.0,241.0,328.0,268.0,181.0,2.0,3.0,7.0,47.0,0.0,0.0,0.0,33.0,60.0,312.0,2068.0,309.0,2073.0,3.0,-5.0,10.0,248.0,16.0,0.0,0.0,164.0,1.0,0.0,16.0,165.0,-7.0,7.0,0.0,0.0,0.0,0.0,1.0,76.0,322.0,2316.0,322.0,2311.0,4815.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,14.0,198.0,308.0,2118.0,42.0,191.0,41.0,0.0,0.0,189.0,0.0,0.0,41.0,189.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2012,NOV,5.0,54.0,0.0,33.0,-2.0,2380.0,258.0,180.0,1.0,0.0,181.0,0.0,77.0,2638.0,2633.0,4.0,1.0,212.0,2426.0,233.0,230.0,0.0,0.0,230.0,3.0,0.0,0.0,3.0,0.0,2382.0,0.0,0.0,4.0,2012-11-01
Colusa,49.0,49.0,0.0,138.0,187.0,123.0,82.0,0.0,0.0,3.0,33.0,0.0,0.0,0.0,5.0,64.0,95.0,512.0,95.0,512.0,0.0,0.0,15.0,121.0,11.0,0.0,0.0,70.0,1.0,0.0,11.0,71.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,39.0,110.0,633.0,109.0,627.0,1578.0,1.0,5.0,1.0,5.0,0.0,1.0,0.0,1.0,8.0,93.0,102.0,540.0,11.0,68.0,7.0,0.0,0.0,67.0,0.0,0.0,7.0,67.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2012,NOV,0.0,36.0,0.0,5.0,0.0,607.0,136.0,81.0,1.0,0.0,82.0,13.0,39.0,743.0,736.0,6.0,1.0,101.0,642.0,79.0,74.0,0.0,0.0,74.0,5.0,0.0,0.0,5.0,0.0,607.0,0.0,2.0,4.0,2012-11-01
Contra Costa,1753.0,1847.0,-94.0,2784.0,4537.0,2695.0,1305.0,19.0,48.0,0.0,1206.0,0.0,61.0,0.0,184.0,1842.0,5719.0,25107.0,5882.0,24712.0,-163.0,395.0,233.0,2772.0,134.0,1.0,0.0,1145.0,22.0,3.0,135.0,1170.0,2.0,-2.0,27.0,65.0,1.0,40.0,68.0,1499.0,5952.0,27879.0,5891.0,27516.0,70076.0,36.0,389.0,61.0,287.0,111.0,0.0,0.0,76.0,83.0,3679.0,5869.0,24200.0,460.0,985.0,450.0,6.0,0.0,947.0,12.0,2.0,456.0,961.0,4.0,0.0,0.0,24.0,0.0,0.0,4.0,24.0,0.0,0.0,2012,NOV,67.0,1206.0,61.0,184.0,232.0,30826.0,3005.0,1279.0,23.0,3.0,1305.0,0.0,1567.0,33831.0,33407.0,348.0,76.0,3762.0,30069.0,1445.0,1397.0,18.0,2.0,1417.0,28.0,0.0,0.0,28.0,0.0,30594.0,92.0,41.0,4.0,2012-11-01
Del Norte,52.0,55.0,-3.0,267.0,319.0,254.0,173.0,0.0,0.0,7.0,70.0,0.0,0.0,1.0,3.0,65.0,439.0,1952.0,409.0,1992.0,30.0,-40.0,10.0,285.0,24.0,0.0,0.0,146.0,1.0,2.0,24.0,149.0,-20.0,20.0,0.0,0.0,0.0,0.0,6.0,116.0,449.0,2237.0,449.0,2224.0,4983.0,0.0,6.0,0.0,6.0,8.0,0.0,0.0,7.0,20.0,208.0,429.0,2029.0,84.0,209.0,77.0,0.0,0.0,202.0,2.0,2.0,77.0,206.0,7.0,0.0,0.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,2012,NOV,0.0,77.0,0.0,4.0,-10.0,2391.0,295.0,170.0,1.0,2.0,173.0,0.0,122.0,2686.0,2673.0,6.0,7.0,228.0,2458.0,293.0,279.0,2.0,2.0,283.0,10.0,0.0,0.0,10.0,0.0,2401.0,0.0,0.0,4.0,2012-11-01
El Dorado,710.0,710.0,0.0,868.0,1578.0,874.0,553.0,0.0,3.0,17.0,239.0,0.0,0.0,0.0,65.0,704.0,538.0,4940.0,626.0,5265.0,-88.0,-325.0,115.0,1103.0,43.0,0.0,0.0,503.0,4.0,3.0,43.0,510.0,-25.0,25.0,0.0,0.0,93.0,330.0,4.0,238.0,653.0,6043.0,646.0,6001.0,11249.0,3.0,30.0,7.0,26.0,17.0,0.0,0.0,16.0,33.0,612.0,620.0,5431.0,98.0,440.0,89.0,0.0,0.0,439.0,1.0,0.0,89.0,440.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2012,NOV,3.0,256.0,0.0,65.0,-413.0,5478.0,1218.0,546.0,4.0,3.0,553.0,0.0,242.0,6696.0,6647.0,33.0,16.0,645.0,6051.0,538.0,528.0,1.0,0.0,529.0,9.0,0.0,0.0,9.0,0.0,5891.0,0.0,423.0,4.0,2012-11-01
