county,apps_for_fs_adjustment,apps_for_fs_pending_prev_mo,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_recerts_disp_of,recerts_nacf_tot_cont_elig,recerts_nacf_tot_inelig,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,quarter,fulldate
California,-7011.0,81772.0,161654.0,243426.0,162478.0,104998.0,655.0,2702.0,4480.0,46159.0,98.0,3813.0,612.0,6229.0,80948.0,-1260.0,348450.0,17976.0,13350.0,244.0,7.0,89265.0,1513.0,619.0,13601.0,-1793.0,6168.0,366426.0,360935.0,3634422.0,1900.0,27169.0,5412.0,9356.0,207.0,79.0,14092.0,352334.0,4414.0,1104334.0,138801.0,91397.0,4237.0,43167.0,1243135.0,1217760.0,18138.0,7237.0,131796.0,1111339.0,25832.0,24162.0,353.0,3.0,2009.0,963.0,266.0,24518.0,1294.0,18.0,2.0,3925.0,84.0,16.0,1314.0,1.0,74676.0,70651.0,4025.0,6.0,2010,DEC,3357.0,50639.0,3911.0,6841.0,3154.0,1452784.0,156777.0,102615.0,1757.0,626.0,104998.0,2444.0,49335.0,1609561.0,1578695.0,23550.0,7316.0,145888.0,1463673.0,100508.0,26171.0,1316.0,269.0,95169.0,5219.0,102.0,18.0,5339.0,7.0,4.0,2010-12-01
Alameda,0.0,5147.0,4374.0,9521.0,4384.0,2893.0,74.0,357.0,3.0,1307.0,3.0,483.0,0.0,181.0,5137.0,-805.0,12521.0,1044.0,323.0,19.0,0.0,2471.0,56.0,24.0,342.0,592.0,110.0,13565.0,13188.0,120799.0,93.0,1483.0,375.0,535.0,0.0,2.0,185.0,13380.0,188.0,40025.0,4826.0,2551.0,544.0,1731.0,44851.0,43557.0,903.0,391.0,4688.0,40163.0,794.0,758.0,28.0,0.0,1692.0,29.0,10.0,786.0,8.0,0.0,0.0,129.0,1.0,3.0,8.0,1.0,1864.0,1731.0,133.0,6.0,2010,DEC,431.0,1310.0,486.0,181.0,-617.0,52546.0,5870.0,2794.0,75.0,24.0,2893.0,1136.0,1841.0,58416.0,56745.0,1278.0,393.0,4873.0,53543.0,2658.0,2450.0,57.0,10.0,2517.0,137.0,1.0,3.0,141.0,7.0,4.0,2010-12-01
Alpine,0.0,2.0,8.0,10.0,9.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,-1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-1.0,0.0,5.0,5.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,69.0,8.0,7.0,1.0,0.0,77.0,77.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2010,DEC,0.0,2.0,0.0,0.0,0.0,75.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,82.0,82.0,0.0,0.0,1.0,81.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2010-12-01
Amador,,154.0,175.0,329.0,186.0,109.0,3.0,7.0,3.0,51.0,0.0,9.0,1.0,22.0,143.0,,214.0,7.0,21.0,0.0,0.0,87.0,1.0,0.0,21.0,-14.0,0.0,221.0,221.0,2775.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,208.0,,892.0,106.0,88.0,14.0,4.0,998.0,998.0,0.0,0.0,112.0,886.0,24.0,20.0,0.0,0.0,101.0,0.0,0.0,20.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,102.0,101.0,1.0,0.0,2010,DEC,10.0,54.0,9.0,23.0,,1106.0,113.0,108.0,1.0,0.0,109.0,0.0,4.0,1219.0,1219.0,0.0,0.0,125.0,1094.0,126.0,121.0,0.0,0.0,121.0,5.0,0.0,0.0,5.0,0.0,4.0,2010-12-01
Butte,-18.0,818.0,1270.0,2088.0,1297.0,773.0,28.0,69.0,12.0,421.0,1.0,14.0,4.0,87.0,791.0,127.0,2193.0,17.0,87.0,0.0,0.0,678.0,8.0,0.0,87.0,-77.0,7.0,2210.0,2202.0,26084.0,7.0,56.0,7.0,13.0,0.0,1.0,62.0,2148.0,84.0,9291.0,812.0,686.0,77.0,49.0,10103.0,10035.0,56.0,12.0,794.0,9309.0,206.0,193.0,1.0,0.0,727.0,3.0,0.0,194.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,742.0,730.0,12.0,0.0,2010,DEC,97.0,433.0,15.0,91.0,211.0,11484.0,829.0,765.0,8.0,0.0,773.0,0.0,56.0,12313.0,12237.0,63.0,13.0,856.0,11457.0,948.0,920.0,4.0,0.0,924.0,24.0,0.0,0.0,24.0,0.0,4.0,2010-12-01
Calaveras,0.0,82.0,238.0,320.0,242.0,161.0,0.0,0.0,2.0,53.0,0.0,0.0,2.0,24.0,78.0,10.0,404.0,11.0,17.0,0.0,0.0,144.0,0.0,0.0,17.0,-6.0,0.0,415.0,414.0,4492.0,2.0,7.0,1.0,0.0,0.0,0.0,16.0,399.0,31.0,1610.0,157.0,144.0,6.0,7.0,1767.0,1761.0,6.0,0.0,119.0,1648.0,30.0,28.0,0.0,0.0,121.0,0.0,0.0,28.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,122.0,121.0,1.0,0.0,2010,DEC,0.0,55.0,0.0,26.0,41.0,2014.0,168.0,161.0,0.0,0.0,161.0,0.0,7.0,2182.0,2175.0,7.0,0.0,135.0,2047.0,152.0,149.0,0.0,0.0,149.0,3.0,0.0,0.0,3.0,0.0,4.0,2010-12-01
Colusa,,48.0,160.0,208.0,102.0,63.0,0.0,0.0,4.0,32.0,0.0,0.0,1.0,2.0,106.0,,109.0,16.0,9.0,0.0,0.0,52.0,2.0,0.0,9.0,6.0,1.0,125.0,123.0,1568.0,0.0,12.0,2.0,0.0,0.0,0.0,8.0,117.0,,422.0,70.0,54.0,9.0,7.0,492.0,483.0,9.0,0.0,66.0,426.0,8.0,8.0,0.0,0.0,55.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,56.0,1.0,0.0,2010,DEC,0.0,36.0,0.0,3.0,,531.0,86.0,61.0,2.0,0.0,63.0,15.0,8.0,617.0,606.0,11.0,0.0,74.0,543.0,65.0,63.0,1.0,0.0,64.0,1.0,0.0,0.0,1.0,0.0,4.0,2010-12-01
Contra Costa,0.0,3001.0,2872.0,5873.0,2722.0,1550.0,35.0,170.0,0.0,1026.0,0.0,369.0,0.0,146.0,3151.0,-132.0,6647.0,262.0,199.0,0.0,0.0,1332.0,16.0,3.0,199.0,-7.0,70.0,6909.0,6831.0,62082.0,23.0,370.0,78.0,95.0,0.0,0.0,77.0,6832.0,181.0,18940.0,2923.0,1351.0,7.0,1565.0,21863.0,21556.0,237.0,70.0,3108.0,18755.0,462.0,456.0,3.0,0.0,1012.0,10.0,0.0,459.0,3.0,0.0,0.0,33.0,0.0,0.0,3.0,0.0,1055.0,1022.0,33.0,0.0,2010,DEC,205.0,1026.0,369.0,146.0,49.0,25587.0,3185.0,1531.0,16.0,3.0,1550.0,0.0,1635.0,28772.0,28387.0,315.0,70.0,3185.0,25587.0,1517.0,1468.0,13.0,0.0,1481.0,36.0,0.0,0.0,36.0,0.0,4.0,2010-12-01
Del Norte,-1.0,49.0,203.0,252.0,211.0,156.0,0.0,0.0,4.0,48.0,0.0,0.0,0.0,3.0,41.0,36.0,552.0,6.0,26.0,0.0,0.0,130.0,0.0,0.0,26.0,-23.0,3.0,558.0,558.0,5176.0,0.0,4.0,0.0,8.0,0.0,0.0,18.0,540.0,16.0,1778.0,164.0,130.0,23.0,11.0,1942.0,1926.0,4.0,12.0,173.0,1769.0,42.0,35.0,0.0,0.0,128.0,0.0,0.0,35.0,7.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,131.0,128.0,3.0,0.0,2010,DEC,0.0,52.0,0.0,3.0,52.0,2330.0,170.0,156.0,0.0,0.0,156.0,0.0,14.0,2500.0,2484.0,4.0,12.0,191.0,2309.0,173.0,163.0,0.0,0.0,163.0,10.0,0.0,0.0,10.0,0.0,4.0,2010-12-01
El Dorado,-8.0,397.0,782.0,1179.0,762.0,441.0,1.0,0.0,12.0,257.0,0.0,0.0,1.0,51.0,417.0,32.0,781.0,25.0,55.0,0.0,0.0,380.0,5.0,1.0,55.0,-31.0,1.0,806.0,798.0,10495.0,2.0,34.0,8.0,7.0,0.0,0.0,26.0,780.0,58.0,4060.0,427.0,386.0,31.0,10.0,4487.0,4460.0,22.0,5.0,412.0,4075.0,62.0,53.0,0.0,0.0,326.0,2.0,0.0,53.0,9.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,329.0,328.0,1.0,0.0,2010,DEC,1.0,269.0,0.0,52.0,90.0,4841.0,452.0,435.0,5.0,1.0,441.0,0.0,11.0,5293.0,5258.0,30.0,5.0,438.0,4855.0,391.0,379.0,2.0,0.0,381.0,10.0,0.0,0.0,10.0,0.0,4.0,2010-12-01
