county,apps_for_fs_adjustment,apps_for_fs_pending_prev_mo,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_recerts_disp_of,recerts_nacf_tot_cont_elig,recerts_nacf_tot_inelig,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,quarter,fulldate
California,-2633.0,40519.0,86722.0,127241.0,84665.0,52774.0,217.0,607.0,3776.0,21785.0,56.0,562.0,1388.0,4942.0,42576.0,1522.0,273967.0,21120.0,10647.0,166.0,21.0,41032.0,559.0,349.0,10834.0,1965.0,8321.0,295087.0,286883.0,1980345.0,1925.0,20500.0,5995.0,5342.0,8775.0,2209.0,22861.0,272226.0,-1675.0,458467.0,67969.0,41940.0,5692.0,20337.0,526436.0,513570.0,8420.0,4446.0,67180.0,459256.0,21245.0,20046.0,402.0,34.0,29815.0,492.0,405.0,20482.0,739.0,16.0,8.0,4021.0,41.0,53.0,763.0,57.0,34827.0,30712.0,4115.0,192.0,2005,MAY,824.0,25561.0,618.0,6330.0,-153.0,732434.0,89089.0,51679.0,725.0,370.0,52774.0,7657.0,28658.0,821523.0,800453.0,14415.0,6655.0,90041.0,731482.0,56072.0,49861.0,894.0,439.0,51194.0,4760.0,57.0,61.0,4878.0,249.0,2.0,2005-05-01
Alameda,0.0,1129.0,3144.0,4273.0,3195.0,2030.0,3.0,4.0,11.0,967.0,0.0,0.0,0.0,187.0,1078.0,0.0,14650.0,1450.0,776.0,9.0,0.0,1228.0,14.0,3.0,785.0,20.0,645.0,16100.0,16017.0,69302.0,110.0,83.0,83.0,219.0,0.0,0.0,1647.0,14453.0,0.0,9582.0,1716.0,1245.0,12.0,459.0,11298.0,11054.0,88.0,156.0,1730.0,9568.0,868.0,844.0,14.0,10.0,510.0,11.0,5.0,868.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,3.0,548.0,526.0,22.0,1.0,2005,MAY,7.0,978.0,0.0,187.0,0.0,24232.0,3166.0,2004.0,23.0,3.0,2030.0,32.0,1104.0,27398.0,27071.0,171.0,156.0,3377.0,24021.0,1416.0,1354.0,25.0,15.0,1394.0,22.0,0.0,0.0,22.0,4.0,2.0,2005-05-01
Alpine,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,MAY,1.0,1.0,0.0,0.0,3.0,31.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2005-05-01
Amador,0.0,44.0,75.0,119.0,76.0,47.0,3.0,3.0,0.0,20.0,0.0,2.0,0.0,9.0,43.0,0.0,136.0,39.0,8.0,0.0,0.0,39.0,0.0,0.0,8.0,25.0,6.0,175.0,175.0,1097.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,139.0,0.0,270.0,70.0,39.0,17.0,14.0,340.0,340.0,0.0,0.0,69.0,271.0,9.0,8.0,0.0,0.0,30.0,0.0,0.0,8.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,40.0,30.0,10.0,1.0,2005,MAY,6.0,20.0,2.0,9.0,0.0,406.0,109.0,47.0,0.0,0.0,47.0,42.0,20.0,515.0,515.0,0.0,0.0,105.0,410.0,49.0,38.0,0.0,0.0,38.0,11.0,0.0,0.0,11.0,2.0,2.0,2005-05-01
Butte,0.0,642.0,742.0,1384.0,681.0,407.0,7.0,40.0,33.0,179.0,7.0,35.0,25.0,37.0,703.0,0.0,2319.0,288.0,42.0,0.0,0.0,364.0,1.0,0.0,42.0,142.0,104.0,2607.0,2606.0,17298.0,1.0,6.0,1.0,0.0,15.0,0.0,249.0,2358.0,0.0,5340.0,735.0,365.0,186.0,184.0,6075.0,6061.0,6.0,8.0,734.0,5341.0,37.0,34.0,0.0,0.0,345.0,1.0,2.0,34.0,3.0,0.0,0.0,105.0,0.0,0.0,3.0,11.0,453.0,348.0,105.0,48.0,2005,MAY,47.0,212.0,42.0,62.0,0.0,7659.0,1023.0,406.0,1.0,0.0,407.0,328.0,288.0,8682.0,8667.0,7.0,8.0,983.0,7699.0,490.0,379.0,1.0,2.0,382.0,108.0,0.0,0.0,108.0,59.0,2.0,2005-05-01
Calaveras,0.0,76.0,97.0,173.0,97.0,60.0,0.0,2.0,8.0,20.0,0.0,1.0,5.0,4.0,76.0,0.0,189.0,36.0,12.0,0.0,0.0,48.0,0.0,0.0,12.0,21.0,3.0,225.0,225.0,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,191.0,0.0,509.0,81.0,48.0,17.0,16.0,590.0,590.0,0.0,0.0,78.0,512.0,17.0,16.0,0.0,0.0,44.0,0.0,0.0,16.0,1.0,0.0,0.0,23.0,0.0,0.0,1.0,1.0,67.0,44.0,23.0,3.0,2005,MAY,2.0,28.0,1.0,9.0,0.0,698.0,117.0,60.0,0.0,0.0,60.0,38.0,19.0,815.0,815.0,0.0,0.0,112.0,703.0,84.0,60.0,0.0,0.0,60.0,24.0,0.0,0.0,24.0,4.0,2.0,2005-05-01
Colusa,0.0,27.0,66.0,93.0,67.0,44.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,3.0,26.0,0.0,66.0,15.0,2.0,0.0,0.0,42.0,0.0,0.0,2.0,10.0,3.0,81.0,81.0,1302.0,1.0,10.0,0.0,2.0,4.0,0.0,16.0,65.0,0.0,355.0,68.0,42.0,12.0,14.0,423.0,411.0,8.0,4.0,69.0,354.0,2.0,2.0,0.0,0.0,39.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,55.0,39.0,16.0,0.0,2005,MAY,0.0,20.0,0.0,3.0,0.0,421.0,83.0,44.0,0.0,0.0,44.0,22.0,17.0,504.0,492.0,8.0,4.0,85.0,419.0,57.0,41.0,0.0,0.0,41.0,16.0,0.0,0.0,16.0,0.0,2.0,2005-05-01
Contra Costa,0.0,432.0,1845.0,2277.0,1891.0,1216.0,0.0,0.0,3.0,599.0,0.0,0.0,0.0,73.0,386.0,67.0,4835.0,617.0,305.0,0.0,3.0,899.0,0.0,9.0,308.0,57.0,252.0,5452.0,5421.0,29038.0,17.0,84.0,30.0,31.0,0.0,1.0,781.0,4671.0,19.0,5421.0,1421.0,908.0,50.0,463.0,6842.0,6755.0,65.0,22.0,1334.0,5508.0,369.0,366.0,1.0,2.0,328.0,3.0,1.0,369.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,348.0,332.0,16.0,0.0,2005,MAY,0.0,602.0,0.0,73.0,86.0,10256.0,2038.0,1204.0,0.0,12.0,1216.0,107.0,715.0,12294.0,12176.0,95.0,23.0,2115.0,10179.0,717.0,694.0,4.0,3.0,701.0,16.0,0.0,0.0,16.0,0.0,2.0,2005-05-01
Del Norte,0.0,33.0,134.0,167.0,123.0,93.0,0.0,0.0,3.0,21.0,0.0,3.0,2.0,4.0,44.0,0.0,508.0,91.0,15.0,0.0,0.0,78.0,0.0,0.0,15.0,48.0,28.0,599.0,598.0,3987.0,0.0,2.0,0.0,0.0,3.0,1.0,103.0,496.0,0.0,998.0,216.0,78.0,53.0,85.0,1214.0,1210.0,2.0,2.0,200.0,1014.0,32.0,29.0,0.0,0.0,68.0,0.0,0.0,29.0,3.0,0.0,0.0,14.0,0.0,0.0,3.0,2.0,82.0,68.0,14.0,7.0,2005,MAY,0.0,24.0,3.0,6.0,0.0,1506.0,307.0,93.0,0.0,0.0,93.0,101.0,113.0,1813.0,1808.0,2.0,3.0,303.0,1510.0,114.0,97.0,0.0,0.0,97.0,17.0,0.0,0.0,17.0,9.0,2.0,2005-05-01
El Dorado,-2.0,199.0,326.0,525.0,327.0,163.0,12.0,37.0,32.0,92.0,5.0,9.0,14.0,26.0,198.0,0.0,519.0,143.0,31.0,0.0,0.0,126.0,4.0,2.0,31.0,57.0,55.0,662.0,614.0,4306.0,0.0,20.0,44.0,4.0,9.0,4.0,138.0,524.0,0.0,1098.0,304.0,132.0,71.0,101.0,1402.0,1340.0,53.0,9.0,281.0,1121.0,21.0,21.0,0.0,0.0,80.0,0.0,0.0,21.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,106.0,80.0,26.0,4.0,2005,MAY,49.0,124.0,14.0,40.0,0.0,1617.0,447.0,157.0,4.0,2.0,163.0,128.0,156.0,2064.0,1954.0,97.0,13.0,419.0,1645.0,127.0,101.0,0.0,0.0,101.0,26.0,0.0,0.0,26.0,6.0,2.0,2005-05-01
