county,apps_for_fs_pending_prev_mo,apps_for_fs_reported_pending_end_prev_mo,apps_for_fs_adjustment,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_reported_pending_prev_mo,cert_case_mvmt_nacf_cases_reported_pending_prev_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_pacf_intercounty_trans,cert_case_mvmt_nacf_intercounty_trans,cert_case_mvmt_pacf_elig_reinstated_bene_prorated,cert_case_mvmt_nacf_elig_reinstated_bene_prorated,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_nacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_nacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_nacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,cert_case_mvmt_tot_cases_reported_pending_prev_mo,cert_case_mvmt_tot_intercounty_trans,cert_case_mvmt_tot_elig_reinstated_bene_prorated,quarter,fulldate
California,83391.0,93949.0,-10558.0,186414.0,269805.0,160196.0,98635.0,387.0,2953.0,2066.0,49755.0,184.0,2827.0,914.0,8826.0,109609.0,328098.0,1433735.0,330659.0,1423151.0,-2561.0,10584.0,14839.0,162945.0,7783.0,107.0,10.0,88962.0,1247.0,526.0,7900.0,90735.0,379.0,266.0,935.0,1540.0,1173.0,10468.0,4452.0,59936.0,342937.0,1596680.0,338465.0,1569288.0,4193918.0,2362.0,27990.0,4353.0,19449.0,10268.0,568.0,119.0,7943.0,10619.0,150221.0,332318.0,1446459.0,30009.0,107171.0,28965.0,352.0,3.0,99789.0,1236.0,322.0,29320.0,101347.0,676.0,12.0,1.0,5687.0,118.0,19.0,689.0,5824.0,93.0,598.0,2013,JAN,3340.0,51821.0,3011.0,9740.0,8023.0,1761833.0,177784.0,96745.0,1354.0,536.0,98635.0,645.0,64388.0,1939617.0,1907753.0,23802.0,8062.0,160840.0,1778777.0,137180.0,128754.0,1588.0,325.0,130667.0,6363.0,130.0,20.0,6513.0,691.0,1753810.0,2475.0,11641.0,1.0,2013-01-01
Alameda,2747.0,3000.0,-253.0,4691.0,7438.0,3870.0,2422.0,23.0,219.0,4.0,1301.0,1.0,241.0,0.0,143.0,3568.0,10565.0,52285.0,10750.0,51214.0,-185.0,1071.0,440.0,5330.0,234.0,6.0,1.0,2119.0,42.0,20.0,241.0,2181.0,8.0,10.0,14.0,40.0,8.0,437.0,169.0,2662.0,11005.0,57615.0,10696.0,56090.0,135838.0,123.0,1632.0,304.0,1086.0,584.0,0.0,5.0,439.0,225.0,5503.0,10780.0,52112.0,889.0,3273.0,855.0,25.0,0.0,3063.0,61.0,14.0,880.0,3138.0,9.0,0.0,0.0,129.0,5.0,1.0,9.0,135.0,0.0,0.0,2013,JAN,242.0,1305.0,242.0,143.0,886.0,62850.0,5770.0,2353.0,48.0,21.0,2422.0,18.0,2831.0,68620.0,66786.0,1390.0,444.0,5728.0,62892.0,4162.0,3918.0,86.0,14.0,4018.0,138.0,5.0,1.0,144.0,0.0,61964.0,54.0,445.0,1.0,2013-01-01
Alpine,1.0,1.0,0.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,74.0,4.0,74.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,79.0,4.0,79.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,74.0,1.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,JAN,0.0,0.0,0.0,0.0,0.0,78.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,83.0,83.0,0.0,0.0,5.0,78.0,7.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,1.0,2013-01-01
Amador,60.0,60.0,0.0,187.0,247.0,190.0,105.0,0.0,9.0,0.0,59.0,0.0,5.0,0.0,26.0,57.0,193.0,1388.0,193.0,1388.0,0.0,0.0,8.0,161.0,5.0,0.0,0.0,100.0,0.0,0.0,5.0,100.0,2.0,-2.0,1.0,1.0,0.0,20.0,0.0,42.0,201.0,1549.0,201.0,1544.0,3360.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,6.0,153.0,195.0,1396.0,31.0,148.0,31.0,0.0,0.0,142.0,0.0,0.0,31.0,142.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,2013,JAN,9.0,59.0,5.0,26.0,0.0,1581.0,169.0,105.0,0.0,0.0,105.0,0.0,42.0,1750.0,1745.0,4.0,1.0,159.0,1591.0,179.0,173.0,0.0,0.0,173.0,6.0,0.0,0.0,6.0,6.0,1581.0,2.0,20.0,1.0,2013-01-01
Butte,511.0,514.0,-3.0,1590.0,2101.0,1402.0,804.0,12.0,37.0,0.0,486.0,0.0,13.0,0.0,112.0,699.0,1965.0,11086.0,1964.0,11086.0,1.0,0.0,120.0,1362.0,50.0,0.0,0.0,751.0,3.0,0.0,50.0,754.0,-15.0,15.0,5.0,14.0,0.0,174.0,80.0,405.0,2085.0,12448.0,2073.0,12394.0,30131.0,4.0,54.0,12.0,43.0,12.0,1.0,0.0,11.0,83.0,1080.0,2002.0,11368.0,272.0,1135.0,261.0,5.0,0.0,1076.0,3.0,1.0,266.0,1080.0,6.0,0.0,0.0,55.0,0.0,0.0,6.0,55.0,0.0,0.0,2013,JAN,49.0,486.0,13.0,112.0,1.0,13051.0,1482.0,801.0,3.0,0.0,804.0,0.0,485.0,14533.0,14467.0,55.0,11.0,1163.0,13370.0,1407.0,1337.0,8.0,1.0,1346.0,61.0,0.0,0.0,61.0,0.0,13050.0,19.0,174.0,1.0,2013-01-01
Calaveras,44.0,44.0,0.0,271.0,315.0,254.0,166.0,0.0,5.0,0.0,69.0,0.0,0.0,0.0,19.0,61.0,316.0,2028.0,316.0,2028.0,0.0,0.0,10.0,261.0,9.0,0.0,0.0,157.0,0.0,0.0,9.0,157.0,-4.0,4.0,0.0,4.0,0.0,32.0,5.0,64.0,326.0,2289.0,326.0,2284.0,5071.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,170.0,323.0,2119.0,48.0,225.0,48.0,0.0,0.0,220.0,0.0,0.0,48.0,220.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2013,JAN,5.0,69.0,0.0,19.0,0.0,2344.0,271.0,166.0,0.0,0.0,166.0,0.0,69.0,2615.0,2610.0,4.0,1.0,173.0,2442.0,273.0,268.0,0.0,0.0,268.0,5.0,0.0,0.0,5.0,0.0,2344.0,4.0,32.0,1.0,2013-01-01
Colusa,54.0,54.0,0.0,121.0,175.0,135.0,76.0,0.0,5.0,0.0,56.0,0.0,1.0,0.0,3.0,40.0,103.0,522.0,103.0,522.0,0.0,0.0,14.0,112.0,4.0,0.0,0.0,70.0,2.0,0.0,4.0,72.0,8.0,11.0,0.0,1.0,0.0,4.0,2.0,24.0,117.0,634.0,115.0,630.0,1852.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,18.0,71.0,99.0,563.0,6.0,92.0,6.0,0.0,0.0,88.0,2.0,0.0,6.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2013,JAN,5.0,56.0,1.0,3.0,0.0,625.0,126.0,74.0,2.0,0.0,76.0,19.0,26.0,751.0,745.0,6.0,0.0,89.0,662.0,98.0,94.0,2.0,0.0,96.0,2.0,0.0,0.0,2.0,0.0,625.0,1.0,4.0,1.0,2013-01-01
Contra Costa,1572.0,1695.0,-123.0,3559.0,5131.0,2928.0,1513.0,18.0,63.0,2.0,1166.0,0.0,65.0,0.0,247.0,2203.0,5634.0,24143.0,5670.0,23954.0,-36.0,189.0,218.0,3259.0,130.0,1.0,0.0,1364.0,16.0,2.0,131.0,1382.0,-4.0,4.0,19.0,54.0,0.0,57.0,72.0,1762.0,5852.0,27402.0,5796.0,27066.0,69203.0,38.0,361.0,56.0,269.0,96.0,0.0,0.0,67.0,72.0,3405.0,5780.0,23997.0,495.0,1202.0,489.0,5.0,0.0,1164.0,18.0,1.0,494.0,1183.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,19.0,0.0,0.0,2013,JAN,81.0,1168.0,65.0,247.0,153.0,29777.0,3477.0,1494.0,17.0,2.0,1513.0,0.0,1834.0,33254.0,32862.0,325.0,67.0,3477.0,29777.0,1697.0,1653.0,23.0,1.0,1677.0,20.0,0.0,0.0,20.0,0.0,29624.0,73.0,57.0,1.0,2013-01-01
Del Norte,30.0,28.0,2.0,230.0,260.0,203.0,131.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,8.0,57.0,433.0,1912.0,433.0,1912.0,0.0,0.0,25.0,230.0,6.0,1.0,0.0,124.0,0.0,0.0,7.0,124.0,2.0,-2.0,1.0,2.0,0.0,18.0,15.0,88.0,458.0,2142.0,457.0,2132.0,5272.0,0.0,5.0,1.0,4.0,6.0,0.0,0.0,6.0,16.0,191.0,442.0,1951.0,83.0,192.0,81.0,0.0,0.0,187.0,0.0,1.0,81.0,188.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,2013,JAN,0.0,64.0,0.0,8.0,0.0,2345.0,255.0,130.0,1.0,0.0,131.0,0.0,103.0,2600.0,2589.0,5.0,6.0,207.0,2393.0,275.0,268.0,0.0,1.0,269.0,6.0,0.0,0.0,6.0,0.0,2345.0,3.0,18.0,1.0,2013-01-01
El Dorado,279.0,279.0,0.0,912.0,1191.0,850.0,487.0,3.0,7.0,0.0,263.0,0.0,4.0,0.0,100.0,341.0,655.0,5092.0,655.0,5094.0,0.0,-2.0,13.0,766.0,20.0,0.0,0.0,463.0,2.0,2.0,20.0,467.0,-19.0,19.0,2.0,12.0,0.0,89.0,10.0,179.0,668.0,5858.0,664.0,5816.0,12147.0,1.0,34.0,4.0,28.0,15.0,3.0,0.0,14.0,22.0,638.0,646.0,5220.0,72.0,554.0,68.0,1.0,0.0,538.0,2.0,1.0,69.0,541.0,3.0,0.0,0.0,13.0,0.0,0.0,3.0,13.0,0.0,0.0,2013,JAN,10.0,263.0,4.0,100.0,-2.0,5747.0,779.0,483.0,2.0,2.0,487.0,0.0,189.0,6526.0,6480.0,32.0,14.0,660.0,5866.0,626.0,606.0,3.0,1.0,610.0,16.0,0.0,0.0,16.0,0.0,5749.0,14.0,89.0,1.0,2013-01-01
