county,apps_for_fs_pending_prev_mo,apps_for_fs_reported_pending_end_prev_mo,apps_for_fs_adjustment,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_reported_pending_prev_mo,cert_case_mvmt_nacf_cases_reported_pending_prev_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_pacf_intercounty_trans,cert_case_mvmt_nacf_intercounty_trans,cert_case_mvmt_pacf_elig_reinstated_bene_prorated,cert_case_mvmt_nacf_elig_reinstated_bene_prorated,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_nacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_nacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_nacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,cert_case_mvmt_tot_cases_reported_pending_prev_mo,cert_case_mvmt_tot_intercounty_trans,cert_case_mvmt_tot_elig_reinstated_bene_prorated,quarter,fulldate
California,79579.0,89868.0,-10289.0,160454.0,240033.0,147952.0,88831.0,279.0,2236.0,2554.0,48006.0,121.0,2131.0,987.0,7574.0,92081.0,330819.0,1472571.0,334576.0,1464300.0,-3757.0,8271.0,10028.0,150811.0,6441.0,127.0,14.0,80578.0,1082.0,589.0,6582.0,82249.0,-2651.0,2990.0,876.0,1684.0,1228.0,8972.0,3993.0,54916.0,340847.0,1623382.0,336539.0,1595911.0,4218658.0,2353.0,27661.0,4180.0,19305.0,10548.0,519.0,128.0,8166.0,9462.0,158894.0,331385.0,1464488.0,31914.0,109622.0,30784.0,366.0,10.0,100934.0,1191.0,312.0,31160.0,102437.0,746.0,6.0,2.0,7046.0,121.0,18.0,754.0,7185.0,147.0,927.0,2013,MAY,2515.0,50560.0,2252.0,8561.0,4514.0,1803390.0,160839.0,87019.0,1209.0,603.0,88831.0,339.0,58909.0,1964229.0,1932450.0,23485.0,8294.0,168356.0,1795873.0,141536.0,131718.0,1557.0,322.0,133597.0,7792.0,127.0,20.0,7939.0,1074.0,1798876.0,2560.0,10200.0,2.0,2013-05-01
Alameda,2884.0,3278.0,-394.0,3999.0,6883.0,3818.0,2359.0,20.0,202.0,0.0,1322.0,0.0,214.0,0.0,137.0,3065.0,10344.0,52712.0,10561.0,51808.0,-217.0,904.0,369.0,4868.0,206.0,6.0,0.0,2060.0,56.0,31.0,212.0,2147.0,3.0,6.0,12.0,55.0,4.0,320.0,138.0,2340.0,10713.0,57580.0,10445.0,55987.0,135057.0,112.0,1645.0,265.0,1147.0,602.0,0.0,3.0,446.0,182.0,5611.0,10531.0,51969.0,887.0,3275.0,849.0,23.0,1.0,3029.0,58.0,12.0,873.0,3099.0,14.0,0.0,0.0,165.0,8.0,3.0,14.0,176.0,0.0,0.0,2013,MAY,222.0,1322.0,214.0,137.0,687.0,63056.0,5237.0,2266.0,62.0,31.0,2359.0,9.0,2478.0,68293.0,66432.0,1412.0,449.0,5793.0,62500.0,4162.0,3878.0,81.0,13.0,3972.0,179.0,8.0,3.0,190.0,0.0,62369.0,67.0,324.0,2.0,2013-05-01
Alpine,0.0,0.0,0.0,8.0,8.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,78.0,3.0,78.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,86.0,3.0,86.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,80.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,MAY,0.0,1.0,0.0,0.0,0.0,81.0,8.0,7.0,0.0,0.0,7.0,0.0,1.0,89.0,89.0,0.0,0.0,6.0,83.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,2.0,2013-05-01
Amador,55.0,55.0,0.0,157.0,212.0,164.0,98.0,0.0,5.0,0.0,50.0,0.0,4.0,0.0,16.0,48.0,184.0,1391.0,184.0,1391.0,0.0,0.0,-8.0,181.0,4.0,0.0,0.0,93.0,0.0,1.0,4.0,94.0,-14.0,14.0,0.0,3.0,0.0,25.0,2.0,45.0,176.0,1572.0,176.0,1567.0,3334.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,162.0,174.0,1410.0,37.0,140.0,37.0,0.0,0.0,135.0,0.0,0.0,37.0,135.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2013,MAY,5.0,50.0,4.0,16.0,0.0,1575.0,173.0,97.0,0.0,1.0,98.0,0.0,47.0,1748.0,1743.0,4.0,1.0,164.0,1584.0,177.0,172.0,0.0,0.0,172.0,5.0,0.0,0.0,5.0,0.0,1575.0,3.0,25.0,2.0,2013-05-01
Butte,570.0,573.0,-3.0,1433.0,2003.0,1402.0,823.0,11.0,25.0,0.0,469.0,0.0,7.0,0.0,110.0,601.0,2032.0,11385.0,2032.0,11381.0,0.0,4.0,75.0,1350.0,37.0,0.0,0.0,781.0,2.0,3.0,37.0,786.0,-14.0,14.0,5.0,28.0,1.0,137.0,46.0,385.0,2107.0,12735.0,2096.0,12679.0,30305.0,3.0,53.0,11.0,41.0,16.0,0.0,0.0,15.0,63.0,1192.0,2044.0,11543.0,256.0,1244.0,252.0,2.0,0.0,1173.0,5.0,1.0,254.0,1179.0,2.0,0.0,0.0,65.0,0.0,0.0,2.0,65.0,0.0,0.0,2013,MAY,36.0,469.0,7.0,110.0,4.0,13417.0,1425.0,818.0,2.0,3.0,823.0,0.0,431.0,14842.0,14775.0,52.0,15.0,1255.0,13587.0,1500.0,1425.0,7.0,1.0,1433.0,67.0,0.0,0.0,67.0,0.0,13413.0,33.0,138.0,2.0,2013-05-01
Calaveras,49.0,53.0,-4.0,229.0,278.0,216.0,127.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,21.0,62.0,321.0,2084.0,320.0,2083.0,1.0,1.0,-8.0,218.0,4.0,0.0,0.0,123.0,0.0,0.0,4.0,123.0,-18.0,18.0,1.0,11.0,0.0,29.0,5.0,37.0,313.0,2302.0,313.0,2296.0,5064.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,12.0,197.0,301.0,2105.0,42.0,195.0,41.0,0.0,0.0,187.0,1.0,0.0,41.0,188.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,2013,MAY,0.0,68.0,0.0,21.0,2.0,2405.0,210.0,127.0,0.0,0.0,127.0,0.0,42.0,2615.0,2609.0,5.0,1.0,209.0,2406.0,237.0,228.0,1.0,0.0,229.0,8.0,0.0,0.0,8.0,0.0,2403.0,12.0,29.0,2.0,2013-05-01
Colusa,29.0,29.0,0.0,82.0,111.0,80.0,42.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,5.0,31.0,113.0,560.0,113.0,560.0,0.0,0.0,5.0,67.0,1.0,0.0,0.0,41.0,0.0,0.0,1.0,41.0,3.0,6.0,1.0,0.0,0.0,4.0,0.0,16.0,118.0,627.0,117.0,619.0,1833.0,0.0,8.0,1.0,6.0,3.0,0.0,0.0,2.0,8.0,88.0,110.0,539.0,17.0,59.0,17.0,0.0,0.0,55.0,0.0,0.0,17.0,55.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2013,MAY,0.0,33.0,0.0,5.0,0.0,673.0,72.0,42.0,0.0,0.0,42.0,9.0,16.0,745.0,736.0,7.0,2.0,96.0,649.0,76.0,72.0,0.0,0.0,72.0,4.0,0.0,0.0,4.0,0.0,673.0,1.0,4.0,2.0,2013-05-01
Contra Costa,1798.0,1889.0,-91.0,2906.0,4704.0,2807.0,1403.0,16.0,46.0,0.0,1167.0,0.0,49.0,0.0,237.0,1897.0,5542.0,24332.0,5699.0,23969.0,-157.0,363.0,194.0,3200.0,125.0,1.0,0.0,1256.0,10.0,11.0,126.0,1277.0,-5.0,5.0,8.0,35.0,0.0,58.0,65.0,1825.0,5736.0,27532.0,5673.0,27181.0,68983.0,38.0,355.0,63.0,261.0,131.0,0.0,0.0,90.0,85.0,3321.0,5651.0,24211.0,478.0,1312.0,464.0,3.0,0.0,1263.0,19.0,0.0,467.0,1282.0,11.0,0.0,0.0,30.0,0.0,0.0,11.0,30.0,0.0,0.0,2013,MAY,62.0,1167.0,49.0,237.0,206.0,29874.0,3394.0,1381.0,11.0,11.0,1403.0,0.0,1890.0,33268.0,32854.0,324.0,90.0,3406.0,29862.0,1790.0,1727.0,22.0,0.0,1749.0,41.0,0.0,0.0,41.0,0.0,29668.0,43.0,58.0,2.0,2013-05-01
Del Norte,57.0,58.0,-1.0,216.0,273.0,231.0,128.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,12.0,42.0,428.0,1922.0,428.0,1922.0,0.0,0.0,15.0,233.0,11.0,0.0,0.0,115.0,0.0,2.0,11.0,117.0,-11.0,11.0,0.0,4.0,0.0,18.0,15.0,83.0,443.0,2155.0,443.0,2146.0,5224.0,0.0,3.0,0.0,3.0,7.0,0.0,0.0,6.0,15.0,215.0,428.0,1940.0,74.0,212.0,72.0,0.0,0.0,202.0,0.0,1.0,72.0,203.0,2.0,0.0,0.0,9.0,0.0,0.0,2.0,9.0,0.0,0.0,2013,MAY,0.0,91.0,0.0,12.0,0.0,2350.0,248.0,126.0,0.0,2.0,128.0,0.0,98.0,2598.0,2589.0,3.0,6.0,230.0,2368.0,286.0,274.0,0.0,1.0,275.0,11.0,0.0,0.0,11.0,0.0,2350.0,4.0,18.0,2.0,2013-05-01
El Dorado,287.0,293.0,-6.0,800.0,1087.0,770.0,422.0,3.0,1.0,0.0,275.0,0.0,0.0,0.0,73.0,317.0,617.0,5304.0,617.0,5304.0,0.0,0.0,10.0,677.0,22.0,0.0,0.0,398.0,1.0,1.0,22.0,400.0,-25.0,25.0,1.0,9.0,2.0,71.0,10.0,172.0,627.0,5981.0,626.0,5945.0,12100.0,1.0,22.0,1.0,21.0,18.0,1.0,0.0,15.0,12.0,698.0,615.0,5283.0,120.0,496.0,118.0,1.0,0.0,476.0,1.0,1.0,119.0,478.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,18.0,0.0,0.0,2013,MAY,4.0,275.0,0.0,73.0,0.0,5921.0,687.0,420.0,1.0,1.0,422.0,0.0,182.0,6608.0,6571.0,22.0,15.0,710.0,5898.0,616.0,594.0,2.0,1.0,597.0,19.0,0.0,0.0,19.0,0.0,5921.0,10.0,73.0,2.0,2013-05-01
