county,apps_for_fs_adjustment,apps_for_fs_pending_prev_mo,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_recerts_disp_of,recerts_nacf_tot_cont_elig,recerts_nacf_tot_inelig,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,quarter,fulldate
California,-1370.0,73030.0,149254.0,222284.0,141831.0,84807.0,1290.0,7545.0,5230.0,43134.0,134.0,8370.0,1251.0,7409.0,80453.0,-839.0,307946.0,17910.0,10352.0,195.0,13.0,72568.0,1112.0,567.0,10560.0,1560.0,5790.0,325856.0,320156.0,2947942.0,1478.0,23136.0,5631.0,7144.0,424.0,69.0,11223.0,314633.0,7569.0,839999.0,118066.0,74247.0,10849.0,32970.0,958065.0,937125.0,15114.0,5826.0,102900.0,855165.0,19589.0,18797.0,301.0,3.0,44943.0,735.0,215.0,19101.0,482.0,4.0,2.0,2682.0,66.0,12.0,488.0,25.0,48653.0,45893.0,2760.0,38.0,2009,AUG,8835.0,48364.0,8504.0,8660.0,6730.0,1147945.0,135976.0,82920.0,1307.0,580.0,84807.0,12409.0,38760.0,1283921.0,1257281.0,20745.0,5895.0,114123.0,1169798.0,68242.0,63740.0,1036.0,218.0,64994.0,3164.0,70.0,14.0,3248.0,63.0,3.0,2009-08-01
Alameda,0.0,4556.0,4259.0,8815.0,4150.0,2479.0,146.0,727.0,38.0,1305.0,26.0,818.0,19.0,309.0,4665.0,-816.0,11679.0,938.0,281.0,13.0,0.0,2122.0,42.0,21.0,294.0,509.0,135.0,12617.0,12276.0,99957.0,87.0,1109.0,338.0,390.0,0.0,3.0,202.0,12415.0,-236.0,31790.0,4032.0,2185.0,569.0,1278.0,35822.0,34921.0,603.0,298.0,3673.0,32149.0,813.0,776.0,25.0,0.0,1460.0,22.0,6.0,801.0,12.0,0.0,0.0,121.0,3.0,1.0,12.0,1.0,1613.0,1488.0,125.0,7.0,2009,AUG,873.0,1343.0,844.0,328.0,-1052.0,43469.0,4970.0,2403.0,55.0,21.0,2479.0,1078.0,1413.0,48439.0,47197.0,941.0,301.0,3875.0,44564.0,2426.0,2236.0,47.0,6.0,2289.0,133.0,3.0,1.0,137.0,8.0,3.0,2009-08-01
Alpine,0.0,0.0,8.0,8.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,42.0,10.0,6.0,1.0,3.0,52.0,52.0,0.0,0.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,AUG,0.0,2.0,0.0,0.0,0.0,46.0,10.0,6.0,0.0,0.0,6.0,1.0,3.0,56.0,56.0,0.0,0.0,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009-08-01
Amador,0.0,147.0,149.0,296.0,135.0,81.0,4.0,12.0,1.0,38.0,0.0,19.0,0.0,15.0,161.0,0.0,274.0,33.0,11.0,0.0,0.0,70.0,0.0,0.0,11.0,21.0,1.0,307.0,307.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,277.0,0.0,639.0,137.0,70.0,33.0,34.0,776.0,776.0,0.0,0.0,133.0,643.0,10.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,2009,AUG,16.0,39.0,19.0,15.0,0.0,913.0,170.0,81.0,0.0,0.0,81.0,54.0,35.0,1083.0,1083.0,0.0,0.0,163.0,920.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,2009-08-01
Butte,0.0,2960.0,1260.0,4220.0,1210.0,640.0,13.0,76.0,64.0,371.0,5.0,69.0,26.0,109.0,3010.0,0.0,1788.0,147.0,39.0,0.0,0.0,600.0,1.0,0.0,39.0,92.0,16.0,1935.0,1935.0,23212.0,0.0,29.0,0.0,0.0,12.0,0.0,184.0,1751.0,0.0,11522.0,970.0,601.0,111.0,258.0,12492.0,12451.0,29.0,12.0,754.0,11738.0,107.0,107.0,0.0,0.0,222.0,5.0,2.0,107.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,239.0,229.0,10.0,6.0,2009,AUG,89.0,435.0,74.0,135.0,0.0,13310.0,1117.0,639.0,1.0,0.0,640.0,203.0,274.0,14427.0,14386.0,29.0,12.0,938.0,13489.0,346.0,329.0,5.0,2.0,336.0,10.0,0.0,0.0,10.0,10.0,3.0,2009-08-01
Calaveras,0.0,208.0,197.0,405.0,199.0,131.0,1.0,12.0,5.0,42.0,0.0,2.0,3.0,18.0,206.0,0.0,286.0,63.0,13.0,0.0,0.0,118.0,0.0,0.0,13.0,45.0,5.0,349.0,349.0,3372.0,0.0,6.0,0.0,0.0,0.0,0.0,38.0,311.0,0.0,1101.0,228.0,118.0,67.0,43.0,1329.0,1323.0,6.0,0.0,151.0,1178.0,17.0,17.0,0.0,0.0,59.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,60.0,59.0,1.0,2.0,2009,AUG,13.0,47.0,2.0,21.0,0.0,1387.0,291.0,131.0,0.0,0.0,131.0,112.0,48.0,1678.0,1672.0,6.0,0.0,189.0,1489.0,77.0,76.0,0.0,0.0,76.0,1.0,0.0,0.0,1.0,4.0,3.0,2009-08-01
Colusa,0.0,60.0,76.0,136.0,91.0,40.0,0.0,7.0,5.0,36.0,0.0,13.0,4.0,6.0,45.0,0.0,63.0,14.0,8.0,0.0,0.0,32.0,0.0,0.0,8.0,5.0,1.0,77.0,77.0,1558.0,0.0,10.0,0.0,1.0,0.0,0.0,13.0,64.0,0.0,441.0,73.0,32.0,25.0,16.0,514.0,503.0,10.0,1.0,56.0,458.0,3.0,3.0,0.0,0.0,14.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,2009,AUG,7.0,41.0,13.0,10.0,0.0,504.0,87.0,40.0,0.0,0.0,40.0,30.0,17.0,591.0,580.0,10.0,1.0,69.0,522.0,19.0,17.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,2009-08-01
Contra Costa,441.0,2999.0,2703.0,5702.0,2947.0,1420.0,79.0,468.0,80.0,1166.0,26.0,543.0,25.0,256.0,2755.0,-64.0,6075.0,170.0,237.0,2.0,0.0,1165.0,13.0,3.0,239.0,-131.0,62.0,6245.0,6178.0,50059.0,13.0,288.0,67.0,76.0,0.0,0.0,107.0,6138.0,131.0,14550.0,1944.0,1181.0,131.0,632.0,16494.0,16270.0,169.0,55.0,1966.0,14528.0,383.0,377.0,2.0,0.0,677.0,5.0,2.0,379.0,4.0,0.0,0.0,34.0,1.0,0.0,4.0,0.0,719.0,684.0,35.0,0.0,2009,AUG,547.0,1246.0,569.0,281.0,67.0,20625.0,2114.0,1402.0,15.0,3.0,1420.0,0.0,694.0,22739.0,22448.0,236.0,55.0,2073.0,20666.0,1102.0,1054.0,7.0,2.0,1063.0,38.0,1.0,0.0,39.0,0.0,3.0,2009-08-01
Del Norte,0.0,133.0,199.0,332.0,210.0,155.0,2.0,2.0,10.0,39.0,2.0,13.0,2.0,4.0,122.0,0.0,1109.0,73.0,21.0,0.0,0.0,134.0,0.0,0.0,21.0,46.0,6.0,1182.0,1175.0,4871.0,0.0,14.0,7.0,0.0,2.0,0.0,83.0,1099.0,0.0,932.0,294.0,134.0,96.0,64.0,1226.0,1209.0,15.0,2.0,302.0,924.0,31.0,31.0,0.0,0.0,48.0,0.0,0.0,31.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,51.0,48.0,3.0,0.0,2009,AUG,4.0,49.0,15.0,6.0,0.0,2041.0,367.0,155.0,0.0,0.0,155.0,142.0,70.0,2408.0,2384.0,22.0,2.0,385.0,2023.0,82.0,79.0,0.0,0.0,79.0,3.0,0.0,0.0,3.0,2.0,3.0,2009-08-01
El Dorado,-1.0,232.0,611.0,843.0,583.0,302.0,4.0,39.0,26.0,210.0,4.0,16.0,17.0,28.0,260.0,0.0,1310.0,104.0,34.0,0.0,0.0,267.0,0.0,1.0,34.0,64.0,6.0,1414.0,1355.0,7301.0,0.0,11.0,58.0,1.0,8.0,1.0,101.0,1313.0,0.0,1785.0,488.0,268.0,124.0,96.0,2273.0,2157.0,108.0,8.0,500.0,1773.0,17.0,17.0,0.0,0.0,98.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,101.0,98.0,3.0,3.0,2009,AUG,43.0,236.0,20.0,45.0,0.0,3095.0,592.0,301.0,0.0,1.0,302.0,188.0,102.0,3687.0,3512.0,166.0,9.0,601.0,3086.0,118.0,115.0,0.0,0.0,115.0,3.0,0.0,0.0,3.0,4.0,3.0,2009-08-01
Fresno,0.0,1294.0,5230.0,6524.0,5128.0,3790.0,0.0,4.0,1.0,1084.0,0.0,1.0,0.0,253.0,1396.0,-160.0,17586.0,187.0,354.0,1.0,0.0,3400.0,31.0,4.0,355.0,-259.0,91.0,17773.0,17672.0,177318.0,24.0,624.0,101.0,110.0,0.0,0.0,214.0,17559.0,308.0,46034.0,5449.0,3435.0,259.0,1755.0,51483.0,50938.0,457.0,88.0,5576.0,45907.0,1158.0,1145.0,5.0,0.0,2090.0,24.0,5.0,1150.0,8.0,0.0,0.0,162.0,9.0,0.0,8.0,0.0,2290.0,2119.0,171.0,0.0,2009,AUG,4.0,1085.0,1.0,253.0,148.0,63620.0,5636.0,3754.0,32.0,4.0,3790.0,0.0,1846.0,69256.0,68610.0,558.0,88.0,5790.0,63466.0,3448.0,3235.0,29.0,5.0,3269.0,170.0,9.0,0.0,179.0,0.0,3.0,2009-08-01
Glenn,-1.0,61.0,151.0,212.0,143.0,78.0,0.0,1.0,3.0,36.0,1.0,1.0,9.0,17.0,69.0,0.0,400.0,47.0,8.0,0.0,0.0,70.0,0.0,0.0,8.0,37.0,2.0,447.0,229.0,2811.0,0.0,4.0,218.0,0.0,0.0,0.0,40.0,407.0,0.0,704.0,158.0,70.0,59.0,29.0,862.0,860.0,2.0,0.0,176.0,686.0,11.0,11.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,21.0,0.0,0.0,2009,AUG,1.0,39.0,2.0,26.0,0.0,1104.0,205.0,78.0,0.0,0.0,78.0,96.0,31.0,1309.0,1089.0,220.0,0.0,216.0,1093.0,32.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,3.0,2009-08-01
Humboldt,0.0,239.0,965.0,1204.0,973.0,529.0,4.0,59.0,50.0,291.0,25.0,245.0,19.0,84.0,231.0,0.0,1031.0,20.0,9.0,0.0,0.0,520.0,0.0,0.0,9.0,7.0,4.0,1051.0,1051.0,11907.0,0.0,32.0,0.0,6.0,2.0,0.0,118.0,933.0,0.0,4332.0,643.0,520.0,72.0,51.0,4975.0,4960.0,8.0,7.0,698.0,4277.0,48.0,47.0,0.0,0.0,196.0,0.0,0.0,47.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,198.0,196.0,2.0,0.0,2009,AUG,63.0,341.0,270.0,103.0,0.0,5363.0,663.0,529.0,0.0,0.0,529.0,79.0,55.0,6026.0,6011.0,8.0,7.0,816.0,5210.0,246.0,243.0,0.0,0.0,243.0,2.0,0.0,1.0,3.0,0.0,3.0,2009-08-01
Imperial,-7.0,384.0,1203.0,1587.0,1082.0,670.0,19.0,53.0,11.0,322.0,2.0,47.0,19.0,60.0,505.0,0.0,3069.0,273.0,71.0,0.0,0.0,581.0,14.0,4.0,71.0,184.0,18.0,3342.0,3340.0,28908.0,0.0,249.0,2.0,3.0,45.0,0.0,285.0,3057.0,0.0,6728.0,1176.0,599.0,394.0,183.0,7904.0,7634.0,232.0,38.0,981.0,6923.0,112.0,112.0,0.0,0.0,444.0,13.0,0.0,112.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,466.0,457.0,9.0,2.0,2009,AUG,72.0,333.0,49.0,79.0,0.0,9797.0,1449.0,652.0,14.0,4.0,670.0,578.0,201.0,11246.0,10974.0,234.0,38.0,1266.0,9980.0,578.0,556.0,13.0,0.0,569.0,9.0,0.0,0.0,9.0,5.0,3.0,2009-08-01
Inyo,0.0,34.0,80.0,114.0,82.0,59.0,1.0,4.0,4.0,15.0,1.0,1.0,0.0,4.0,32.0,0.0,111.0,13.0,7.0,0.0,0.0,52.0,0.0,0.0,7.0,6.0,0.0,124.0,124.0,1482.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,108.0,0.0,601.0,55.0,52.0,3.0,0.0,656.0,656.0,0.0,0.0,79.0,577.0,5.0,5.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,2009,AUG,5.0,19.0,2.0,4.0,0.0,712.0,68.0,59.0,0.0,0.0,59.0,9.0,0.0,780.0,780.0,0.0,0.0,95.0,685.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,2009-08-01
