county,apps_for_fs_adjustment,apps_for_fs_pending_prev_mo,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_recerts_disp_of,recerts_nacf_tot_cont_elig,recerts_nacf_tot_inelig,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,quarter,fulldate
Colusa,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011,DEC,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.0,2011-12-01
Calaveras,\N,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,\N,15.0,17.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,27.0,29.0,31.0,33.0,35.0,36.0,37.0,38.0,40.0,41.0,42.0,44.0,46.0,\N,16.0,18.0,26.0,28.0,30.0,32.0,34.0,39.0,43.0,45.0,47.0,48.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,66.0,49.0,57.0,65.0,67.0,2011,DEC,13.0,17.0,21.0,25.0,\N,31.0,35.0,41.0,43.0,45.0,51.0,55.0,59.0,63.0,67.0,77.0,85.0,89.0,93.0,97.0,103.0,105.0,107.0,113.0,119.0,121.0,123.0,129.0,133.0,4.0,2011-12-01
California,-8147.0,100835.0,166141.0,266976.0,165348.0,104442.0,371.0,2978.0,4556.0,49178.0,138.0,2094.0,743.0,6429.0,101628.0,248.0,331152.0,13465.0,11072.0,159.0,8.0,91202.0,1410.0,591.0,11239.0,-4549.0,6775.0,344617.0,339957.0,3952139.0,2183.0,27542.0,4571.0,9947.0,214.0,89.0,8736.0,335881.0,19661.0,1295556.0,151925.0,93203.0,5683.0,53039.0,1447481.0,1420612.0,19177.0,7692.0,150369.0,1297112.0,25182.0,23704.0,292.0,4.0,81787.0,1146.0,279.0,24000.0,1170.0,12.0,0.0,3619.0,77.0,15.0,1182.0,0.0,86923.0,83212.0,3711.0,0.0,2011,DEC,3349.0,53734.0,2232.0,7172.0,19909.0,1626708.0,165390.0,102274.0,1569.0,599.0,104442.0,1134.0,59814.0,1792098.0,1760569.0,23748.0,7781.0,159105.0,1632993.0,112105.0,105491.0,1438.0,283.0,107212.0,4789.0,89.0,15.0,4893.0,0.0,4.0,2011-12-01
Alameda,0.0,6378.0,4211.0,10589.0,4107.0,2613.0,17.0,184.0,1.0,1343.0,0.0,183.0,0.0,150.0,6482.0,-422.0,11323.0,447.0,262.0,7.0,1.0,2263.0,50.0,30.0,270.0,10.0,167.0,11770.0,11444.0,130466.0,113.0,1572.0,322.0,651.0,0.0,4.0,134.0,11636.0,1267.0,48398.0,4604.0,2343.0,13.0,2248.0,53002.0,51499.0,1034.0,469.0,5301.0,47701.0,670.0,635.0,24.0,0.0,1995.0,60.0,13.0,659.0,10.0,1.0,0.0,149.0,6.0,3.0,11.0,0.0,2226.0,2068.0,158.0,0.0,2011,DEC,201.0,1344.0,183.0,150.0,845.0,59721.0,5051.0,2525.0,57.0,31.0,2613.0,23.0,2415.0,64772.0,62943.0,1356.0,473.0,5435.0,59337.0,2896.0,2630.0,84.0,13.0,2727.0,159.0,7.0,3.0,169.0,0.0,4.0,2011-12-01
Alpine,0.0,1.0,9.0,10.0,10.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,70.0,6.0,7.0,-1.0,0.0,76.0,76.0,0.0,0.0,4.0,72.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2011,DEC,0.0,2.0,0.0,1.0,2.0,74.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,81.0,81.0,0.0,0.0,4.0,77.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2011-12-01
Amador,0.0,126.0,145.0,271.0,150.0,107.0,1.0,15.0,0.0,32.0,0.0,5.0,0.0,11.0,121.0,0.0,227.0,-1.0,11.0,0.0,0.0,96.0,0.0,0.0,11.0,-13.0,1.0,226.0,226.0,3055.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,217.0,0.0,1282.0,113.0,96.0,13.0,4.0,1395.0,1391.0,4.0,0.0,126.0,1269.0,19.0,17.0,0.0,0.0,127.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,128.0,127.0,1.0,0.0,2011,DEC,16.0,32.0,5.0,11.0,0.0,1509.0,112.0,107.0,0.0,0.0,107.0,0.0,5.0,1621.0,1617.0,4.0,0.0,135.0,1486.0,147.0,144.0,0.0,0.0,144.0,3.0,0.0,0.0,3.0,0.0,4.0,2011-12-01
Butte,3.0,971.0,1325.0,2296.0,1418.0,825.0,15.0,62.0,37.0,471.0,2.0,21.0,3.0,82.0,878.0,120.0,2183.0,5.0,79.0,0.0,0.0,746.0,0.0,0.0,79.0,-83.0,9.0,2188.0,2181.0,28405.0,3.0,49.0,7.0,11.0,0.0,0.0,106.0,2082.0,382.0,10832.0,885.0,746.0,83.0,56.0,11717.0,11663.0,44.0,10.0,1134.0,10583.0,200.0,186.0,2.0,0.0,942.0,3.0,0.0,188.0,12.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,959.0,945.0,14.0,0.0,2011,DEC,77.0,508.0,23.0,85.0,502.0,13015.0,890.0,825.0,0.0,0.0,825.0,0.0,65.0,13905.0,13844.0,51.0,10.0,1240.0,12665.0,1159.0,1128.0,5.0,0.0,1133.0,26.0,0.0,0.0,26.0,0.0,4.0,2011-12-01
Calaveras,-1.0,111.0,196.0,307.0,232.0,156.0,0.0,1.0,3.0,53.0,0.0,2.0,0.0,20.0,75.0,10.0,354.0,7.0,16.0,0.0,0.0,140.0,0.0,0.0,16.0,-9.0,0.0,361.0,360.0,4891.0,1.0,3.0,1.0,0.0,0.0,0.0,18.0,343.0,32.0,1965.0,156.0,140.0,9.0,7.0,2121.0,2118.0,3.0,0.0,166.0,1955.0,18.0,16.0,0.0,0.0,145.0,0.0,0.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,146.0,145.0,1.0,0.0,2011,DEC,1.0,56.0,2.0,20.0,42.0,2319.0,163.0,156.0,0.0,0.0,156.0,0.0,7.0,2482.0,2478.0,4.0,0.0,184.0,2298.0,164.0,161.0,0.0,0.0,161.0,3.0,0.0,0.0,3.0,0.0,4.0,2011-12-01
Colusa,0.0,60.0,128.0,188.0,91.0,49.0,0.0,0.0,8.0,32.0,0.0,0.0,0.0,2.0,97.0,0.0,98.0,24.0,13.0,0.0,0.0,36.0,0.0,0.0,13.0,7.0,4.0,122.0,122.0,1566.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,113.0,0.0,505.0,49.0,36.0,8.0,5.0,554.0,548.0,6.0,0.0,55.0,499.0,10.0,8.0,0.0,0.0,50.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,52.0,50.0,2.0,0.0,2011,DEC,0.0,40.0,0.0,2.0,0.0,603.0,73.0,49.0,0.0,0.0,49.0,15.0,9.0,676.0,670.0,6.0,0.0,64.0,612.0,62.0,58.0,0.0,0.0,58.0,3.0,1.0,0.0,4.0,0.0,4.0,2011-12-01
Contra Costa,-113.0,3119.0,2894.0,6013.0,3031.0,1590.0,4.0,57.0,2.0,1198.0,0.0,65.0,0.0,241.0,2982.0,-200.0,6018.0,255.0,160.0,1.0,0.0,1405.0,21.0,3.0,161.0,0.0,94.0,6273.0,6205.0,67170.0,29.0,407.0,66.0,94.0,0.0,2.0,86.0,6187.0,385.0,22072.0,3204.0,1429.0,0.0,1775.0,25276.0,24914.0,289.0,73.0,3450.0,21826.0,453.0,442.0,4.0,0.0,1079.0,10.0,0.0,446.0,7.0,0.0,0.0,23.0,0.0,0.0,7.0,0.0,1112.0,1089.0,23.0,0.0,2011,DEC,61.0,1200.0,65.0,241.0,185.0,28090.0,3459.0,1565.0,22.0,3.0,1590.0,0.0,1869.0,31549.0,31119.0,355.0,75.0,3536.0,28013.0,1565.0,1521.0,14.0,0.0,1535.0,30.0,0.0,0.0,30.0,0.0,4.0,2011-12-01
