county,apps_for_fs_adjustment,apps_for_fs_pending_prev_mo,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_recerts_disp_of,recerts_nacf_tot_cont_elig,recerts_nacf_tot_inelig,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,quarter,fulldate
California,-8699.0,95580.0,182249.0,277829.0,174917.0,106347.0,726.0,3518.0,5063.0,55182.0,213.0,4640.0,812.0,7513.0,102912.0,-3092.0,333751.0,11384.0,11042.0,199.0,9.0,93199.0,1279.0,619.0,11250.0,-5017.0,5151.0,345135.0,340258.0,3910759.0,2214.0,27419.0,4796.0,10230.0,219.0,81.0,13883.0,331252.0,7682.0,1280579.0,142966.0,95097.0,7603.0,40266.0,1423545.0,1396748.0,18938.0,7859.0,147457.0,1276088.0,24634.0,23025.0,363.0,6.0,77783.0,1000.0,334.0,23394.0,1232.0,7.0,1.0,4156.0,81.0,15.0,1240.0,0.0,83369.0,79117.0,4252.0,0.0,2011,SEP,4244.0,60245.0,4853.0,8325.0,4590.0,1614330.0,154350.0,104241.0,1478.0,628.0,106347.0,2586.0,45417.0,1768680.0,1737006.0,23734.0,7940.0,161340.0,1607340.0,108003.0,100808.0,1363.0,340.0,102511.0,5388.0,88.0,16.0,5492.0,0.0,3.0,2011-09-01
Alameda,0.0,6369.0,5041.0,11410.0,4961.0,3169.0,84.0,412.0,0.0,1614.0,0.0,677.0,0.0,178.0,6449.0,-1125.0,11388.0,1160.0,325.0,9.0,0.0,2761.0,46.0,28.0,334.0,693.0,133.0,12548.0,12182.0,131821.0,121.0,1621.0,360.0,655.0,0.0,6.0,135.0,12413.0,-412.0,47261.0,5339.0,2835.0,670.0,1834.0,52600.0,51098.0,1036.0,466.0,4851.0,47749.0,708.0,681.0,23.0,0.0,2185.0,47.0,14.0,704.0,4.0,0.0,0.0,139.0,4.0,2.0,4.0,0.0,2391.0,2246.0,145.0,0.0,2011,SEP,496.0,1614.0,677.0,178.0,-1537.0,58649.0,6499.0,3086.0,55.0,28.0,3169.0,1363.0,1967.0,65148.0,63280.0,1396.0,472.0,4986.0,60162.0,3099.0,2866.0,70.0,14.0,2950.0,143.0,4.0,2.0,149.0,0.0,3.0,2011-09-01
Alpine,0.0,1.0,8.0,9.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,73.0,6.0,5.0,0.0,1.0,79.0,79.0,0.0,0.0,7.0,72.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2011,SEP,0.0,2.0,0.0,0.0,-1.0,75.0,7.0,6.0,0.0,0.0,6.0,0.0,1.0,82.0,82.0,0.0,0.0,7.0,75.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,2011-09-01
Amador,0.0,190.0,162.0,352.0,188.0,106.0,1.0,19.0,3.0,52.0,0.0,9.0,1.0,26.0,164.0,0.0,110.0,11.0,14.0,0.0,0.0,91.0,1.0,0.0,14.0,-7.0,4.0,121.0,120.0,3002.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0,111.0,0.0,945.0,107.0,92.0,7.0,8.0,1052.0,1049.0,3.0,0.0,98.0,954.0,17.0,16.0,0.0,0.0,96.0,0.0,0.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,98.0,96.0,2.0,0.0,2011,SEP,20.0,55.0,9.0,27.0,0.0,1055.0,118.0,105.0,1.0,0.0,106.0,0.0,12.0,1173.0,1169.0,4.0,0.0,108.0,1065.0,115.0,112.0,0.0,0.0,112.0,3.0,0.0,0.0,3.0,0.0,3.0,2011-09-01
Butte,-17.0,955.0,1415.0,2370.0,1433.0,808.0,13.0,101.0,34.0,484.0,2.0,18.0,3.0,104.0,937.0,89.0,2099.0,7.0,85.0,1.0,0.0,717.0,4.0,1.0,86.0,-87.0,8.0,2106.0,2101.0,28383.0,7.0,50.0,5.0,14.0,0.0,0.0,116.0,1990.0,298.0,10917.0,864.0,722.0,87.0,55.0,11781.0,11714.0,55.0,12.0,1099.0,10682.0,146.0,135.0,0.0,0.0,691.0,0.0,0.0,135.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,702.0,691.0,11.0,0.0,2011,SEP,114.0,518.0,20.0,107.0,387.0,13016.0,871.0,802.0,5.0,1.0,808.0,0.0,63.0,13887.0,13815.0,60.0,12.0,1215.0,12672.0,848.0,826.0,0.0,0.0,826.0,22.0,0.0,0.0,22.0,0.0,3.0,2011-09-01
Calaveras,-1.0,121.0,231.0,352.0,258.0,162.0,0.0,2.0,7.0,63.0,0.0,1.0,0.0,26.0,94.0,17.0,346.0,0.0,14.0,0.0,0.0,148.0,0.0,0.0,14.0,-14.0,0.0,346.0,344.0,4849.0,1.0,4.0,2.0,0.0,0.0,0.0,10.0,336.0,22.0,1946.0,169.0,148.0,14.0,7.0,2115.0,2112.0,3.0,0.0,170.0,1945.0,23.0,23.0,0.0,0.0,135.0,0.0,0.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,137.0,135.0,2.0,0.0,2011,SEP,2.0,70.0,1.0,26.0,39.0,2292.0,169.0,162.0,0.0,0.0,162.0,0.0,7.0,2461.0,2456.0,5.0,0.0,180.0,2281.0,160.0,158.0,0.0,0.0,158.0,2.0,0.0,0.0,2.0,0.0,3.0,2011-09-01
Colusa,0.0,34.0,83.0,117.0,85.0,42.0,0.0,0.0,4.0,34.0,0.0,0.0,1.0,4.0,32.0,0.0,108.0,10.0,3.0,0.0,0.0,39.0,0.0,0.0,3.0,6.0,1.0,118.0,115.0,1721.0,0.0,7.0,3.0,0.0,0.0,0.0,22.0,96.0,0.0,560.0,64.0,39.0,20.0,5.0,624.0,620.0,4.0,0.0,74.0,550.0,7.0,6.0,1.0,0.0,32.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,2011,SEP,0.0,38.0,0.0,5.0,0.0,668.0,74.0,42.0,0.0,0.0,42.0,26.0,6.0,742.0,735.0,7.0,0.0,96.0,646.0,39.0,38.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,3.0,2011-09-01
Contra Costa,-27.0,3113.0,3448.0,6561.0,3249.0,1725.0,28.0,152.0,0.0,1322.0,0.0,498.0,0.0,202.0,3312.0,-143.0,6100.0,174.0,185.0,1.0,0.0,1513.0,17.0,9.0,186.0,-67.0,55.0,6274.0,6195.0,67027.0,36.0,397.0,78.0,104.0,0.0,1.0,85.0,6189.0,185.0,22181.0,3058.0,1539.0,67.0,1452.0,25239.0,24884.0,277.0,78.0,3103.0,22136.0,452.0,438.0,9.0,1.0,1139.0,12.0,2.0,448.0,4.0,0.0,0.0,26.0,0.0,0.0,4.0,0.0,1179.0,1153.0,26.0,0.0,2011,SEP,180.0,1322.0,498.0,202.0,42.0,28281.0,3232.0,1698.0,18.0,9.0,1725.0,0.0,1507.0,31513.0,31079.0,355.0,79.0,3188.0,28325.0,1631.0,1577.0,21.0,3.0,1601.0,30.0,0.0,0.0,30.0,0.0,3.0,2011-09-01
Del Norte,1.0,69.0,240.0,309.0,232.0,153.0,0.0,0.0,5.0,70.0,0.0,0.0,1.0,3.0,77.0,27.0,487.0,-4.0,40.0,0.0,0.0,113.0,0.0,0.0,40.0,-47.0,3.0,483.0,482.0,5268.0,0.0,5.0,1.0,6.0,0.0,0.0,35.0,448.0,35.0,1940.0,174.0,113.0,47.0,14.0,2114.0,2103.0,4.0,7.0,250.0,1864.0,39.0,27.0,0.0,0.0,127.0,0.0,0.0,27.0,12.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,134.0,127.0,7.0,0.0,2011,SEP,0.0,75.0,0.0,4.0,62.0,2427.0,170.0,153.0,0.0,0.0,153.0,0.0,17.0,2597.0,2585.0,5.0,7.0,285.0,2312.0,173.0,154.0,0.0,0.0,154.0,19.0,0.0,0.0,19.0,0.0,3.0,2011-09-01
El Dorado,-2.0,349.0,833.0,1182.0,901.0,511.0,0.0,0.0,18.0,302.0,0.0,0.0,2.0,68.0,281.0,29.0,681.0,-8.0,56.0,0.0,0.0,450.0,2.0,3.0,56.0,-66.0,2.0,673.0,661.0,11366.0,3.0,38.0,12.0,7.0,0.0,0.0,47.0,626.0,84.0,4837.0,550.0,455.0,66.0,29.0,5387.0,5355.0,26.0,6.0,560.0,4827.0,53.0,42.0,0.0,0.0,353.0,0.0,0.0,42.0,11.0,0.0,0.0,3.0,0.0,1.0,11.0,0.0,357.0,353.0,4.0,0.0,2011,SEP,0.0,320.0,0.0,70.0,113.0,5518.0,542.0,506.0,2.0,3.0,511.0,0.0,31.0,6060.0,6016.0,38.0,6.0,607.0,5453.0,410.0,395.0,0.0,0.0,395.0,14.0,0.0,1.0,15.0,0.0,3.0,2011-09-01
