county,apps_for_fs_pending_prev_mo,apps_for_fs_reported_pending_end_prev_mo,apps_for_fs_adjustment,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_reported_pending_prev_mo,cert_case_mvmt_nacf_cases_reported_pending_prev_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_pacf_intercounty_trans,cert_case_mvmt_nacf_intercounty_trans,cert_case_mvmt_pacf_elig_reinstated_bene_prorated,cert_case_mvmt_nacf_elig_reinstated_bene_prorated,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_nacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_nacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_nacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,cert_case_mvmt_tot_cases_reported_pending_prev_mo,cert_case_mvmt_tot_intercounty_trans,cert_case_mvmt_tot_elig_reinstated_bene_prorated,quarter,fulldate
California,83514.0,96121.0,-12607.0,168850.0,252364.0,153688.0,95295.0,701.0,2499.0,2197.0,47944.0,201.0,2923.0,851.0,7401.0,98676.0,323343.0,1640511.0,326694.0,1641389.0,-3351.0,-878.0,20309.0,148375.0,8632.0,162.0,16.0,84754.0,1058.0,673.0,8810.0,86485.0,-433.0,1450.0,1258.0,2274.0,1639.0,5767.0,9035.0,52399.0,343652.0,1788886.0,338590.0,1758094.0,4437546.0,3209.0,29970.0,4896.0,20574.0,13109.0,604.0,166.0,10218.0,15555.0,150830.0,328097.0,1638056.0,25945.0,108490.0,24904.0,343.0,14.0,100058.0,1265.0,362.0,25261.0,101685.0,673.0,11.0,0.0,6646.0,120.0,39.0,684.0,6805.0,155.0,1745.0,2014,SEP,3200.0,50141.0,3124.0,8252.0,-4229.0,1963854.0,168684.0,93386.0,1220.0,689.0,95295.0,1017.0,61434.0,2132538.0,2096684.0,25470.0,10384.0,166385.0,1966153.0,134435.0,124962.0,1608.0,376.0,126946.0,7319.0,131.0,39.0,7489.0,1900.0,1968083.0,3532.0,7406.0,3.0,2014-09-01
Alameda,3922.0,4173.0,-251.0,4393.0,8315.0,3909.0,2316.0,19.0,274.0,0.0,1422.0,0.0,358.0,0.0,171.0,4406.0,9297.0,53806.0,9395.0,52741.0,-98.0,1065.0,720.0,4602.0,225.0,9.0,0.0,1988.0,62.0,32.0,234.0,2082.0,13.0,4.0,8.0,42.0,11.0,241.0,454.0,2233.0,10017.0,58408.0,9750.0,56668.0,134250.0,154.0,1693.0,265.0,1212.0,712.0,6.0,2.0,528.0,736.0,5993.0,9281.0,52415.0,516.0,2594.0,493.0,11.0,0.0,2446.0,44.0,12.0,504.0,2502.0,12.0,0.0,0.0,85.0,5.0,2.0,12.0,92.0,0.0,0.0,2014,SEP,293.0,1422.0,358.0,171.0,967.0,63103.0,5322.0,2213.0,71.0,32.0,2316.0,17.0,2687.0,68425.0,66418.0,1477.0,530.0,6729.0,61696.0,3110.0,2939.0,55.0,12.0,3006.0,97.0,5.0,2.0,104.0,0.0,62136.0,50.0,252.0,3.0,2014-09-01
Alpine,2.0,-4.0,6.0,11.0,13.0,12.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,100.0,5.0,100.0,0.0,0.0,-1.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,111.0,4.0,111.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,105.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,SEP,0.0,2.0,0.0,0.0,0.0,105.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,115.0,115.0,0.0,0.0,6.0,109.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,3.0,2014-09-01
Amador,33.0,33.0,0.0,157.0,190.0,145.0,92.0,1.0,4.0,0.0,38.0,0.0,1.0,0.0,15.0,45.0,164.0,1454.0,164.0,1454.0,0.0,0.0,10.0,138.0,4.0,0.0,0.0,88.0,0.0,0.0,4.0,88.0,0.0,0.0,2.0,4.0,0.0,15.0,4.0,31.0,174.0,1592.0,174.0,1589.0,3378.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,146.0,163.0,1446.0,20.0,130.0,20.0,0.0,0.0,122.0,0.0,0.0,20.0,122.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,2014,SEP,5.0,38.0,1.0,15.0,0.0,1618.0,148.0,92.0,0.0,0.0,92.0,0.0,35.0,1766.0,1763.0,3.0,0.0,157.0,1609.0,150.0,142.0,0.0,0.0,142.0,8.0,0.0,0.0,8.0,0.0,1618.0,6.0,15.0,3.0,2014-09-01
Butte,673.0,678.0,-5.0,1366.0,2039.0,1403.0,776.0,14.0,64.0,0.0,519.0,0.0,25.0,0.0,108.0,636.0,1964.0,12673.0,1965.0,12673.0,-1.0,0.0,106.0,1269.0,32.0,0.0,0.0,743.0,1.0,0.0,32.0,744.0,6.0,-6.0,8.0,36.0,3.0,72.0,57.0,423.0,2070.0,13942.0,2062.0,13878.0,31446.0,5.0,49.0,8.0,40.0,30.0,4.0,0.0,24.0,136.0,1289.0,1934.0,12653.0,207.0,1007.0,205.0,1.0,0.0,966.0,2.0,0.0,206.0,968.0,1.0,0.0,0.0,39.0,0.0,0.0,1.0,39.0,0.0,0.0,2014,SEP,78.0,519.0,25.0,108.0,-1.0,14637.0,1375.0,775.0,1.0,0.0,776.0,0.0,480.0,16012.0,15940.0,48.0,24.0,1425.0,14587.0,1214.0,1171.0,3.0,0.0,1174.0,40.0,0.0,0.0,40.0,0.0,14638.0,44.0,75.0,3.0,2014-09-01
Calaveras,55.0,60.0,-5.0,188.0,243.0,195.0,131.0,0.0,1.0,0.0,52.0,0.0,1.0,0.0,12.0,48.0,279.0,2416.0,279.0,2416.0,0.0,0.0,9.0,188.0,6.0,0.0,0.0,124.0,1.0,0.0,6.0,125.0,2.0,-2.0,0.0,18.0,0.0,13.0,1.0,34.0,288.0,2604.0,288.0,2595.0,5422.0,0.0,8.0,0.0,7.0,3.0,0.0,0.0,2.0,16.0,202.0,272.0,2402.0,32.0,202.0,31.0,0.0,0.0,196.0,2.0,0.0,31.0,198.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,2014,SEP,1.0,52.0,1.0,12.0,0.0,2695.0,197.0,130.0,1.0,0.0,131.0,0.0,35.0,2892.0,2883.0,7.0,2.0,218.0,2674.0,234.0,227.0,2.0,0.0,229.0,5.0,0.0,0.0,5.0,0.0,2695.0,18.0,13.0,3.0,2014-09-01
Colusa,79.0,79.0,0.0,61.0,140.0,80.0,32.0,0.0,12.0,0.0,42.0,0.0,6.0,0.0,6.0,60.0,99.0,546.0,99.0,546.0,0.0,0.0,5.0,66.0,1.0,0.0,0.0,31.0,0.0,0.0,1.0,31.0,2.0,1.0,1.0,2.0,0.0,8.0,1.0,24.0,104.0,612.0,102.0,611.0,1682.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,10.0,94.0,94.0,518.0,4.0,43.0,4.0,0.0,0.0,39.0,0.0,0.0,4.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2014,SEP,12.0,42.0,6.0,6.0,0.0,645.0,71.0,32.0,0.0,0.0,32.0,3.0,25.0,716.0,713.0,2.0,1.0,104.0,612.0,47.0,43.0,0.0,0.0,43.0,4.0,0.0,0.0,4.0,0.0,645.0,3.0,8.0,3.0,2014-09-01
Contra Costa,1994.0,2030.0,-36.0,3042.0,5036.0,2882.0,1495.0,20.0,104.0,4.0,1120.0,0.0,132.0,0.0,263.0,2154.0,5032.0,27363.0,5062.0,27091.0,-30.0,272.0,392.0,2776.0,172.0,4.0,0.0,1291.0,21.0,7.0,176.0,1319.0,-3.0,3.0,10.0,38.0,18.0,45.0,191.0,1371.0,5424.0,30139.0,5352.0,29720.0,72854.0,30.0,442.0,70.0,302.0,155.0,0.0,2.0,117.0,290.0,2748.0,5134.0,27391.0,448.0,1440.0,438.0,5.0,0.0,1374.0,23.0,1.0,443.0,1398.0,5.0,0.0,0.0,42.0,0.0,0.0,5.0,42.0,0.0,0.0,2014,SEP,124.0,1124.0,132.0,263.0,242.0,32395.0,3168.0,1463.0,25.0,7.0,1495.0,0.0,1562.0,35563.0,35072.0,372.0,119.0,3038.0,32525.0,1888.0,1812.0,28.0,1.0,1841.0,47.0,0.0,0.0,47.0,0.0,32153.0,48.0,63.0,3.0,2014-09-01
Del Norte,56.0,63.0,-7.0,183.0,239.0,175.0,95.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,5.0,64.0,408.0,1961.0,408.0,1961.0,0.0,0.0,20.0,168.0,5.0,0.0,0.0,90.0,0.0,0.0,5.0,90.0,-7.0,7.0,4.0,6.0,2.0,8.0,16.0,57.0,428.0,2129.0,427.0,2121.0,5251.0,0.0,6.0,1.0,4.0,5.0,3.0,0.0,4.0,29.0,191.0,399.0,1938.0,38.0,164.0,37.0,0.0,0.0,159.0,0.0,0.0,37.0,159.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2014,SEP,0.0,75.0,0.0,5.0,0.0,2369.0,188.0,95.0,0.0,0.0,95.0,0.0,73.0,2557.0,2548.0,5.0,4.0,220.0,2337.0,202.0,196.0,0.0,0.0,196.0,6.0,0.0,0.0,6.0,0.0,2369.0,10.0,10.0,3.0,2014-09-01
El Dorado,187.0,193.0,-6.0,687.0,874.0,679.0,391.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,41.0,195.0,569.0,5895.0,569.0,5895.0,0.0,0.0,31.0,592.0,23.0,0.0,0.0,364.0,2.0,2.0,23.0,368.0,-16.0,16.0,5.0,16.0,1.0,38.0,18.0,154.0,600.0,6487.0,600.0,6451.0,12774.0,0.0,32.0,0.0,27.0,9.0,0.0,0.0,9.0,39.0,605.0,561.0,5882.0,95.0,487.0,93.0,0.0,0.0,475.0,3.0,1.0,93.0,479.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,8.0,0.0,0.0,2014,SEP,0.0,247.0,0.0,41.0,0.0,6464.0,623.0,387.0,2.0,2.0,391.0,0.0,172.0,7087.0,7051.0,27.0,9.0,644.0,6443.0,582.0,568.0,3.0,1.0,572.0,10.0,0.0,0.0,10.0,0.0,6464.0,21.0,39.0,3.0,2014-09-01
