county,apps_for_fs_pending_prev_mo,apps_for_fs_reported_pending_end_prev_mo,apps_for_fs_adjustment,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_reported_pending_prev_mo,cert_case_mvmt_nacf_cases_reported_pending_prev_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_pacf_intercounty_trans,cert_case_mvmt_nacf_intercounty_trans,cert_case_mvmt_pacf_elig_reinstated_bene_prorated,cert_case_mvmt_nacf_elig_reinstated_bene_prorated,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_nacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_nacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_nacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,cert_case_mvmt_tot_cases_reported_pending_prev_mo,cert_case_mvmt_tot_intercounty_trans,cert_case_mvmt_tot_elig_reinstated_bene_prorated,quarter,fulldate
California,80939.0,93637.0,-12698.0,173408.0,254347.0,159137.0,99381.0,313.0,2634.0,2158.0,49039.0,160.0,2886.0,860.0,7699.0,95210.0,322133.0,1627568.0,324641.0,1620265.0,-2508.0,7303.0,17482.0,149858.0,7965.0,157.0,12.0,89482.0,1065.0,700.0,8134.0,91247.0,-1498.0,1808.0,1125.0,2316.0,1518.0,6128.0,8203.0,48359.0,339615.0,1777426.0,334695.0,1746166.0,4422936.0,3294.0,30151.0,4778.0,20869.0,13362.0,613.0,142.0,10391.0,17443.0,138866.0,322172.0,1638560.0,29409.0,120926.0,28245.0,386.0,11.0,112733.0,1343.0,354.0,28642.0,114430.0,651.0,11.0,105.0,6308.0,149.0,39.0,767.0,6496.0,1151.0,6610.0,2014,JUL,2947.0,51197.0,3046.0,8559.0,4795.0,1949701.0,167340.0,97447.0,1222.0,712.0,99381.0,310.0,56562.0,2117041.0,2080861.0,25647.0,10533.0,156309.0,1960732.0,150335.0,140978.0,1729.0,365.0,143072.0,6959.0,160.0,144.0,7263.0,7761.0,1944906.0,3441.0,7646.0,3.0,2014-07-01
Alameda,3689.0,3927.0,-238.0,4561.0,8250.0,4098.0,2480.0,11.0,276.0,0.0,1439.0,0.0,266.0,0.0,179.0,4152.0,9679.0,53957.0,9617.0,51848.0,62.0,2109.0,875.0,5186.0,254.0,18.0,1.0,2117.0,54.0,36.0,273.0,2207.0,4.0,3.0,23.0,44.0,38.0,290.0,537.0,2642.0,10554.0,59143.0,10257.0,57369.0,136654.0,144.0,1751.0,292.0,1228.0,751.0,0.0,5.0,546.0,616.0,5185.0,9938.0,53958.0,896.0,3301.0,864.0,21.0,0.0,3127.0,66.0,11.0,885.0,3204.0,11.0,0.0,0.0,94.0,3.0,0.0,11.0,97.0,0.0,0.0,2014,JUL,287.0,1439.0,266.0,179.0,2171.0,63636.0,6061.0,2371.0,72.0,37.0,2480.0,7.0,3179.0,69697.0,67626.0,1520.0,551.0,5801.0,63896.0,4197.0,3991.0,87.0,11.0,4089.0,105.0,3.0,0.0,108.0,0.0,61465.0,67.0,328.0,3.0,2014-07-01
Alpine,1.0,1.0,0.0,7.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,103.0,5.0,103.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,109.0,5.0,109.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,104.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,JUL,0.0,0.0,0.0,0.0,0.0,108.0,6.0,5.0,0.0,0.0,5.0,0.0,1.0,114.0,114.0,0.0,0.0,5.0,109.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,3.0,2014-07-01
Amador,36.0,45.0,-9.0,155.0,191.0,149.0,78.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,15.0,42.0,163.0,1502.0,163.0,1502.0,0.0,0.0,11.0,125.0,1.0,0.0,0.0,77.0,0.0,0.0,1.0,77.0,5.0,-5.0,1.0,3.0,1.0,15.0,3.0,35.0,174.0,1627.0,174.0,1624.0,3411.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,136.0,165.0,1491.0,17.0,139.0,16.0,0.0,0.0,130.0,0.0,0.0,16.0,130.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,1.0,9.0,2014,JUL,0.0,56.0,0.0,15.0,0.0,1665.0,136.0,78.0,0.0,0.0,78.0,0.0,38.0,1801.0,1798.0,3.0,0.0,145.0,1656.0,156.0,146.0,0.0,0.0,146.0,10.0,0.0,0.0,10.0,10.0,1665.0,4.0,16.0,3.0,2014-07-01
Butte,610.0,619.0,-9.0,1448.0,2058.0,1416.0,814.0,9.0,42.0,0.0,498.0,0.0,21.0,0.0,104.0,642.0,2009.0,12400.0,2009.0,12400.0,0.0,0.0,84.0,1354.0,36.0,1.0,0.0,774.0,2.0,1.0,37.0,777.0,-49.0,49.0,5.0,46.0,7.0,71.0,84.0,411.0,2093.0,13754.0,2083.0,13685.0,31387.0,6.0,55.0,10.0,45.0,30.0,4.0,0.0,24.0,164.0,1223.0,1929.0,12531.0,213.0,1156.0,209.0,1.0,0.0,1115.0,2.0,1.0,210.0,1118.0,3.0,0.0,0.0,37.0,1.0,0.0,3.0,38.0,0.0,0.0,2014,JUL,51.0,498.0,21.0,104.0,0.0,14409.0,1438.0,810.0,3.0,1.0,814.0,0.0,495.0,15847.0,15768.0,55.0,24.0,1387.0,14460.0,1369.0,1324.0,3.0,1.0,1328.0,40.0,1.0,0.0,41.0,0.0,14409.0,51.0,78.0,3.0,2014-07-01
Calaveras,74.0,77.0,-3.0,274.0,348.0,273.0,178.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,18.0,75.0,272.0,2295.0,272.0,2295.0,0.0,0.0,15.0,230.0,8.0,0.0,0.0,167.0,3.0,0.0,8.0,170.0,-1.0,1.0,1.0,10.0,0.0,18.0,7.0,31.0,287.0,2525.0,287.0,2515.0,5311.0,0.0,7.0,0.0,7.0,4.0,0.0,0.0,3.0,14.0,188.0,273.0,2337.0,34.0,222.0,33.0,0.0,0.0,210.0,2.0,1.0,33.0,213.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,2014,JUL,0.0,77.0,0.0,18.0,0.0,2567.0,245.0,175.0,3.0,0.0,178.0,0.0,38.0,2812.0,2802.0,7.0,3.0,202.0,2610.0,256.0,243.0,2.0,1.0,246.0,10.0,0.0,0.0,10.0,0.0,2567.0,11.0,18.0,3.0,2014-07-01
Colusa,74.0,74.0,0.0,77.0,151.0,79.0,33.0,0.0,6.0,0.0,35.0,0.0,4.0,0.0,11.0,72.0,101.0,563.0,101.0,563.0,0.0,0.0,13.0,59.0,3.0,1.0,0.0,29.0,0.0,0.0,4.0,29.0,9.0,5.0,0.0,3.0,0.0,15.0,0.0,7.0,114.0,622.0,113.0,620.0,1745.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,16.0,73.0,98.0,549.0,10.0,52.0,8.0,1.0,0.0,51.0,0.0,0.0,9.0,51.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2014,JUL,6.0,35.0,4.0,11.0,0.0,664.0,72.0,32.0,1.0,0.0,33.0,14.0,7.0,736.0,733.0,2.0,1.0,89.0,647.0,62.0,59.0,1.0,0.0,60.0,2.0,0.0,0.0,2.0,0.0,664.0,3.0,15.0,3.0,2014-07-01
Contra Costa,1795.0,1827.0,-32.0,2971.0,4766.0,2863.0,1438.0,13.0,81.0,0.0,1102.0,0.0,78.0,0.0,323.0,1903.0,5020.0,27456.0,5144.0,27151.0,-124.0,305.0,352.0,2616.0,151.0,1.0,0.0,1271.0,11.0,4.0,152.0,1286.0,2.0,-2.0,10.0,47.0,11.0,36.0,177.0,1249.0,5372.0,30072.0,5299.0,29665.0,72619.0,31.0,416.0,73.0,288.0,159.0,3.0,0.0,119.0,253.0,2482.0,5119.0,27590.0,460.0,1539.0,438.0,5.0,0.0,1470.0,17.0,2.0,443.0,1489.0,17.0,0.0,0.0,48.0,1.0,1.0,17.0,50.0,0.0,0.0,2014,JUL,94.0,1102.0,78.0,323.0,181.0,32476.0,2968.0,1422.0,12.0,4.0,1438.0,0.0,1426.0,35444.0,34964.0,361.0,119.0,2735.0,32709.0,1999.0,1908.0,22.0,2.0,1932.0,65.0,1.0,1.0,67.0,0.0,32295.0,57.0,47.0,3.0,2014-07-01
Del Norte,47.0,53.0,-6.0,212.0,259.0,188.0,111.0,0.0,1.0,0.0,68.0,0.0,0.0,0.0,9.0,71.0,433.0,1925.0,433.0,1925.0,0.0,0.0,5.0,205.0,6.0,0.0,0.0,105.0,0.0,0.0,6.0,105.0,-19.0,19.0,2.0,3.0,3.0,11.0,13.0,67.0,438.0,2130.0,438.0,2123.0,5258.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,3.0,25.0,167.0,413.0,1963.0,45.0,184.0,44.0,0.0,0.0,178.0,0.0,0.0,44.0,178.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,2014,JUL,1.0,68.0,0.0,9.0,0.0,2358.0,210.0,111.0,0.0,0.0,111.0,0.0,80.0,2568.0,2561.0,4.0,3.0,192.0,2376.0,229.0,222.0,0.0,0.0,222.0,7.0,0.0,0.0,7.0,0.0,2358.0,5.0,14.0,3.0,2014-07-01
El Dorado,251.0,274.0,-23.0,721.0,972.0,757.0,410.0,1.0,1.0,0.0,289.0,0.0,0.0,0.0,58.0,215.0,577.0,5788.0,577.0,5788.0,0.0,0.0,47.0,626.0,25.0,0.0,0.0,381.0,2.0,2.0,25.0,385.0,-3.0,3.0,5.0,19.0,4.0,38.0,16.0,181.0,624.0,6414.0,622.0,6383.0,12724.0,0.0,30.0,2.0,22.0,10.0,0.0,0.0,9.0,61.0,636.0,563.0,5778.0,81.0,487.0,75.0,0.0,0.0,470.0,2.0,0.0,75.0,472.0,6.0,0.0,0.0,15.0,0.0,0.0,6.0,15.0,0.0,0.0,2014,JUL,2.0,289.0,0.0,58.0,0.0,6365.0,673.0,406.0,2.0,2.0,410.0,0.0,197.0,7038.0,7005.0,24.0,9.0,697.0,6341.0,568.0,545.0,2.0,0.0,547.0,21.0,0.0,0.0,21.0,0.0,6365.0,24.0,42.0,3.0,2014-07-01
