county,apps_for_fs_adjustment,apps_for_fs_pending_prev_mo,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_recerts_disp_of,recerts_nacf_tot_cont_elig,recerts_nacf_tot_inelig,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,quarter,fulldate
California,5144.0,64943.0,110362.0,175305.0,111660.0,60892.0,1327.0,5461.0,5081.0,31981.0,413.0,6561.0,1774.0,11932.0,63645.0,-2901.0,263792.0,16148.0,8937.0,241.0,6.0,50601.0,737.0,370.0,9184.0,1643.0,5321.0,279940.0,275666.0,2156474.0,863.0,15132.0,4216.0,5033.0,301.0,58.0,13144.0,266796.0,-2707.0,550211.0,83032.0,51708.0,9158.0,22166.0,633243.0,619998.0,9064.0,4181.0,81204.0,552039.0,15146.0,14368.0,198.0,2.0,27408.0,442.0,113.0,14568.0,574.0,4.0,0.0,1424.0,48.0,12.0,578.0,18.0,29447.0,27963.0,1484.0,42.0,2007,NOV,6788.0,37062.0,6974.0,13706.0,-5608.0,814003.0,99180.0,59538.0,978.0,376.0,60892.0,10801.0,27487.0,913183.0,895664.0,13280.0,4239.0,94348.0,818835.0,44593.0,41776.0,640.0,115.0,42531.0,1998.0,52.0,12.0,2062.0,60.0,4.0,2007-11-01
Alameda,0.0,1935.0,3159.0,5094.0,3073.0,1649.0,164.0,441.0,41.0,1186.0,23.0,526.0,22.0,175.0,2021.0,-798.0,11404.0,863.0,369.0,5.0,1.0,1238.0,22.0,14.0,375.0,403.0,85.0,12267.0,12049.0,80356.0,47.0,648.0,213.0,261.0,0.0,5.0,198.0,12069.0,-668.0,22401.0,2616.0,1274.0,654.0,688.0,25017.0,24470.0,348.0,199.0,2518.0,22499.0,748.0,724.0,13.0,1.0,970.0,18.0,6.0,738.0,10.0,0.0,0.0,66.0,0.0,0.0,10.0,0.0,1060.0,994.0,66.0,5.0,2007,NOV,605.0,1227.0,549.0,197.0,-1466.0,33805.0,3479.0,1607.0,27.0,15.0,1649.0,1057.0,773.0,37284.0,36519.0,561.0,204.0,2716.0,34568.0,1808.0,1694.0,31.0,7.0,1732.0,76.0,0.0,0.0,76.0,5.0,4.0,2007-11-01
Alpine,0.0,2.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,28.0,7.0,2.0,0.0,5.0,35.0,35.0,0.0,0.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,NOV,0.0,0.0,0.0,0.0,0.0,31.0,7.0,2.0,0.0,0.0,2.0,0.0,5.0,38.0,38.0,0.0,0.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007-11-01
Amador,0.0,72.0,119.0,191.0,111.0,71.0,0.0,3.0,1.0,25.0,0.0,4.0,1.0,13.0,80.0,0.0,193.0,16.0,1.0,0.0,0.0,70.0,0.0,0.0,1.0,14.0,1.0,209.0,209.0,1337.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,188.0,0.0,393.0,117.0,70.0,19.0,28.0,510.0,510.0,0.0,0.0,105.0,405.0,5.0,5.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,2007,NOV,3.0,26.0,4.0,14.0,0.0,586.0,133.0,71.0,0.0,0.0,71.0,33.0,29.0,719.0,719.0,0.0,0.0,126.0,593.0,17.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,2007-11-01
Butte,0.0,2150.0,999.0,3149.0,935.0,570.0,9.0,53.0,54.0,246.0,7.0,60.0,26.0,39.0,2214.0,0.0,2002.0,187.0,46.0,0.0,0.0,524.0,0.0,0.0,46.0,125.0,16.0,2189.0,2188.0,18649.0,0.0,20.0,1.0,0.0,9.0,0.0,172.0,2017.0,0.0,7663.0,796.0,524.0,93.0,179.0,8459.0,8431.0,19.0,9.0,639.0,7820.0,77.0,76.0,1.0,0.0,140.0,0.0,0.0,77.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,144.0,140.0,4.0,7.0,2007,NOV,62.0,300.0,67.0,65.0,0.0,9665.0,983.0,570.0,0.0,0.0,570.0,218.0,195.0,10648.0,10619.0,20.0,9.0,811.0,9837.0,221.0,216.0,1.0,0.0,217.0,4.0,0.0,0.0,4.0,11.0,4.0,2007-11-01
Calaveras,0.0,120.0,130.0,250.0,111.0,80.0,3.0,0.0,4.0,20.0,0.0,2.0,0.0,7.0,139.0,0.0,219.0,33.0,14.0,0.0,0.0,66.0,0.0,0.0,14.0,16.0,3.0,252.0,252.0,2083.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,227.0,0.0,644.0,120.0,66.0,30.0,24.0,764.0,764.0,0.0,0.0,100.0,664.0,17.0,17.0,0.0,0.0,23.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,26.0,23.0,3.0,0.0,2007,NOV,3.0,24.0,2.0,7.0,0.0,863.0,153.0,80.0,0.0,0.0,80.0,46.0,27.0,1016.0,1016.0,0.0,0.0,125.0,891.0,43.0,40.0,0.0,0.0,40.0,3.0,0.0,0.0,3.0,1.0,4.0,2007-11-01
Colusa,0.0,46.0,118.0,164.0,103.0,53.0,0.0,0.0,7.0,37.0,0.0,1.0,1.0,5.0,61.0,0.0,69.0,21.0,7.0,0.0,0.0,45.0,1.0,0.0,7.0,11.0,3.0,90.0,89.0,1243.0,0.0,9.0,1.0,1.0,2.0,0.0,18.0,72.0,0.0,328.0,77.0,46.0,22.0,9.0,405.0,395.0,8.0,2.0,57.0,348.0,2.0,2.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,2007,NOV,0.0,44.0,1.0,6.0,0.0,397.0,98.0,52.0,1.0,0.0,53.0,33.0,12.0,495.0,484.0,9.0,2.0,75.0,420.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,2007-11-01
Contra Costa,165.0,1622.0,1778.0,3400.0,1843.0,890.0,54.0,203.0,67.0,702.0,26.0,334.0,39.0,145.0,1557.0,-92.0,4818.0,125.0,172.0,1.0,0.0,701.0,13.0,3.0,173.0,-92.0,44.0,4943.0,4900.0,35216.0,9.0,172.0,42.0,55.0,0.0,1.0,71.0,4872.0,124.0,8734.0,1204.0,717.0,92.0,395.0,9938.0,9792.0,99.0,47.0,1339.0,8599.0,269.0,264.0,2.0,1.0,422.0,5.0,0.0,267.0,2.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,450.0,427.0,23.0,0.0,2007,NOV,257.0,769.0,360.0,184.0,32.0,13552.0,1329.0,873.0,14.0,3.0,890.0,0.0,439.0,14881.0,14692.0,141.0,48.0,1410.0,13471.0,719.0,686.0,7.0,1.0,694.0,25.0,0.0,0.0,25.0,0.0,4.0,2007-11-01
Del Norte,0.0,99.0,205.0,304.0,200.0,155.0,0.0,2.0,4.0,33.0,0.0,8.0,2.0,6.0,104.0,0.0,778.0,80.0,25.0,0.0,0.0,130.0,0.0,0.0,25.0,50.0,5.0,858.0,858.0,4187.0,0.0,2.0,0.0,0.0,3.0,0.0,46.0,812.0,0.0,829.0,253.0,130.0,60.0,63.0,1082.0,1077.0,2.0,3.0,241.0,841.0,22.0,22.0,0.0,0.0,35.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,37.0,35.0,2.0,2.0,2007,NOV,2.0,37.0,8.0,8.0,0.0,1607.0,333.0,155.0,0.0,0.0,155.0,110.0,68.0,1940.0,1935.0,2.0,3.0,287.0,1653.0,59.0,57.0,0.0,0.0,57.0,2.0,0.0,0.0,2.0,3.0,4.0,2007-11-01
El Dorado,-3.0,185.0,437.0,622.0,414.0,204.0,2.0,23.0,30.0,126.0,2.0,8.0,16.0,38.0,208.0,0.0,912.0,104.0,31.0,0.0,0.0,173.0,0.0,0.0,31.0,66.0,7.0,1016.0,975.0,4737.0,0.0,6.0,41.0,0.0,4.0,0.0,83.0,933.0,0.0,893.0,338.0,173.0,99.0,66.0,1231.0,1161.0,66.0,4.0,332.0,899.0,15.0,15.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,37.0,35.0,2.0,3.0,2007,NOV,25.0,156.0,10.0,54.0,0.0,1805.0,442.0,204.0,0.0,0.0,204.0,165.0,73.0,2247.0,2136.0,107.0,4.0,415.0,1832.0,52.0,50.0,0.0,0.0,50.0,2.0,0.0,0.0,2.0,4.0,4.0,2007-11-01
