county,qtr_calfresh_hh_ly,qtr_calfresh_hh_prev_qtr,qtr_calfresh_hh_curr_qtr,qtr_calfresh_pers_ly,qtr_calfresh_pers_prev_qtr,qtr_calfresh_pers_curr_qtr,qtr_medical_rcv_calfresh_ly,qtr_medical_rcv_calfresh_prev_qtr,qtr_medical_rcv_calfresh_curr_qtr,qtr_calfresh_rcv_medical_ly,qtr_calfresh_rcv_medical_prev_qtr,qtr_calfresh_rcv_medical_curr_qtr,qtr_pct_calfresh_rcv_medical_ly,qtr_pct_calfresh_rcv_medical_prev_qtr,qtr_pct_calfresh_rcv_medical_curr_qtr,qtr_timeliness_30d_ly,qtr_timeliness_30d_prev_qtr,qtr_timeliness_30d_curr_qtr,qtr_timeliness_exp_ly,qtr_timeliness_exp_prev_qtr,qtr_timeliness_exp_curr_qtr,qtr_active_err_rt_ly,qtr_active_err_rt_prev_qtr,qtr_active_err_rt_curr_qtr,qtr_30d_churn_reapps_ly,qtr_30d_churn_reapps_prev_qtr,qtr_30d_churn_reapps_curr_qtr,qtr_90d_churn_reapps_ly,qtr_90d_churn_reapps_prev_qtr,qtr_90d_churn_reapps_curr_qtr,qtr_30d_churn_recerts_ly,qtr_30d_churn_recerts_prev_qtr,qtr_30d_churn_recerts_curr_qtr,qtr_90d_churn_recerts_ly,qtr_90d_churn_recerts_prev_qtr,qtr_90d_churn_recerts_curr_qtr,ann_hh_2yr_prior,ann_hh_1yr_prior,ann_hh_yr_of_report,ann_pers_2yr_prior,ann_pers_1yr_prior,ann_pers_yr_of_report,ann_elderly_2yr_prior,ann_elderly_1yr_prior,ann_elderly_yr_of_report,ann_children_2yr_prior,ann_children_1yr_prior,ann_children_yr_of_report,ann_child_only_hh_2yr_prior,ann_child_only_hh_1yr_prior,ann_child_only_hh_yr_of_report,ann_child_only_pers_2yr_prior,ann_child_only_pers_1yr_prior,ann_child_only_pers_yr_of_report,ann_esl_2yr_prior,ann_esl_1yr_prior,ann_esl_yr_of_report,ann_tot_pop_2yr_prior,ann_tot_pop_1yr_prior,ann_tot_pop_yr_of_report,ann_elderly_over60_2yr_prior,ann_elderly_over60_1yr_prior,ann_elderly_over60_yr_of_report,ann_children_less18_2yr_prior,ann_children_less18_1yr_prior,ann_children_less18_yr_of_report,ann_tot_pop_greater5_2yr_prior,ann_tot_pop_greater5_1yr_prior,ann_tot_pop_greater5_yr_of_report,ann_tot_esl_greater5_2yr_prior,ann_tot_esl_greater5_1yr_prior,ann_tot_esl_greater5_yr_of_report,ann_medical_2yr_prior,ann_medical_1yr_prior,ann_medical_yr_of_report,ann_ssi_rcpt_2yr_prior,ann_ssi_rcpt_1yr_prior,ann_ssi_rcpt_yr_of_report,ann_unempl_pct_2yr_prior,ann_unempl_pct_1yr_prior,ann_unempl_pct_yr_of_report,ann_calfresh_eligibles_2yr_prior,ann_calfresh_eligibles_1yr_prior,ann_calfresh_eligibles_yr_of_report,ann_eligibles_excl_undocs_ssi_2yr_prior,ann_eligibles_excl_undocs_ssi_1yr_prior,ann_eligibles_excl_undocs_ssi_yr_of_report,year,month,quarter,fulldate,consortium,state_fiscal_year,ann_calfresh_hh_sfy_avg,ann_calfresh_hh_cy_avg,ann_calfresh_persons_sfy_avg,ann_calfresh_persons_cy_avg,ann_elderly,ann_children,ann_child_only_hh,ann_esl,ann_wic_calfresh_reachable,ann_calfresh_in_wic,ann_tot_pop,ann_elderly_over60,ann_children_under18,ann_tot_esl_over5,ann_tot_ssi_recipients,unemployment_pct,ann_calfresh_eligibles,federal_fiscal_year,mth_calfresh_hh,mth_calfresh_persons,mth_medical_enrollment,mth_timeliness_30d_pct,mth_timeliness_exp_pct,mth_negative_error_completed_cases,mth_negative_error_pct,mth_active_error_rate_pct,pri_est_frequency,calfresh_persons_cy_avg,calfresh_eligibles,five_yr_est_range,pri_us_census_est_pct,qtr_medical_rcv_calfresh_pct,qtr_calfresh_persons_rcv_medical,qtr_calfresh_persons_rcv_medical_pct,qtr_timeliness_exp_pct,qtr_30d_churn_reapps_pct,qtr_90d_churn_reapps_pct,qtr_30d_churn_recerts_pct,qtr_90d_churn_recerts_pct
Tehama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,4208.0,9010.0,\N,0.977011494253,0.974576271186,3.0,0.667,0.4062,,,,,,,,,,,,,
Tehama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,C-IV,2018.0,,,,,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,0.324343917645,8948.0,0.962771680654,,,,,
Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,974.0,1705.0,\N,1.0,0.720930232558,3.0,0.667,0.4062,,,,,,,,,,,,,
Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,C-IV,2018.0,,,,,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,0.335814722911,1624.0,0.932797242964,,,,,
Tulare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,51237.0,117227.0,\N,0.905161005734,0.875,2.0,0.0,0.0356,,,,,,,,,,,,,
Tulare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,CalWIN,2018.0,,,,,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,0.449159265792,116626.0,0.968895904295,,,,,
Tuolumne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,2737.0,4800.0,\N,0.971830985915,0.946808510638,3.0,0.667,0.4062,,,,,,,,,,,,,
Tuolumne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,C-IV,2018.0,,,,,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,0.329579472559,4624.0,0.941176470588,,,,,
Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,34846.0,68759.0,\N,0.988272087568,0.969532100109,1.0,0.0,0.0505,,,,,,,,,,,,,
Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,CalWIN,2018.0,,,,,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,0.285664573078,67314.0,0.939706559826,,,,,
Yolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,9918.0,18541.0,\N,0.843797856049,0.95041322314,3.0,0.667,0.4062,,,,,,,,,,,,,
Yolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,CalWIN,2018.0,,,,,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,0.29772347006,17616.0,0.903616311875,,,,,
Yuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,6014.0,12928.0,\N,0.993442622951,0.986899563319,3.0,0.667,0.4062,,,,,,,,,,,,,
Yuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,OCT,4.0,2017-10-01,C-IV,2018.0,,,,,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,0.379721189029,12557.0,0.959501795675,,,,,
California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,n/a,2017/18,,,,,,,,,,,,,,,,,,2018.0,1984163.0,4072212.0,\N,0.975509134962,0.926041607511,110.0,0.382,0.0647,,,,,,,,,,,,,
Alameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,56882.0,106861.0,\N,\N,\N,3.0,0.667,0.05,,,,,,,,,,,,,
Alpine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,81.0,144.0,\N,1.0,1.0,8.0,0.375,0.1105,,,,,,,,,,,,,
Amador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,1608.0,2931.0,\N,0.984615384615,0.95652173913,8.0,0.375,0.1105,,,,,,,,,,,,,
Butte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,16760.0,30879.0,\N,0.854651162791,0.950495049505,8.0,0.375,0.1105,,,,,,,,,,,,,
Calaveras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,2742.0,4961.0,\N,0.97619047619,0.954022988506,8.0,0.375,0.1105,,,,,,,,,,,,,
Colusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,661.0,1437.0,\N,0.892857142857,0.84,8.0,0.375,0.1105,,,,,,,,,,,,,
Contra Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,31599.0,63001.0,\N,0.977799227799,0.955465587045,2.0,0.5,0.0375,,,,,,,,,,,,,
Del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,2595.0,5241.0,\N,1.0,0.96,8.0,0.375,0.1105,,,,,,,,,,,,,
El Dorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,6537.0,14754.0,\N,0.975871313673,0.974545454545,8.0,0.375,0.1105,,,,,,,,,,,,,
Fresno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,89108.0,205161.0,\N,0.93252688172,0.937396121884,6.0,0.333,0.0508,,,,,,,,,,,,,
Glenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,1474.0,3392.0,\N,1.0,0.969696969697,8.0,0.375,0.1105,,,,,,,,,,,,,
Humboldt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,11974.0,20052.0,\N,0.956043956044,0.971291866029,8.0,0.375,0.1105,,,,,,,,,,,,,
Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,17347.0,41831.0,\N,0.986404833837,0.933940774487,8.0,0.375,0.1105,,,,,,,,,,,,,
Inyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,996.0,1928.0,\N,1.0,0.733333333333,8.0,0.375,0.1105,,,,,,,,,,,,,
Kern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,68295.0,157260.0,\N,0.988330091692,0.935220935221,4.0,0.25,0.0414,,,,,,,,,,,,,
Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,10567.0,23576.0,\N,0.993265993266,0.920792079208,8.0,0.375,0.1105,,,,,,,,,,,,,
Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,6355.0,11708.0,\N,0.935691318328,0.829545454545,8.0,0.375,0.1105,,,,,,,,,,,,,
Lassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,1517.0,3078.0,\N,0.938271604938,0.923076923077,8.0,0.375,0.1105,,,,,,,,,,,,,
Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,LRS,2017/18,,,,,,,,,,,,,,,,,,2018.0,550866.0,1095209.0,\N,0.987332242226,0.911712533577,35.0,0.429,0.0674,,,,,,,,,,,,,
Madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,11235.0,27232.0,\N,0.990272373541,0.984423676012,8.0,0.375,0.1105,,,,,,,,,,,,,
Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,5936.0,9785.0,\N,0.956363636364,0.914438502674,8.0,0.375,0.1105,,,,,,,,,,,,,
Mariposa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,1017.0,1878.0,\N,0.977272727273,0.96875,8.0,0.375,0.1105,,,,,,,,,,,,,
Mendocino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,6284.0,11584.0,\N,0.932795698925,0.894514767932,8.0,0.375,0.1105,,,,,,,,,,,,,
Merced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,23042.0,53010.0,\N,0.985431841831,0.973722627737,1.0,1.0,0.0147,,,,,,,,,,,,,
Modoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,569.0,1208.0,\N,0.954545454545,0.928571428571,8.0,0.375,0.1105,,,,,,,,,,,,,
Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,398.0,681.0,\N,1.0,0.913043478261,8.0,0.375,0.1105,,,,,,,,,,,,,
Monterey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,18967.0,41385.0,\N,0.976076555024,0.938864628821,2.0,0.5,0.036,,,,,,,,,,,,,
Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,3032.0,6083.0,\N,0.940677966102,0.920454545455,8.0,0.375,0.1105,,,,,,,,,,,,,
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,4028.0,6959.0,\N,0.828025477707,0.791666666667,8.0,0.375,0.1105,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,114309.0,230662.0,\N,0.992725716731,0.997635933806,6.0,0.333,0.0894,,,,,,,,,,,,,
Placer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,8556.0,15948.0,\N,0.989399293286,0.876146788991,8.0,0.375,0.1105,,,,,,,,,,,,,
Plumas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,1143.0,2044.0,\N,0.975,0.901960784314,8.0,0.375,0.1105,,,,,,,,,,,,,
Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,122029.0,269026.0,\N,0.989766913019,0.916447714136,6.0,0.333,0.0386,,,,,,,,,,,,,
Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,96860.0,203309.0,\N,0.992564102564,0.983040935673,5.0,0.4,0.0733,,,,,,,,,,,,,
San Benito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,2122.0,4653.0,\N,0.980769230769,0.96,8.0,0.375,0.1105,,,,,,,,,,,,,
San Bernardino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,163660.0,355714.0,\N,0.991964285714,0.943680794196,7.0,0.143,0.0108,,,,,,,,,,,,,
San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,133643.0,267634.0,\N,0.976221712037,0.953817153629,10.0,0.3,0.0147,,,,,,,,,,,,,
San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,33716.0,50406.0,\N,0.973950795948,0.774885145482,1.0,0.0,0.0925,,,,,,,,,,,,,
San Joaquin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,47203.0,104133.0,\N,0.980779220779,0.922826969943,3.0,0.667,0.0,,,,,,,,,,,,,
San Luis Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,9383.0,16589.0,\N,0.953545232274,0.95670995671,8.0,0.375,0.1105,,,,,,,,,,,,,
San Mateo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,13159.0,25032.0,\N,0.961290322581,0.876876876877,8.0,0.375,0.1105,,,,,,,,,,,,,
Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,18746.0,36938.0,\N,0.923076923077,0.86402266289,8.0,0.375,0.1105,,,,,,,,,,,,,
Santa Clara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,45866.0,88372.0,\N,0.985889570552,0.953684210526,2.0,1.0,0.063,,,,,,,,,,,,,
Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,CalWIN,2017/18,,,,,,,,,,,,,,,,,,2018.0,14109.0,24996.0,\N,0.947136563877,0.925438596491,8.0,0.375,0.1105,,,,,,,,,,,,,
Shasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,12256.0,22878.0,\N,0.943859649123,0.952830188679,8.0,0.375,0.1105,,,,,,,,,,,,,
Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,NOV,4.0,2017-11-01,C-IV,2017/18,,,,,,,,,,,,,,,,,,2018.0,158.0,271.0,\N,1.0,0.75,8.0,0.375,0.1105,,,,,,,,,,,,,
