county,qtr_calfresh_hh_ly,qtr_calfresh_hh_prev_qtr,qtr_calfresh_hh_curr_qtr,qtr_calfresh_pers_ly,qtr_calfresh_pers_prev_qtr,qtr_calfresh_pers_curr_qtr,qtr_medical_rcv_calfresh_ly,qtr_medical_rcv_calfresh_prev_qtr,qtr_medical_rcv_calfresh_curr_qtr,qtr_calfresh_rcv_medical_ly,qtr_calfresh_rcv_medical_prev_qtr,qtr_calfresh_rcv_medical_curr_qtr,qtr_pct_calfresh_rcv_medical_ly,qtr_pct_calfresh_rcv_medical_prev_qtr,qtr_pct_calfresh_rcv_medical_curr_qtr,qtr_timeliness_30d_ly,qtr_timeliness_30d_prev_qtr,qtr_timeliness_30d_curr_qtr,qtr_timeliness_exp_ly,qtr_timeliness_exp_prev_qtr,qtr_timeliness_exp_curr_qtr,qtr_active_err_rt_ly,qtr_active_err_rt_prev_qtr,qtr_active_err_rt_curr_qtr,qtr_30d_churn_reapps_ly,qtr_30d_churn_reapps_prev_qtr,qtr_30d_churn_reapps_curr_qtr,qtr_90d_churn_reapps_ly,qtr_90d_churn_reapps_prev_qtr,qtr_90d_churn_reapps_curr_qtr,qtr_30d_churn_recerts_ly,qtr_30d_churn_recerts_prev_qtr,qtr_30d_churn_recerts_curr_qtr,qtr_90d_churn_recerts_ly,qtr_90d_churn_recerts_prev_qtr,qtr_90d_churn_recerts_curr_qtr,ann_hh_2yr_prior,ann_hh_1yr_prior,ann_hh_yr_of_report,ann_pers_2yr_prior,ann_pers_1yr_prior,ann_pers_yr_of_report,ann_elderly_2yr_prior,ann_elderly_1yr_prior,ann_elderly_yr_of_report,ann_children_2yr_prior,ann_children_1yr_prior,ann_children_yr_of_report,ann_child_only_hh_2yr_prior,ann_child_only_hh_1yr_prior,ann_child_only_hh_yr_of_report,ann_child_only_pers_2yr_prior,ann_child_only_pers_1yr_prior,ann_child_only_pers_yr_of_report,ann_esl_2yr_prior,ann_esl_1yr_prior,ann_esl_yr_of_report,ann_tot_pop_2yr_prior,ann_tot_pop_1yr_prior,ann_tot_pop_yr_of_report,ann_elderly_over60_2yr_prior,ann_elderly_over60_1yr_prior,ann_elderly_over60_yr_of_report,ann_children_less18_2yr_prior,ann_children_less18_1yr_prior,ann_children_less18_yr_of_report,ann_tot_pop_greater5_2yr_prior,ann_tot_pop_greater5_1yr_prior,ann_tot_pop_greater5_yr_of_report,ann_tot_esl_greater5_2yr_prior,ann_tot_esl_greater5_1yr_prior,ann_tot_esl_greater5_yr_of_report,ann_medical_2yr_prior,ann_medical_1yr_prior,ann_medical_yr_of_report,ann_ssi_rcpt_2yr_prior,ann_ssi_rcpt_1yr_prior,ann_ssi_rcpt_yr_of_report,ann_unempl_pct_2yr_prior,ann_unempl_pct_1yr_prior,ann_unempl_pct_yr_of_report,ann_calfresh_eligibles_2yr_prior,ann_calfresh_eligibles_1yr_prior,ann_calfresh_eligibles_yr_of_report,ann_eligibles_excl_undocs_ssi_2yr_prior,ann_eligibles_excl_undocs_ssi_1yr_prior,ann_eligibles_excl_undocs_ssi_yr_of_report,year,month,quarter,fulldate,consortium,state_fiscal_year,ann_calfresh_hh_sfy_avg,ann_calfresh_hh_cy_avg,ann_calfresh_persons_sfy_avg,ann_calfresh_persons_cy_avg,ann_elderly,ann_children,ann_child_only_hh,ann_esl,ann_wic_calfresh_reachable,ann_calfresh_in_wic,ann_tot_pop,ann_elderly_over60,ann_children_under18,ann_tot_esl_over5,ann_tot_ssi_recipients,unemployment_pct,ann_calfresh_eligibles,federal_fiscal_year,mth_calfresh_hh,mth_calfresh_persons,mth_medical_enrollment,mth_timeliness_30d_pct,mth_timeliness_exp_pct,mth_negative_error_completed_cases,mth_negative_error_pct,mth_active_error_rate_pct,pri_est_frequency,calfresh_persons_cy_avg,calfresh_eligibles,five_yr_est_range,pri_us_census_est_pct,qtr_medical_rcv_calfresh_pct,qtr_calfresh_persons_rcv_medical,qtr_calfresh_persons_rcv_medical_pct,qtr_timeliness_exp_pct,qtr_30d_churn_reapps_pct,qtr_90d_churn_reapps_pct,qtr_30d_churn_recerts_pct,qtr_90d_churn_recerts_pct
Merced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,22906.0,55780.0,89158.0,0.9978,\N,\N,\N,0.0038,,,,,,,,,,,,,
Merced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.441094275359,40406.0,0.820559684822,,,,,
Merced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9924,0.178,0.2644,0.2349,0.2588
Modoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,433.0,955.0,2065.0,1.0,\N,\N,\N,0.0613,,,,,,,,,,,,,
Modoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.364059196617,861.0,0.889462809917,,,,,
Modoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9231,0.22,0.28,0.1,0.1267
Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,335.0,606.0,1568.0,1.0,\N,\N,\N,0.0613,,,,,,,,,,,,,
Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.251832460733,481.0,0.813874788494,,,,,
Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9576,0.0181,0.1444,0.0433,0.0469
Monterey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,21740.0,50064.0,117627.0,1.0,\N,\N,\N,0.0157,,,,,,,,,,,,,
Monterey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.307151499297,37572.0,0.856010206871,,,,,
Monterey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9953,0.1791,0.2501,0.1218,0.1378
Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,3358.0,7097.0,18979.0,0.6341,\N,\N,\N,0.0613,,,,,,,,,,,,,
Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.296348578957,6298.0,0.849015907253,,,,,
Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9656,0.1151,0.1846,0.2331,0.2617
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,3840.0,7327.0,12104.0,1.0,\N,\N,\N,0.0613,,,,,,,,,,,,,
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.418467183041,6159.0,0.823615940091,,,,,
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9741,0.1219,0.2089,0.1584,0.1817
Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2012/13,,,,,,,,,,,,,,,,,,2013.0,104202.0,230478.0,537815.0,0.9975,\N,\N,\N,0.0131,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.327573952146,182043.0,0.778790251165,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9957,0.0902,0.1813,0.053,0.0868
Placer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2012/13,,,,,,,,,,,,,,,,,,2013.0,8372.0,17632.0,32662.0,0.9945,\N,\N,\N,0.0613,,,,,,,,,,,,,
Placer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.340315512708,11649.0,0.663874166524,,,,,
Placer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9741,0.0813,0.1623,0.0337,0.0622
Plumas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,802.0,1729.0,3330.0,1.0,\N,\N,\N,0.0613,,,,,,,,,,,,,
Plumas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.381776533469,1500.0,0.866551126516,,,,,
Plumas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.978,0.1718,0.2214,0.1145,0.1183
Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,114243.0,274951.0,483475.0,0.9986,\N,\N,\N,0.0302,,,,,,,,,,,,,
Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.35200221201,174409.0,0.707914924707,,,,,
Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9584,0.176,0.2552,0.1579,0.1812
Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2012/13,,,,,,,,,,,,,,,,,,2013.0,93514.0,209287.0,357297.0,0.9886,\N,\N,\N,0.0046,,,,,,,,,,,,,
Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.444078400144,162836.0,0.768224792889,,,,,
Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.984,0.0964,0.1805,0.0475,0.082
San Benito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,2715.0,6339.0,10925.0,0.944,\N,\N,\N,0.0613,,,,,,,,,,,,,
San Benito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.396180014755,4833.0,0.856762985286,,,,,
San Benito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9757,0.1883,0.2661,0.1252,0.1434
San Bernardino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,157421.0,369163.0,551212.0,0.9999,\N,\N,\N,0.0118,,,,,,,,,,,,,
San Bernardino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.404767755337,228967.0,0.725033407008,,,,,
San Bernardino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9316,0.2105,0.2845,0.1914,0.2108
San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2012/13,,,,,,,,,,,,,,,,,,2013.0,119545.0,256921.0,504230.0,0.9651,\N,\N,\N,0.0275,,,,,,,,,,,,,
San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.366531886353,190454.0,0.718737735109,,,,,
San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.8963,0.1204,0.2196,0.0334,0.0653
San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2012/13,,,,,,,,,,,,,,,,,,2013.0,32318.0,50482.0,144892.0,0.9771,\N,\N,\N,0.0396,,,,,,,,,,,,,
San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.222374933097,33654.0,0.646260201632,,,,,
San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.8979,0.1138,0.2191,0.0859,0.1263
San Joaquin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,46390.0,112172.0,197037.0,0.983,\N,\N,\N,0.0346,,,,,,,,,,,,,
San Joaquin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.463143837102,93983.0,0.823415514553,,,,,
San Joaquin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9744,0.1685,0.2364,0.1414,0.1608
San Luis Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2012/13,,,,,,,,,,,,,,,,,,2013.0,9174.0,17852.0,36245.0,0.9635,\N,\N,\N,0.0613,,,,,,,,,,,,,
San Luis Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.352686535838,13443.0,0.734710608296,,,,,
San Luis Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.8899,0.0723,0.1638,0.0369,0.075
San Mateo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2012/13,,,,,,,,,,,,,,,,,,2013.0,14127.0,28842.0,88705.0,0.7766,\N,\N,\N,0.0613,,,,,,,,,,,,,
San Mateo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.252854619097,23473.0,0.778205085701,,,,,
San Mateo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.7536,0.085,0.1723,0.0426,0.0766
Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2012/13,,,,,,,,,,,,,,,,,,2013.0,15227.0,34310.0,94152.0,0.9302,\N,\N,\N,0.0613,,,,,,,,,,,,,
Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.300909389498,29317.0,0.83734148292,,,,,
Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9405,0.0915,0.1742,0.05,0.0934
Santa Clara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2012/13,,,,,,,,,,,,,,,,,,2013.0,51694.0,110071.0,296818.0,0.9767,\N,\N,\N,0.0133,,,,,,,,,,,,,
Santa Clara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.287228323728,88161.0,0.789796192609,,,,,
Santa Clara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.8879,0.0526,0.1353,0.0088,0.0366
Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2012/13,,,,,,,,,,,,,,,,,,2013.0,12061.0,24017.0,48398.0,0.9559,\N,\N,\N,0.0613,,,,,,,,,,,,,
Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,2013.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,0.359659781288,18056.0,0.745930760968,,,,,
Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,CalWIN,201213.0,,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,0.9602,0.0652,0.1415,0.0261,0.0603
Shasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,APR,2.0,2013-04-01,C-IV,2012/13,,,,,,,,,,,,,,,,,,2013.0,11948.0,23665.0,41728.0,0.9519,\N,\N,\N,0.0613,,,,,,,,,,,,,
