county,qtr_calfresh_hh_ly,qtr_calfresh_hh_prev_qtr,qtr_calfresh_hh_curr_qtr,qtr_calfresh_pers_ly,qtr_calfresh_pers_prev_qtr,qtr_calfresh_pers_curr_qtr,qtr_medical_rcv_calfresh_ly,qtr_medical_rcv_calfresh_prev_qtr,qtr_medical_rcv_calfresh_curr_qtr,qtr_calfresh_rcv_medical_ly,qtr_calfresh_rcv_medical_prev_qtr,qtr_calfresh_rcv_medical_curr_qtr,qtr_pct_calfresh_rcv_medical_ly,qtr_pct_calfresh_rcv_medical_prev_qtr,qtr_pct_calfresh_rcv_medical_curr_qtr,qtr_timeliness_30d_ly,qtr_timeliness_30d_prev_qtr,qtr_timeliness_30d_curr_qtr,qtr_timeliness_exp_ly,qtr_timeliness_exp_prev_qtr,qtr_timeliness_exp_curr_qtr,qtr_active_err_rt_ly,qtr_active_err_rt_prev_qtr,qtr_active_err_rt_curr_qtr,qtr_30d_churn_reapps_ly,qtr_30d_churn_reapps_prev_qtr,qtr_30d_churn_reapps_curr_qtr,qtr_90d_churn_reapps_ly,qtr_90d_churn_reapps_prev_qtr,qtr_90d_churn_reapps_curr_qtr,qtr_30d_churn_recerts_ly,qtr_30d_churn_recerts_prev_qtr,qtr_30d_churn_recerts_curr_qtr,qtr_90d_churn_recerts_ly,qtr_90d_churn_recerts_prev_qtr,qtr_90d_churn_recerts_curr_qtr,ann_hh_2yr_prior,ann_hh_1yr_prior,ann_hh_yr_of_report,ann_pers_2yr_prior,ann_pers_1yr_prior,ann_pers_yr_of_report,ann_elderly_2yr_prior,ann_elderly_1yr_prior,ann_elderly_yr_of_report,ann_children_2yr_prior,ann_children_1yr_prior,ann_children_yr_of_report,ann_child_only_hh_2yr_prior,ann_child_only_hh_1yr_prior,ann_child_only_hh_yr_of_report,ann_child_only_pers_2yr_prior,ann_child_only_pers_1yr_prior,ann_child_only_pers_yr_of_report,ann_esl_2yr_prior,ann_esl_1yr_prior,ann_esl_yr_of_report,ann_tot_pop_2yr_prior,ann_tot_pop_1yr_prior,ann_tot_pop_yr_of_report,ann_elderly_over60_2yr_prior,ann_elderly_over60_1yr_prior,ann_elderly_over60_yr_of_report,ann_children_less18_2yr_prior,ann_children_less18_1yr_prior,ann_children_less18_yr_of_report,ann_tot_pop_greater5_2yr_prior,ann_tot_pop_greater5_1yr_prior,ann_tot_pop_greater5_yr_of_report,ann_tot_esl_greater5_2yr_prior,ann_tot_esl_greater5_1yr_prior,ann_tot_esl_greater5_yr_of_report,ann_medical_2yr_prior,ann_medical_1yr_prior,ann_medical_yr_of_report,ann_ssi_rcpt_2yr_prior,ann_ssi_rcpt_1yr_prior,ann_ssi_rcpt_yr_of_report,ann_unempl_pct_2yr_prior,ann_unempl_pct_1yr_prior,ann_unempl_pct_yr_of_report,ann_calfresh_eligibles_2yr_prior,ann_calfresh_eligibles_1yr_prior,ann_calfresh_eligibles_yr_of_report,ann_eligibles_excl_undocs_ssi_2yr_prior,ann_eligibles_excl_undocs_ssi_1yr_prior,ann_eligibles_excl_undocs_ssi_yr_of_report,year,month,quarter,fulldate
California,2104220.0,2148210.0,2128364.0,4445534.0,4483272.0,4431790.0,0.430300710238,0.458637953574,0.471859073316,4073930.0,4165942.0,4184081.0,0.925950910017,0.930683769867,0.940114683152,0.968174486881,0.972254082122,0.976068698479,0.935835746324,0.936525120725,0.933796954615,0.065,0.0306,0.0525,0.1301,0.1517,0.1166,0.2152,0.2492,0.1978,0.1206,0.1695,0.1132,0.1527,0.2165,0.1505,2070803.0,2140950.0,2082147.0,4476031.0,4481900.0,4305354.0,234156.0,304341.0,,2226004.0,2720376.0,,320176.0,352831.0,,,,,1337933.0,1628446.0,,38548204.0,38896969.0,,7071818.0,7340539.0,,9157600.21082,9184302.14567,,,,,3760183.0,,,,,,1193089.0,1187073.0,,0.075,0.062,,6980318.99332,,,0.634,,,2016,MAR,1.0,2016-03-01
Alameda,61869.0,62653.0,61221.0,121684.0,121539.0,118228.0,0.346448540697,0.358301962305,0.355602282777,114442.0,114595.0,111785.0,0.898225400089,0.911227029477,0.919761060418,0.852352119236,0.856066314996,0.921063921064,0.853914988814,0.829890334098,0.897709584167,0.0675,0.0675,0.0588,0.1146,0.1112,0.11,0.2236,0.2092,0.2086,0.0728,0.0861,0.0742,0.1325,0.1543,0.1304,64020.0,62663.0,60323.0,125434.0,121577.0,115631.0,9307.0,12022.0,,60223.0,71736.0,,9205.0,10229.0,,,,,40011.0,48924.0,,1582119.0,1599888.0,,294442.0,306991.0,,348427.630746,350485.904233,,,,,139309.0,,,,,,47823.0,47331.0,,0.059,0.047,,214362.749217,,,0.587705888546,,,2016,MAR,1.0,2016-03-01
Alpine,107.0,98.0,99.0,171.0,164.0,158.0,0.493710691824,0.528813559322,0.53024911032,157.0,156.0,149.0,0.912790697674,0.962962962963,0.955128205128,1.0,1.0,1.0,0.428571428571,0.666666666667,0.444444444444,0.0457,0.04769999999999999,0.0574,0.1053,0.0,0.0,0.2105,0.0714,0.0,0.0,0.0714,0.0,0.0,0.0714,0.0667,114.0,101.0,93.0,194.0,171.0,154.0,16.0,21.0,,59.0,66.0,,0.0,1.0,,,,,0.0,0.0,,1243.0,1252.0,,398.0,425.0,,245.126044024,245.248068176,,,,,23.0,,,,,,39.0,39.0,,0.088,0.079,,,,,,,,2016,MAR,1.0,2016-03-01
Amador,1720.0,1780.0,1782.0,3278.0,3440.0,3384.0,0.498482185653,0.543641322878,0.550430292599,3120.0,3189.0,3198.0,0.91388400703,0.907771135781,0.924544666088,0.962962962963,0.976470588235,0.958333333333,0.941704035874,0.959183673469,0.974489795918,0.0457,0.04769999999999999,0.0574,0.1399,0.1048,0.1307,0.2287,0.2227,0.2418,0.259,0.3646,0.2919,0.2722,0.4127,0.3355,1770.0,1823.0,1765.0,3373.0,3445.0,3324.0,250.0,329.0,,1222.0,1619.0,,59.0,67.0,,,,,102.0,126.0,,37017.0,37178.0,,12078.0,12420.0,,5806.44493987,5741.33883515,,,,,559.0,,,,,,696.0,688.0,,0.083,0.066,,,,,,,,2016,MAR,1.0,2016-03-01
Butte,16001.0,16800.0,16890.0,31299.0,32287.0,32167.0,0.460118123421,0.479753588407,0.484339593357,30227.0,31385.0,31206.0,0.940011195422,0.940628184379,0.945120843176,0.912820512821,0.819809069212,0.91280653951,0.926698450536,0.919282511211,0.948296836983,0.0457,0.04769999999999999,0.0574,0.1456,0.152,0.1451,0.2153,0.2415,0.2232,0.2672,0.2362,0.2406,0.2903,0.2654,0.2672,15571.0,16729.0,16974.0,31036.0,32207.0,32165.0,1577.0,2080.0,,12850.0,15753.0,,878.0,925.0,,,,,2667.0,3048.0,,224518.0,226656.0,,53940.0,55954.0,,45265.6051079,45149.9921323,,,,,5637.0,,,,,,10866.0,10733.0,,0.087,0.072,,54488.4573357,,,0.566930468895,,,2016,MAR,1.0,2016-03-01
Calaveras,2894.0,2909.0,2822.0,5421.0,5406.0,5246.0,0.517184605886,0.561750333185,0.562084881234,5026.0,5058.0,4993.0,0.919166057059,0.919636363636,0.934318862275,0.993333333333,1.0,0.991228070175,0.956175298805,0.939655172414,0.927419354839,0.0457,0.04769999999999999,0.0574,0.1281,0.1208,0.0976,0.2067,0.2064,0.2189,0.2431,0.2685,0.33,0.2664,0.3188,0.3838,2768.0,2924.0,2784.0,5231.0,5498.0,5147.0,437.0,625.0,,1778.0,2295.0,,88.0,84.0,,,,,133.0,154.0,,45508.0,45923.0,,15719.0,16225.0,,7801.21040307,7637.75323435,,,,,598.0,,,,,,1056.0,1057.0,,0.081,0.065,,,,,,,,2016,MAR,1.0,2016-03-01
Colusa,688.0,589.0,590.0,1627.0,1319.0,1325.0,0.270486752927,0.228619813717,0.26058224683,1756.0,1350.0,1459.0,0.952794357027,0.97192224622,0.977882037534,0.887096774194,1.0,0.914285714286,0.902777777778,0.953846153846,0.970588235294,0.0457,0.04769999999999999,0.0574,0.1333,0.1266,0.1045,0.2178,0.1834,0.1864,0.3333,0.3144,0.25,0.3867,0.3668,0.2818,725.0,661.0,629.0,1722.0,1563.0,1410.0,84.0,118.0,,1004.0,1267.0,,142.0,170.0,,,,,570.0,773.0,,22254.0,22555.0,,4198.0,4385.0,,6114.10601679,6166.9855678,,,,,3111.0,,,,,,563.0,561.0,,0.175,0.153,,,,,,,,2016,MAR,1.0,2016-03-01
Contra Costa,35445.0,35848.0,35187.0,72012.0,71977.0,70493.0,0.341928790141,0.352298248241,0.354780247043,67560.0,68237.0,67928.0,0.913750896033,0.924608067641,0.9306097845,0.934414148858,0.954304635762,0.957951070336,0.925212464589,0.968789013733,0.978649740335,0.0312,0.0455,0.037000000000000005,0.0908,0.1062,0.0972,0.165,0.1852,0.179,0.0618,0.0799,0.0623,0.1045,0.1308,0.0998,35280.0,36075.0,33984.0,76061.0,72362.0,67647.0,3876.0,5175.0,,36150.0,45190.0,,5317.0,6102.0,,,,,16078.0,20122.0,,1095476.0,1108963.0,,223639.0,232490.0,,251862.317762,250389.57822,,,,,68215.0,,,,,,24288.0,24238.0,,0.062,0.05,,129295.012429,,,0.571433488517,,,2016,MAR,1.0,2016-03-01
Del Norte,2469.0,2573.0,2623.0,5136.0,5281.0,5361.0,0.488356029209,0.525033275315,0.53762670216,4949.0,5128.0,5251.0,0.961530988926,0.963547538519,0.972767691738,0.988888888889,1.0,0.990909090909,0.960674157303,0.936363636364,0.944186046512,0.0457,0.04769999999999999,0.0574,0.1731,0.1587,0.1692,0.2238,0.2397,0.2291,0.3322,0.3372,0.3795,0.3619,0.362,0.4068,2545.0,2514.0,2608.0,5227.0,5205.0,5300.0,238.0,288.0,,2130.0,2603.0,,139.0,144.0,,,,,223.0,288.0,,28477.0,28587.0,,6387.0,6622.0,,5654.65491278,5598.64466242,,,,,725.0,,,,,,1816.0,1797.0,,0.102,0.086,,,,,,,,2016,MAR,1.0,2016-03-01
El Dorado,7197.0,7287.0,7223.0,13063.0,13063.0,12975.0,0.439243027888,0.47699287103,0.487781694325,12348.0,12512.0,12316.0,0.904482859654,0.915556856432,0.929719936589,1.0,0.997282608696,1.0,0.961152882206,0.962264150943,0.955762514552,0.0457,0.04769999999999999,0.0574,0.1212,0.1339,0.1181,0.1939,0.2304,0.1991,0.2288,0.2363,0.2241,0.2584,0.2661,0.2544,6871.0,7405.0,7255.0,12479.0,13278.0,12890.0,972.0,1276.0,,4740.0,6328.0,,396.0,442.0,,,,,886.0,1067.0,,184320.0,184833.0,,47929.0,49793.0,,37664.5428464,37280.0018014,,,,,3522.0,,,,,,2851.0,2871.0,,0.07,0.057,,27235.3906697,,,0.456963642793,,,2016,MAR,1.0,2016-03-01
