county,consortium,year,state_fiscal_year,ann_calfresh_hh_sfy_avg,ann_calfresh_hh_cy_avg,ann_calfresh_persons_sfy_avg,ann_calfresh_persons_cy_avg,ann_elderly,ann_children,ann_child_only_hh,ann_esl,ann_wic_calfresh_reachable,ann_calfresh_in_wic,ann_tot_pop,ann_elderly_over60,ann_children_under18,ann_tot_esl_over5,ann_tot_ssi_recipients,unemployment_pct,ann_calfresh_eligibles,month,quarter,fulldate
Trinity,C-IV,2014,2014/15,1005.166667,964.1666667,1829.166667,1787.416667,117.0,623.0,42.0,10.0,0.0,0.0,13613.0,4741.0,2249.0,49.0,656.0,0.099,3023.154681,DEC,4.0,2014-12-01
Tulare,CalWIN,2014,2014/15,52032.16667,50866.0,127255.9167,126110.0833,4856.0,65842.0,7798.0,39618.0,0.0,0.0,459831.0,68978.0,144183.0,63244.0,17865.0,0.132,139566.3474,DEC,4.0,2014-12-01
Tuolumne,C-IV,2014,2014/15,3042.666667,2997.416667,5503.083333,5502.25,409.0,2013.0,115.0,76.0,0.0,0.0,54683.0,17898.0,9070.0,628.0,1639.0,0.087,9986.62194,DEC,4.0,2014-12-01
Ventura,CalWIN,2014,2014/15,36287.83333,35063.33333,75812.66667,74195.16667,4822.0,37317.0,6549.0,26091.0,0.0,0.0,847885.0,162970.0,203510.0,75693.0,14875.0,0.067,114149.9346,DEC,4.0,2014-12-01
Yolo,CalWIN,2014,2014/15,9609.25,8934.0,19675.91667,18623.91667,1075.0,8448.0,867.0,5033.0,0.0,0.0,209834.0,33974.0,46905.0,11918.0,5314.0,0.077,50238.24506,DEC,4.0,2014-12-01
Yuba,C-IV,2014,2014/15,6082.25,5976.583333,13414.0,13313.25,435.0,6332.0,501.0,1526.0,0.0,0.0,74975.0,12253.0,21478.0,4010.0,3734.0,0.112,17375.6149,DEC,4.0,2014-12-01
California,n/a,2015,2015/16,2130304.833,2130806.583,4433022.583,4469489.333,304341.0,2720376.0,352831.0,1628446.0,0.0,0.0,39059809.0,7399216.0,9204564.0,3780285.0,1187073.0,0.062,6409430.18,DEC,4.0,2015-12-01
Alameda,CalWIN,2015,2015/16,61751.25,61906.0,119341.0833,120817.0833,12022.0,71736.0,10229.0,48924.0,0.0,0.0,1619679.0,304508.0,344053.0,136922.0,47331.0,0.047,189599.3825,DEC,4.0,2015-12-01
Alpine,C-IV,2015,2015/16,96.41666667,100.5,160.4166667,167.6666667,21.0,66.0,1.0,0.0,0.0,0.0,1157.0,373.0,217.0,13.0,39.0,0.079,251.7623537,DEC,4.0,2015-12-01
Amador,C-IV,2015,2015/16,1780.75,1782.083333,3400.0,3396.583333,329.0,1619.0,67.0,126.0,0.0,0.0,37314.0,12900.0,5814.0,411.0,688.0,0.066,4641.21527,DEC,4.0,2015-12-01
Butte,C-IV,2015,2015/16,16917.08333,16561.08333,32249.08333,31978.16667,2080.0,15753.0,925.0,3048.0,0.0,0.0,224363.0,54238.0,45626.0,5020.0,10733.0,0.072,53294.93569,DEC,4.0,2015-12-01
Calaveras,C-IV,2015,2015/16,2841.666667,2903.0,5285.333333,5433.0,625.0,2295.0,84.0,154.0,0.0,0.0,44899.0,16053.0,7567.0,331.0,1057.0,0.065,6513.438166,DEC,4.0,2015-12-01
Colusa,C-IV,2015,2015/16,617.4166667,663.5833333,1407.0,1548.0,118.0,1267.0,170.0,773.0,0.0,0.0,22271.0,4316.0,6137.0,2864.0,561.0,0.153,3891.279398,DEC,4.0,2015-12-01
Contra Costa,CalWIN,2015,2015/16,35370.25,35594.0,70785.83333,71780.41667,5175.0,45190.0,6102.0,20122.0,0.0,0.0,1116882.0,237699.0,252327.0,74992.0,24238.0,0.05,129091.9151,DEC,4.0,2015-12-01
Del Norte,C-IV,2015,2015/16,2598.333333,2519.25,5317.916667,5193.5,288.0,2603.0,144.0,288.0,0.0,0.0,27119.0,6419.0,5776.0,654.0,1797.0,0.086,5724.014903,DEC,4.0,2015-12-01
El Dorado,C-IV,2015,2015/16,7261.5,7301.583333,12981.83333,13136.75,1276.0,6328.0,442.0,1067.0,0.0,0.0,183140.0,49149.0,37127.0,3365.0,2871.0,0.057,20083.83888,DEC,4.0,2015-12-01
Fresno,CalWIN,2015,2015/16,97643.41667,97860.5,226395.6667,228248.5833,9438.0,144746.0,14341.0,71864.0,0.0,0.0,979357.0,158226.0,279388.0,107436.0,41165.0,0.102,261386.4515,DEC,4.0,2015-12-01
Glenn,C-IV,2015,2015/16,1533.833333,1510.0,3600.166667,3606.833333,183.0,2401.0,229.0,935.0,0.0,0.0,28960.0,6024.0,7599.0,2525.0,1106.0,0.087,6488.522581,DEC,4.0,2015-12-01
Humboldt,C-IV,2015,2015/16,12409.33333,12047.75,21302.41667,20982.66667,1512.0,9450.0,686.0,1123.0,0.0,0.0,135090.0,31797.0,27497.0,2396.0,5488.0,0.056,31850.8618,DEC,4.0,2015-12-01
Imperial,C-IV,2015,2015/16,17514.16667,17257.83333,43394.58333,43185.0,2905.0,24612.0,905.0,27755.0,0.0,0.0,185328.0,30862.0,53999.0,33949.0,10128.0,0.24,47595.45283,DEC,4.0,2015-12-01
Inyo,C-IV,2015,2015/16,1068.666667,1055.666667,2092.5,2081.166667,201.0,1141.0,96.0,346.0,0.0,0.0,18640.0,5554.0,3865.0,495.0,394.0,0.058,2591.643473,DEC,4.0,2015-12-01
Kern,C-IV,2015,2015/16,70219.16667,67625.0,163677.0833,158932.0,7145.0,105010.0,10689.0,47266.0,0.0,0.0,883327.0,132102.0,254777.0,87761.0,31341.0,0.102,207468.1105,DEC,4.0,2015-12-01
Kings,C-IV,2015,2015/16,10848.75,10638.25,24894.0,24667.5,1081.0,15587.0,1418.0,7275.0,0.0,0.0,149702.0,20873.0,45340.0,13818.0,4579.0,0.105,35958.11237,DEC,4.0,2015-12-01
Lake,C-IV,2015,2015/16,6622.5,6331.833333,12694.0,12322.83333,1022.0,5927.0,393.0,1156.0,0.0,0.0,65180.0,18831.0,13497.0,2109.0,3675.0,0.077,14762.32464,DEC,4.0,2015-12-01
Lassen,C-IV,2015,2015/16,1547.25,1544.0,3168.583333,3188.916667,199.0,1730.0,99.0,94.0,0.0,0.0,30969.0,6731.0,5429.0,650.0,883.0,0.073,3734.384459,DEC,4.0,2015-12-01
Los Angeles,LRS,2015,2015/16,575806.5,585270.4167,1150858.417,1177606.25,76022.0,726193.0,118786.0,520243.0,0.0,0.0,10185487.0,1846906.0,2319368.0,1352159.0,386663.0,0.067,1776819.902,DEC,4.0,2015-12-01
Madera,C-IV,2015,2015/16,12175.25,12093.16667,29777.5,29757.5,1081.0,20470.0,3011.0,11990.0,0.0,0.0,154956.0,28618.0,42496.0,20134.0,4530.0,0.105,32412.66998,DEC,4.0,2015-12-01
Marin,C-IV,2015,2015/16,6379.0,6439.833333,10517.83333,10586.0,1471.0,5967.0,1459.0,4835.0,0.0,0.0,262105.0,73899.0,52796.0,11168.0,2913.0,0.035,23708.45691,DEC,4.0,2015-12-01
Mariposa,C-IV,2015,2015/16,1119.916667,1109.0,2095.166667,2104.5,233.0,952.0,30.0,49.0,0.0,0.0,18088.0,6333.0,2918.0,233.0,451.0,0.072,3054.690515,DEC,4.0,2015-12-01
Mendocino,C-IV,2015,2015/16,6964.916667,7059.916667,13059.33333,13191.75,1117.0,6905.0,637.0,2266.0,0.0,0.0,88429.0,24106.0,19113.0,4327.0,3087.0,0.059,19173.64808,DEC,4.0,2015-12-01
Merced,C-IV,2015,2015/16,25082.25,25129.16667,57981.83333,58408.25,2467.0,37709.0,4262.0,19191.0,0.0,0.0,269729.0,40359.0,79613.0,36937.0,10774.0,0.114,79373.22486,DEC,4.0,2015-12-01
Modoc,C-IV,2015,2015/16,478.1666667,461.0,1027.25,1000.0,58.0,605.0,42.0,61.0,0.0,0.0,9507.0,3069.0,1828.0,308.0,419.0,0.088,2017.086816,DEC,4.0,2015-12-01
Mono,C-IV,2015,2015/16,460.0833333,496.8333333,799.75,832.0,72.0,463.0,78.0,290.0,0.0,0.0,13818.0,2647.0,2862.0,1021.0,99.0,0.061,1202.93535,DEC,4.0,2015-12-01
Monterey,C-IV,2015,2015/16,23317.0,23102.83333,51916.66667,51644.83333,2984.0,40553.0,8572.0,31763.0,0.0,0.0,436242.0,77866.0,113520.0,80174.0,8376.0,0.081,67987.33264,DEC,4.0,2015-12-01
Napa,C-IV,2015,2015/16,3631.666667,3632.0,7474.416667,7501.5,562.0,5159.0,924.0,3742.0,0.0,0.0,141546.0,33624.0,30174.0,11332.0,2093.0,0.046,19657.15655,DEC,4.0,2015-12-01
Nevada,C-IV,2015,2015/16,4321.583333,4271.0,7759.916667,7736.583333,813.0,3576.0,182.0,364.0,0.0,0.0,98190.0,33078.0,16697.0,1252.0,1806.0,0.055,18076.10285,DEC,4.0,2015-12-01
Orange,CalWIN,2015,2015/16,124134.75,122873.5,257279.6667,256994.9167,22825.0,165520.0,31211.0,137793.0,0.0,0.0,3161218.0,604466.0,728580.0,331979.0,68296.0,0.045,420793.17,DEC,4.0,2015-12-01
Placer,CalWIN,2015,2015/16,9371.416667,9394.083333,17996.5,18227.41667,1857.0,9829.0,766.0,2411.0,0.0,0.0,370738.0,92963.0,78707.0,9998.0,5127.0,0.05,38477.51608,DEC,4.0,2015-12-01
Plumas,C-IV,2015,2015/16,1139.166667,1094.666667,2124.75,2050.25,160.0,961.0,51.0,53.0,0.0,0.0,19586.0,7101.0,3236.0,197.0,656.0,0.104,3447.572362,DEC,4.0,2015-12-01
Riverside,C-IV,2015,2015/16,130333.5833,129097.25,293524.0,294433.1667,18121.0,184930.0,17346.0,81846.0,0.0,0.0,2329256.0,437865.0,599727.0,190180.0,58059.0,0.067,423742.1906,DEC,4.0,2015-12-01
Sacramento,CalWIN,2015,2015/16,104378.5,104581.0833,218282.5,219942.75,11837.0,123044.0,10029.0,57891.0,0.0,0.0,1489952.0,274958.0,360331.0,93427.0,62730.0,0.06,264162.8527,DEC,4.0,2015-12-01
San Benito,C-IV,2015,2015/16,2669.75,2722.5,5917.75,6089.333333,367.0,4065.0,505.0,2281.0,0.0,0.0,57584.0,10257.0,14800.0,5268.0,900.0,0.076,7772.211442,DEC,4.0,2015-12-01
San Bernardino,C-IV,2015,2015/16,180992.0833,180278.8333,398783.5833,401294.3333,22887.0,234835.0,20761.0,85947.0,0.0,0.0,2129851.0,332066.0,579387.0,168647.0,68072.0,0.065,433056.8032,DEC,4.0,2015-12-01
San Diego,CalWIN,2015,2015/16,143570.75,142648.0,290731.0833,291172.5,25885.0,168267.0,17078.0,123936.0,0.0,0.0,3275084.0,613778.0,772594.0,231525.0,76341.0,0.052,508224.4348,DEC,4.0,2015-12-01
San Francisco,CalWIN,2015,2015/16,34645.16667,33996.75,52732.16667,52042.25,8552.0,23126.0,4486.0,26371.0,0.0,0.0,863108.0,183363.0,121514.0,100767.0,37327.0,0.036,102650.8736,DEC,4.0,2015-12-01
San Joaquin,C-IV,2015,2015/16,52846.75,52985.0,119722.6667,121333.5833,6110.0,74545.0,7330.0,28986.0,0.0,0.0,727547.0,123054.0,198377.0,63826.0,27357.0,0.089,131235.1699,DEC,4.0,2015-12-01
San Luis Obispo,CalWIN,2015,2015/16,10103.91667,10032.16667,18587.16667,18597.83333,1754.0,10311.0,1255.0,4211.0,0.0,0.0,276844.0,73091.0,49981.0,10271.0,4209.0,0.046,45501.52763,DEC,4.0,2015-12-01
San Mateo,CalWIN,2015,2015/16,15864.66667,16187.83333,30890.58333,31802.58333,4279.0,21195.0,4575.0,17806.0,0.0,0.0,764379.0,166867.0,161548.0,58320.0,10434.0,0.034,71863.83903,DEC,4.0,2015-12-01
Santa Barbara,CalWIN,2015,2015/16,18243.08333,17377.33333,38409.0,37310.08333,2179.0,28148.0,5590.0,19398.0,0.0,0.0,444900.0,86387.0,100349.0,48492.0,8191.0,0.053,73516.85469,DEC,4.0,2015-12-01
Santa Clara,CalWIN,2015,2015/16,54386.91667,55268.5,107604.0833,110775.1667,11866.0,67584.0,12117.0,59122.0,0.0,0.0,1915102.0,350400.0,442255.0,176469.0,42694.0,0.042,160882.0304,DEC,4.0,2015-12-01
Santa Cruz,CalWIN,2015,2015/16,14508.25,13855.33333,26766.58333,26006.41667,2375.0,15311.0,2811.0,12072.0,0.0,0.0,274697.0,58383.0,57881.0,21297.0,4931.0,0.075,44874.51651,DEC,4.0,2015-12-01
Shasta,C-IV,2015,2015/16,13005.08333,13013.5,24845.83333,25061.83333,1685.0,12683.0,647.0,628.0,0.0,0.0,178777.0,47459.0,37929.0,2477.0,9252.0,0.078,36163.91709,DEC,4.0,2015-12-01
Sierra,C-IV,2015,2015/16,162.6666667,171.5,290.75,312.5,40.0,131.0,1.0,12.0,0.0,0.0,3147.0,1199.0,469.0,36.0,85.0,0.09,517.509346,DEC,4.0,2015-12-01
Siskiyou,C-IV,2015,2015/16,3289.666667,3276.583333,6998.166667,7053.083333,529.0,3571.0,150.0,270.0,0.0,0.0,44500.0,14392.0,8777.0,661.0,2389.0,0.094,11426.95975,DEC,4.0,2015-12-01
Solano,CalWIN,2015,2015/16,22981.08333,22903.91667,43641.5,43943.41667,3120.0,25381.0,2573.0,8830.0,0.0,0.0,429267.0,88191.0,100373.0,21251.0,11654.0,0.061,65104.99139,DEC,4.0,2015-12-01
Sonoma,CalWIN,2015,2015/16,19731.16667,20042.25,35204.91667,35963.66667,3870.0,21537.0,3738.0,13316.0,0.0,0.0,501182.0,125873.0,99911.0,29579.0,8388.0,0.045,58010.09098,DEC,4.0,2015-12-01
Stanislaus,C-IV,2015,2015/16,42910.66667,43234.75,90703.33333,92177.91667,4942.0,54880.0,5611.0,21837.0,0.0,0.0,538372.0,93026.0,144320.0,48625.0,19884.0,0.095,105439.6471,DEC,4.0,2015-12-01
Sutter,C-IV,2015,2015/16,5781.916667,5693.5,13303.58333,13172.41667,644.0,8067.0,726.0,2921.0,0.0,0.0,97618.0,19092.0,25208.0,8773.0,3793.0,0.108,22251.18589,DEC,4.0,2015-12-01
Tehama,C-IV,2015,2015/16,4728.916667,4770.833333,10325.58333,10420.58333,616.0,6292.0,480.0,1615.0,0.0,0.0,63970.0,15536.0,15464.0,2169.0,3068.0,0.08,14981.79991,DEC,4.0,2015-12-01
Trinity,C-IV,2015,2015/16,1027.166667,1020.25,1815.083333,1832.25,148.0,825.0,39.0,9.0,0.0,0.0,13562.0,4842.0,2195.0,100.0,643.0,0.078,3244.675017,DEC,4.0,2015-12-01
Tulare,CalWIN,2015,2015/16,53185.16667,52963.91667,124702.9167,124775.9167,6133.0,78672.0,8381.0,48197.0,0.0,0.0,463291.0,71023.0,144018.0,58345.0,17848.0,0.117,136612.7115,DEC,4.0,2015-12-01
Tuolumne,C-IV,2015,2015/16,3180.25,3134.833333,5597.25,5586.166667,556.0,2564.0,106.0,103.0,0.0,0.0,54525.0,18311.0,8920.0,577.0,1615.0,0.071,9026.375023,DEC,4.0,2015-12-01
Ventura,CalWIN,2015,2015/16,37734.58333,37382.66667,76003.0,75753.33333,6422.0,49069.0,7926.0,34694.0,0.0,0.0,852013.0,170129.0,201282.0,85361.0,14875.0,0.057,91148.77156,DEC,4.0,2015-12-01
Yolo,CalWIN,2015,2015/16,10701.33333,10287.66667,21190.41667,20737.08333,1498.0,11457.0,1015.0,6991.0,0.0,0.0,212686.0,35269.0,47469.0,13104.0,5260.0,0.064,40868.09693,DEC,4.0,2015-12-01
Yuba,C-IV,2015,2015/16,6318.333333,6250.5,13632.58333,13590.75,584.0,7563.0,524.0,1789.0,0.0,0.0,75579.0,12715.0,21542.0,3808.0,3710.0,0.092,18760.69123,DEC,4.0,2015-12-01
California,n/a,2016,2016/17,2032818.417,2088174.667,4214482.333,4330996.75,343349.0,2688057.0,336878.0,1609601.0,0.0,0.0,39354432.0,7672542.0,9197902.0,3750777.0,1171642.0,0.054,0.0,DEC,4.0,2016-12-01
Alameda,CalWIN,2016,2016/17,58689.75,60502.16667,112034.75,116103.25,13243.0,68415.0,9533.0,48483.0,4039.0,0.647727979,1637712.0,316180.0,345421.0,142005.0,46141.0,0.042,0.0,DEC,4.0,2016-12-01
Alpine,C-IV,2016,2016/17,86.66666667,91.91666667,144.6666667,150.5,18.0,67.0,3.0,0.0,4.0,0.111111111,1148.0,378.0,208.0,11.0,34.0,0.065,0.0,DEC,4.0,2016-12-01
Amador,C-IV,2016,2016/17,1711.333333,1759.833333,3183.25,3335.5,374.0,1639.0,54.0,130.0,80.0,0.620772947,37191.0,12901.0,5644.0,570.0,677.0,0.059,0.0,DEC,4.0,2016-12-01
Butte,C-IV,2016,2016/17,16772.66667,16974.5,31444.33333,32064.75,2370.0,15905.0,888.0,2971.0,748.0,0.629648116,225125.0,55290.0,45620.0,7445.0,10550.0,0.065,0.0,DEC,4.0,2016-12-01
Calaveras,C-IV,2016,2016/17,2821.25,2812.083333,5134.25,5186.833333,720.0,2314.0,82.0,147.0,84.0,0.606060606,44791.0,16474.0,7363.0,277.0,1015.0,0.056,0.0,DEC,4.0,2016-12-01
Colusa,C-IV,2016,2016/17,665.8333333,627.3333333,1536.25,1427.666667,132.0,1084.0,130.0,566.0,48.0,0.711297071,22408.0,4434.0,6116.0,2893.0,552.0,0.155,0.0,DEC,4.0,2016-12-01
Contra Costa,CalWIN,2016,2016/17,32340.33333,34039.75,64666.41667,67936.58333,5886.0,43955.0,5847.0,19983.0,3229.0,0.538284619,1129894.0,247789.0,251595.0,74586.0,23841.0,0.044,0.0,DEC,4.0,2016-12-01
Del Norte,C-IV,2016,2016/17,2563.166667,2606.0,5254.916667,5317.583333,355.0,2683.0,125.0,260.0,136.0,0.696551724,27040.0,6661.0,5824.0,537.0,1779.0,0.075,0.0,DEC,4.0,2016-12-01
El Dorado,C-IV,2016,2016/17,7007.916667,7174.833333,12457.5,12772.75,1464.0,6217.0,397.0,1057.0,258.0,0.568442347,184180.0,51087.0,36645.0,3406.0,2862.0,0.051,0.0,DEC,4.0,2016-12-01
Fresno,CalWIN,2016,2016/17,91347.25,95024.75,212200.8333,220324.0,10633.0,145582.0,13898.0,70303.0,5748.0,0.761550075,989183.0,163512.0,279928.0,112485.0,41294.0,0.094,0.0,DEC,4.0,2016-12-01
Glenn,C-IV,2016,2016/17,1533.5,1554.5,3538.916667,3615.333333,229.0,2493.0,231.0,941.0,117.0,0.750793651,29073.0,6207.0,7528.0,2761.0,1081.0,0.082,0.0,DEC,4.0,2016-12-01
Humboldt,C-IV,2016,2016/17,12353.5,12516.66667,20848.41667,21216.16667,1718.0,9409.0,619.0,1130.0,426.0,0.589486356,136086.0,32838.0,27690.0,2230.0,5383.0,0.049,0.0,DEC,4.0,2016-12-01
Imperial,C-IV,2016,2016/17,17421.75,17507.91667,42310.75,42812.0,3426.0,25125.0,853.0,28442.0,812.0,0.634608872,187157.0,32050.0,54372.0,34100.0,9999.0,0.235,0.0,DEC,4.0,2016-12-01
Inyo,C-IV,2016,2016/17,1032.333333,1056.333333,1971.75,2046.583333,226.0,1130.0,81.0,302.0,61.0,0.721649485,18649.0,5699.0,3867.0,451.0,382.0,0.052,0.0,DEC,4.0,2016-12-01
Kern,C-IV,2016,2016/17,69871.83333,70632.75,162375.6667,164239.6667,8828.0,111127.0,10601.0,48847.0,6086.0,0.741666667,888994.0,136623.0,254735.0,83111.0,30848.0,0.103,0.0,DEC,4.0,2016-12-01
Kings,C-IV,2016,2016/17,10714.58333,10819.5,24345.66667,24655.83333,1265.0,15975.0,1417.0,7531.0,877.0,0.719566289,149407.0,21381.0,45432.0,13525.0,4567.0,0.1,0.0,DEC,4.0,2016-12-01
Lake,C-IV,2016,2016/17,6501.5,6611.25,12208.66667,12482.5,1616.0,6704.0,412.0,1534.0,313.0,0.670349908,65128.0,19175.0,13526.0,2348.0,3660.0,0.066,0.0,DEC,4.0,2016-12-01
Lassen,C-IV,2016,2016/17,1583.666667,1568.833333,3131.416667,3149.333333,208.0,1728.0,95.0,90.0,90.0,0.635983264,30645.0,6887.0,5308.0,633.0,881.0,0.069,0.0,DEC,4.0,2016-12-01
Los Angeles,LRS,2016,2016/17,542574.3333,558722.8333,1092802.417,1118309.083,83903.0,694580.0,110447.0,501112.0,51194.0,0.747201878,10229245.0,1915495.0,2304521.0,1343973.0,381016.0,0.052,0.0,DEC,4.0,2016-12-01
Madera,C-IV,2016,2016/17,11762.41667,12017.75,28845.58333,29255.33333,1266.0,21003.0,3012.0,12151.0,975.0,0.737387942,155693.0,29376.0,42383.0,19819.0,4480.0,0.092,0.0,DEC,4.0,2016-12-01
Marin,C-IV,2016,2016/17,6101.0,6245.916667,10072.91667,10304.16667,1617.0,5988.0,1424.0,5020.0,295.0,0.578982155,263257.0,76036.0,52612.0,10590.0,2796.0,0.032,0.0,DEC,4.0,2016-12-01
Mariposa,C-IV,2016,2016/17,1030.666667,1089.5,1884.666667,2013.166667,264.0,919.0,33.0,45.0,42.0,0.669724771,18055.0,6483.0,2887.0,193.0,427.0,0.069,0.0,DEC,4.0,2016-12-01
Mendocino,C-IV,2016,2016/17,6421.416667,6708.5,12131.5,12644.16667,1200.0,6840.0,615.0,2211.0,333.0,0.567476002,88995.0,24819.0,19104.0,4384.0,3066.0,0.052,0.0,DEC,4.0,2016-12-01
Merced,C-IV,2016,2016/17,23908.58333,24516.83333,55344.75,56659.75,2834.0,37617.0,4155.0,18944.0,1760.0,0.723367169,272610.0,41701.0,79762.0,32600.0,10667.0,0.105,0.0,DEC,4.0,2016-12-01
Modoc,C-IV,2016,2016/17,538.0,515.9166667,1131.75,1084.833333,66.0,634.0,44.0,67.0,15.0,0.602649007,9469.0,3096.0,1807.0,256.0,404.0,0.078,0.0,DEC,4.0,2016-12-01
Mono,C-IV,2016,2016/17,443.0833333,452.6666667,751.9166667,794.0833333,73.0,473.0,81.0,280.0,15.0,0.537037037,13785.0,2795.0,2848.0,1013.0,101.0,0.053,0.0,DEC,4.0,2016-12-01
Monterey,C-IV,2016,2016/17,21906.41667,22712.91667,48492.41667,50326.25,3572.0,41820.0,8711.0,33355.0,1244.0,0.713618214,441129.0,80555.0,114101.0,82997.0,8101.0,0.076,0.0,DEC,4.0,2016-12-01
Napa,C-IV,2016,2016/17,3379.416667,3546.75,6858.833333,7274.25,681.0,5116.0,874.0,3772.0,201.0,0.656349206,142269.0,34640.0,29835.0,11745.0,2034.0,0.043,0.0,DEC,4.0,2016-12-01
Nevada,C-IV,2016,2016/17,4248.75,4346.5,7391.833333,7660.5,949.0,3604.0,173.0,346.0,169.0,0.489749431,98552.0,33995.0,16434.0,1305.0,1824.0,0.047,0.0,DEC,4.0,2016-12-01
Orange,CalWIN,2016,2016/17,120043.0833,123182.3333,245247.8333,253145.1667,25449.0,164718.0,29757.0,136779.0,7350.0,0.681085847,3181371.0,627423.0,726521.0,309974.0,67977.0,0.04,0.0,DEC,4.0,2016-12-01
Placer,CalWIN,2016,2016/17,9029.166667,9286.25,16874.08333,17625.58333,2056.0,9509.0,749.0,2462.0,487.0,0.54584121,376092.0,96940.0,78000.0,5842.0,5095.0,0.044,0.0,DEC,4.0,2016-12-01
Plumas,C-IV,2016,2016/17,1144.416667,1159.833333,2084.333333,2132.166667,191.0,1033.0,60.0,67.0,49.0,0.624521073,19494.0,7235.0,3171.0,170.0,663.0,0.096,0.0,DEC,4.0,2016-12-01
Riverside,C-IV,2016,2016/17,125860.75,129010.1667,279293.0833,287642.75,20641.0,185979.0,16626.0,81348.0,10479.0,0.639698181,2360727.0,456965.0,598756.0,189787.0,58100.0,0.061,0.0,DEC,4.0,2016-12-01
Sacramento,CalWIN,2016,2016/17,100083.0,102439.3333,209677.25,214057.3333,13463.0,122095.0,9476.0,58041.0,5851.0,0.614490903,1506677.0,284940.0,361388.0,94153.0,62524.0,0.054,0.0,DEC,4.0,2016-12-01
San Benito,C-IV,2016,2016/17,2373.083333,2543.833333,5275.0,5619.833333,436.0,3865.0,447.0,2246.0,386.0,0.738947368,58014.0,10729.0,14569.0,5252.0,880.0,0.068,0.0,DEC,4.0,2016-12-01
San Bernardino,C-IV,2016,2016/17,172631.1667,178494.75,377181.25,390589.9167,25789.0,237181.0,20320.0,85034.0,11109.0,0.66028086,2147933.0,346063.0,579219.0,167271.0,67508.0,0.057,0.0,DEC,4.0,2016-12-01
San Diego,CalWIN,2016,2016/17,137827.4167,142005.8333,278085.5833,286487.1667,29540.0,166939.0,16369.0,124572.0,11913.0,0.649918312,3300891.0,637060.0,780130.0,238465.0,75424.0,0.047,0.0,DEC,4.0,2016-12-01
San Francisco,CalWIN,2016,2016/17,34434.08333,34845.54545,52010.83333,52812.45455,10278.0,23185.0,4465.0,28237.0,1229.0,0.580031949,871185.0,188417.0,124486.0,99674.0,36427.0,0.033,0.0,DEC,4.0,2016-12-01
San Joaquin,C-IV,2016,2016/17,49992.58333,51666.83333,111805.5,116203.6667,6936.0,73983.0,7153.0,28277.0,3337.0,0.669147353,738873.0,127720.0,199204.0,60196.0,26870.0,0.081,0.0,DEC,4.0,2016-12-01
San Luis Obispo,CalWIN,2016,2016/17,9729.083333,9958.083333,17514.91667,18140.75,1919.0,10198.0,1224.0,4160.0,401.0,0.573255814,278917.0,75907.0,49961.0,10287.0,4063.0,0.043,0.0,DEC,4.0,2016-12-01
San Mateo,CalWIN,2016,2016/17,14337.5,15147.83333,27750.16667,29408.75,4604.0,20402.0,4287.0,17183.0,904.0,0.640888523,768122.0,171899.0,161747.0,54522.0,9952.0,0.03,0.0,DEC,4.0,2016-12-01
Santa Barbara,CalWIN,2016,2016/17,18613.91667,18572.91667,38428.66667,38650.16667,2714.0,29036.0,5739.0,20539.0,1474.0,0.699749687,448353.0,89021.0,100705.0,51832.0,8004.0,0.05,0.0,DEC,4.0,2016-12-01
Santa Clara,CalWIN,2016,2016/17,50077.5,52729.66667,98101.33333,103617.3333,12624.0,62659.0,11199.0,55825.0,3295.0,0.594197975,1930215.0,364511.0,442750.0,167482.0,41718.0,0.038,0.0,DEC,4.0,2016-12-01
Santa Cruz,CalWIN,2016,2016/17,14568.66667,14643.0,26423.0,26729.75,2827.0,15699.0,2854.0,12690.0,863.0,0.661349693,276249.0,60888.0,57974.0,20762.0,4764.0,0.069,0.0,DEC,4.0,2016-12-01
Shasta,C-IV,2016,2016/17,12696.16667,12943.41667,23809.83333,24407.33333,1906.0,12561.0,608.0,627.0,727.0,0.677409262,178208.0,48189.0,37658.0,1963.0,9165.0,0.069,0.0,DEC,4.0,2016-12-01
Sierra,C-IV,2016,2016/17,162.75,160.5,276.9166667,277.3333333,52.0,93.0,3.0,10.0,12.0,0.588235294,3140.0,1228.0,465.0,35.0,85.0,0.076,0.0,DEC,4.0,2016-12-01
Siskiyou,C-IV,2016,2016/17,3134.416667,3213.166667,6575.666667,6773.333333,608.0,3533.0,156.0,284.0,155.0,0.636554622,44372.0,14672.0,8676.0,755.0,2380.0,0.085,0.0,DEC,4.0,2016-12-01
Solano,CalWIN,2016,2016/17,21624.08333,22398.16667,40785.75,42352.66667,3576.0,24939.0,2490.0,8928.0,1035.0,0.5419684,434102.0,92321.0,100398.0,22558.0,11385.0,0.055,0.0,DEC,4.0,2016-12-01
Sonoma,CalWIN,2016,2016/17,17933.25,18932.16667,31785.58333,33626.58333,4239.0,20809.0,3587.0,13176.0,744.0,0.595316352,503953.0,130857.0,98968.0,26781.0,8201.0,0.04,0.0,DEC,4.0,2016-12-01
Stanislaus,C-IV,2016,2016/17,40674.0,41901.91667,85291.25,88015.08333,5541.0,54419.0,5526.0,21493.0,2341.0,0.586291686,545008.0,96403.0,145017.0,53504.0,19620.0,0.085,0.0,DEC,4.0,2016-12-01
