Federal Data Reporting and Analysis Bureau,,,,,,,,,,,,,,,,,,,
CY2013 Q1 (January - March) Churn Statewide Summary Report,,,,,,,,,,,,,,,,,,,
Report Run on 20JUN2014,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
County,1.0,1a,1b,1c,1d,1e,2.0,3.0,3a,3b,4.0,4a,4b,4c,5.0,Percent,Percent,Percent,Percent
Lake,1437.0,867.0,153.0,54.0,45.0,318.0,25.3,1500.0,906.0,594.0,351.0,307.0,29.0,15.0,14.3,17.54,10.65,24.43,21.36
Lassen,478.0,245.0,77.0,21.0,22.0,113.0,10.3,475.0,257.0,218.0,93.0,80.0,5.0,8.0,9.3,25.1,16.11,19.46,16.74
Los Angeles,121801.0,66996.0,13774.0,5984.0,3830.0,31217.0,13.3,85650.0,82791.0,2859.0,1955.0,1377.0,354.0,224.0,30.0,19.37,11.31,1.61,1.13
Madera,2699.0,1294.0,504.0,148.0,97.0,656.0,19.3,2957.0,1976.0,981.0,487.0,413.0,54.0,20.0,9.3,27.75,18.67,18.04,15.3
Marin,1886.0,1115.0,306.0,69.0,43.0,353.0,17.7,1699.0,1034.0,665.0,296.0,254.0,25.0,17.0,7.7,22.16,16.22,15.69,13.47
Mariposa,283.0,169.0,40.0,8.0,5.0,61.0,15.7,266.0,157.0,109.0,48.0,41.0,7.0,0.0,12.0,18.73,14.13,16.96,14.49
Mendocino,2006.0,882.0,433.0,139.0,74.0,478.0,10.7,2307.0,1276.0,1031.0,400.0,325.0,52.0,23.0,7.7,32.2,21.59,19.94,16.2
Merced,5203.0,2128.0,1059.0,282.0,198.0,1536.0,12.0,6109.0,4199.0,1910.0,1091.0,984.0,70.0,37.0,10.0,29.58,20.35,20.97,18.91
Modoc,160.0,72.0,36.0,12.0,7.0,33.0,17.7,136.0,66.0,70.0,21.0,18.0,1.0,2.0,5.0,34.38,22.5,13.13,11.25
Mono,177.0,107.0,19.0,3.0,4.0,44.0,14.3,189.0,46.0,143.0,15.0,6.0,3.0,6.0,17.7,14.69,10.73,8.47,3.39
Monterey,6111.0,3078.0,1029.0,198.0,140.0,1666.0,12.0,4807.0,3099.0,1708.0,682.0,612.0,39.0,31.0,8.3,22.37,16.84,11.16,10.01
Napa,1209.0,718.0,134.0,49.0,34.0,274.0,25.7,1020.0,537.0,483.0,332.0,300.0,24.0,8.0,16.7,17.95,11.08,27.46,24.81
Nevada,1278.0,755.0,165.0,54.0,45.0,259.0,10.3,1146.0,564.0,582.0,172.0,149.0,15.0,8.0,9.7,20.66,12.91,13.46,11.66
Orange,23119.0,13336.0,2014.0,1226.0,853.0,5690.0,5.0,21628.0,18840.0,2788.0,1671.0,988.0,434.0,249.0,34.3,17.7,8.71,7.23,4.27
Placer,3339.0,1968.0,287.0,163.0,117.0,804.0,8.3,1936.0,1609.0,327.0,196.0,112.0,49.0,35.0,39.0,16.98,8.6,5.87,3.35
Plumas,334.0,202.0,57.0,11.0,8.0,56.0,15.7,253.0,132.0,121.0,40.0,39.0,1.0,0.0,8.7,22.75,17.07,11.98,11.68
Riverside,34580.0,17773.0,6308.0,1588.0,1022.0,7889.0,11.7,30619.0,18851.0,11768.0,5559.0,4851.0,485.0,223.0,9.7,25.79,18.24,16.08,14.03
Sacramento,22881.0,12605.0,2161.0,1212.0,779.0,6124.0,10.7,23353.0,20730.0,2623.0,1874.0,1101.0,483.0,290.0,37.3,18.15,9.44,8.19,4.81
San Benito,832.0,423.0,142.0,31.0,24.0,212.0,14.3,745.0,441.0,304.0,116.0,100.0,10.0,6.0,8.0,23.68,17.07,13.94,12.02
San Bernardino,40313.0,19143.0,8780.0,1641.0,1103.0,9646.0,10.3,41105.0,26646.0,14459.0,6655.0,6016.0,400.0,239.0,7.7,28.59,21.78,16.51,14.92
San Diego,37250.0,18698.0,4314.0,2469.0,1669.0,10100.0,10.0,22953.0,20536.0,2417.0,2059.0,1035.0,582.0,442.0,36.3,22.69,11.58,5.53,2.78
San Francisco,8889.0,4559.0,914.0,546.0,365.0,2505.0,9.7,6924.0,5331.0,1593.0,1035.0,711.0,194.0,130.0,37.0,20.53,10.28,11.64,8.0
San Joaquin,11072.0,6042.0,2193.0,393.0,288.0,2156.0,16.3,12698.0,8862.0,3836.0,1737.0,1548.0,115.0,74.0,7.3,25.96,19.81,15.69,13.98
San Luis Obispo,2835.0,1590.0,187.0,155.0,84.0,819.0,11.3,1953.0,1659.0,294.0,153.0,85.0,41.0,27.0,40.0,15.03,6.6,5.4,3.0
San Mateo,5250.0,3118.0,405.0,282.0,172.0,1273.0,19.7,3083.0,2607.0,476.0,352.0,199.0,80.0,73.0,39.0,16.36,7.71,6.7,3.79
Santa Barbara,4817.0,2440.0,474.0,246.0,180.0,1477.0,15.3,3637.0,3097.0,540.0,356.0,233.0,68.0,55.0,38.0,18.68,9.84,7.39,4.84
Santa Clara,11553.0,6760.0,660.0,535.0,373.0,3225.0,13.7,12029.0,10510.0,1519.0,451.0,123.0,189.0,139.0,37.0,13.57,5.71,3.9,1.06
Santa Cruz,3579.0,2006.0,140.0,169.0,107.0,1157.0,15.3,2452.0,2006.0,446.0,211.0,109.0,61.0,41.0,37.7,11.62,3.91,5.9,3.05
Shasta,3980.0,2063.0,710.0,185.0,145.0,877.0,24.3,3832.0,2068.0,1764.0,800.0,702.0,73.0,25.0,9.3,26.13,17.84,20.1,17.64
Sierra,56.0,32.0,10.0,2.0,3.0,9.0,11.0,50.0,26.0,24.0,6.0,6.0,0.0,0.0,10.3,26.79,17.86,10.71,10.71
Siskiyou,931.0,572.0,125.0,37.0,25.0,172.0,14.7,808.0,489.0,319.0,132.0,118.0,10.0,4.0,10.7,20.09,13.43,14.18,12.67
Solano,5602.0,2929.0,176.0,423.0,265.0,1809.0,13.3,5489.0,4492.0,997.0,354.0,71.0,170.0,113.0,40.3,15.42,3.14,6.32,1.27
Sonoma,5010.0,2570.0,409.0,271.0,201.0,1559.0,17.3,4170.0,3427.0,743.0,382.0,194.0,111.0,77.0,34.7,17.58,8.16,7.62,3.87
Stanislaus,11000.0,4820.0,2148.0,644.0,366.0,3022.0,8.3,11649.0,7497.0,4152.0,1852.0,1615.0,152.0,85.0,9.7,28.71,19.53,16.84,14.68
Sutter,1728.0,935.0,313.0,72.0,41.0,367.0,14.7,1442.0,830.0,612.0,212.0,183.0,23.0,6.0,10.0,24.65,18.11,12.27,10.59
Tehama,1385.0,763.0,252.0,58.0,40.0,272.0,16.3,1342.0,776.0,566.0,233.0,220.0,6.0,7.0,11.3,25.27,18.19,16.82,15.88
Trinity,254.0,142.0,53.0,8.0,6.0,45.0,16.0,274.0,157.0,117.0,94.0,90.0,3.0,1.0,9.7,26.38,20.87,37.01,35.43
Tulare,8942.0,3270.0,1535.0,684.0,426.0,3027.0,4.7,11478.0,10250.0,1228.0,1393.0,972.0,236.0,185.0,37.3,29.58,17.17,15.58,10.87
Tuolumne,950.0,462.0,153.0,39.0,24.0,272.0,13.0,918.0,544.0,374.0,173.0,156.0,9.0,8.0,7.3,22.74,16.11,18.21,16.42
Ventura,9334.0,4348.0,968.0,746.0,436.0,2836.0,9.3,7126.0,5823.0,1303.0,987.0,602.0,218.0,167.0,39.3,23.03,10.37,10.57,6.45
Yolo,2501.0,1228.0,289.0,151.0,109.0,724.0,14.3,1941.0,1630.0,311.0,216.0,139.0,52.0,25.0,38.0,21.95,11.56,8.64,5.56
Yuba,1728.0,873.0,323.0,64.0,54.0,414.0,14.0,1703.0,957.0,746.0,387.0,350.0,23.0,14.0,10.7,25.52,18.69,22.4,20.25
