Federal Data Reporting and Analysis Bureau,,,,,,,,,,,,,,,,,,,
CY2011 Q4 (October - December) Churn Statewide Summary Report,,,,,,,,,,,,,,,,,,,
Report Run on 16APR2014,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
County,1.0,1a,1b,1c,1d,1e,2.0,3.0,3a,3b,4.0,4a,4b,4c,5.0,Percent,Percent,Percent,Percent
Lake,1393.0,934.0,26.0,52.0,45.0,336.0,20.3,677.0,314.0,363.0,354.0,338.0,13.0,3.0,46.3,8.83,1.87,25.41,24.26
Lassen,522.0,218.0,74.0,33.0,57.0,140.0,12.0,173.0,68.0,105.0,99.0,95.0,4.0,0.0,45.3,31.42,14.18,18.97,18.2
Los Angeles,134653.0,73373.0,15196.0,7297.0,4577.0,34210.0,13.7,112391.0,86473.0,25918.0,2623.0,908.0,998.0,717.0,36.0,20.1,11.29,1.95,0.67
Madera,3178.0,1427.0,250.0,219.0,227.0,1055.0,21.3,1723.0,1173.0,550.0,482.0,436.0,38.0,8.0,33.7,21.9,7.87,15.17,13.72
Marin,1746.0,1009.0,120.0,62.0,61.0,494.0,15.0,546.0,434.0,112.0,95.0,88.0,6.0,1.0,36.0,13.92,6.87,5.44,5.04
Mariposa,242.0,152.0,6.0,9.0,12.0,63.0,17.0,115.0,81.0,34.0,33.0,32.0,1.0,0.0,38.7,11.16,2.48,13.64,13.22
Mendocino,1991.0,1032.0,132.0,115.0,120.0,592.0,7.7,673.0,475.0,198.0,188.0,182.0,6.0,0.0,40.3,18.43,6.63,9.44,9.14
Merced,5572.0,2217.0,365.0,326.0,367.0,2297.0,15.3,2958.0,1795.0,1163.0,1078.0,1027.0,39.0,12.0,40.7,18.99,6.55,19.35,18.43
Modoc,187.0,88.0,14.0,11.0,17.0,57.0,18.3,57.0,23.0,34.0,24.0,24.0,0.0,0.0,35.7,22.46,7.49,12.83,12.83
Mono,341.0,205.0,15.0,20.0,21.0,80.0,10.3,29.0,17.0,12.0,9.0,7.0,2.0,0.0,33.3,16.42,4.4,2.64,2.05
Monterey,8855.0,3509.0,174.0,345.0,559.0,4268.0,18.3,2601.0,1800.0,801.0,697.0,657.0,29.0,11.0,30.0,12.17,1.96,7.87,7.42
Napa,1279.0,786.0,35.0,53.0,49.0,356.0,24.0,518.0,223.0,295.0,273.0,256.0,11.0,6.0,49.3,10.71,2.74,21.34,20.02
Nevada,1026.0,730.0,29.0,44.0,27.0,196.0,15.3,413.0,272.0,141.0,125.0,122.0,3.0,0.0,38.3,9.75,2.83,12.18,11.89
Orange,23776.0,14395.0,2676.0,1038.0,683.0,4984.0,5.0,18519.0,16425.0,2094.0,1300.0,806.0,276.0,218.0,39.3,18.49,11.26,5.47,3.39
Placer,3047.0,1847.0,341.0,160.0,90.0,609.0,10.3,1730.0,1389.0,341.0,234.0,128.0,58.0,48.0,43.0,19.4,11.19,7.68,4.2
Plumas,283.0,194.0,11.0,7.0,14.0,57.0,19.0,90.0,63.0,27.0,24.0,24.0,0.0,0.0,42.3,11.31,3.89,8.48,8.48
Riverside,32587.0,18180.0,937.0,1502.0,1408.0,10560.0,12.7,12687.0,8305.0,4382.0,3813.0,3650.0,116.0,47.0,38.7,11.81,2.88,11.7,11.2
Sacramento,23243.0,12911.0,2876.0,988.0,668.0,5800.0,11.3,17351.0,14884.0,2467.0,1694.0,949.0,428.0,317.0,46.0,19.5,12.37,7.29,4.08
San Benito,916.0,459.0,34.0,67.0,56.0,300.0,19.7,354.0,232.0,122.0,113.0,108.0,3.0,2.0,39.0,17.14,3.71,12.34,11.79
San Bernardino,37385.0,18833.0,1496.0,1693.0,1660.0,13703.0,11.0,18301.0,12478.0,5823.0,5373.0,5287.0,48.0,38.0,35.0,12.97,4.0,14.37,14.14
San Diego,40262.0,21982.0,6505.0,2103.0,1354.0,8318.0,8.3,27736.0,22365.0,5371.0,4966.0,3147.0,1080.0,739.0,42.3,24.74,16.16,12.33,7.82
San Francisco,8636.0,4822.0,844.0,521.0,292.0,2157.0,7.0,6364.0,4998.0,1366.0,878.0,588.0,176.0,114.0,35.3,19.19,9.77,10.17,6.81
San Joaquin,10991.0,6294.0,583.0,488.0,508.0,3118.0,20.7,6158.0,4314.0,1844.0,1637.0,1585.0,41.0,11.0,36.0,14.37,5.3,14.89,14.42
San Luis Obispo,3061.0,1708.0,336.0,146.0,110.0,761.0,12.3,1679.0,1437.0,242.0,159.0,88.0,43.0,28.0,45.3,19.34,10.98,5.19,2.87
San Mateo,4696.0,3040.0,341.0,169.0,122.0,1024.0,12.7,2289.0,1963.0,326.0,252.0,124.0,66.0,62.0,43.3,13.46,7.26,5.37,2.64
Santa Barbara,5880.0,2591.0,890.0,391.0,248.0,1760.0,25.7,3545.0,3078.0,467.0,415.0,233.0,117.0,65.0,42.7,26.0,15.14,7.06,3.96
Santa Clara,11073.0,6501.0,1035.0,497.0,354.0,2686.0,31.0,9772.0,8358.0,1414.0,427.0,124.0,185.0,118.0,46.3,17.03,9.35,3.86,1.12
Santa Cruz,4047.0,1846.0,463.0,240.0,203.0,1295.0,22.0,2665.0,2172.0,493.0,345.0,158.0,113.0,74.0,45.3,22.39,11.44,8.52,3.9
Shasta,3405.0,2099.0,90.0,156.0,163.0,897.0,13.7,1451.0,884.0,567.0,526.0,511.0,12.0,3.0,36.7,12.01,2.64,15.45,15.01
Sierra,50.0,37.0,0.0,3.0,1.0,9.0,16.3,13.0,11.0,2.0,2.0,2.0,0.0,0.0,37.7,8.0,0.0,4.0,4.0
Siskiyou,893.0,575.0,22.0,35.0,36.0,225.0,17.0,327.0,203.0,124.0,117.0,113.0,3.0,1.0,42.7,10.41,2.46,13.1,12.65
Solano,5860.0,3261.0,419.0,322.0,213.0,1645.0,14.7,4338.0,3401.0,937.0,308.0,68.0,134.0,106.0,48.3,16.28,7.15,5.26,1.16
Sonoma,4988.0,2719.0,525.0,214.0,184.0,1346.0,20.0,3400.0,2837.0,563.0,313.0,164.0,83.0,66.0,37.7,18.5,10.53,6.28,3.29
Stanislaus,9639.0,4771.0,228.0,537.0,502.0,3601.0,14.0,5052.0,3608.0,1444.0,1320.0,1260.0,48.0,12.0,36.7,13.14,2.37,13.69,13.07
Sutter,1755.0,988.0,83.0,104.0,89.0,491.0,16.3,580.0,337.0,243.0,233.0,225.0,6.0,2.0,42.0,15.73,4.73,13.28,12.82
Tehama,1301.0,811.0,67.0,62.0,61.0,300.0,24.0,529.0,329.0,200.0,171.0,162.0,6.0,3.0,33.0,14.6,5.15,13.14,12.45
Trinity,217.0,121.0,8.0,16.0,11.0,61.0,12.7,75.0,48.0,27.0,25.0,24.0,1.0,0.0,39.3,16.13,3.69,11.52,11.06
Tulare,10962.0,3778.0,2787.0,832.0,563.0,3002.0,9.0,11169.0,9858.0,1311.0,1698.0,1181.0,342.0,175.0,43.7,38.15,25.42,15.49,10.77
Tuolumne,876.0,478.0,36.0,42.0,39.0,281.0,14.3,309.0,205.0,104.0,92.0,90.0,2.0,0.0,36.3,13.36,4.11,10.5,10.27
Ventura,9121.0,4526.0,1124.0,654.0,338.0,2479.0,10.3,6426.0,5157.0,1269.0,1007.0,576.0,260.0,171.0,44.7,23.2,12.32,11.04,6.32
Yolo,2479.0,1275.0,338.0,114.0,94.0,658.0,15.3,1652.0,1378.0,274.0,190.0,113.0,43.0,34.0,40.7,22.03,13.63,7.66,4.56
Yuba,1738.0,983.0,74.0,96.0,95.0,490.0,14.7,736.0,488.0,248.0,230.0,216.0,10.0,4.0,35.3,15.25,4.26,13.23,12.43
