,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,
,A.  Public Assistance,,,B.  Non-Public Assistance,,,Total,,,,,,A. Public Assistance,,B. Non-Public Assistance,,Total,,,,,,,,,,,,,
,,,,,,,,,,A.,B.,,,,,,,,A.,B.,,,Contracted,Other,,,EBT,,,
,,Federal/,,,Federal/,,,Federal/,,Public,Non-Public,,,,,,,,Public,Non-Public,Total,,Over the,Over the,EBT,,Converted,Federal,State,TOTAL
County,Federal,State,State,Federal,State,State,Federal,State,State,Assistance,Assistance,Total,Federal,State,Federal,State,Federal,State,Assistance,Assistance,,Mail,Counter,Counter,Issuances,Total,to Coupons,Only,Only,ISSUANCES
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,15.0,16.0,17.0,7.0,8.0,18.0,9.0,10.0,11.0,12.0,19.0,20.0,13.0,14.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
Statewide,253053.0,3637.0,62.0,600860.0,8616.0,3955.0,853913.0,12253.0,4017.0,637412.0,1435208.0,2072620.0,8366.0,4470.0,23440.0,10357.0,31806.0,14827.0,103.0,5007.0,5110.0,0.0,0.0,0.0,973623.0,973623.0,0.0,240169490.5,1840840.53,242010331.03
Alameda,11203.0,200.0,3.0,21775.0,311.0,175.0,32978.0,511.0,178.0,26564.0,44160.0,70724.0,439.0,224.0,754.0,389.0,1193.0,613.0,3.0,216.0,219.0,0.0,0.0,0.0,33667.0,33667.0,0.0,8140581.0,85875.0,8226456.0
Alpine,4.0,0.0,0.0,35.0,0.0,0.0,39.0,0.0,0.0,12.0,79.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,8434.0,0.0,8434.0
Amador,149.0,0.0,0.0,489.0,0.0,0.0,638.0,0.0,0.0,371.0,958.0,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,690.0,0.0,152781.0,0.0,152781.0
Butte,1857.0,1.0,0.0,6156.0,13.0,7.0,8013.0,14.0,7.0,4789.0,13863.0,18652.0,1.0,1.0,43.0,18.0,44.0,19.0,0.0,11.0,11.0,0.0,0.0,0.0,8764.0,8764.0,0.0,2071829.0,2774.0,2074603.0
Calaveras,230.0,0.0,0.0,732.0,0.0,0.0,962.0,0.0,0.0,595.0,1500.0,2095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,962.0,0.0,240642.0,0.0,240642.0
Colusa,81.0,1.0,0.0,363.0,7.0,2.0,444.0,8.0,2.0,214.0,945.0,1159.0,2.0,1.0,17.0,8.0,19.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,485.0,485.0,0.0,114868.0,834.0,115702.0
Contra Costa,5004.0,37.0,2.0,9723.0,102.0,43.0,14727.0,139.0,45.0,11950.0,22292.0,34242.0,86.0,45.0,258.0,129.0,344.0,174.0,2.0,49.0,51.0,0.0,0.0,0.0,17053.0,17053.0,0.0,4048608.0,23796.0,4072404.0
Del Norte,420.0,0.0,0.0,1313.0,4.0,3.0,1733.0,4.0,3.0,1175.0,2726.0,3901.0,0.0,0.0,9.0,4.0,9.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,1740.0,1740.0,0.0,429589.03,717.0,430306.03
El Dorado,450.0,0.0,0.0,1546.0,10.0,3.0,1996.0,10.0,3.0,1153.0,3319.0,4472.0,0.0,0.0,24.0,10.0,24.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,2223.0,2223.0,0.0,514910.0,1173.0,516083.0
Fresno  a/,15084.0,112.0,0.0,31123.0,301.0,32.0,46207.0,413.0,32.0,41512.0,83723.0,125235.0,321.0,125.0,904.0,321.0,1225.0,446.0,0.0,42.0,42.0,0.0,0.0,0.0,53591.0,53591.0,0.0,14312152.0,36119.0,14348271.0
Glenn,213.0,0.0,0.0,639.0,2.0,0.0,852.0,2.0,0.0,584.0,1644.0,2228.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0,942.0,0.0,230841.0,201.0,231042.0
Humboldt,1069.0,2.0,0.0,3686.0,7.0,2.0,4755.0,9.0,2.0,2745.0,7362.0,10107.0,4.0,4.0,6.0,7.0,10.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,5317.0,5317.0,0.0,1151517.0,1234.0,1152751.0
Imperial,1673.0,4.0,0.0,5521.0,126.0,19.0,7194.0,130.0,19.0,5072.0,14613.0,19685.0,16.0,4.0,360.0,147.0,376.0,151.0,0.0,24.0,24.0,0.0,0.0,0.0,7343.0,7343.0,0.0,2212891.0,10627.0,2223518.0
Inyo,68.0,0.0,0.0,385.0,0.0,0.0,453.0,0.0,0.0,211.0,778.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,464.0,0.0,101008.0,0.0,101008.0
Kern ,6474.0,4.0,1.0,22942.0,164.0,56.0,29416.0,168.0,57.0,17967.0,62671.0,80638.0,13.0,4.0,462.0,183.0,475.0,187.0,2.0,71.0,73.0,0.0,0.0,0.0,31757.0,31757.0,0.0,8707747.0,28945.0,8736692.0
Kings,1034.0,1.0,2.0,4217.0,42.0,29.0,5251.0,43.0,31.0,2861.0,10445.0,13306.0,3.0,1.0,114.0,44.0,117.0,45.0,2.0,29.0,31.0,0.0,0.0,0.0,5805.0,5805.0,0.0,1398067.0,6299.0,1404366.0
Lake,905.0,0.0,0.0,1528.0,4.0,2.0,2433.0,4.0,2.0,1433.0,3996.0,5429.0,0.0,0.0,12.0,4.0,12.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,2698.0,2698.0,0.0,617391.0,802.0,618193.0
Lassen,247.0,0.0,0.0,636.0,1.0,1.0,883.0,1.0,1.0,701.0,1436.0,2137.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,967.0,967.0,0.0,237432.0,323.0,237755.0
Los Angeles,72371.0,1525.0,21.0,200638.0,3475.0,1522.0,273009.0,5000.0,1543.0,165077.0,450870.0,615947.0,3149.0,1845.0,9387.0,4184.0,12536.0,6029.0,28.0,1846.0,1874.0,0.0,0.0,0.0,320860.0,320860.0,0.0,75599280.0,780645.0,76379925.0
Madera,992.0,0.0,0.0,4475.0,17.0,3.0,5467.0,17.0,3.0,2904.0,11566.0,14470.0,0.0,0.0,58.0,17.0,58.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,5912.0,5912.0,0.0,1561812.0,1286.0,1563098.0
Marin,452.0,1.0,1.0,2032.0,26.0,65.0,2484.0,27.0,66.0,1050.0,3333.0,4383.0,1.0,1.0,64.0,26.0,65.0,27.0,1.0,65.0,66.0,0.0,0.0,0.0,2764.0,2764.0,0.0,524537.0,7149.0,531686.0
Mariposa,84.0,0.0,0.0,261.0,0.0,0.0,345.0,0.0,0.0,220.0,532.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,396.0,0.0,86351.0,0.0,86351.0
Mendocino,704.0,0.0,0.0,3015.0,13.0,4.0,3719.0,13.0,4.0,1797.0,5300.0,7097.0,0.0,0.0,41.0,15.0,41.0,15.0,0.0,6.0,6.0,0.0,0.0,0.0,4265.0,4265.0,0.0,915958.0,1833.0,917791.0
Merced,4225.0,17.0,0.0,7061.0,34.0,4.0,11286.0,51.0,4.0,11781.0,19220.0,31001.0,45.0,17.0,116.0,36.0,161.0,53.0,0.0,5.0,5.0,0.0,0.0,0.0,12328.0,12328.0,0.0,3349594.0,4622.0,3354216.0
Modoc,72.0,0.0,0.0,190.0,1.0,0.0,262.0,1.0,0.0,199.0,460.0,659.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,262.0,0.0,71416.0,112.0,71528.0
Mono,11.0,0.0,0.0,91.0,0.0,0.0,102.0,0.0,0.0,27.0,192.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,0.0,26542.0,0.0,26542.0
