,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,
,A.  Public Assistance,,,B.  Non-Public Assistance,,,Total,,,,,,A. Public Assistance,,B. Non-Public Assistance,,Total,,,,,,,,,,,,,
,,,,,,,,,,A.,B.,,,,,,,,A.,B.,,,Contracted,Other,,,EBT,,,
,,Federal/,,,Federal/,,,Federal/,,Public,Non-Public,,,,,,,,Public,Non-Public,Total,,Over the,Over the,EBT,,Converted,Federal,State,TOTAL
County,Federal,State,State,Federal,State,State,Federal,State,State,Assistance,Assistance,Total,Federal,State,Federal,State,Federal,State,Assistance,Assistance,,Mail,Counter,Counter,Issuances,Total,to Coupons,Only,Only,ISSUANCES
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,15.0,16.0,17.0,7.0,8.0,18.0,9.0,10.0,11.0,12.0,19.0,20.0,13.0,14.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
Statewide,256999.0,3625.0,130.0,546522.0,8164.0,4093.0,803521.0,11789.0,4223.0,651024.0,1325447.0,1976471.0,8129.0,4629.0,22914.0,9837.0,31043.0,14466.0,345.0,5486.0,5831.0,0.0,0.0,0.0,924133.0,924133.0,0.0,211503511.68,1852706.03,213356217.71
Alameda  ,11711.0,181.0,4.0,18979.0,248.0,163.0,30690.0,429.0,167.0,28511.0,39030.0,67541.0,382.0,209.0,587.0,321.0,969.0,530.0,4.0,229.0,233.0,0.0,0.0,0.0,31286.0,31286.0,0.0,7315909.0,75287.0,7391196.0
Alpine,6.0,0.0,0.0,35.0,0.0,0.0,41.0,0.0,0.0,17.0,81.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,9006.0,0.0,9006.0
Amador,140.0,0.0,0.0,392.0,0.0,0.0,532.0,0.0,0.0,360.0,867.0,1227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,582.0,0.0,131583.0,0.0,131583.0
Butte,1914.0,0.0,0.0,5738.0,5.0,7.0,7652.0,5.0,7.0,5021.0,13339.0,18360.0,0.0,0.0,16.0,6.0,16.0,6.0,0.0,7.0,7.0,0.0,0.0,0.0,8278.0,8278.0,0.0,1869775.0,1438.0,1871213.0
Calaveras,210.0,0.0,0.0,604.0,0.0,0.0,814.0,0.0,0.0,549.0,1254.0,1803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,814.0,0.0,192070.0,0.0,192070.0
Colusa,77.0,0.0,0.0,339.0,5.0,4.0,416.0,5.0,4.0,227.0,832.0,1059.0,0.0,0.0,17.0,7.0,17.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,449.0,449.0,0.0,96153.0,718.0,96871.0
Contra Costa ,5374.0,24.0,0.0,8176.0,79.0,37.0,13550.0,103.0,37.0,13047.0,18593.0,31640.0,44.0,30.0,206.0,89.0,250.0,119.0,0.0,48.0,48.0,0.0,0.0,0.0,16431.0,16431.0,0.0,3454593.0,18929.0,3473522.0
Del Norte,492.0,0.0,0.0,1256.0,6.0,2.0,1748.0,6.0,2.0,1427.0,2605.0,4032.0,0.0,0.0,9.0,6.0,9.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,1756.0,1756.0,0.0,419823.34,632.0,420455.34
El Dorado,553.0,1.0,0.0,1404.0,9.0,2.0,1957.0,10.0,2.0,1442.0,2989.0,4431.0,2.0,1.0,26.0,12.0,28.0,13.0,0.0,3.0,3.0,0.0,0.0,0.0,2204.0,2204.0,0.0,476417.0,848.0,477265.0
Fresno,15354.0,65.0,8.0,26678.0,200.0,11.0,42032.0,265.0,19.0,46810.0,79831.0,126641.0,223.0,65.0,714.0,211.0,937.0,276.0,22.0,14.0,36.0,0.0,0.0,0.0,49968.0,49968.0,0.0,12362452.0,17803.0,12380255.0
Glenn,222.0,0.0,0.0,604.0,1.0,0.0,826.0,1.0,0.0,625.0,1599.0,2224.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,915.0,915.0,0.0,212084.0,139.0,212223.0
Humboldt,1008.0,1.0,0.0,3908.0,10.0,2.0,4916.0,11.0,2.0,2504.0,8023.0,10527.0,1.0,1.0,21.0,10.0,22.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,5401.0,5401.0,0.0,1135051.0,1268.0,1136319.0
Imperial,1514.0,1.0,0.0,4903.0,110.0,9.0,6417.0,111.0,9.0,4592.0,13721.0,18313.0,1.0,1.0,301.0,115.0,302.0,116.0,0.0,9.0,9.0,0.0,0.0,0.0,6537.0,6537.0,0.0,1858548.0,7615.0,1866163.0
Inyo,75.0,0.0,0.0,352.0,0.0,0.0,427.0,0.0,0.0,201.0,736.0,937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,444.0,0.0,90622.0,0.0,90622.0
Kern ,6454.0,11.0,0.0,21195.0,195.0,57.0,27649.0,206.0,57.0,17887.0,58513.0,76400.0,11.0,11.0,587.0,205.0,598.0,216.0,0.0,70.0,70.0,0.0,0.0,0.0,29944.0,29944.0,0.0,7697251.0,29149.0,7726400.0
Kings,1090.0,1.0,0.0,4178.0,34.0,19.0,5268.0,35.0,19.0,3070.0,10414.0,13484.0,4.0,1.0,82.0,37.0,86.0,38.0,0.0,19.0,19.0,0.0,0.0,0.0,5732.0,5732.0,0.0,1309574.0,4371.0,1313945.0
Lake,817.0,1.0,0.0,1425.0,2.0,1.0,2242.0,3.0,1.0,1470.0,3694.0,5164.0,3.0,1.0,6.0,2.0,9.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2473.0,2473.0,0.0,538950.0,397.0,539347.0
Lassen,253.0,0.0,0.0,606.0,2.0,1.0,859.0,2.0,1.0,689.0,1426.0,2115.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,939.0,939.0,0.0,220584.0,408.0,220992.0
Los Angeles,76757.0,1700.0,21.0,191736.0,3542.0,1628.0,268493.0,5242.0,1649.0,173749.0,439653.0,613402.0,3511.0,2027.0,9908.0,4180.0,13419.0,6207.0,30.0,1986.0,2016.0,0.0,0.0,0.0,315187.0,315187.0,0.0,69670640.0,757031.0,70427671.0
Madera,1048.0,0.0,0.0,4260.0,27.0,2.0,5308.0,27.0,2.0,2966.0,11150.0,14116.0,0.0,0.0,102.0,27.0,102.0,27.0,0.0,2.0,2.0,0.0,0.0,0.0,5713.0,5713.0,0.0,1417369.0,1645.0,1419014.0
Marin,488.0,2.0,0.0,1968.0,25.0,18.0,2456.0,27.0,18.0,1148.0,3235.0,4383.0,2.0,2.0,60.0,27.0,62.0,29.0,0.0,18.0,18.0,0.0,0.0,0.0,2696.0,2696.0,0.0,491132.0,5390.0,496522.0
Mariposa,87.0,0.0,0.0,269.0,0.0,0.0,356.0,0.0,0.0,235.0,542.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,404.0,0.0,84709.0,0.0,84709.0
Mendocino,718.0,2.0,0.0,2795.0,14.0,3.0,3513.0,16.0,3.0,1832.0,5175.0,7007.0,7.0,2.0,46.0,14.0,53.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,4091.0,4091.0,0.0,839426.0,1232.0,840658.0
Merced,4218.0,24.0,0.0,6272.0,39.0,5.0,10490.0,63.0,5.0,11805.0,17709.0,29514.0,71.0,24.0,132.0,43.0,203.0,67.0,0.0,7.0,7.0,0.0,0.0,0.0,11257.0,11257.0,0.0,2967566.0,4917.0,2972483.0
Modoc,95.0,0.0,0.0,195.0,0.0,0.0,290.0,0.0,0.0,279.0,451.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,290.0,0.0,71017.0,0.0,71017.0
Mono,12.0,0.0,0.0,90.0,0.0,0.0,102.0,0.0,0.0,26.0,166.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,129.0,0.0,22908.0,0.0,22908.0
