,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
Monterey,1620.0,2.0,0.0,5078.0,34.0,9.0,6698.0,36.0,9.0,4409.0,12085.0,16494.0,8.0,2.0,157.0,34.0,165.0,36.0,0.0,11.0,11.0,0.0,0.0,0.0,7372.0,7372.0,0.0,1645751.0,3356.0,1649107.0
Napa,243.0,0.0,0.0,903.0,3.0,5.0,1146.0,3.0,5.0,595.0,2065.0,2660.0,0.0,0.0,11.0,3.0,11.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,1154.0,1154.0,0.0,273217.0,1226.0,274443.0
Nevada,269.0,0.0,0.0,854.0,0.0,0.0,1123.0,0.0,0.0,676.0,1741.0,2417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.0,1215.0,0.0,256841.0,0.0,256841.0
Orange ,8926.0,79.0,1.0,21200.0,507.0,242.0,30126.0,586.0,243.0,23241.0,54246.0,77487.0,175.0,86.0,1308.0,614.0,1483.0,700.0,1.0,307.0,308.0,0.0,0.0,0.0,36428.0,36428.0,0.0,7880588.0,87993.0,7968581.0
Placer,884.0,12.0,1.0,1816.0,15.0,8.0,2700.0,27.0,9.0,2419.0,4119.0,6538.0,40.0,17.0,43.0,19.0,83.0,36.0,1.0,13.0,14.0,0.0,0.0,0.0,3178.0,3178.0,0.0,684458.0,5253.0,689711.0
Plumas,72.0,0.0,0.0,189.0,0.0,0.0,261.0,0.0,0.0,170.0,449.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,287.0,0.0,61842.0,0.0,61842.0
Riverside,11562.0,107.0,3.0,17358.0,285.0,63.0,28920.0,392.0,66.0,31681.0,50647.0,82328.0,293.0,115.0,946.0,317.0,1239.0,432.0,3.0,81.0,84.0,0.0,0.0,0.0,31963.0,31963.0,0.0,8307740.0,38359.0,8346099.0
Sacramento,16657.0,581.0,10.0,27361.0,463.0,198.0,44018.0,1044.0,208.0,44064.0,70013.0,114077.0,1456.0,895.0,1259.0,712.0,2715.0,1607.0,10.0,274.0,284.0,0.0,0.0,0.0,51264.0,51264.0,0.0,12592134.0,156954.0,12749088.0
San Benito,323.0,0.0,0.0,911.0,4.0,2.0,1234.0,4.0,2.0,931.0,2035.0,2966.0,0.0,0.0,15.0,4.0,15.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,1240.0,1240.0,0.0,310773.0,482.0,311255.0
San Bernardino,17609.0,149.0,3.0,29593.0,459.0,200.0,47202.0,608.0,203.0,48404.0,86829.0,135233.0,417.0,152.0,1323.0,518.0,1740.0,670.0,6.0,263.0,269.0,0.0,0.0,0.0,53030.0,53030.0,0.0,14102768.0,82685.0,14185453.0
San Diego,14648.0,234.0,67.0,17623.0,302.0,218.0,32271.0,536.0,285.0,39537.0,45258.0,84795.0,454.0,461.0,761.0,424.0,1215.0,885.0,251.0,479.0,730.0,0.0,0.0,0.0,39316.0,39316.0,0.0,8885744.0,178208.0,9063952.0
San Francisco  a/,3278.0,50.0,0.0,15656.0,191.0,345.0,18934.0,241.0,345.0,7541.0,22045.0,29586.0,103.0,62.0,407.0,253.0,510.0,315.0,0.0,470.0,470.0,0.0,0.0,0.0,21388.0,21388.0,0.0,3245616.0,76998.0,3322614.0
San Joaquin,5608.0,9.0,1.0,14286.0,209.0,100.0,19894.0,218.0,101.0,15353.0,38953.0,54306.0,16.0,9.0,478.0,209.0,494.0,218.0,1.0,124.0,125.0,0.0,0.0,0.0,21828.0,21828.0,0.0,5676448.0,11478.0,5687926.0
San Luis Obispo,1091.0,2.0,0.0,2385.0,12.0,9.0,3476.0,14.0,9.0,2570.0,4897.0,7467.0,5.0,2.0,29.0,13.0,34.0,15.0,0.0,14.0,14.0,0.0,0.0,0.0,4228.0,4228.0,0.0,764101.0,4334.0,768435.0
San Mateo,1399.0,26.0,0.0,2248.0,42.0,17.0,3647.0,68.0,17.0,3378.0,4837.0,8215.0,68.0,31.0,108.0,47.0,176.0,78.0,0.0,20.0,20.0,0.0,0.0,0.0,4414.0,4414.0,0.0,867106.0,8354.0,875460.0
Santa Barbara,3387.0,14.0,0.0,4277.0,45.0,5.0,7664.0,59.0,5.0,6541.0,11636.0,18177.0,39.0,14.0,144.0,54.0,183.0,68.0,0.0,5.0,5.0,0.0,0.0,0.0,8802.0,8802.0,0.0,1840004.0,4909.0,1844913.0
Santa Clara  ,9295.0,153.0,4.0,16204.0,335.0,470.0,25499.0,488.0,474.0,22855.0,35938.0,58793.0,303.0,187.0,727.0,446.0,1030.0,633.0,5.0,672.0,677.0,0.0,0.0,0.0,30957.0,30957.0,0.0,6299616.0,149816.0,6449432.0
Santa Cruz,1410.0,8.0,1.0,3523.0,48.0,16.0,4933.0,56.0,17.0,3311.0,7107.0,10418.0,19.0,9.0,153.0,50.0,172.0,59.0,1.0,19.0,20.0,0.0,0.0,0.0,5828.0,5828.0,0.0,1145526.0,7075.0,1152601.0
Shasta,1608.0,1.0,0.0,4244.0,4.0,3.0,5852.0,5.0,3.0,4001.0,9405.0,13406.0,1.0,1.0,14.0,6.0,15.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,6455.0,6455.0,0.0,1365636.0,1012.0,1366648.0
Sierra,19.0,1.0,0.0,54.0,0.0,0.0,73.0,1.0,0.0,51.0,110.0,161.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,16810.0,127.0,16937.0
Siskiyou,434.0,0.0,0.0,1144.0,7.0,1.0,1578.0,7.0,1.0,1141.0,2591.0,3732.0,0.0,0.0,20.0,8.0,20.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1731.0,1731.0,0.0,385129.0,499.0,385628.0
Solano  a/,3418.0,35.0,0.0,5145.0,40.0,23.0,8563.0,75.0,23.0,8566.0,11080.0,19646.0,71.0,32.0,116.0,43.0,187.0,75.0,0.0,48.0,48.0,0.0,0.0,0.0,9970.0,9970.0,0.0,2156605.0,12649.0,2169254.0
Sonoma,1816.0,11.0,0.0,4643.0,39.0,23.0,6459.0,50.0,23.0,4168.0,9110.0,13278.0,22.0,11.0,95.0,38.0,117.0,49.0,0.0,24.0,24.0,0.0,0.0,0.0,7594.0,7594.0,0.0,1445316.9,8017.0,1453333.9
Stanislaus,5688.0,33.0,2.0,9625.0,86.0,7.0,15313.0,119.0,9.0,14613.0,24563.0,39176.0,87.0,36.0,313.0,98.0,400.0,134.0,2.0,10.0,12.0,0.0,0.0,0.0,16820.0,16820.0,0.0,4112445.0,10939.0,4123384.0
Sutter,533.0,1.0,0.0,1770.0,4.0,3.0,2303.0,5.0,3.0,1503.0,4567.0,6070.0,5.0,2.0,6.0,4.0,11.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,2450.0,2450.0,0.0,606236.0,720.0,606956.0
Tehama,580.0,2.0,1.0,1490.0,12.0,2.0,2070.0,14.0,3.0,1559.0,3628.0,5187.0,9.0,2.0,40.0,14.0,49.0,16.0,1.0,3.0,4.0,0.0,0.0,0.0,2270.0,2270.0,0.0,533980.0,1663.0,535643.0
Trinity,111.0,0.0,0.0,324.0,0.0,0.0,435.0,0.0,0.0,298.0,734.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,435.0,0.0,108084.0,0.0,108084.0
Tulare,7681.0,46.0,3.0,14225.0,301.0,56.0,21906.0,347.0,59.0,21014.0,36979.0,57993.0,143.0,55.0,1151.0,400.0,1294.0,455.0,7.0,86.0,93.0,0.0,0.0,0.0,25569.0,25569.0,0.0,5886684.0,31603.15,5918287.15
Tuolumne,476.0,0.0,0.0,770.0,0.0,0.0,1246.0,0.0,0.0,1464.0,1563.0,3027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,1409.0,0.0,281407.0,0.0,281407.0
Ventura,3696.0,22.0,0.0,8372.0,108.0,59.0,12068.0,130.0,59.0,9395.0,18980.0,28375.0,55.0,26.0,298.0,124.0,353.0,150.0,0.0,70.0,70.0,0.0,0.0,0.0,13840.0,13840.0,0.0,3037550.0,21854.0,3059404.0
Yolo  ,1185.0,32.0,0.0,2421.0,50.0,35.0,3606.0,82.0,35.0,2981.0,5616.0,8597.0,75.0,45.0,141.0,63.0,216.0,108.0,0.0,46.0,46.0,0.0,0.0,0.0,4342.0,4342.0,0.0,940855.44,15829.88,956685.32
Yuba,786.0,1.0,0.0,2473.0,6.0,3.0,3259.0,7.0,3.0,2105.0,5993.0,8098.0,2.0,1.0,24.0,7.0,26.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,3313.0,3313.0,0.0,831288.0,1096.0,832384.0
,a/  Counties reporting revised data:  San Francisco and Solano.,,,,,,,,,a/  Counties reporting revised data:  San Francisco and Solano.,,,,,,,,,a/  Counties reporting revised data:  San Francisco and Solano.,,,,,,,,,a/  Counties reporting revised data:  San Francisco and Solano.,,
