,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,
,A.  Public Assistance,,,B.  Non-Public Assistance,,,Total,,,,,,A. Public Assistance,,B. Non-Public Assistance,,Total,,,,,,,,,,,,,
,,,,,,,,,,A.,B.,,,,,,,,A.,B.,,,Contracted,Other,,,EBT,,,
,,Federal/,,,Federal/,,,Federal/,,Public,Non-Public,,,,,,,,Public,Non-Public,Total,,Over the,Over the,EBT,,Converted,Federal,State,TOTAL
County,Federal,State,State,Federal,State,State,Federal,State,State,Assistance,Assistance,Total,Federal,State,Federal,State,Federal,State,Assistance,Assistance,,Mail,Counter,Counter,Issuances,Total,to Coupons,Only,Only,ISSUANCES
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,15.0,16.0,17.0,7.0,8.0,18.0,9.0,10.0,11.0,12.0,19.0,20.0,13.0,14.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
Statewide,280122.0,4380.0,63.0,772237.0,12162.0,5001.0,1052359.0,16542.0,5064.0,708807.0,1792144.0,2500951.0,10153.0,5446.0,34063.0,14497.0,44216.0,19943.0,93.0,6301.0,6394.0,0.0,0.0,0.0,1187234.0,1187234.0,0.0,321431166.47,2676116.54255,324107283.013
Alameda,10753.0,291.0,3.0,26921.0,431.0,241.0,37674.0,722.0,244.0,25119.0,54039.0,79158.0,669.0,344.0,1081.0,540.0,1750.0,884.0,6.0,311.0,317.0,0.0,0.0,0.0,38640.0,38640.0,0.0,10465271.0,133392.0,10598663.0
Alpine,6.0,0.0,0.0,41.0,0.0,0.0,47.0,0.0,0.0,14.0,98.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,13118.0,0.0,13118.0
Amador,162.0,0.0,0.0,736.0,0.0,0.0,898.0,0.0,0.0,457.0,1413.0,1870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,971.0,0.0,245805.0,0.0,245805.0
Butte,1787.0,1.0,0.0,7603.0,29.0,11.0,9390.0,30.0,11.0,4536.0,16318.0,20854.0,1.0,1.0,117.0,38.0,118.0,39.0,0.0,15.0,15.0,0.0,0.0,0.0,10086.0,10086.0,0.0,2608534.0,5778.0,2614312.0
Calaveras,299.0,0.0,0.0,1020.0,0.0,0.0,1319.0,0.0,0.0,816.0,2117.0,2933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.0,1319.0,0.0,363420.0,0.0,363420.0
Colusa,78.0,0.0,0.0,455.0,12.0,2.0,533.0,12.0,2.0,230.0,1247.0,1477.0,0.0,0.0,45.0,14.0,45.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,594.0,594.0,0.0,161410.0,1358.0,162768.0
Contra Costa,5824.0,63.0,1.0,12717.0,120.0,31.0,18541.0,183.0,32.0,14207.0,27150.0,41357.0,141.0,71.0,355.0,144.0,496.0,215.0,1.0,38.0,39.0,0.0,0.0,0.0,20924.0,20924.0,0.0,5405137.0,25462.3725462,5430599.37255
Del Norte,460.0,0.0,0.0,1583.0,4.0,1.0,2043.0,4.0,1.0,1274.0,3165.0,4439.0,0.0,0.0,13.0,5.0,13.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2048.0,2048.0,0.0,549646.0,367.0,550013.0
El Dorado,528.0,0.0,0.0,2375.0,5.0,4.0,2903.0,5.0,4.0,1419.0,4815.0,6234.0,0.0,0.0,13.0,6.0,13.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,3156.0,3156.0,0.0,806190.0,1250.0,807440.0
Fresno,17109.0,101.0,3.0,43772.0,473.0,68.0,60881.0,574.0,71.0,46681.0,111774.0,158455.0,266.0,116.0,1510.0,521.0,1776.0,637.0,6.0,84.0,90.0,0.0,0.0,0.0,67639.0,67639.0,0.0,19951144.0,73577.0,20024721.0
Glenn,229.0,0.0,0.0,771.0,3.0,0.0,1000.0,3.0,0.0,636.0,1945.0,2581.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,1077.0,0.0,302397.0,418.0,302815.0
Humboldt,995.0,3.0,0.0,4293.0,4.0,7.0,5288.0,7.0,7.0,2513.0,8151.0,10664.0,11.0,4.0,6.0,6.0,17.0,10.0,0.0,9.0,9.0,0.0,0.0,0.0,5808.0,5808.0,0.0,1350591.0,2005.0,1352596.0
Imperial,1805.0,1.0,0.0,6749.0,195.0,31.0,8554.0,196.0,31.0,5485.0,17606.0,23091.0,3.0,1.0,533.0,200.0,536.0,201.0,0.0,37.0,37.0,0.0,0.0,0.0,8781.0,8781.0,0.0,2904490.0,20262.0,2924752.0
Inyo,109.0,0.0,0.0,500.0,0.0,0.0,609.0,0.0,0.0,331.0,993.0,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,634.0,0.0,149786.0,0.0,149786.0
Kern ,6605.0,7.0,0.0,30170.0,349.0,72.0,36775.0,356.0,72.0,18526.0,79569.0,98095.0,16.0,9.0,1029.0,381.0,1045.0,390.0,0.0,90.0,90.0,0.0,0.0,0.0,39954.0,39954.0,0.0,12067938.0,57050.0,12124988.0
Kings,1087.0,0.0,0.0,5242.0,47.0,46.0,6329.0,47.0,46.0,3044.0,12763.0,15807.0,0.0,0.0,125.0,50.0,125.0,50.0,0.0,46.0,46.0,0.0,0.0,0.0,6771.0,6771.0,0.0,1861414.0,10351.0,1871765.0
Lake,1007.0,0.0,0.0,2169.0,17.0,1.0,3176.0,17.0,1.0,1739.0,5377.0,7116.0,0.0,0.0,59.0,19.0,59.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,3468.0,3468.0,0.0,880685.0,1349.0,882034.0
Lassen,232.0,1.0,0.0,809.0,2.0,2.0,1041.0,3.0,2.0,672.0,1737.0,2409.0,1.0,1.0,4.0,2.0,5.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1142.0,1142.0,0.0,304439.0,617.0,305056.0
Los Angeles,76519.0,1641.0,33.0,237124.0,4098.0,1875.0,313643.0,5739.0,1908.0,175023.0,518004.0,693027.0,3422.0,2037.0,11272.0,4861.0,14694.0,6898.0,47.0,2266.0,2313.0,0.0,0.0,0.0,365867.0,365867.0,0.0,93285294.0,994228.0,94279522.0
Madera,989.0,0.0,0.0,5535.0,10.0,2.0,6524.0,10.0,2.0,2849.0,14301.0,17150.0,0.0,0.0,44.0,10.0,44.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,7020.0,7020.0,0.0,2087126.0,1497.0,2088623.0
Marin,472.0,0.0,0.0,2733.0,43.0,76.0,3205.0,43.0,76.0,1097.0,4350.0,5447.0,0.0,0.0,80.0,46.0,80.0,46.0,0.0,81.0,81.0,0.0,0.0,0.0,3451.0,3451.0,0.0,732955.0,7280.0,740235.0
Mariposa,108.0,0.0,0.0,368.0,0.0,0.0,476.0,0.0,0.0,275.0,759.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,514.0,0.0,128375.0,0.0,128375.0
Mendocino,701.0,0.0,0.0,4049.0,19.0,9.0,4750.0,19.0,9.0,1778.0,7345.0,9123.0,0.0,0.0,54.0,19.0,54.0,19.0,0.0,11.0,11.0,0.0,0.0,0.0,5038.0,5038.0,0.0,1169594.0,2711.0,1172305.0
Merced,4948.0,15.0,0.0,9065.0,52.0,2.0,14013.0,67.0,2.0,13518.0,23933.0,37451.0,48.0,16.0,189.0,57.0,237.0,73.0,0.0,6.0,6.0,0.0,0.0,0.0,15268.0,15268.0,0.0,4569446.0,6764.0,4576210.0
Modoc,80.0,0.0,0.0,296.0,0.0,0.0,376.0,0.0,0.0,238.0,662.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,376.0,0.0,102001.0,0.0,102001.0
Mono,14.0,0.0,0.0,179.0,1.0,1.0,193.0,1.0,1.0,36.0,299.0,335.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,209.0,209.0,0.0,45756.0,245.0,46001.0
