,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,
,A.  Public Assistance,,,B.  Non-Public Assistance,,,Total,,,,,,A. Public Assistance,,B. Non-Public Assistance,,Total,,,,,,,,,,,,,
,,,,,,,,,,A.,B.,,,,,,,,A.,B.,,,Contracted,Other,,,EBT,,,
,,Federal/,,,Federal/,,,Federal/,,Public,Non-Public,,,,,,,,Public,Non-Public,Total,,Over the,Over the,EBT,,Converted,Federal,State,TOTAL
County,Federal,State,State,Federal,State,State,Federal,State,State,Assistance,Assistance,Total,Federal,State,Federal,State,Federal,State,Assistance,Assistance,,Mail,Counter,Counter,Issuances,Total,to Coupons,Only,Only,ISSUANCES
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,15.0,16.0,17.0,7.0,8.0,18.0,9.0,10.0,11.0,12.0,19.0,20.0,13.0,14.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
Statewide,297384.0,4797.0,80.0,873429.0,14157.0,5596.0,1170813.0,18954.0,5676.0,748593.0,1998199.0,2746792.0,11005.0,5940.0,39318.0,16810.0,50323.0,22750.0,110.0,7036.0,7146.0,0.0,0.0,0.0,1683337.0,1683337.0,0.0,410403897.87,3527728.94,413931626.81
Alameda,11166.0,317.0,4.0,29489.0,500.0,266.0,40655.0,817.0,270.0,26040.0,58219.0,84259.0,706.0,375.0,1267.0,626.0,1973.0,1001.0,6.0,336.0,342.0,0.0,0.0,0.0,41742.0,41742.0,0.0,12941451.0,171200.0,13112651.0
Alpine,3.0,0.0,0.0,44.0,0.0,0.0,47.0,0.0,0.0,6.0,98.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,13335.0,0.0,13335.0
Amador,163.0,0.0,0.0,830.0,0.0,0.0,993.0,0.0,0.0,448.0,1597.0,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0,1109.0,0.0,315317.0,0.0,315317.0
Butte,1802.0,0.0,0.0,8299.0,31.0,10.0,10101.0,31.0,10.0,4557.0,17649.0,22206.0,0.0,0.0,118.0,38.0,118.0,38.0,0.0,15.0,15.0,0.0,0.0,0.0,11013.0,11013.0,0.0,3229992.0,7064.0,3237056.0
Calaveras,314.0,0.0,0.0,1168.0,0.0,0.0,1482.0,0.0,0.0,875.0,2358.0,3233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.0,1482.0,0.0,468937.0,0.0,468937.0
Colusa,64.0,0.0,0.0,465.0,10.0,1.0,529.0,10.0,1.0,186.0,1349.0,1535.0,0.0,0.0,28.0,10.0,28.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,599.0,599.0,0.0,194877.0,749.0,195626.0
Contra Costa,6323.0,79.0,0.0,14802.0,155.0,50.0,21125.0,234.0,50.0,15423.0,30922.0,46345.0,174.0,95.0,454.0,184.0,628.0,279.0,0.0,65.0,65.0,0.0,0.0,0.0,24130.0,24130.0,0.0,7073193.29,44154.88,7117348.17
Del Norte,450.0,0.0,0.0,1651.0,10.0,2.0,2101.0,10.0,2.0,1236.0,3319.0,4555.0,0.0,0.0,26.0,12.0,26.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,2113.0,2113.0,0.0,663879.0,1457.0,665336.0
El Dorado,501.0,0.0,0.0,2857.0,18.0,7.0,3358.0,18.0,7.0,1331.0,5679.0,7010.0,0.0,0.0,51.0,19.0,51.0,19.0,0.0,9.0,9.0,0.0,0.0,0.0,3713.0,3713.0,0.0,1061538.0,2257.0,1063795.0
Fresno,17673.0,113.0,2.0,48042.0,469.0,82.0,65715.0,582.0,84.0,47832.0,120294.0,168126.0,287.0,134.0,1524.0,530.0,1811.0,664.0,3.0,96.0,99.0,0.0,0.0,0.0,72990.0,72990.0,0.0,24561612.0,87086.0,24648698.0
Glenn,239.0,0.0,0.0,837.0,5.0,0.0,1076.0,5.0,0.0,635.0,2137.0,2772.0,0.0,0.0,14.0,6.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.0,1152.0,0.0,379719.0,775.0,380494.0
Humboldt,1046.0,0.0,0.0,4766.0,9.0,5.0,5812.0,9.0,5.0,2639.0,8905.0,11544.0,0.0,0.0,21.0,11.0,21.0,11.0,0.0,9.0,9.0,0.0,0.0,0.0,6489.0,6489.0,0.0,1720592.0,2309.0,1722901.0
Imperial,1695.0,1.0,0.0,7156.0,214.0,33.0,8851.0,215.0,33.0,5100.0,18743.0,23843.0,4.0,1.0,579.0,226.0,583.0,227.0,0.0,36.0,36.0,0.0,0.0,0.0,9099.0,9099.0,0.0,3661059.0,26811.0,3687870.0
Inyo,107.0,0.0,0.0,557.0,0.0,0.0,664.0,0.0,0.0,349.0,1056.0,1405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,684.0,0.0,185249.0,0.0,185249.0
Kern ,6981.0,6.0,0.0,33496.0,395.0,82.0,40477.0,401.0,82.0,19429.0,87673.0,107102.0,15.0,7.0,1154.0,434.0,1169.0,441.0,0.0,107.0,107.0,0.0,0.0,0.0,43744.0,43744.0,0.0,15287685.0,70283.0,15357968.0
Kings,1170.0,0.0,0.0,5728.0,61.0,49.0,6898.0,61.0,49.0,3244.0,13976.0,17220.0,0.0,0.0,164.0,67.0,164.0,67.0,0.0,49.0,49.0,0.0,0.0,0.0,7460.0,7460.0,0.0,2395964.0,13624.0,2409588.0
Lake,973.0,0.0,0.0,2410.0,14.0,2.0,3383.0,14.0,2.0,1591.0,5817.0,7408.0,0.0,0.0,33.0,16.0,33.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,3660.0,3660.0,0.0,1093731.78,1469.0,1095200.78
Lassen,256.0,2.0,0.0,852.0,1.0,1.0,1108.0,3.0,1.0,711.0,1854.0,2565.0,1.0,1.0,3.0,1.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1196.0,1196.0,0.0,374213.0,973.0,375186.0
Los Angeles  a/,82240.0,1842.0,32.0,261629.0,4654.0,2026.0,343869.0,6496.0,2058.0,187825.0,565626.0,753451.0,3893.0,2295.0,12660.0,5488.0,16553.0,7783.0,47.0,2448.0,2495.0,0.0,0.0,0.0,769432.0,769432.0,0.0,118036484.0,1288596.0,119325080.0
Madera,1055.0,0.0,0.0,6218.0,15.0,1.0,7273.0,15.0,1.0,2959.0,16022.0,18981.0,0.0,0.0,63.0,15.0,63.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,7722.0,7722.0,0.0,2676072.0,1356.0,2677428.0
Marin,548.0,0.0,0.0,3157.0,56.0,82.0,3705.0,56.0,82.0,1281.0,4918.0,6199.0,0.0,0.0,105.0,59.0,105.0,59.0,0.0,88.0,88.0,0.0,0.0,0.0,4064.0,4064.0,0.0,978874.0,12249.0,991123.0
Mariposa,101.0,0.0,0.0,422.0,0.0,0.0,523.0,0.0,0.0,279.0,858.0,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,565.0,0.0,169153.0,0.0,169153.0
Mendocino,687.0,0.0,0.0,4519.0,26.0,7.0,5206.0,26.0,7.0,1720.0,8254.0,9974.0,0.0,0.0,72.0,24.0,72.0,24.0,0.0,10.0,10.0,0.0,0.0,0.0,5473.0,5473.0,0.0,1498907.0,4592.0,1503499.0
Merced,5116.0,20.0,0.0,10154.0,73.0,3.0,15270.0,93.0,3.0,13823.0,26571.0,40394.0,53.0,22.0,264.0,80.0,317.0,102.0,0.0,3.0,3.0,0.0,0.0,0.0,16286.0,16286.0,0.0,5695067.0,11477.0,5706544.0
Modoc,83.0,0.0,0.0,306.0,0.0,0.0,389.0,0.0,0.0,226.0,724.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,389.0,0.0,123261.0,0.0,123261.0
Mono,17.0,0.0,0.0,245.0,1.0,0.0,262.0,1.0,0.0,46.0,408.0,454.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,288.0,0.0,70968.0,100.0,71068.0
