,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
Monterey,2093.0,0.0,0.0,9240.0,77.0,4.0,11333.0,77.0,4.0,5688.0,21694.0,27382.0,0.0,0.0,246.0,79.0,246.0,79.0,0.0,4.0,4.0,0.0,0.0,0.0,12119.0,12119.0,0.0,3801246.0,6004.0,3807250.0
Napa,287.0,0.0,0.0,1741.0,11.0,7.0,2028.0,11.0,7.0,758.0,3723.0,4481.0,0.0,0.0,30.0,11.0,30.0,11.0,0.0,12.0,12.0,0.0,0.0,0.0,2220.0,2220.0,0.0,649402.0,4251.0,653653.0
Nevada,375.0,0.0,0.0,1709.0,0.0,0.0,2084.0,0.0,0.0,1003.0,3361.0,4364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332.0,2332.0,0.0,691560.0,0.0,691560.0
Orange,12048.0,171.0,4.0,37013.0,1044.0,339.0,49061.0,1215.0,343.0,30625.0,88254.0,118879.0,402.0,207.0,2666.0,1359.0,3068.0,1566.0,10.0,433.0,443.0,0.0,0.0,0.0,56818.0,56818.0,0.0,17285511.0,210641.0,17496152.0
Placer,1191.0,21.0,1.0,3978.0,34.0,23.0,5169.0,55.0,24.0,3207.0,8847.0,12054.0,49.0,25.0,102.0,46.0,151.0,71.0,1.0,32.0,33.0,0.0,0.0,0.0,5715.0,5715.0,0.0,1722169.0,11955.0,1734124.0
Plumas,98.0,0.0,0.0,322.0,0.0,0.0,420.0,0.0,0.0,262.0,734.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,0.0,136959.0,0.0,136959.0
Riverside,17206.0,187.0,1.0,41297.0,863.0,156.0,58503.0,1050.0,157.0,47196.0,111434.0,158630.0,509.0,204.0,2838.0,956.0,3347.0,1160.0,2.0,184.0,186.0,0.0,0.0,0.0,64049.0,64049.0,0.0,22395354.0,152741.0,22548095.0
Sacramento,19035.0,690.0,13.0,45178.0,741.0,270.0,64213.0,1431.0,283.0,49481.0,102167.0,151648.0,1730.0,1038.0,1969.0,1056.0,3699.0,2094.0,15.0,350.0,365.0,0.0,0.0,0.0,71261.0,71261.0,0.0,23433267.0,269717.0,23702984.0
San Benito,355.0,0.0,0.0,1650.0,13.0,3.0,2005.0,13.0,3.0,1059.0,3698.0,4757.0,0.0,0.0,45.0,16.0,45.0,16.0,0.0,4.0,4.0,0.0,0.0,0.0,2021.0,2021.0,0.0,699525.29,2164.0,701689.29
San Bernardino,25168.0,271.0,2.0,61470.0,1071.0,345.0,86638.0,1342.0,347.0,68592.0,162062.0,230654.0,720.0,304.0,3288.0,1227.0,4008.0,1531.0,2.0,434.0,436.0,0.0,0.0,0.0,95515.0,95515.0,0.0,33248377.0,241642.0,33490019.0
San Diego,17605.0,385.0,8.0,35753.0,759.0,280.0,53358.0,1144.0,288.0,47913.0,86377.0,134290.0,910.0,453.0,2108.0,869.0,3018.0,1322.0,11.0,361.0,372.0,0.0,0.0,0.0,61649.0,61649.0,0.0,19926607.0,192523.0,20119130.0
San Francisco,3139.0,162.0,6.0,19279.0,387.0,511.0,22418.0,549.0,517.0,7042.0,27474.0,34516.0,299.0,192.0,770.0,565.0,1069.0,757.0,6.0,686.0,692.0,0.0,0.0,0.0,25147.0,25147.0,0.0,5464926.0,176187.0,5641113.0
San Joaquin,6076.0,6.0,0.0,21248.0,343.0,66.0,27324.0,349.0,66.0,16442.0,55766.0,72208.0,15.0,6.0,846.0,343.0,861.0,349.0,0.0,83.0,83.0,0.0,0.0,0.0,29811.0,29811.0,0.0,10652750.0,14086.0,10666836.0
San Luis Obispo,1296.0,7.0,0.0,4399.0,32.0,17.0,5695.0,39.0,17.0,3152.0,8494.0,11646.0,15.0,7.0,89.0,34.0,104.0,41.0,0.0,19.0,19.0,0.0,0.0,0.0,6597.0,6597.0,0.0,1683751.0,7453.0,1691204.0
San Mateo,1697.0,46.0,1.0,4617.0,135.0,45.0,6314.0,181.0,46.0,4100.0,9263.0,13363.0,102.0,48.0,361.0,148.0,463.0,196.0,1.0,55.0,56.0,0.0,0.0,0.0,7497.0,7497.0,0.0,2083913.0,28063.0,2111976.0
Santa Barbara,4170.0,25.0,0.0,6108.0,63.0,6.0,10278.0,88.0,6.0,7903.0,15989.0,23892.0,68.0,27.0,244.0,76.0,312.0,103.0,0.0,6.0,6.0,0.0,0.0,0.0,11419.0,11419.0,0.0,3364485.0,10043.0,3374528.0
Santa Clara,9426.0,143.0,3.0,23720.0,509.0,482.0,33146.0,652.0,485.0,22909.0,51595.0,74504.0,306.0,173.0,1119.0,672.0,1425.0,845.0,3.0,674.0,677.0,0.0,0.0,0.0,37786.0,37786.0,0.0,10972294.0,205777.0,11178071.0
Santa Cruz,1611.0,11.0,0.0,6137.0,66.0,9.0,7748.0,77.0,9.0,3749.0,12316.0,16065.0,22.0,12.0,188.0,70.0,210.0,82.0,0.0,12.0,12.0,0.0,0.0,0.0,8574.0,8574.0,0.0,2350204.93,9351.96,2359556.89
Shasta,1632.0,2.0,0.0,6830.0,12.0,6.0,8462.0,14.0,6.0,4080.0,14275.0,18355.0,2.0,3.0,34.0,12.0,36.0,15.0,0.0,7.0,7.0,0.0,0.0,0.0,9223.0,9223.0,0.0,2611235.0,2576.0,2613811.0
Sierra,14.0,0.0,0.0,66.0,0.0,1.0,80.0,0.0,1.0,39.0,138.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,84.0,84.0,0.0,24417.0,238.0,24655.0
Siskiyou,475.0,0.0,0.0,1519.0,8.0,2.0,1994.0,8.0,2.0,1303.0,3442.0,4745.0,0.0,0.0,26.0,8.0,26.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,2170.0,2170.0,0.0,685443.0,956.0,686399.0
Solano,3941.0,46.0,2.0,10106.0,125.0,42.0,14047.0,171.0,44.0,9906.0,19803.0,29709.0,115.0,51.0,347.0,137.0,462.0,188.0,2.0,50.0,52.0,0.0,0.0,0.0,15851.0,15851.0,0.0,4555521.0,28376.0,4583897.0
Sonoma,2542.0,19.0,0.0,7979.0,98.0,32.0,10521.0,117.0,32.0,5916.0,14771.0,20687.0,47.0,21.0,252.0,103.0,299.0,124.0,0.0,41.0,41.0,0.0,0.0,0.0,11716.0,11716.0,0.0,3117634.58,18268.1,3135902.68
Stanislaus,7425.0,31.0,0.0,17611.0,130.0,14.0,25036.0,161.0,14.0,19241.0,41408.0,60649.0,81.0,34.0,411.0,143.0,492.0,177.0,0.0,16.0,16.0,0.0,0.0,0.0,26967.0,26967.0,0.0,8727345.0,21573.0,8748918.0
Sutter,702.0,1.0,0.0,2622.0,50.0,5.0,3324.0,51.0,5.0,2042.0,6641.0,8683.0,2.0,1.0,138.0,66.0,140.0,67.0,0.0,9.0,9.0,0.0,0.0,0.0,3629.0,3629.0,0.0,1260908.0,7852.0,1268760.0
Tehama,624.0,2.0,0.0,2315.0,20.0,7.0,2939.0,22.0,7.0,1659.0,5508.0,7167.0,3.0,2.0,64.0,23.0,67.0,25.0,0.0,8.0,8.0,0.0,0.0,0.0,3207.0,3207.0,0.0,1040572.0,4650.0,1045222.0
Trinity,94.0,0.0,0.0,465.0,0.0,0.0,559.0,0.0,0.0,232.0,1040.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,625.0,0.0,186157.0,0.0,186157.0
Tulare,9294.0,95.0,1.0,23174.0,548.0,84.0,32468.0,643.0,85.0,25293.0,57704.0,82997.0,247.0,102.0,1781.0,592.0,2028.0,694.0,1.0,98.0,99.0,0.0,0.0,0.0,35789.0,35789.0,0.0,12102628.0,75857.0,12178485.0
Tuolumne,535.0,0.0,0.0,1596.0,0.0,1.0,2131.0,0.0,1.0,1480.0,3137.0,4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2290.0,2290.0,0.0,621812.0,473.0,622285.0
Ventura,4279.0,48.0,0.0,16557.0,193.0,77.0,20836.0,241.0,77.0,10788.0,34871.0,45659.0,118.0,29.0,452.0,226.0,570.0,255.0,0.0,94.0,94.0,0.0,0.0,0.0,23372.0,23372.0,0.0,6674355.0,42299.0,6716654.0
Yolo,1374.0,48.0,0.0,3865.0,82.0,40.0,5239.0,130.0,40.0,3541.0,8662.0,12203.0,110.0,71.0,230.0,94.0,340.0,165.0,0.0,53.0,53.0,0.0,0.0,0.0,5919.0,5919.0,0.0,1820483.0,26641.0,1847124.0
Yuba,804.0,0.0,0.0,3766.0,26.0,13.0,4570.0,26.0,13.0,2201.0,8525.0,10726.0,0.0,0.0,72.0,32.0,72.0,32.0,0.0,22.0,22.0,0.0,0.0,0.0,4890.0,4890.0,0.0,1541956.0,6789.0,1548745.0
