,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
Monterey,1879.0,0.0,0.0,5462.0,84.0,5.0,7341.0,84.0,5.0,5021.0,13257.0,18278.0,0.0,0.0,276.0,87.0,276.0,87.0,0.0,7.0,7.0,0.0,0.0,0.0,8329.0,8329.0,0.0,1820989.0,4886.0,1825875.0
Napa,250.0,0.0,0.0,911.0,13.0,2.0,1161.0,13.0,2.0,648.0,2068.0,2716.0,0.0,0.0,36.0,16.0,36.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,1176.0,1176.0,0.0,270174.0,2133.0,272307.0
Nevada,281.0,0.0,0.0,727.0,0.0,0.0,1008.0,0.0,0.0,716.0,1532.0,2248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,1094.0,0.0,230959.0,0.0,230959.0
Orange,9576.0,56.0,0.0,20669.0,372.0,199.0,30245.0,428.0,199.0,25759.0,54499.0,80258.0,126.0,61.0,871.0,461.0,997.0,522.0,0.0,267.0,267.0,0.0,0.0,0.0,31397.0,31397.0,0.0,7138203.0,55391.0,7193594.0
Placer,901.0,9.0,0.0,1564.0,10.0,5.0,2465.0,19.0,5.0,2311.0,3466.0,5777.0,34.0,12.0,27.0,17.0,61.0,29.0,0.0,7.0,7.0,0.0,0.0,0.0,3126.0,3126.0,0.0,623349.0,3442.0,626791.0
Plumas,87.0,0.0,0.0,188.0,0.0,0.0,275.0,0.0,0.0,220.0,429.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,285.0,0.0,60308.0,0.0,60308.0
Riverside,12812.0,96.0,4.0,14768.0,254.0,69.0,27580.0,350.0,73.0,35256.0,43440.0,78696.0,270.0,98.0,863.0,284.0,1133.0,382.0,6.0,87.0,93.0,0.0,0.0,0.0,30051.0,30051.0,0.0,7485774.0,34908.0,7520682.0
Sacramento,17588.0,556.0,4.0,24082.0,418.0,191.0,41670.0,974.0,195.0,47456.0,64517.0,111973.0,1322.0,883.0,1197.0,640.0,2519.0,1523.0,4.0,282.0,286.0,0.0,0.0,0.0,51511.0,51511.0,0.0,11935370.0,149852.0,12085222.0
San Benito,326.0,0.0,0.0,868.0,6.0,2.0,1194.0,6.0,2.0,968.0,2025.0,2993.0,0.0,0.0,17.0,9.0,17.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,1202.0,1202.0,0.0,291904.0,967.0,292871.0
San Bernardino,19753.0,165.0,4.0,26657.0,425.0,194.0,46410.0,590.0,198.0,54996.0,79125.0,134121.0,421.0,172.0,1281.0,476.0,1702.0,648.0,5.0,266.0,271.0,0.0,0.0,0.0,51909.0,51909.0,0.0,13243444.0,79848.0,13323292.0
San Diego  ,14231.0,148.0,2.0,16204.0,271.0,183.0,30435.0,419.0,185.0,38368.0,43919.0,82287.0,317.0,157.0,709.0,302.0,1026.0,459.0,2.0,236.0,238.0,0.0,0.0,159.0,33537.0,33696.0,0.0,7887554.0,64072.0,7951626.0
San Francisco  ,3472.0,49.0,1.0,16191.0,178.0,411.0,19663.0,227.0,412.0,8043.0,23120.0,31163.0,96.0,59.0,378.0,236.0,474.0,295.0,1.0,555.0,556.0,0.0,0.0,0.0,22499.0,22499.0,0.0,3398508.0,91518.0,3490026.0
San Joaquin,5624.0,5.0,0.0,13735.0,214.0,69.0,19359.0,219.0,69.0,15548.0,37138.0,52686.0,10.0,5.0,715.0,281.0,725.0,286.0,0.0,103.0,103.0,0.0,0.0,0.0,21108.0,21108.0,0.0,5248506.0,12784.0,5261290.0
San Luis Obispo,1457.0,3.0,0.0,1755.0,12.0,6.0,3212.0,15.0,6.0,3448.0,2768.0,6216.0,10.0,3.0,20.0,13.0,30.0,16.0,0.0,6.0,6.0,0.0,0.0,0.0,3490.0,3490.0,0.0,692046.0,1925.0,693971.0
San Mateo  ,1591.0,19.0,2.0,2291.0,36.0,19.0,3882.0,55.0,21.0,3817.0,4983.0,8800.0,40.0,22.0,102.0,38.0,142.0,60.0,9.0,51.0,60.0,0.0,0.0,0.0,4680.0,4680.0,0.0,892146.0,10411.0,902557.0
Santa Barbara,3574.0,14.0,0.0,4490.0,53.0,11.0,8064.0,67.0,11.0,5515.0,12654.0,18169.0,14.0,14.0,153.0,90.0,167.0,104.0,0.0,16.0,16.0,0.0,0.0,0.0,8725.0,8725.0,0.0,1831695.0,6717.0,1838412.0
Santa Clara  ,10046.0,203.0,12.0,14466.0,377.0,507.0,24512.0,580.0,519.0,25296.0,33351.0,58647.0,415.0,283.0,882.0,499.0,1297.0,782.0,29.0,747.0,776.0,0.0,0.0,0.0,31311.0,31311.0,0.0,6042252.0,169612.0,6211864.0
Santa Cruz ,1616.0,10.0,0.0,3377.0,80.0,12.0,4993.0,90.0,12.0,3800.0,6938.0,10738.0,20.0,11.0,266.0,86.0,286.0,97.0,0.0,14.0,14.0,0.0,0.0,0.0,6341.0,6341.0,0.0,1182455.48,6715.0,1189170.48
Shasta,1551.0,0.0,0.0,3950.0,5.0,3.0,5501.0,5.0,3.0,3883.0,9191.0,13074.0,0.0,0.0,12.0,5.0,12.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,6043.0,6043.0,0.0,1266670.0,857.0,1267527.0
Sierra,27.0,0.0,0.0,45.0,0.0,0.0,72.0,0.0,0.0,75.0,96.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0,17339.0,0.0,17339.0
Siskiyou,527.0,0.0,0.0,1200.0,4.0,2.0,1727.0,4.0,2.0,1410.0,2569.0,3979.0,0.0,0.0,10.0,5.0,10.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,1872.0,1872.0,0.0,392946.0,404.0,393350.0
Solano  a/,3277.0,24.0,2.0,4424.0,35.0,24.0,7701.0,59.0,26.0,8366.0,9950.0,18316.0,66.0,37.0,91.0,41.0,157.0,78.0,7.0,51.0,58.0,0.0,0.0,0.0,9420.0,9420.0,0.0,1877019.0,10388.0,1887407.0
Sonoma  ,1869.0,9.0,0.0,4117.0,36.0,23.0,5986.0,45.0,23.0,4450.0,8285.0,12735.0,24.0,11.0,101.0,43.0,125.0,54.0,0.0,46.0,46.0,0.0,0.0,0.0,7017.0,7017.0,0.0,1322813.79,11013.21,1333827.0
Stanislaus,6072.0,46.0,0.0,8510.0,73.0,9.0,14582.0,119.0,9.0,15846.0,22224.0,38070.0,110.0,54.0,235.0,86.0,345.0,140.0,0.0,11.0,11.0,0.0,0.0,0.0,16018.0,16018.0,0.0,3744048.0,9755.0,3753803.0
Sutter,459.0,1.0,0.0,1584.0,10.0,2.0,2043.0,11.0,2.0,1296.0,4192.0,5488.0,5.0,2.0,24.0,13.0,29.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,2145.0,2145.0,0.0,516075.0,1247.0,517322.0
Tehama,599.0,4.0,0.0,1469.0,15.0,2.0,2068.0,19.0,2.0,1642.0,3544.0,5186.0,12.0,5.0,45.0,15.0,57.0,20.0,0.0,3.0,3.0,0.0,0.0,0.0,2289.0,2289.0,0.0,502512.0,2285.0,504797.0
Trinity,108.0,0.0,0.0,304.0,0.0,0.0,412.0,0.0,0.0,268.0,715.0,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,412.0,0.0,100525.0,0.0,100525.0
Tulare,10224.0,104.0,5.0,12800.0,338.0,56.0,23024.0,442.0,61.0,26461.0,29181.0,55642.0,285.0,116.0,1170.0,491.0,1455.0,607.0,6.0,65.0,71.0,0.0,0.0,0.0,24168.0,24168.0,0.0,5437162.0,26691.0,5463853.0
Tuolumne,390.0,0.0,0.0,835.0,0.0,3.0,1225.0,0.0,3.0,1094.0,1799.0,2893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1338.0,1338.0,0.0,263283.0,307.0,263590.0
Ventura,4005.0,12.0,4.0,6657.0,84.0,80.0,10662.0,96.0,84.0,10994.0,15352.0,26346.0,32.0,15.0,217.0,104.0,249.0,119.0,17.0,121.0,138.0,0.0,0.0,0.0,11515.0,11515.0,0.0,2553529.0,26043.0,2579572.0
Yolo  ,1380.0,25.0,1.0,2196.0,52.0,30.0,3576.0,77.0,31.0,3570.0,5222.0,8792.0,60.0,35.0,130.0,67.0,190.0,102.0,1.0,44.0,45.0,0.0,0.0,0.0,4412.0,4412.0,0.0,903704.15,15167.76,918871.91
Yuba,812.0,0.0,0.0,2034.0,6.0,3.0,2846.0,6.0,3.0,2385.0,5443.0,7828.0,0.0,0.0,19.0,6.0,19.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,3064.0,3064.0,0.0,749349.0,947.0,750296.0
,a/  County reporting revised data:  Solano.,,,,,,,,,a/  County reporting revised data:  Solano.,,,,,,,,,a/  County reporting revised data:  Solano.,,,,,,,,,a/  County reporting revised data:  Solano.,,
