,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,
,A.  Public Assistance,,,B.  Non-Public Assistance,,,Total,,,,,,A. Public Assistance,,B. Non-Public Assistance,,Total,,,,,,,,,,,,,
,,,,,,,,,,A.,B.,,,,,,,,A.,B.,,,Contracted,Other,,,EBT,,,
,,Federal/,,,Federal/,,,Federal/,,Public,Non-Public,,,,,,,,Public,Non-Public,Total,,Over the,Over the,EBT,,Converted,Federal,State,TOTAL
County,Federal,State,State,Federal,State,State,Federal,State,State,Assistance,Assistance,Total,Federal,State,Federal,State,Federal,State,Assistance,Assistance,,Mail,Counter,Counter,Issuances,Total,to Coupons,Only,Only,ISSUANCES
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,15.0,16.0,17.0,7.0,8.0,18.0,9.0,10.0,11.0,12.0,19.0,20.0,13.0,14.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
Statewide,281311.0,3978.0,334.0,510627.0,7800.0,4146.0,791938.0,11778.0,4480.0,726373.0,1252952.0,1979325.0,8996.0,4743.0,21699.0,9495.0,30695.0,14238.0,876.0,5492.0,6368.0,0.0,0.0,137.0,917339.0,917476.0,0.0,201609136.99,1877944.72,203487081.71
Alameda  ,14532.0,500.0,163.0,11737.0,21.0,16.0,26269.0,521.0,179.0,37202.0,30047.0,67249.0,1431.0,344.0,94.0,7.0,1525.0,351.0,373.0,16.0,389.0,0.0,0.0,0.0,26969.0,26969.0,0.0,5937636.0,61502.0,5999138.0
Alpine,2.0,0.0,0.0,29.0,0.0,0.0,31.0,0.0,0.0,4.0,75.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,6321.0,0.0,6321.0
Amador,150.0,0.0,0.0,342.0,0.0,0.0,492.0,0.0,0.0,405.0,728.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,546.0,0.0,117803.0,0.0,117803.0
Butte,2021.0,2.0,0.0,5152.0,8.0,8.0,7173.0,10.0,8.0,5314.0,12144.0,17458.0,15.0,2.0,14.0,9.0,29.0,11.0,0.0,9.0,9.0,0.0,0.0,0.0,7942.0,7942.0,0.0,1721362.0,1978.0,1723340.0
Calaveras,200.0,0.0,0.0,574.0,0.0,0.0,774.0,0.0,0.0,554.0,1156.0,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,774.0,0.0,173649.0,0.0,173649.0
Colusa,86.0,0.0,0.0,377.0,7.0,4.0,463.0,7.0,4.0,269.0,1123.0,1392.0,0.0,0.0,16.0,9.0,16.0,9.0,0.0,8.0,8.0,0.0,0.0,0.0,549.0,549.0,0.0,108418.0,1200.0,109618.0
Contra Costa  ,5752.0,29.0,3.0,6831.0,75.0,40.0,12583.0,104.0,43.0,14652.0,15742.0,30394.0,58.0,34.0,186.0,102.0,244.0,136.0,8.0,97.0,105.0,0.0,0.0,0.0,16551.0,16551.0,0.0,3088262.0,26870.0,3115132.0
Del Norte,523.0,1.0,0.0,1177.0,4.0,0.0,1700.0,5.0,0.0,1458.0,2413.0,3871.0,1.0,1.0,5.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1705.0,1705.0,0.0,384633.0,211.0,384844.0
El Dorado ,570.0,0.0,0.0,1288.0,5.0,6.0,1858.0,5.0,6.0,1443.0,2678.0,4121.0,0.0,0.0,13.0,6.0,13.0,6.0,0.0,8.0,8.0,0.0,0.0,0.0,2100.0,2100.0,0.0,425723.0,1262.0,426985.0
Fresno,14523.0,49.0,0.0,26043.0,187.0,13.0,40566.0,236.0,13.0,40632.0,77489.0,118121.0,141.0,57.0,657.0,197.0,798.0,254.0,0.0,15.0,15.0,0.0,0.0,0.0,45886.0,45886.0,0.0,11354140.0,17280.0,11371420.0
Glenn  ,237.0,0.0,0.0,651.0,3.0,0.0,888.0,3.0,0.0,655.0,1754.0,2409.0,0.0,0.0,9.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,983.0,983.0,0.0,217032.34,181.66,217214.0
Humboldt,1224.0,1.0,0.0,3834.0,5.0,4.0,5058.0,6.0,4.0,3053.0,7835.0,10888.0,5.0,6.0,8.0,17.0,13.0,23.0,0.0,4.0,4.0,0.0,0.0,0.0,6109.0,6109.0,0.0,1139887.0,1282.0,1141169.0
Imperial,1304.0,2.0,0.0,4572.0,121.0,17.0,5876.0,123.0,17.0,3857.0,12938.0,16795.0,6.0,2.0,336.0,125.0,342.0,127.0,0.0,17.0,17.0,0.0,0.0,0.0,6016.0,6016.0,0.0,1684067.0,8407.0,1692474.0
Inyo,86.0,0.0,0.0,333.0,0.0,0.0,419.0,0.0,0.0,255.0,675.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,437.0,0.0,83905.0,0.0,83905.0
Kern  ,6882.0,0.0,0.0,20632.0,229.0,70.0,27514.0,229.0,70.0,19414.0,57488.0,76902.0,0.0,0.0,698.0,241.0,698.0,241.0,0.0,97.0,97.0,0.0,0.0,0.0,29964.0,29964.0,0.0,7267988.0,35535.0,7303523.0
Kings,1194.0,2.0,0.0,4095.0,27.0,6.0,5289.0,29.0,6.0,3312.0,10393.0,13705.0,4.0,2.0,74.0,28.0,78.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,5757.0,5757.0,0.0,1270508.0,1503.0,1272011.0
Lake  ,902.0,1.0,0.0,1393.0,1.0,2.0,2295.0,2.0,2.0,1774.0,3484.0,5258.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,2737.0,2737.0,0.0,522480.0,575.0,523055.0
Lassen,263.0,0.0,0.0,580.0,2.0,0.0,843.0,2.0,0.0,743.0,1329.0,2072.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,843.0,0.0,204063.0,247.0,204310.0
Los Angeles,83240.0,1842.0,23.0,193227.0,3799.0,1906.0,276467.0,5641.0,1929.0,188647.0,449718.0,638365.0,3852.0,2191.0,10447.0,4496.0,14299.0,6687.0,35.0,2317.0,2352.0,0.0,0.0,0.0,330091.0,330091.0,0.0,69409693.0,824277.0,70233970.0
Madera,1104.0,0.0,0.0,4189.0,20.0,2.0,5293.0,20.0,2.0,3226.0,10697.0,13923.0,0.0,0.0,61.0,20.0,61.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,5769.0,5769.0,0.0,1296795.0,1224.0,1298019.0
Marin,530.0,1.0,0.0,1833.0,23.0,11.0,2363.0,24.0,11.0,1255.0,3004.0,4259.0,6.0,1.0,41.0,30.0,47.0,31.0,0.0,11.0,11.0,0.0,0.0,0.0,2398.0,2398.0,0.0,441955.0,1993.0,443948.0
Mariposa,93.0,0.0,0.0,280.0,0.0,0.0,373.0,0.0,0.0,246.0,587.0,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,85339.0,0.0,85339.0
Mendocino,800.0,0.0,0.0,2914.0,17.0,3.0,3714.0,17.0,3.0,2118.0,5692.0,7810.0,0.0,0.0,50.0,18.0,50.0,18.0,0.0,3.0,3.0,0.0,0.0,0.0,3917.0,3917.0,0.0,788254.0,1397.0,789651.0
Merced,4406.0,21.0,0.0,6053.0,56.0,3.0,10459.0,77.0,3.0,12525.0,17104.0,29629.0,60.0,22.0,198.0,64.0,258.0,86.0,0.0,3.0,3.0,0.0,0.0,0.0,11352.0,11352.0,0.0,2771778.0,6302.0,2778080.0
Modoc,111.0,0.0,0.0,231.0,0.0,0.0,342.0,0.0,0.0,313.0,503.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,0.0,74959.0,0.0,74959.0
Mono,28.0,0.0,0.0,132.0,0.0,0.0,160.0,0.0,0.0,72.0,217.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,0.0,28919.0,0.0,28919.0
