,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,
,A.  Public Assistance,,,B.  Non-Public Assistance,,,Total,,,,,,A. Public Assistance,,B. Non-Public Assistance,,Total,,,,,,,,,,,,,
,,,,,,,,,,A.,B.,,,,,,,,A.,B.,,,Contracted,Other,,,EBT,,,
,,Federal/,,,Federal/,,,Federal/,,Public,Non-Public,,,,,,,,Public,Non-Public,Total,,Over the,Over the,EBT,,Converted,Federal,State,TOTAL
County,Federal,State,State,Federal,State,State,Federal,State,State,Assistance,Assistance,Total,Federal,State,Federal,State,Federal,State,Assistance,Assistance,,Mail,Counter,Counter,Issuances,Total,to Coupons,Only,Only,ISSUANCES
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,15.0,16.0,17.0,7.0,8.0,18.0,9.0,10.0,11.0,12.0,19.0,20.0,13.0,14.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
Statewide,338094.0,5211.0,86.0,1132328.0,16882.0,6900.0,1470422.0,22093.0,6986.0,863162.0,2505253.0,3368415.0,11737.0,6512.0,45797.0,19922.0,57534.0,26434.0,107.0,8976.0,9083.0,0.0,0.0,0.0,2093751.0,2093751.0,0.0,505007541.26,4305480.56,481210969.89
Alameda,11928.0,333.0,4.0,36453.0,724.0,333.0,48381.0,1057.0,337.0,27991.0,72080.0,100071.0,792.0,386.0,1766.0,912.0,2558.0,1298.0,4.0,434.0,438.0,0.0,0.0,0.0,49775.0,49775.0,0.0,15669842.0,221183.0,15891025.0
Alpine,6.0,0.0,0.0,67.0,0.0,0.0,73.0,0.0,0.0,13.0,132.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,19500.0,0.0,19500.0
Amador,265.0,0.0,0.0,1004.0,1.0,0.0,1269.0,1.0,0.0,695.0,1918.0,2613.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,1390.0,0.0,392010.0,0.0,392010.0
Butte,2014.0,4.0,0.0,9664.0,43.0,33.0,11678.0,47.0,33.0,5166.0,19883.0,25049.0,19.0,4.0,134.0,44.0,153.0,48.0,0.0,71.0,71.0,0.0,0.0,0.0,12888.0,12888.0,0.0,3708967.0,9805.0,3718772.0
Calaveras,411.0,1.0,0.0,1580.0,3.0,0.0,1991.0,4.0,0.0,1157.0,3083.0,4240.0,1.0,1.0,10.0,5.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2168.0,2168.0,0.0,633542.0,564.0,634106.0
Colusa,108.0,3.0,0.0,455.0,6.0,2.0,563.0,9.0,2.0,305.0,1195.0,1500.0,8.0,3.0,17.0,7.0,25.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,624.0,624.0,0.0,209075.0,1331.0,210406.0
Contra Costa,6655.0,68.0,2.0,20200.0,238.0,65.0,26855.0,306.0,67.0,16058.0,41724.0,57782.0,149.0,79.0,619.0,302.0,768.0,381.0,4.0,91.0,95.0,0.0,0.0,0.0,30320.0,30320.0,0.0,8854172.79,56896.91,8911069.7
Del Norte,549.0,0.0,0.0,1865.0,9.0,15.0,2414.0,9.0,15.0,1507.0,3533.0,5040.0,0.0,0.0,24.0,9.0,24.0,9.0,0.0,51.0,51.0,0.0,0.0,0.0,2606.0,2606.0,0.0,739768.96,1239.0,741007.96
El Dorado,746.0,10.0,0.0,3983.0,17.0,2.0,4729.0,27.0,2.0,1949.0,7763.0,9712.0,26.0,10.0,42.0,19.0,68.0,29.0,0.0,2.0,2.0,0.0,0.0,0.0,5177.0,5177.0,0.0,1439379.59,4521.0,1443900.59
Fresno,17801.0,76.0,0.0,60105.0,452.0,104.0,77906.0,528.0,104.0,47979.0,144957.0,192936.0,200.0,83.0,1317.0,505.0,1517.0,588.0,0.0,127.0,127.0,0.0,0.0,0.0,85505.0,85505.0,0.0,28292248.0,82280.7,28374528.7
Glenn,334.0,2.0,0.0,847.0,11.0,1.0,1181.0,13.0,1.0,912.0,2137.0,3049.0,7.0,2.0,36.0,12.0,43.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1317.0,1317.0,0.0,421495.0,1555.0,423050.0
Humboldt,1224.0,1.0,0.0,6243.0,10.0,5.0,7467.0,11.0,5.0,2901.0,11189.0,14090.0,2.0,2.0,19.0,10.0,21.0,12.0,0.0,5.0,5.0,0.0,0.0,0.0,7859.0,7859.0,0.0,2013342.0,2554.0,2015896.0
Imperial,2620.0,54.0,0.0,9173.0,234.0,36.0,11793.0,288.0,36.0,7693.0,23695.0,31388.0,125.0,55.0,670.0,251.0,795.0,306.0,0.0,42.0,42.0,0.0,0.0,0.0,13173.0,13173.0,0.0,4400787.0,39432.0,4440219.0
Inyo,161.0,0.0,0.0,638.0,0.0,0.0,799.0,0.0,0.0,467.0,1211.0,1678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,855.0,0.0,225118.0,0.0,225118.0
Kern ,12578.0,70.0,0.0,36538.0,312.0,107.0,49116.0,382.0,107.0,34525.0,91069.0,125594.0,176.0,75.0,925.0,337.0,1101.0,412.0,0.0,190.0,190.0,0.0,0.0,0.0,53955.0,53955.0,0.0,18050841.0,77912.0,18128753.0
Kings,1807.0,9.0,0.0,6546.0,72.0,33.0,8353.0,81.0,33.0,4915.0,15623.0,20538.0,27.0,9.0,229.0,79.0,256.0,88.0,0.0,33.0,33.0,0.0,0.0,0.0,9248.0,9248.0,0.0,2854720.0,16796.0,2871516.0
Lake,803.0,2.0,0.0,3168.0,19.0,6.0,3971.0,21.0,6.0,2135.0,6235.0,8370.0,7.0,2.0,51.0,20.0,58.0,22.0,0.0,7.0,7.0,0.0,0.0,0.0,4512.0,4512.0,0.0,1257643.0,3576.0,1261219.0
Lassen,298.0,1.0,0.0,1036.0,2.0,2.0,1334.0,3.0,2.0,825.0,2123.0,2948.0,5.0,1.0,5.0,2.0,10.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,1470.0,1470.0,0.0,440942.0,466.0,441408.0
Los Angeles  a/,92612.0,1865.0,31.0,329515.0,5335.0,2405.0,422127.0,7200.0,2436.0,215640.0,693855.0,909495.0,3774.0,2418.0,14116.0,6345.0,17890.0,8763.0,36.0,2977.0,3013.0,0.0,0.0,0.0,942416.0,942416.0,0.0,142611026.0,1490244.0,144101270.0
Madera,2060.0,0.0,0.0,6681.0,62.0,3.0,8741.0,62.0,3.0,5490.0,17416.0,22906.0,0.0,0.0,214.0,68.0,214.0,68.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3239115.0,7765.0,3246880.0
Marin,905.0,18.0,2.0,3704.0,38.0,18.0,4609.0,56.0,20.0,1945.0,5839.0,7784.0,38.0,21.0,82.0,41.0,120.0,62.0,2.0,21.0,23.0,0.0,0.0,0.0,5014.0,5014.0,0.0,1230013.0,11218.0,1241231.0
Mariposa,147.0,0.0,0.0,519.0,0.0,0.0,666.0,0.0,0.0,428.0,1057.0,1485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,789.0,0.0,224587.0,0.0,224587.0
Mendocino,969.0,5.0,0.0,4932.0,22.0,10.0,5901.0,27.0,10.0,2470.0,9352.0,11822.0,12.0,5.0,62.0,25.0,74.0,30.0,0.0,14.0,14.0,0.0,0.0,0.0,6322.0,6322.0,0.0,1717350.0,4581.0,1721931.0
Merced,5132.0,18.0,1.0,12998.0,97.0,5.0,18130.0,115.0,6.0,14279.0,32577.0,46856.0,54.0,20.0,322.0,106.0,376.0,126.0,1.0,5.0,6.0,0.0,0.0,0.0,19464.0,19464.0,0.0,6680110.0,13950.0,6694060.0
Modoc,80.0,0.0,0.0,352.0,0.0,0.0,432.0,0.0,0.0,215.0,851.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,432.0,0.0,140899.0,0.0,140899.0
Mono,29.0,0.0,0.0,284.0,0.0,0.0,313.0,0.0,0.0,72.0,435.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,326.0,0.0,74568.0,0.0,74568.0
