,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,
,A.  Public Assistance,,,B.  Non-Public Assistance,,,Total,,,,,,A. Public Assistance,,B. Non-Public Assistance,,Total,,,,,,,,,,,,,
,,,,,,,,,,A.,B.,,,,,,,,A.,B.,,,Contracted,Other,,,EBT,,,
,,Federal/,,,Federal/,,,Federal/,,Public,Non-Public,,,,,,,,Public,Non-Public,Total,,Over the,Over the,EBT,,Converted,Federal,State,TOTAL
County,Federal,State,State,Federal,State,State,Federal,State,State,Assistance,Assistance,Total,Federal,State,Federal,State,Federal,State,Assistance,Assistance,,Mail,Counter,Counter,Issuances,Total,to Coupons,Only,Only,ISSUANCES
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,15.0,16.0,17.0,7.0,8.0,18.0,9.0,10.0,11.0,12.0,19.0,20.0,13.0,14.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
Statewide,311888.0,3895.0,177.0,456258.0,6702.0,4209.0,768146.0,10597.0,4386.0,839548.0,1104977.0,1944525.0,8446.0,4740.0,18866.0,8619.0,27312.0,13359.0,546.0,5553.0,6099.0,0.0,0.0,414.0,901145.0,901559.0,691.0,179290544.0,1678721.0,180969265.0
Alameda,15947.0,69.0,0.0,10297.0,86.0,160.0,26244.0,155.0,160.0,40824.0,26360.0,67184.0,159.0,71.0,208.0,107.0,367.0,178.0,0.0,218.0,218.0,0.0,0.0,0.0,26559.0,26559.0,0.0,5353175.0,42792.0,5395967.0
Alpine,9.0,0.0,0.0,25.0,0.0,0.0,34.0,0.0,0.0,26.0,56.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,5503.0,0.0,5503.0
Amador,149.0,0.0,0.0,352.0,0.0,0.0,501.0,0.0,0.0,378.0,707.0,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,529.0,0.0,99900.0,0.0,99900.0
Butte  ,2272.0,2.0,0.0,4509.0,3.0,2.0,6781.0,5.0,2.0,6233.0,11055.0,17288.0,5.0,2.0,9.0,3.0,14.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,7457.0,7457.0,0.0,1530971.0,434.0,1531405.0
Calaveras,234.0,0.0,0.0,599.0,0.0,0.0,833.0,0.0,0.0,583.0,1088.0,1671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,833.0,0.0,151466.0,0.0,151466.0
Colusa,79.0,0.0,0.0,306.0,8.0,3.0,385.0,8.0,3.0,208.0,790.0,998.0,0.0,0.0,19.0,10.0,19.0,10.0,0.0,3.0,3.0,0.0,0.0,0.0,419.0,419.0,0.0,79395.0,1023.0,80418.0
Contra Costa,6858.0,59.0,2.0,4216.0,50.0,16.0,11074.0,109.0,18.0,19112.0,8624.0,27736.0,145.0,71.0,138.0,59.0,283.0,130.0,5.0,26.0,31.0,0.0,0.0,0.0,12591.0,12591.0,0.0,2508589.0,8855.0,2517444.0
Del Norte,532.0,0.0,0.0,1016.0,2.0,2.0,1548.0,2.0,2.0,1530.0,2151.0,3681.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,1552.0,1552.0,0.0,317963.0,714.0,318677.0
El Dorado,625.0,0.0,0.0,1176.0,5.0,1.0,1801.0,5.0,1.0,1702.0,2395.0,4097.0,0.0,0.0,10.0,6.0,10.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,1998.0,1998.0,0.0,374804.0,504.0,375308.0
Fresno,20773.0,130.0,5.0,16272.0,204.0,16.0,37045.0,334.0,21.0,67499.0,41168.0,108667.0,351.0,148.0,698.0,227.0,1049.0,375.0,23.0,22.0,45.0,0.0,0.0,0.0,40958.0,40958.0,0.0,9247658.0,23803.0,9271461.0
Glenn,228.0,0.0,0.0,588.0,2.0,0.0,816.0,2.0,0.0,629.0,1577.0,2206.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,907.0,0.0,175469.0,157.0,175626.0
Humboldt,1190.0,1.0,0.0,3685.0,2.0,4.0,4875.0,3.0,4.0,3065.0,7479.0,10544.0,2.0,1.0,3.0,2.0,5.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,5328.0,5328.0,0.0,1008499.0,1044.0,1009543.0
Imperial,1684.0,1.0,0.0,4766.0,89.0,11.0,6450.0,90.0,11.0,5098.0,13955.0,19053.0,2.0,1.0,255.0,94.0,257.0,95.0,0.0,12.0,12.0,0.0,0.0,0.0,6551.0,6551.0,0.0,1482306.0,8233.0,1490539.0
Inyo,89.0,0.0,0.0,339.0,0.0,0.0,428.0,0.0,0.0,255.0,644.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,438.0,0.0,74337.0,0.0,74337.0
Kern ,7228.0,3.0,0.0,19581.0,200.0,68.0,26809.0,203.0,68.0,20970.0,55836.0,76806.0,8.0,3.0,561.0,213.0,569.0,216.0,0.0,90.0,90.0,0.0,0.0,0.0,27834.0,27834.0,0.0,6217121.0,26912.0,6244033.0
Kings,1240.0,1.0,0.0,3375.0,9.0,1.0,4615.0,10.0,1.0,3579.0,8613.0,12192.0,1.0,1.0,23.0,9.0,24.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,4936.0,4936.0,0.0,987628.0,796.0,988424.0
Lake  ,1077.0,3.0,0.0,1388.0,0.0,0.0,2465.0,3.0,0.0,2384.0,3312.0,5696.0,9.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2693.0,2693.0,0.0,515909.0,414.0,516323.0
Lassen,322.0,0.0,0.0,491.0,1.0,0.0,813.0,1.0,0.0,906.0,1096.0,2002.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,855.0,0.0,170615.0,100.0,170715.0
Los Angeles,91798.0,1946.0,24.0,185248.0,3414.0,2288.0,277046.0,5360.0,2312.0,212579.0,435282.0,647861.0,4100.0,2322.0,9447.0,4290.0,13547.0,6612.0,38.0,2813.0,2851.0,0.0,0.0,0.0,366850.0,366850.0,0.0,66969926.0,958933.0,67928859.0
Madera,1185.0,0.0,0.0,4026.0,6.0,1.0,5211.0,6.0,1.0,3565.0,10267.0,13832.0,0.0,0.0,17.0,6.0,17.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,5516.0,5516.0,0.0,1146522.0,584.0,1147106.0
Marin,489.0,0.0,0.0,1712.0,20.0,10.0,2201.0,20.0,10.0,1178.0,2781.0,3959.0,0.0,0.0,43.0,28.0,43.0,28.0,0.0,12.0,12.0,0.0,0.0,0.0,2231.0,2231.0,0.0,369203.0,2496.0,371699.0
Mariposa,100.0,0.0,0.0,239.0,0.0,0.0,339.0,0.0,0.0,267.0,536.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,354.0,0.0,69960.0,0.0,69960.0
Mendocino,869.0,0.0,0.0,2568.0,7.0,3.0,3437.0,7.0,3.0,2370.0,5147.0,7517.0,0.0,0.0,18.0,8.0,18.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,3650.0,3650.0,0.0,674405.0,1030.0,675435.0
Merced  a/,4188.0,59.0,2.0,5148.0,112.0,13.0,9336.0,171.0,15.0,12159.0,14995.0,27154.0,179.0,69.0,414.0,134.0,593.0,203.0,2.0,19.0,21.0,0.0,0.0,0.0,10324.0,10324.0,0.0,2289480.0,10858.0,2300338.0
Modoc,100.0,0.0,0.0,156.0,0.0,0.0,256.0,0.0,0.0,284.0,376.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,256.0,0.0,51497.0,0.0,51497.0
Mono  ,33.0,1.0,0.0,97.0,0.0,0.0,130.0,1.0,0.0,89.0,184.0,273.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,154.0,0.0,25458.0,61.0,25519.0
