,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
Monterey,4108.0,10.0,0.0,10360.0,92.0,14.0,14468.0,102.0,14.0,10278.0,23832.0,34110.0,22.0,11.0,281.0,101.0,303.0,112.0,0.0,14.0,14.0,0.0,0.0,0.0,15367.0,15367.0,0.0,4790972.0,14073.0,4805045.0
Napa,544.0,6.0,0.0,2151.0,26.0,4.0,2695.0,32.0,4.0,1347.0,4518.0,5865.0,15.0,6.0,70.0,27.0,85.0,33.0,0.0,4.0,4.0,0.0,0.0,0.0,2969.0,2969.0,0.0,838773.0,5444.0,844217.0
Nevada,413.0,0.0,0.0,1962.0,0.0,0.0,2375.0,0.0,0.0,1142.0,3811.0,4953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2592.0,2592.0,0.0,751494.0,0.0,751494.0
Orange,14187.0,195.0,3.0,51315.0,1385.0,476.0,65502.0,1580.0,479.0,36281.0,118088.0,154369.0,466.0,250.0,3530.0,1716.0,3996.0,1966.0,4.0,625.0,629.0,0.0,0.0,0.0,73044.0,73044.0,0.0,22191248.0,276351.0,22467599.0
Placer,1068.0,26.0,1.0,4768.0,28.0,21.0,5836.0,54.0,22.0,2883.0,10736.0,13619.0,56.0,38.0,75.0,35.0,131.0,73.0,3.0,26.0,29.0,0.0,0.0,0.0,6440.0,6440.0,0.0,1966353.54,12665.0,1979018.54
Plumas,98.0,0.0,0.0,425.0,0.0,0.0,523.0,0.0,0.0,249.0,991.0,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,546.0,0.0,166551.0,0.0,166551.0
Riverside,18520.0,206.0,6.0,57613.0,1101.0,201.0,76133.0,1307.0,207.0,50809.0,148542.0,199351.0,543.0,224.0,3493.0,1204.0,4036.0,1428.0,6.0,244.0,250.0,0.0,0.0,0.0,83199.0,83199.0,0.0,28355648.0,191508.0,28547156.0
Sacramento,19738.0,606.0,5.0,54146.0,785.0,255.0,73884.0,1391.0,260.0,50705.0,121901.0,172606.0,1424.0,914.0,2110.0,1058.0,3534.0,1972.0,8.0,330.0,338.0,0.0,0.0,0.0,80504.0,80504.0,0.0,26517301.14,260195.99,26777497.13
San Benito,588.0,3.0,0.0,1768.0,27.0,3.0,2356.0,30.0,3.0,1583.0,3986.0,5569.0,9.0,3.0,94.0,31.0,103.0,34.0,0.0,4.0,4.0,0.0,0.0,0.0,2600.0,2600.0,0.0,803961.0,4580.0,808541.0
San Bernardino,27647.0,279.0,7.0,83921.0,1289.0,411.0,111568.0,1568.0,418.0,75764.0,208997.0,284761.0,733.0,320.0,3897.0,1454.0,4630.0,1774.0,7.0,539.0,546.0,0.0,0.0,0.0,122162.0,122162.0,0.0,41119878.0,285477.0,41405355.0
San Diego,19304.0,446.0,5.0,54385.0,1194.0,501.0,73689.0,1640.0,506.0,53338.0,121261.0,174599.0,1069.0,561.0,3230.0,1344.0,4299.0,1905.0,6.0,648.0,654.0,0.0,0.0,0.0,84336.0,84336.0,0.0,26325101.65,302660.87,26627762.52
San Francisco,3152.0,166.0,4.0,23205.0,487.0,597.0,26357.0,653.0,601.0,6931.0,33421.0,40352.0,317.0,188.0,937.0,680.0,1254.0,868.0,4.0,814.0,818.0,0.0,0.0,0.0,29194.0,29194.0,0.0,6407721.58,212247.24,6619968.82
San Joaquin,9904.0,100.0,3.0,22773.0,366.0,65.0,32677.0,466.0,68.0,25989.0,59169.0,85158.0,247.0,112.0,1106.0,441.0,1353.0,553.0,3.0,90.0,93.0,0.0,0.0,0.0,35891.0,35891.0,0.0,12479383.0,63358.0,12542741.0
San Luis Obispo,1369.0,10.0,0.0,5827.0,44.0,18.0,7196.0,54.0,18.0,3411.0,11052.0,14463.0,21.0,11.0,115.0,47.0,136.0,58.0,0.0,23.0,23.0,0.0,0.0,0.0,8409.0,8409.0,0.0,2078331.0,9018.0,2087349.0
San Mateo,2086.0,73.0,1.0,6494.0,189.0,65.0,8580.0,262.0,66.0,5136.0,12882.0,18018.0,154.0,81.0,498.0,215.0,652.0,296.0,1.0,83.0,84.0,0.0,0.0,0.0,10080.0,10080.0,0.0,2744554.02,38911.98,2783466.0
Santa Barbara,4395.0,17.0,0.0,7733.0,77.0,11.0,12128.0,94.0,11.0,8366.0,19584.0,27950.0,48.0,19.0,239.0,83.0,287.0,102.0,0.0,14.0,14.0,0.0,0.0,0.0,13447.0,13447.0,0.0,3949121.67,10303.35,3959425.02
Santa Clara,10040.0,156.0,3.0,29767.0,562.0,603.0,39807.0,718.0,606.0,24742.0,63644.0,88386.0,321.0,197.0,1276.0,706.0,1597.0,903.0,4.0,868.0,872.0,0.0,0.0,0.0,45188.0,45188.0,0.0,12919657.43,239460.29,13159117.72
Santa Cruz,1557.0,8.0,0.0,7565.0,68.0,13.0,9122.0,76.0,13.0,3706.0,15090.0,18796.0,13.0,8.0,198.0,76.0,211.0,84.0,0.0,13.0,13.0,0.0,0.0,0.0,10275.0,10275.0,0.0,2766668.0,10157.0,2776825.0
Shasta,1698.0,3.0,0.0,7898.0,18.0,12.0,9596.0,21.0,12.0,4316.0,16165.0,20481.0,5.0,4.0,40.0,19.0,45.0,23.0,0.0,17.0,17.0,0.0,0.0,0.0,10397.0,10397.0,0.0,2942469.0,4804.0,2947273.0
Sierra,15.0,0.0,0.0,89.0,0.0,1.0,104.0,0.0,1.0,37.0,196.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,112.0,112.0,0.0,32377.0,200.0,32577.0
Siskiyou,473.0,0.0,0.0,1760.0,5.0,1.0,2233.0,5.0,1.0,1310.0,3899.0,5209.0,0.0,0.0,18.0,5.0,18.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2397.0,2397.0,0.0,744664.38,794.0,745458.38
Solano,4168.0,58.0,1.0,12026.0,143.0,37.0,16194.0,201.0,38.0,10333.0,23501.0,33834.0,140.0,64.0,374.0,167.0,514.0,231.0,1.0,40.0,41.0,0.0,0.0,0.0,18368.0,18368.0,0.0,5202564.99,30703.25,5233268.24
Sonoma,2682.0,30.0,0.0,10131.0,122.0,49.0,12813.0,152.0,49.0,6447.0,18800.0,25247.0,71.0,33.0,332.0,137.0,403.0,170.0,0.0,60.0,60.0,0.0,0.0,0.0,14255.0,14255.0,0.0,3817429.6,27000.44,3844430.04
Stanislaus,7557.0,35.0,0.0,23130.0,127.0,25.0,30687.0,162.0,25.0,20188.0,52178.0,72366.0,91.0,37.0,391.0,135.0,482.0,172.0,0.0,30.0,30.0,0.0,0.0,0.0,33500.0,33500.0,0.0,10355876.0,25437.0,10381313.0
Sutter,760.0,5.0,0.0,3073.0,51.0,2.0,3833.0,56.0,2.0,2206.0,7643.0,9849.0,13.0,6.0,145.0,63.0,158.0,69.0,0.0,3.0,3.0,0.0,0.0,0.0,4099.0,4099.0,0.0,1394186.0,7193.0,1401379.0
Tehama,726.0,1.0,0.0,2742.0,40.0,10.0,3468.0,41.0,10.0,2005.0,6340.0,8345.0,4.0,1.0,101.0,50.0,105.0,51.0,0.0,14.0,14.0,0.0,0.0,0.0,3795.0,3795.0,0.0,1202387.0,8476.0,1210863.0
Trinity,74.0,0.0,0.0,523.0,0.0,0.0,597.0,0.0,0.0,184.0,1110.0,1294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,597.0,0.0,202314.0,0.0,202314.0
Tulare,9854.0,105.0,1.0,27930.0,487.0,93.0,37784.0,592.0,94.0,26863.0,68974.0,95837.0,286.0,112.0,1531.0,528.0,1817.0,640.0,1.0,114.0,115.0,0.0,0.0,0.0,41710.0,41710.0,0.0,13834712.0,80143.0,13914855.0
Tuolumne,478.0,1.0,0.0,1975.0,4.0,1.0,2453.0,5.0,1.0,1192.0,3633.0,4825.0,2.0,1.0,9.0,4.0,11.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2631.0,2631.0,0.0,696548.0,920.0,697468.0
Ventura,4334.0,38.0,0.0,21284.0,198.0,40.0,25618.0,236.0,40.0,11110.0,43320.0,54430.0,99.0,49.0,583.0,218.0,682.0,267.0,0.0,57.0,57.0,0.0,0.0,0.0,29799.0,29799.0,0.0,7971252.88,31487.0,8002739.88
Yolo,1334.0,53.0,1.0,4819.0,112.0,58.0,6153.0,165.0,59.0,3470.0,10521.0,13991.0,136.0,81.0,314.0,141.0,450.0,222.0,2.0,81.0,83.0,0.0,0.0,0.0,6900.0,6900.0,0.0,2077657.0,36538.0,2114195.0
Yuba,963.0,0.0,0.0,4106.0,41.0,9.0,5069.0,41.0,9.0,2760.0,9121.0,11881.0,0.0,0.0,101.0,48.0,101.0,48.0,0.0,16.0,16.0,0.0,0.0,0.0,5353.0,5353.0,0.0,1724432.0,7092.0,1731524.0
