,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,
,A.  Public Assistance,,,B.  Non-Public Assistance,,,Total,,,,,,A. Public Assistance,,B. Non-Public Assistance,,Total,,,,,,,,,,,,,
,,,,,,,,,,A.,B.,,,,,,,,A.,B.,,,Contracted,Other,,,EBT,,,
,,Federal/,,,Federal/,,,Federal/,,Public,Non-Public,,,,,,,,Public,Non-Public,Total,,Over the,Over the,EBT,,Converted,Federal,State,TOTAL
County,Federal,State,State,Federal,State,State,Federal,State,State,Assistance,Assistance,Total,Federal,State,Federal,State,Federal,State,Assistance,Assistance,,Mail,Counter,Counter,Issuances,Total,to Coupons,Only,Only,ISSUANCES
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,15.0,16.0,17.0,7.0,8.0,18.0,9.0,10.0,11.0,12.0,19.0,20.0,13.0,14.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
Statewide,334279.0,5165.0,80.0,1064701.0,16753.0,6589.0,1398980.0,21918.0,6669.0,847413.0,2383468.0,3230881.0,11727.0,6488.0,46033.0,19794.0,57760.0,26282.0,103.0,8487.0,8590.0,0.0,0.0,0.0,1980442.0,1980442.0,0.0,482911828.39,4186330.63,487098159.02
Alameda,11736.0,318.0,0.0,34128.0,700.0,342.0,45864.0,1018.0,342.0,27582.0,68244.0,95826.0,754.0,381.0,1764.0,860.0,2518.0,1241.0,0.0,461.0,461.0,0.0,0.0,0.0,47224.0,47224.0,0.0,14943639.0,217700.0,15161339.0
Alpine,7.0,0.0,0.0,58.0,0.0,0.0,65.0,0.0,0.0,19.0,116.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0,17870.0,0.0,17870.0
Amador,250.0,0.0,0.0,961.0,0.0,0.0,1211.0,0.0,0.0,682.0,1814.0,2496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,1321.0,0.0,377001.0,0.0,377001.0
Butte,1825.0,0.0,0.0,8442.0,33.0,15.0,10267.0,33.0,15.0,4661.0,19650.0,24311.0,0.0,0.0,98.0,34.0,98.0,34.0,0.0,16.0,16.0,0.0,0.0,0.0,12502.0,12502.0,0.0,3628246.0,7160.0,3635406.0
Calaveras,381.0,1.0,0.0,1566.0,3.0,1.0,1947.0,4.0,1.0,1076.0,3104.0,4180.0,1.0,1.0,6.0,4.0,7.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2140.0,2140.0,0.0,611791.0,403.0,612194.0
Colusa,74.0,0.0,0.0,526.0,7.0,1.0,600.0,7.0,1.0,222.0,1504.0,1726.0,0.0,0.0,30.0,10.0,30.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,657.0,657.0,0.0,221487.0,953.0,222440.0
Contra Costa,6563.0,75.0,2.0,18515.0,212.0,57.0,25078.0,287.0,59.0,15906.0,38525.0,54431.0,175.0,93.0,567.0,268.0,742.0,361.0,4.0,76.0,80.0,0.0,0.0,0.0,28270.0,28270.0,0.0,8341523.51,50632.39,8392155.9
Del Norte,473.0,0.0,0.0,1828.0,8.0,3.0,2301.0,8.0,3.0,1327.0,3540.0,4867.0,0.0,0.0,17.0,5.0,17.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,2312.0,2312.0,0.0,710318.0,1199.0,711517.0
El Dorado,706.0,8.0,0.0,3840.0,17.0,6.0,4546.0,25.0,6.0,1875.0,7367.0,9242.0,22.0,8.0,45.0,19.0,67.0,27.0,0.0,7.0,7.0,0.0,0.0,0.0,4950.0,4950.0,0.0,1367801.0,2796.0,1370597.0
Fresno,18101.0,78.0,0.0,57196.0,496.0,107.0,75297.0,574.0,107.0,48738.0,139799.0,188537.0,198.0,85.0,1509.0,551.0,1707.0,636.0,0.0,128.0,128.0,0.0,0.0,0.0,82645.0,82645.0,0.0,27561706.94,84241.41,27645948.35
Glenn,307.0,0.0,0.0,877.0,9.0,0.0,1184.0,9.0,0.0,843.0,2270.0,3113.0,0.0,0.0,28.0,14.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,1321.0,0.0,423284.0,866.0,424150.0
Humboldt,1145.0,0.0,0.0,5905.0,12.0,5.0,7050.0,12.0,5.0,2816.0,11110.0,13926.0,0.0,0.0,23.0,15.0,23.0,15.0,0.0,5.0,5.0,0.0,0.0,0.0,7351.0,7351.0,0.0,1933854.0,2320.0,1936174.0
Imperial,2559.0,43.0,0.0,8640.0,254.0,35.0,11199.0,297.0,35.0,7468.0,22563.0,30031.0,101.0,44.0,726.0,271.0,827.0,315.0,0.0,40.0,40.0,0.0,0.0,0.0,11531.0,11531.0,0.0,4205062.0,39674.0,4244736.0
Inyo,161.0,0.0,0.0,628.0,0.0,0.0,789.0,0.0,0.0,470.0,1136.0,1606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,830.0,0.0,219813.0,0.0,219813.0
Kern,12501.0,84.0,0.0,35041.0,373.0,90.0,47542.0,457.0,90.0,33844.0,88467.0,122311.0,198.0,89.0,1076.0,419.0,1274.0,508.0,0.0,113.0,113.0,0.0,0.0,0.0,52028.0,52028.0,0.0,17538545.0,86599.0,17625144.0
Kings,1823.0,11.0,0.0,6244.0,77.0,37.0,8067.0,88.0,37.0,4976.0,14896.0,19872.0,29.0,11.0,254.0,85.0,283.0,96.0,0.0,37.0,37.0,0.0,0.0,0.0,8819.0,8819.0,0.0,2776565.0,9894.0,2786459.0
Lake,1022.0,4.0,0.0,2908.0,20.0,3.0,3930.0,24.0,3.0,2878.0,5494.0,8372.0,4.0,11.0,61.0,22.0,65.0,33.0,0.0,3.0,3.0,0.0,0.0,0.0,4405.0,4405.0,0.0,1255845.0,3300.0,1259145.0
Lassen,257.0,2.0,0.0,1029.0,2.0,1.0,1286.0,4.0,1.0,703.0,2138.0,2841.0,2.0,3.0,10.0,3.0,12.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1429.0,1429.0,0.0,430546.0,864.0,431410.0
Los Angeles  a/,91332.0,1865.0,34.0,310594.0,5256.0,2317.0,401926.0,7121.0,2351.0,212327.0,658389.0,870716.0,3845.0,2397.0,13973.0,6222.0,17818.0,8619.0,44.0,2862.0,2906.0,0.0,0.0,0.0,890253.0,890253.0,0.0,136076250.0,1453063.0,137529313.0
Madera,1899.0,1.0,0.0,6709.0,57.0,2.0,8608.0,58.0,2.0,4986.0,17479.0,22465.0,2.0,1.0,208.0,61.0,210.0,62.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3233171.0,4772.0,3237943.0
Marin,881.0,18.0,3.0,3530.0,34.0,26.0,4411.0,52.0,29.0,1926.0,5495.0,7421.0,36.0,21.0,84.0,36.0,120.0,57.0,3.0,30.0,33.0,0.0,0.0,0.0,4774.0,4774.0,0.0,1162511.0,10716.0,1173227.0
Mariposa,132.0,0.0,0.0,462.0,0.0,0.0,594.0,0.0,0.0,381.0,943.0,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,0.0,201348.0,0.0,201348.0
Mendocino,908.0,4.0,0.0,4927.0,20.0,12.0,5835.0,24.0,12.0,2310.0,9411.0,11721.0,14.0,4.0,60.0,21.0,74.0,25.0,0.0,20.0,20.0,0.0,0.0,0.0,6249.0,6249.0,0.0,1699772.0,2857.0,1702629.0
Merced,5237.0,25.0,1.0,12363.0,89.0,3.0,17600.0,114.0,4.0,14395.0,31467.0,45862.0,79.0,28.0,288.0,95.0,367.0,123.0,1.0,3.0,4.0,0.0,0.0,0.0,18907.0,18907.0,0.0,6524604.0,12870.0,6537474.0
Modoc,64.0,0.0,0.0,368.0,0.0,0.0,432.0,0.0,0.0,170.0,904.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,432.0,0.0,142063.0,0.0,142063.0
Mono,30.0,0.0,0.0,266.0,1.0,0.0,296.0,1.0,0.0,77.0,393.0,470.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,330.0,0.0,70280.0,7.0,70287.0
