county,fulldate,year,quarter,month,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,quarter,hispanic_pa,hispanic_na,hispanic_tot,asian_pac_islander_pa,asian_pac_islander_na,asian_pac_islander_tot,other_pa,other_na,other_tot,asian_pac_islander_other_pa,asian_pac_islander_other_na,asian_pac_islander_other_tot,asian_pac_islander_total_pa,asian_pac_islander_total_na,asian_pac_islander_total_tot
Plumas,2010-07-01,2010,3.0,JUL,2.0,8.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,365.0,451.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,7.0,11.0,3.0,10.0,13.0,103.0,407.0,510.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,2.0,7.0,9.0,7.0,23.0,30.0,4020,6.0,,,,,,,,,,,,,,,
Plumas,2011-07-01,2011,3.0,JUL,2.0,14.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,466.0,588.0,1.0,6.0,7.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,131.0,507.0,638.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,23.0,32.0,4022,6.0,,,,,,,,,,,,,,,
Plumas,2012-07-01,2012,3.0,JUL,4.0,16.0,20.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,577.0,665.0,1.0,11.0,12.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,7.0,8.0,7.0,19.0,26.0,104.0,652.0,756.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,10.0,16.0,11.0,30.0,41.0,4024,6.0,,,,,,,,,,,,,,,
Plumas,2013-07-01,2013,3.0,JUL,5.0,22.0,27.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,567.0,645.0,3.0,6.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,49.0,53.0,92.0,681.0,773.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,21.0,24.0,4.0,44.0,48.0,4026,6.0,,,,,,,,,,,,,,,
Plumas,2014-07-01,2014,3.0,JUL,4.0,25.0,29.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,41.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,99.0,637.0,736.0,3.0,12.0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,4.0,8.0,113.0,121.0,115.0,841.0,956.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,19.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,26.0,30.0,9.0,56.0,65.0,4028,6.0,,,,,,,,,,,,,,,
Plumas,2015-07-01,2015,3.0,JUL,0.0,34.0,34.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,51.0,53.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,756.0,838.0,2.0,17.0,19.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,29.0,30.0,9.0,67.0,76.0,97.0,964.0,1061.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,35.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,28.0,5.0,16.0,21.0,10.0,79.0,89.0,4030,6.0,,,,,,,,,,,,,,,
Plumas,2016-07-01,2016,3.0,JUL,1.0,30.0,31.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,58.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,786.0,858.0,2.0,28.0,30.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,43.0,45.0,3.0,59.0,62.0,81.0,1020.0,1101.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,31.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,41.0,43.0,1.0,18.0,19.0,5.0,101.0,106.0,4032,6.0,,,,,,,,,,,,,,,
Plumas,2017-07-01,2017,3.0,JUL,0.0,30.0,30.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,52.0,56.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,57.0,805.0,862.0,1.0,33.0,34.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,56.0,59.0,2.0,42.0,44.0,67.0,1040.0,1107.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,31.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,57.0,2.0,6.0,8.0,9.0,104.0,113.0,4034,6.0,,,,,,,,,,,,,,,
Riverside,2002-07-01,2002,3.0,JUL,77.0,46.0,123.0,,,,12.0,9.0,21.0,32.0,7.0,39.0,4.0,7.0,11.0,5.0,4.0,9.0,48.0,32.0,80.0,9.0,3.0,12.0,52.0,12.0,64.0,74.0,41.0,115.0,,,,,,,2678.0,856.0,3534.0,,,,9.0,3.0,12.0,4.0,3.0,7.0,22.0,8.0,30.0,,,,,,,4134.0,2498.0,6632.0,,,,,,,,,,,,,,,,,,,13566.0,6790.0,20356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4004,6.0,6277.0,3206.0,9483.0,351.0,152.0,503.0,1.0,0.0,1.0,128.0,55.0,183.0,351.0,152.0,503.0
Riverside,2003-07-01,2003,3.0,JUL,79.0,41.0,120.0,,,,13.0,4.0,17.0,33.0,3.0,36.0,4.0,15.0,19.0,2.0,6.0,8.0,48.0,31.0,79.0,8.0,4.0,12.0,56.0,12.0,68.0,71.0,45.0,116.0,,,,,,,2701.0,1094.0,3795.0,,,,3.0,5.0,8.0,7.0,2.0,9.0,30.0,12.0,42.0,,,,,,,4120.0,3141.0,7261.0,,,,,,,,,,,,,,,,,,,14487.0,8130.0,22617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006,6.0,7201.0,3667.0,10868.0,337.0,156.0,493.0,1.0,0.0,1.0,110.0,48.0,158.0,337.0,156.0,493.0
Riverside,2004-07-01,2004,3.0,JUL,88.0,53.0,141.0,,,,15.0,6.0,21.0,36.0,4.0,40.0,4.0,19.0,23.0,2.0,9.0,11.0,54.0,40.0,94.0,9.0,6.0,15.0,62.0,16.0,78.0,79.0,56.0,135.0,,,,,,,3000.0,1411.0,4411.0,,,,3.0,7.0,10.0,8.0,3.0,11.0,33.0,16.0,49.0,,,,,,,4578.0,4052.0,8630.0,,,,,,,,,,,,,,,,,,,16092.0,10487.0,26579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4008,6.0,7998.0,4728.0,12726.0,373.0,203.0,576.0,1.0,0.0,1.0,122.0,61.0,183.0,373.0,203.0,576.0
Riverside,2005-07-01,2005,3.0,JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4010,6.0,,,,,,,,,,,,,,,
Riverside,2006-07-01,2006,3.0,JUL,57.0,100.0,157.0,,,,17.0,29.0,46.0,17.0,24.0,41.0,9.0,17.0,26.0,3.0,9.0,12.0,40.0,83.0,123.0,3.0,14.0,17.0,34.0,44.0,78.0,37.0,92.0,129.0,,,,,,,1955.0,2746.0,4701.0,,,,17.0,12.0,29.0,2.0,9.0,11.0,16.0,25.0,41.0,,,,,,,3105.0,5324.0,8429.0,,,,,,,,,,,,,,,,,,,11631.0,16617.0,28248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4012,6.0,6269.0,7993.0,14262.0,205.0,371.0,576.0,0.0,0.0,0.0,50.0,96.0,146.0,205.0,371.0,576.0
Riverside,2007-07-01,2007,3.0,JUL,58.0,146.0,204.0,184.0,494.0,678.0,12.0,34.0,46.0,20.0,32.0,52.0,5.0,23.0,28.0,4.0,4.0,8.0,41.0,119.0,160.0,2.0,19.0,21.0,29.0,45.0,74.0,32.0,103.0,135.0,37.0,112.0,149.0,2.0,3.0,5.0,2024.0,3281.0,5305.0,49.0,63.0,112.0,11.0,19.0,30.0,4.0,8.0,12.0,17.0,19.0,36.0,17.0,16.0,33.0,0.0,1.0,1.0,3132.0,6099.0,9231.0,2.0,13.0,15.0,1.0,0.0,1.0,5.0,22.0,27.0,0.0,3.0,3.0,4.0,11.0,15.0,6570.0,9711.0,16281.0,12029.0,19843.0,31872.0,3.0,15.0,18.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,20.0,14.0,15.0,29.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,13.0,14.0,27.0,0.0,0.0,0.0,142.0,220.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6560.0,9673.0,16233.0,6727.0,9940.0,16667.0,4014,6.0,,,,,,,,,,,,,,,
Riverside,2008-07-01,2008,3.0,JUL,71.0,197.0,268.0,209.0,587.0,796.0,10.0,55.0,65.0,20.0,35.0,55.0,5.0,29.0,34.0,2.0,6.0,8.0,53.0,160.0,213.0,1.0,27.0,28.0,32.0,46.0,78.0,30.0,112.0,142.0,53.0,113.0,166.0,3.0,4.0,7.0,2315.0,4267.0,6582.0,57.0,139.0,196.0,8.0,28.0,36.0,3.0,10.0,13.0,24.0,42.0,66.0,21.0,57.0,78.0,1.0,2.0,3.0,3647.0,8693.0,12340.0,14.0,34.0,48.0,1.0,5.0,6.0,26.0,39.0,65.0,1.0,5.0,6.0,13.0,27.0,40.0,7731.0,13812.0,21543.0,14085.0,27805.0,41890.0,20.0,30.0,50.0,1.0,22.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,20.0,36.0,56.0,15.0,40.0,55.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,13.0,37.0,50.0,0.0,0.0,0.0,466.0,830.0,1296.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,6.0,7619.0,13550.0,21169.0,8144.0,14518.0,22662.0,4016,6.0,,,,,,,,,,,,,,,
Riverside,2009-07-01,2009,3.0,JUL,77.0,249.0,326.0,265.0,858.0,1123.0,13.0,51.0,64.0,22.0,47.0,69.0,9.0,34.0,43.0,4.0,18.0,22.0,57.0,282.0,339.0,6.0,44.0,50.0,39.0,62.0,101.0,46.0,164.0,210.0,65.0,147.0,212.0,4.0,9.0,13.0,2524.0,6158.0,8682.0,99.0,202.0,301.0,18.0,39.0,57.0,7.0,15.0,22.0,36.0,57.0,93.0,38.0,88.0,126.0,0.0,3.0,3.0,4902.0,14701.0,19603.0,10.0,60.0,70.0,1.0,9.0,10.0,42.0,90.0,132.0,2.0,6.0,8.0,23.0,64.0,87.0,9413.0,22033.0,31446.0,17358.0,44430.0,61788.0,19.0,53.0,72.0,7.0,36.0,43.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,4.0,5.0,12.0,17.0,1.0,1.0,2.0,0.0,6.0,6.0,0.0,1.0,1.0,1.0,7.0,8.0,0.0,1.0,1.0,28.0,73.0,101.0,17.0,65.0,82.0,1.0,5.0,6.0,0.0,4.0,4.0,0.0,1.0,1.0,16.0,55.0,71.0,0.0,0.0,0.0,1090.0,2043.0,3133.0,2.0,10.0,12.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,6.0,9.0,9241.0,21218.0,30459.0,10409.0,23506.0,33915.0,4018,6.0,,,,,,,,,,,,,,,
Riverside,2010-07-01,2010,3.0,JUL,79.0,341.0,420.0,271.0,1166.0,1437.0,18.0,64.0,82.0,21.0,53.0,74.0,8.0,44.0,52.0,4.0,30.0,34.0,80.0,384.0,464.0,8.0,64.0,72.0,26.0,96.0,122.0,40.0,214.0,254.0,62.0,199.0,261.0,4.0,18.0,22.0,2671.0,7825.0,10496.0,97.0,282.0,379.0,15.0,57.0,72.0,5.0,24.0,29.0,32.0,88.0,120.0,44.0,110.0,154.0,1.0,3.0,4.0,5827.0,21820.0,27647.0,21.0,96.0,117.0,1.0,11.0,12.0,49.0,141.0,190.0,4.0,4.0,8.0,40.0,115.0,155.0,9902.0,28804.0,38706.0,18962.0,60605.0,79567.0,19.0,80.0,99.0,10.0,58.0,68.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,5.0,3.0,22.0,25.0,0.0,2.0,2.0,1.0,7.0,8.0,1.0,3.0,4.0,4.0,13.0,17.0,0.0,1.0,1.0,39.0,102.0,141.0,26.0,79.0,105.0,3.0,6.0,9.0,0.0,4.0,4.0,0.0,2.0,2.0,23.0,67.0,90.0,0.0,0.0,0.0,1779.0,3982.0,5761.0,6.0,15.0,21.0,0.0,0.0,0.0,4.0,7.0,11.0,2.0,0.0,2.0,9.0,15.0,24.0,9653.0,27323.0,36976.0,11547.0,31661.0,43208.0,4020,6.0,,,,,,,,,,,,,,,
Riverside,2011-07-01,2011,3.0,JUL,83.0,436.0,519.0,297.0,1471.0,1768.0,19.0,83.0,102.0,25.0,71.0,96.0,9.0,59.0,68.0,5.0,36.0,41.0,85.0,506.0,591.0,12.0,80.0,92.0,30.0,120.0,150.0,40.0,245.0,285.0,65.0,251.0,316.0,7.0,20.0,27.0,2826.0,9591.0,12417.0,98.0,392.0,490.0,13.0,57.0,70.0,8.0,30.0,38.0,32.0,107.0,139.0,44.0,194.0,238.0,1.0,4.0,5.0,6562.0,28467.0,35029.0,28.0,156.0,184.0,4.0,21.0,25.0,70.0,178.0,248.0,4.0,17.0,21.0,54.0,189.0,243.0,10428.0,34401.0,44829.0,20454.0,75319.0,95773.0,30.0,116.0,146.0,14.0,77.0,91.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,3.0,3.0,1.0,7.0,8.0,5.0,31.0,36.0,1.0,4.0,5.0,4.0,7.0,11.0,1.0,2.0,3.0,1.0,18.0,19.0,0.0,1.0,1.0,62.0,142.0,204.0,25.0,160.0,185.0,1.0,8.0,9.0,3.0,3.0,6.0,0.0,6.0,6.0,21.0,143.0,164.0,0.0,0.0,0.0,2260.0,5763.0,8023.0,7.0,34.0,41.0,0.0,4.0,4.0,6.0,11.0,17.0,1.0,1.0,2.0,11.0,32.0,43.0,10110.0,31874.0,41984.0,12526.0,38214.0,50740.0,4022,6.0,,,,,,,,,,,,,,,
Riverside,2012-07-01,2012,3.0,JUL,76.0,522.0,598.0,286.0,1776.0,2062.0,23.0,101.0,124.0,28.0,80.0,108.0,9.0,83.0,92.0,6.0,47.0,53.0,76.0,587.0,663.0,12.0,93.0,105.0,28.0,148.0,176.0,31.0,277.0,308.0,63.0,321.0,384.0,10.0,39.0,49.0,2781.0,11087.0,13868.0,110.0,477.0,587.0,17.0,85.0,102.0,8.0,38.0,46.0,36.0,113.0,149.0,49.0,235.0,284.0,0.0,6.0,6.0,6866.0,37049.0,43915.0,32.0,195.0,227.0,10.0,31.0,41.0,62.0,242.0,304.0,7.0,30.0,37.0,57.0,272.0,329.0,9281.0,37985.0,47266.0,19568.0,89666.0,109234.0,22.0,170.0,192.0,21.0,105.0,126.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,6.0,2.0,4.0,6.0,6.0,34.0,40.0,0.0,5.0,5.0,5.0,13.0,18.0,1.0,2.0,3.0,3.0,37.0,40.0,0.0,2.0,2.0,65.0,171.0,236.0,28.0,185.0,213.0,2.0,14.0,16.0,2.0,7.0,9.0,1.0,6.0,7.0,23.0,158.0,181.0,0.0,0.0,0.0,2779.0,10154.0,12933.0,12.0,53.0,65.0,3.0,2.0,5.0,7.0,21.0,28.0,2.0,5.0,7.0,14.0,55.0,69.0,8933.0,34453.0,43386.0,11886.0,45374.0,57260.0,4024,6.0,,,,,,,,,,,,,,,
