county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_pacf_4_to_7_days_client_delay,req_exped_service_pacf_4_to_7_days_county_delay,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_pacf_over_7_days_client_delay,req_exped_service_pacf_over_7_days_county_delay,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_nacf_4_to_7_days_client_delay,req_exped_service_nacf_4_to_7_days_county_delay,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_nacf_over_7_days_client_delay,req_exped_service_nacf_over_7_days_county_delay,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_tot_4_to_7_days_client_delay,req_exped_service_tot_4_to_7_days_county_delay,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_tot_over_7_days_client_delay,req_exped_service_tot_over_7_days_county_delay,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Mariposa,49.0,50.0,-1.0,228.0,277.0,9.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,234.0,89.0,85.0,4.0,0.0,4.0,0.0,0.0,0.0,243.0,93.0,86.0,5.0,1.0,4.0,2.0,2.0,0.0,5.0,145.0,150.0,34.0,0.0,0.0,0.0,2014,APR,2.0,2014-04-01
Mendocino,178.0,177.0,1.0,1403.0,1581.0,74.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,664.0,650.0,8.0,4.0,4.0,6.0,3.0,3.0,1404.0,707.0,693.0,8.0,4.0,4.0,6.0,3.0,3.0,31.0,666.0,697.0,177.0,0.0,3.0,3.0,2014,APR,2.0,2014-04-01
Merced,906.0,908.0,-2.0,4411.0,5317.0,264.0,135.0,130.0,4.0,3.0,1.0,1.0,0.0,1.0,4356.0,1726.0,1626.0,47.0,23.0,24.0,53.0,32.0,21.0,4620.0,1861.0,1756.0,51.0,26.0,25.0,54.0,32.0,22.0,129.0,2630.0,2759.0,697.0,1.0,20.0,21.0,2014,APR,2.0,2014-04-01
Modoc,13.0,14.0,-1.0,134.0,147.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,59.0,51.0,7.0,4.0,3.0,1.0,0.0,1.0,134.0,63.0,55.0,7.0,4.0,3.0,1.0,0.0,1.0,4.0,67.0,71.0,13.0,0.0,0.0,0.0,2014,APR,2.0,2014-04-01
Mono,24.0,24.0,0.0,238.0,262.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,111.0,95.0,11.0,0.0,11.0,5.0,3.0,2.0,231.0,111.0,95.0,11.0,0.0,11.0,5.0,3.0,2.0,1.0,119.0,120.0,31.0,0.0,0.0,0.0,2014,APR,2.0,2014-04-01
Monterey,792.0,741.0,51.0,4439.0,5231.0,180.0,91.0,85.0,2.0,2.0,0.0,4.0,2.0,2.0,4544.0,1459.0,1420.0,11.0,8.0,3.0,28.0,24.0,4.0,4724.0,1550.0,1505.0,13.0,10.0,3.0,32.0,26.0,6.0,89.0,3085.0,3174.0,507.0,0.0,2.0,2.0,2014,APR,2.0,2014-04-01
Napa,152.0,144.0,8.0,1055.0,1207.0,24.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,315.0,308.0,2.0,1.0,1.0,5.0,1.0,4.0,949.0,327.0,320.0,2.0,1.0,1.0,5.0,1.0,4.0,12.0,610.0,622.0,258.0,0.0,1.0,1.0,2014,APR,2.0,2014-04-01
Nevada,362.0,363.0,-1.0,1171.0,1533.0,49.0,25.0,23.0,1.0,1.0,0.0,1.0,1.0,0.0,1273.0,543.0,412.0,35.0,6.0,29.0,96.0,13.0,83.0,1322.0,568.0,435.0,36.0,7.0,29.0,97.0,14.0,83.0,24.0,730.0,754.0,211.0,0.0,8.0,8.0,2014,APR,2.0,2014-04-01
Orange,92.0,92.0,0.0,13653.0,13745.0,611.0,246.0,242.0,3.0,0.0,3.0,1.0,0.0,1.0,13032.0,5422.0,5395.0,25.0,1.0,24.0,2.0,2.0,0.0,13643.0,5668.0,5637.0,28.0,1.0,27.0,3.0,2.0,1.0,365.0,7610.0,7975.0,102.0,0.0,17.0,17.0,2014,APR,2.0,2014-04-01
Placer,11.0,11.0,0.0,1099.0,1110.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,508.0,495.0,9.0,1.0,8.0,4.0,0.0,4.0,1101.0,515.0,502.0,9.0,1.0,8.0,4.0,0.0,4.0,5.0,581.0,586.0,9.0,0.0,0.0,0.0,2014,APR,2.0,2014-04-01
Plumas,52.0,52.0,0.0,224.0,276.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,106.0,56.0,12.0,12.0,0.0,38.0,38.0,0.0,240.0,107.0,57.0,12.0,12.0,0.0,38.0,38.0,0.0,4.0,129.0,133.0,36.0,0.0,0.0,0.0,2014,APR,2.0,2014-04-01
Riverside,3446.0,3447.0,-1.0,32443.0,35889.0,1384.0,860.0,817.0,27.0,17.0,10.0,16.0,6.0,10.0,30883.0,11917.0,10472.0,533.0,300.0,233.0,912.0,576.0,336.0,32267.0,12777.0,11289.0,560.0,317.0,243.0,928.0,582.0,346.0,524.0,18966.0,19490.0,3622.0,2.0,92.0,94.0,2014,APR,2.0,2014-04-01
Sacramento,5581.0,5581.0,0.0,16347.0,21928.0,536.0,270.0,268.0,1.0,0.0,1.0,1.0,0.0,1.0,16066.0,4965.0,4870.0,61.0,0.0,61.0,34.0,0.0,34.0,16602.0,5235.0,5138.0,62.0,0.0,62.0,35.0,0.0,35.0,266.0,11101.0,11367.0,5326.0,0.0,31.0,31.0,2014,APR,2.0,2014-04-01
San Benito,112.0,105.0,7.0,634.0,746.0,14.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,253.0,239.0,9.0,5.0,4.0,5.0,3.0,2.0,650.0,261.0,247.0,9.0,5.0,4.0,5.0,3.0,2.0,6.0,383.0,389.0,96.0,0.0,2.0,2.0,2014,APR,2.0,2014-04-01
San Bernardino,3364.0,3266.0,98.0,37429.0,40793.0,1323.0,712.0,636.0,37.0,14.0,23.0,39.0,21.0,18.0,36722.0,17150.0,15549.0,908.0,407.0,501.0,693.0,380.0,313.0,38045.0,17862.0,16185.0,945.0,421.0,524.0,732.0,401.0,331.0,611.0,19572.0,20183.0,2748.0,1.0,78.0,79.0,2014,APR,2.0,2014-04-01
San Diego,453.0,102.0,351.0,24009.0,24462.0,629.0,301.0,289.0,9.0,0.0,9.0,3.0,0.0,3.0,23234.0,7794.0,7547.0,148.0,0.0,148.0,99.0,0.0,99.0,23863.0,8095.0,7836.0,157.0,0.0,157.0,102.0,0.0,102.0,328.0,15440.0,15768.0,599.0,1.0,209.0,210.0,2014,APR,2.0,2014-04-01
San Francisco,407.0,370.0,37.0,3501.0,3908.0,242.0,181.0,177.0,3.0,0.0,3.0,1.0,0.0,1.0,3226.0,1703.0,1518.0,86.0,0.0,86.0,99.0,0.0,99.0,3468.0,1884.0,1695.0,89.0,0.0,89.0,100.0,0.0,100.0,61.0,1523.0,1584.0,440.0,0.0,3.0,3.0,2014,APR,2.0,2014-04-01
San Joaquin,2007.0,2013.0,-6.0,9893.0,11900.0,465.0,237.0,213.0,11.0,7.0,4.0,13.0,10.0,3.0,9523.0,3534.0,3129.0,178.0,80.0,98.0,227.0,126.0,101.0,9988.0,3771.0,3342.0,189.0,87.0,102.0,240.0,136.0,104.0,228.0,5989.0,6217.0,1912.0,0.0,0.0,0.0,2014,APR,2.0,2014-04-01
San Luis Obispo,353.0,353.0,0.0,1527.0,1880.0,55.0,39.0,37.0,0.0,0.0,0.0,2.0,0.0,2.0,1512.0,542.0,489.0,33.0,0.0,33.0,20.0,0.0,20.0,1567.0,581.0,526.0,33.0,0.0,33.0,22.0,0.0,22.0,16.0,970.0,986.0,313.0,0.0,9.0,9.0,2014,APR,2.0,2014-04-01
San Mateo,2706.0,2706.0,0.0,3286.0,5992.0,52.0,32.0,26.0,3.0,0.0,3.0,3.0,0.0,3.0,3312.0,1027.0,915.0,78.0,0.0,78.0,34.0,0.0,34.0,3364.0,1059.0,941.0,81.0,0.0,81.0,37.0,0.0,37.0,20.0,2285.0,2305.0,2628.0,0.0,39.0,39.0,2014,APR,2.0,2014-04-01
Santa Barbara,54.0,42.0,12.0,1124.0,1178.0,65.0,42.0,33.0,5.0,0.0,5.0,4.0,0.0,4.0,1094.0,653.0,583.0,47.0,0.0,47.0,23.0,0.0,23.0,1159.0,695.0,616.0,52.0,0.0,52.0,27.0,0.0,27.0,23.0,441.0,464.0,19.0,0.0,4.0,4.0,2014,APR,2.0,2014-04-01
Santa Clara,389.0,334.0,55.0,4560.0,4949.0,85.0,41.0,38.0,1.0,0.0,1.0,2.0,0.0,2.0,4478.0,2012.0,1879.0,70.0,0.0,70.0,63.0,3.0,60.0,4563.0,2053.0,1917.0,71.0,0.0,71.0,65.0,3.0,62.0,44.0,2466.0,2510.0,386.0,0.0,2.0,2.0,2014,APR,2.0,2014-04-01
Santa Cruz,348.0,348.0,0.0,2608.0,2956.0,26.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2602.0,363.0,340.0,16.0,16.0,0.0,7.0,7.0,0.0,2628.0,373.0,350.0,16.0,16.0,0.0,7.0,7.0,0.0,16.0,2239.0,2255.0,328.0,0.0,6.0,6.0,2014,APR,2.0,2014-04-01
Shasta,448.0,417.0,31.0,3284.0,3732.0,89.0,53.0,45.0,6.0,1.0,5.0,2.0,2.0,0.0,3243.0,1446.0,1387.0,43.0,14.0,29.0,16.0,6.0,10.0,3332.0,1499.0,1432.0,49.0,15.0,34.0,18.0,8.0,10.0,36.0,1797.0,1833.0,400.0,0.0,3.0,3.0,2014,APR,2.0,2014-04-01
Sierra,4.0,4.0,0.0,33.0,37.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,20.0,4.0,0.0,0.0,0.0,2014,APR,2.0,2014-04-01
Siskiyou,151.0,145.0,6.0,812.0,963.0,29.0,17.0,15.0,0.0,0.0,0.0,2.0,1.0,1.0,793.0,263.0,224.0,21.0,9.0,12.0,18.0,10.0,8.0,822.0,280.0,239.0,21.0,9.0,12.0,20.0,11.0,9.0,12.0,530.0,542.0,141.0,0.0,1.0,1.0,2014,APR,2.0,2014-04-01
Solano,86.0,74.0,12.0,2553.0,2639.0,58.0,42.0,40.0,2.0,0.0,2.0,0.0,0.0,0.0,2523.0,1401.0,1363.0,34.0,0.0,34.0,4.0,0.0,4.0,2581.0,1443.0,1403.0,36.0,0.0,36.0,4.0,0.0,4.0,16.0,1122.0,1138.0,58.0,0.0,19.0,19.0,2014,APR,2.0,2014-04-01
Sonoma,303.0,292.0,11.0,3817.0,4120.0,49.0,21.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,3944.0,1320.0,942.0,167.0,0.0,167.0,211.0,0.0,211.0,3993.0,1341.0,962.0,168.0,0.0,168.0,211.0,0.0,211.0,28.0,2624.0,2652.0,127.0,0.0,43.0,43.0,2014,APR,2.0,2014-04-01
Stanislaus,1719.0,1719.0,0.0,9431.0,11150.0,290.0,151.0,130.0,7.0,2.0,5.0,14.0,7.0,7.0,9546.0,3800.0,3239.0,186.0,54.0,132.0,375.0,91.0,284.0,9836.0,3951.0,3369.0,193.0,56.0,137.0,389.0,98.0,291.0,139.0,5746.0,5885.0,1314.0,0.0,3.0,3.0,2014,APR,2.0,2014-04-01
Sutter,181.0,181.0,0.0,1454.0,1635.0,56.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.0,549.0,495.0,34.0,18.0,16.0,20.0,19.0,1.0,1477.0,574.0,520.0,34.0,18.0,16.0,20.0,19.0,1.0,31.0,872.0,903.0,158.0,0.0,0.0,0.0,2014,APR,2.0,2014-04-01
Tehama,166.0,166.0,0.0,1167.0,1333.0,58.0,18.0,16.0,1.0,1.0,0.0,1.0,0.0,1.0,1141.0,469.0,433.0,17.0,10.0,7.0,19.0,14.0,5.0,1199.0,487.0,449.0,18.0,11.0,7.0,20.0,14.0,6.0,40.0,672.0,712.0,134.0,0.0,5.0,5.0,2014,APR,2.0,2014-04-01
Trinity,17.0,17.0,0.0,238.0,255.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,130.0,116.0,9.0,3.0,6.0,5.0,1.0,4.0,233.0,132.0,118.0,9.0,3.0,6.0,5.0,1.0,4.0,5.0,96.0,101.0,22.0,0.0,2.0,2.0,2014,APR,2.0,2014-04-01
Tulare,940.0,940.0,0.0,6556.0,7496.0,305.0,159.0,157.0,1.0,0.0,1.0,1.0,0.0,1.0,6299.0,2954.0,2901.0,43.0,0.0,43.0,10.0,0.0,10.0,6604.0,3113.0,3058.0,44.0,0.0,44.0,11.0,0.0,11.0,146.0,3345.0,3491.0,892.0,1.0,19.0,20.0,2014,APR,2.0,2014-04-01
Tuolumne,126.0,126.0,0.0,702.0,828.0,30.0,15.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,697.0,280.0,248.0,25.0,18.0,7.0,7.0,3.0,4.0,727.0,295.0,262.0,25.0,18.0,7.0,8.0,3.0,5.0,15.0,417.0,432.0,101.0,0.0,0.0,0.0,2014,APR,2.0,2014-04-01
Ventura,214.0,214.0,0.0,4406.0,4620.0,85.0,58.0,52.0,4.0,4.0,0.0,2.0,2.0,0.0,4339.0,2037.0,1931.0,57.0,57.0,0.0,49.0,49.0,0.0,4424.0,2095.0,1983.0,61.0,61.0,0.0,51.0,51.0,0.0,27.0,2302.0,2329.0,196.0,0.0,21.0,21.0,2014,APR,2.0,2014-04-01
Yolo,728.0,728.0,0.0,1180.0,1908.0,43.0,31.0,19.0,1.0,0.0,1.0,11.0,0.0,11.0,1133.0,787.0,713.0,34.0,0.0,34.0,40.0,0.0,40.0,1176.0,818.0,732.0,35.0,0.0,35.0,51.0,0.0,51.0,12.0,346.0,358.0,732.0,0.0,17.0,17.0,2014,APR,2.0,2014-04-01
Yuba,161.0,161.0,0.0,1467.0,1628.0,53.0,22.0,21.0,0.0,0.0,0.0,1.0,0.0,1.0,1443.0,604.0,581.0,19.0,9.0,10.0,4.0,3.0,1.0,1496.0,626.0,602.0,19.0,9.0,10.0,5.0,3.0,2.0,31.0,839.0,870.0,132.0,1.0,26.0,27.0,2014,APR,2.0,2014-04-01
