county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_pacf_4_to_7_days_client_delay,req_exped_service_pacf_4_to_7_days_county_delay,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_pacf_over_7_days_client_delay,req_exped_service_pacf_over_7_days_county_delay,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_nacf_4_to_7_days_client_delay,req_exped_service_nacf_4_to_7_days_county_delay,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_nacf_over_7_days_client_delay,req_exped_service_nacf_over_7_days_county_delay,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_tot_4_to_7_days_client_delay,req_exped_service_tot_4_to_7_days_county_delay,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_tot_over_7_days_client_delay,req_exped_service_tot_over_7_days_county_delay,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Imperial,240.0,250.0,-10.0,3212.0,3452.0,114.0,53.0,50.0,1.0,0.0,1.0,2.0,0.0,2.0,3036.0,1091.0,1022.0,44.0,25.0,19.0,25.0,12.0,13.0,3150.0,1144.0,1072.0,45.0,25.0,20.0,27.0,12.0,15.0,61.0,1945.0,2006.0,302.0,0.0,12.0,12.0,2016,JAN,1.0,2016-01-01
Inyo,19.0,19.0,0.0,225.0,244.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,97.0,87.0,5.0,3.0,2.0,5.0,4.0,1.0,225.0,100.0,90.0,5.0,3.0,2.0,5.0,4.0,1.0,5.0,120.0,125.0,19.0,0.0,0.0,0.0,2016,JAN,1.0,2016-01-01
Kern,2429.0,2439.0,-10.0,17421.0,19850.0,644.0,368.0,352.0,14.0,6.0,8.0,2.0,1.0,1.0,16881.0,6494.0,6097.0,278.0,143.0,135.0,119.0,79.0,40.0,17525.0,6862.0,6449.0,292.0,149.0,143.0,121.0,80.0,41.0,276.0,10387.0,10663.0,2325.0,0.0,5.0,5.0,2016,JAN,1.0,2016-01-01
Kings,329.0,329.0,0.0,2520.0,2849.0,104.0,50.0,48.0,1.0,0.0,1.0,1.0,1.0,0.0,2403.0,962.0,935.0,15.0,10.0,5.0,12.0,6.0,6.0,2507.0,1012.0,983.0,16.0,10.0,6.0,13.0,7.0,6.0,54.0,1441.0,1495.0,342.0,0.0,2.0,2.0,2016,JAN,1.0,2016-01-01
Lake,108.0,112.0,-4.0,1248.0,1356.0,33.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,582.0,541.0,28.0,6.0,22.0,13.0,2.0,11.0,1237.0,593.0,552.0,28.0,6.0,22.0,13.0,2.0,11.0,22.0,622.0,644.0,119.0,0.0,2.0,2.0,2016,JAN,1.0,2016-01-01
Lassen,67.0,67.0,0.0,355.0,422.0,18.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,356.0,191.0,173.0,8.0,1.0,7.0,10.0,2.0,8.0,374.0,196.0,177.0,9.0,1.0,8.0,10.0,2.0,8.0,13.0,165.0,178.0,48.0,0.0,0.0,0.0,2016,JAN,1.0,2016-01-01
Los Angeles,4958.0,8738.0,-3780.0,65739.0,70697.0,4239.0,2700.0,1972.0,227.0,141.0,86.0,501.0,226.0,275.0,56278.0,25438.0,23184.0,935.0,681.0,254.0,1319.0,572.0,747.0,60517.0,28138.0,25156.0,1162.0,822.0,340.0,1820.0,798.0,1022.0,1539.0,30840.0,32379.0,10180.0,11.0,611.0,622.0,2016,JAN,1.0,2016-01-01
Madera,282.0,295.0,-13.0,2085.0,2367.0,77.0,36.0,33.0,0.0,0.0,0.0,3.0,2.0,1.0,2043.0,785.0,762.0,14.0,7.0,7.0,9.0,7.0,2.0,2120.0,821.0,795.0,14.0,7.0,7.0,12.0,9.0,3.0,41.0,1258.0,1299.0,247.0,0.0,1.0,1.0,2016,JAN,1.0,2016-01-01
Marin,114.0,117.0,-3.0,1569.0,1683.0,36.0,18.0,16.0,2.0,1.0,1.0,0.0,0.0,0.0,1506.0,604.0,559.0,29.0,14.0,15.0,16.0,7.0,9.0,1542.0,622.0,575.0,31.0,15.0,16.0,16.0,7.0,9.0,18.0,902.0,920.0,141.0,1.0,3.0,4.0,2016,JAN,1.0,2016-01-01
Mariposa,26.0,27.0,-1.0,262.0,288.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,115.0,107.0,5.0,1.0,4.0,3.0,1.0,2.0,252.0,116.0,108.0,5.0,1.0,4.0,3.0,1.0,2.0,4.0,132.0,136.0,36.0,0.0,3.0,3.0,2016,JAN,1.0,2016-01-01
Mendocino,186.0,188.0,-2.0,1589.0,1775.0,55.0,36.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,1517.0,773.0,739.0,22.0,5.0,17.0,12.0,4.0,8.0,1572.0,809.0,774.0,22.0,5.0,17.0,13.0,5.0,8.0,19.0,744.0,763.0,203.0,0.0,1.0,1.0,2016,JAN,1.0,2016-01-01
Merced,453.0,466.0,-13.0,4438.0,4891.0,214.0,126.0,120.0,4.0,3.0,1.0,2.0,1.0,1.0,4333.0,1600.0,1543.0,26.0,12.0,14.0,31.0,21.0,10.0,4547.0,1726.0,1663.0,30.0,15.0,15.0,33.0,22.0,11.0,88.0,2733.0,2821.0,344.0,2.0,27.0,29.0,2016,JAN,1.0,2016-01-01
Modoc,11.0,11.0,0.0,150.0,161.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,81.0,75.0,6.0,2.0,4.0,0.0,0.0,0.0,147.0,82.0,76.0,6.0,2.0,4.0,0.0,0.0,0.0,7.0,58.0,65.0,14.0,0.0,1.0,1.0,2016,JAN,1.0,2016-01-01
Mono,13.0,13.0,0.0,111.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,37.0,34.0,1.0,1.0,0.0,2.0,2.0,0.0,107.0,37.0,34.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,70.0,70.0,17.0,0.0,0.0,0.0,2016,JAN,1.0,2016-01-01
Monterey,1097.0,1110.0,-13.0,6088.0,7185.0,141.0,66.0,65.0,0.0,0.0,0.0,1.0,0.0,1.0,6533.0,2207.0,2116.0,44.0,30.0,14.0,47.0,33.0,14.0,6674.0,2273.0,2181.0,44.0,30.0,14.0,48.0,33.0,15.0,75.0,4326.0,4401.0,511.0,0.0,1.0,1.0,2016,JAN,1.0,2016-01-01
Napa,143.0,146.0,-3.0,993.0,1136.0,23.0,13.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,1015.0,299.0,281.0,10.0,7.0,3.0,8.0,5.0,3.0,1038.0,312.0,293.0,10.0,7.0,3.0,9.0,6.0,3.0,10.0,716.0,726.0,98.0,0.0,0.0,0.0,2016,JAN,1.0,2016-01-01
Nevada,104.0,105.0,-1.0,1031.0,1135.0,14.0,8.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1008.0,468.0,402.0,23.0,5.0,18.0,43.0,6.0,37.0,1022.0,476.0,409.0,23.0,5.0,18.0,44.0,7.0,37.0,6.0,540.0,546.0,113.0,0.0,8.0,8.0,2016,JAN,1.0,2016-01-01
Orange,214.0,214.0,0.0,14917.0,15131.0,952.0,248.0,245.0,3.0,0.0,3.0,0.0,0.0,0.0,13961.0,5699.0,5660.0,28.0,0.0,28.0,11.0,3.0,8.0,14913.0,5947.0,5905.0,31.0,0.0,31.0,11.0,3.0,8.0,704.0,8262.0,8966.0,218.0,0.0,37.0,37.0,2016,JAN,1.0,2016-01-01
Placer,9.0,6.0,3.0,1224.0,1233.0,10.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1201.0,594.0,544.0,27.0,0.0,27.0,23.0,0.0,23.0,1211.0,598.0,547.0,28.0,0.0,28.0,23.0,0.0,23.0,6.0,607.0,613.0,22.0,0.0,0.0,0.0,2016,JAN,1.0,2016-01-01
Plumas,39.0,40.0,-1.0,321.0,360.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,126.0,103.0,10.0,6.0,4.0,13.0,9.0,4.0,331.0,129.0,106.0,10.0,6.0,4.0,13.0,9.0,4.0,2.0,200.0,202.0,29.0,0.0,0.0,0.0,2016,JAN,1.0,2016-01-01
Riverside,1942.0,1964.0,-22.0,29976.0,31918.0,1004.0,630.0,593.0,22.0,13.0,9.0,15.0,9.0,6.0,28673.0,11502.0,10837.0,366.0,180.0,186.0,299.0,175.0,124.0,29677.0,12132.0,11430.0,388.0,193.0,195.0,314.0,184.0,130.0,374.0,17171.0,17545.0,2241.0,9.0,189.0,198.0,2016,JAN,1.0,2016-01-01
Sacramento,4335.0,4335.0,0.0,20947.0,25282.0,788.0,364.0,362.0,1.0,0.0,1.0,1.0,0.0,1.0,20069.0,5113.0,5059.0,38.0,0.0,38.0,16.0,0.0,16.0,20857.0,5477.0,5421.0,39.0,0.0,39.0,17.0,0.0,17.0,424.0,14956.0,15380.0,4425.0,0.0,56.0,56.0,2016,JAN,1.0,2016-01-01
San Benito,61.0,64.0,-3.0,618.0,679.0,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,230.0,219.0,9.0,4.0,5.0,2.0,1.0,1.0,609.0,234.0,223.0,9.0,4.0,5.0,2.0,1.0,1.0,7.0,368.0,375.0,70.0,0.0,0.0,0.0,2016,JAN,1.0,2016-01-01
San Bernardino,2720.0,2768.0,-48.0,36160.0,38880.0,1332.0,738.0,678.0,33.0,21.0,12.0,27.0,17.0,10.0,34465.0,15883.0,15112.0,478.0,226.0,252.0,293.0,192.0,101.0,35797.0,16621.0,15790.0,511.0,247.0,264.0,320.0,209.0,111.0,594.0,18582.0,19176.0,3083.0,0.0,88.0,88.0,2016,JAN,1.0,2016-01-01
San Diego,113.0,210.0,-97.0,21994.0,22107.0,383.0,175.0,172.0,3.0,0.0,3.0,0.0,0.0,0.0,21304.0,7221.0,7094.0,97.0,0.0,97.0,30.0,0.0,30.0,21687.0,7396.0,7266.0,100.0,0.0,100.0,30.0,0.0,30.0,208.0,14083.0,14291.0,420.0,0.0,215.0,215.0,2016,JAN,1.0,2016-01-01
San Francisco,381.0,383.0,-2.0,5112.0,5493.0,210.0,138.0,125.0,8.0,0.0,8.0,5.0,0.0,5.0,5070.0,2002.0,1749.0,139.0,0.0,139.0,114.0,0.0,114.0,5280.0,2140.0,1874.0,147.0,0.0,147.0,119.0,0.0,119.0,72.0,3068.0,3140.0,213.0,0.0,1.0,1.0,2016,JAN,1.0,2016-01-01
San Joaquin,1068.0,1115.0,-47.0,9371.0,10439.0,406.0,225.0,203.0,10.0,8.0,2.0,12.0,11.0,1.0,8897.0,3434.0,3112.0,167.0,122.0,45.0,155.0,134.0,21.0,9303.0,3659.0,3315.0,177.0,130.0,47.0,167.0,145.0,22.0,181.0,5463.0,5644.0,1136.0,0.0,4.0,4.0,2016,JAN,1.0,2016-01-01
San Luis Obispo,257.0,257.0,0.0,1069.0,1326.0,28.0,14.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,1028.0,568.0,547.0,15.0,0.0,15.0,6.0,0.0,6.0,1056.0,582.0,560.0,15.0,0.0,15.0,7.0,0.0,7.0,14.0,460.0,474.0,270.0,0.0,7.0,7.0,2016,JAN,1.0,2016-01-01
San Mateo,2471.0,2471.0,0.0,4074.0,6545.0,37.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.0,1000.0,901.0,75.0,0.0,75.0,24.0,0.0,24.0,4034.0,1012.0,913.0,75.0,0.0,75.0,24.0,0.0,24.0,25.0,2997.0,3022.0,2511.0,0.0,29.0,29.0,2016,JAN,1.0,2016-01-01
Santa Barbara,8.0,3.0,5.0,1729.0,1737.0,92.0,65.0,62.0,3.0,0.0,3.0,0.0,0.0,0.0,1625.0,781.0,723.0,42.0,0.0,42.0,16.0,0.0,16.0,1717.0,846.0,785.0,45.0,0.0,45.0,16.0,0.0,16.0,27.0,844.0,871.0,20.0,0.0,3.0,3.0,2016,JAN,1.0,2016-01-01
Santa Clara,541.0,540.0,1.0,4609.0,5150.0,75.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4473.0,1266.0,1233.0,28.0,1.0,27.0,5.0,2.0,3.0,4548.0,1288.0,1255.0,28.0,1.0,27.0,5.0,2.0,3.0,53.0,3207.0,3260.0,602.0,0.0,2.0,2.0,2016,JAN,1.0,2016-01-01
Santa Cruz,307.0,307.0,0.0,1954.0,2261.0,32.0,11.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1883.0,648.0,614.0,25.0,25.0,0.0,9.0,9.0,0.0,1915.0,659.0,624.0,25.0,25.0,0.0,10.0,10.0,0.0,21.0,1235.0,1256.0,346.0,0.0,10.0,10.0,2016,JAN,1.0,2016-01-01
Shasta,235.0,237.0,-2.0,3175.0,3410.0,69.0,48.0,47.0,1.0,0.0,1.0,0.0,0.0,0.0,3048.0,1275.0,1254.0,14.0,4.0,10.0,7.0,5.0,2.0,3117.0,1323.0,1301.0,15.0,4.0,11.0,7.0,5.0,2.0,21.0,1773.0,1794.0,293.0,0.0,12.0,12.0,2016,JAN,1.0,2016-01-01
Sierra,3.0,3.0,0.0,31.0,34.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,31.0,17.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.0,0.0,0.0,0.0,2016,JAN,1.0,2016-01-01
Siskiyou,117.0,127.0,-10.0,818.0,935.0,28.0,15.0,13.0,0.0,0.0,0.0,2.0,2.0,0.0,769.0,237.0,211.0,15.0,7.0,8.0,11.0,5.0,6.0,797.0,252.0,224.0,15.0,7.0,8.0,13.0,7.0,6.0,13.0,532.0,545.0,138.0,0.0,1.0,1.0,2016,JAN,1.0,2016-01-01
Solano,57.0,17.0,40.0,2576.0,2633.0,53.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2538.0,1394.0,1354.0,33.0,0.0,33.0,7.0,0.0,7.0,2591.0,1420.0,1380.0,33.0,0.0,33.0,7.0,0.0,7.0,27.0,1144.0,1171.0,42.0,0.0,15.0,15.0,2016,JAN,1.0,2016-01-01
Sonoma,197.0,199.0,-2.0,4186.0,4383.0,28.0,14.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,4060.0,1078.0,543.0,197.0,0.0,197.0,338.0,0.0,338.0,4088.0,1092.0,556.0,197.0,0.0,197.0,339.0,0.0,339.0,14.0,2982.0,2996.0,295.0,0.0,72.0,72.0,2016,JAN,1.0,2016-01-01
Stanislaus,567.0,577.0,-10.0,9706.0,10273.0,296.0,144.0,129.0,10.0,6.0,4.0,5.0,5.0,0.0,9328.0,3759.0,3444.0,172.0,70.0,102.0,143.0,73.0,70.0,9624.0,3903.0,3573.0,182.0,76.0,106.0,148.0,78.0,70.0,152.0,5569.0,5721.0,649.0,0.0,2.0,2.0,2016,JAN,1.0,2016-01-01
Sutter,138.0,150.0,-12.0,1365.0,1503.0,58.0,35.0,32.0,0.0,0.0,0.0,3.0,3.0,0.0,1306.0,535.0,470.0,36.0,18.0,18.0,29.0,25.0,4.0,1364.0,570.0,502.0,36.0,18.0,18.0,32.0,28.0,4.0,23.0,771.0,794.0,139.0,0.0,0.0,0.0,2016,JAN,1.0,2016-01-01
Tehama,108.0,111.0,-3.0,1150.0,1258.0,24.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.0,455.0,441.0,8.0,6.0,2.0,6.0,5.0,1.0,1131.0,459.0,445.0,8.0,6.0,2.0,6.0,5.0,1.0,20.0,652.0,672.0,127.0,0.0,9.0,9.0,2016,JAN,1.0,2016-01-01
Trinity,17.0,20.0,-3.0,230.0,247.0,5.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,228.0,130.0,107.0,16.0,0.0,16.0,7.0,1.0,6.0,233.0,133.0,108.0,18.0,0.0,18.0,7.0,1.0,6.0,2.0,98.0,100.0,14.0,0.0,0.0,0.0,2016,JAN,1.0,2016-01-01
Tulare,787.0,787.0,0.0,6691.0,7478.0,270.0,146.0,138.0,6.0,0.0,6.0,2.0,0.0,2.0,6380.0,3286.0,3226.0,52.0,0.0,52.0,8.0,0.0,8.0,6650.0,3432.0,3364.0,58.0,0.0,58.0,10.0,0.0,10.0,124.0,3094.0,3218.0,828.0,0.0,17.0,17.0,2016,JAN,1.0,2016-01-01
Tuolumne,75.0,79.0,-4.0,803.0,878.0,25.0,10.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,772.0,310.0,301.0,7.0,3.0,4.0,2.0,0.0,2.0,797.0,320.0,310.0,7.0,3.0,4.0,3.0,0.0,3.0,15.0,462.0,477.0,81.0,0.0,1.0,1.0,2016,JAN,1.0,2016-01-01
Ventura,652.0,652.0,0.0,4613.0,5265.0,53.0,32.0,27.0,3.0,3.0,0.0,2.0,2.0,0.0,4559.0,2112.0,2047.0,36.0,36.0,0.0,29.0,29.0,0.0,4612.0,2144.0,2074.0,39.0,39.0,0.0,31.0,31.0,0.0,21.0,2447.0,2468.0,653.0,0.0,17.0,17.0,2016,JAN,1.0,2016-01-01
Yolo,488.0,488.0,0.0,1232.0,1720.0,24.0,20.0,17.0,1.0,0.0,1.0,2.0,0.0,2.0,1177.0,735.0,705.0,27.0,0.0,27.0,3.0,0.0,3.0,1201.0,755.0,722.0,28.0,0.0,28.0,5.0,0.0,5.0,4.0,442.0,446.0,519.0,0.0,6.0,6.0,2016,JAN,1.0,2016-01-01
Yuba,93.0,93.0,0.0,1465.0,1558.0,35.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.0,632.0,611.0,19.0,0.0,19.0,2.0,2.0,0.0,1451.0,650.0,629.0,19.0,0.0,19.0,2.0,2.0,0.0,17.0,784.0,801.0,107.0,1.0,23.0,24.0,2016,JAN,1.0,2016-01-01
