county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_pacf_4_to_7_days_client_delay,req_exped_service_pacf_4_to_7_days_county_delay,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_pacf_over_7_days_client_delay,req_exped_service_pacf_over_7_days_county_delay,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_nacf_4_to_7_days_client_delay,req_exped_service_nacf_4_to_7_days_county_delay,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_nacf_over_7_days_client_delay,req_exped_service_nacf_over_7_days_county_delay,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_tot_4_to_7_days_client_delay,req_exped_service_tot_4_to_7_days_county_delay,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_tot_over_7_days_client_delay,req_exped_service_tot_over_7_days_county_delay,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
California,36270.0,40929.0,-4659.0,382544.0,418814.0,16434.0,8139.0,7257.0,468.0,284.0,184.0,414.0,281.0,133.0,361561.0,141847.0,131889.0,5450.0,2498.0,2952.0,4508.0,2394.0,2114.0,377995.0,149986.0,139146.0,5918.0,2782.0,3136.0,4922.0,2675.0,2247.0,8295.0,219714.0,228009.0,40819.0,48.0,2416.0,2464.0,2014,JUL,3.0,2014-07-01
Alameda,0.0,0.0,0.0,11346.0,11346.0,527.0,349.0,284.0,35.0,0.0,35.0,30.0,0.0,30.0,10819.0,4716.0,4120.0,375.0,0.0,375.0,221.0,0.0,221.0,11346.0,5065.0,4404.0,410.0,0.0,410.0,251.0,0.0,251.0,178.0,6103.0,6281.0,0.0,3.0,167.0,170.0,2014,JUL,3.0,2014-07-01
Alpine,1.0,1.0,0.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,15.0,2.0,2.0,0.0,2.0,2.0,0.0,24.0,19.0,15.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2014,JUL,3.0,2014-07-01
Amador,35.0,36.0,-1.0,443.0,478.0,18.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,416.0,164.0,157.0,4.0,0.0,4.0,3.0,1.0,2.0,434.0,171.0,163.0,4.0,0.0,4.0,4.0,1.0,3.0,11.0,252.0,263.0,44.0,0.0,2.0,2.0,2014,JUL,3.0,2014-07-01
Butte,610.0,620.0,-10.0,4300.0,4910.0,102.0,35.0,34.0,0.0,0.0,0.0,1.0,0.0,1.0,4172.0,1679.0,1580.0,64.0,15.0,49.0,35.0,3.0,32.0,4274.0,1714.0,1614.0,64.0,15.0,49.0,36.0,3.0,33.0,67.0,2493.0,2560.0,636.0,0.0,7.0,7.0,2014,JUL,3.0,2014-07-01
Calaveras,75.0,28.0,47.0,690.0,765.0,17.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,283.0,274.0,7.0,7.0,0.0,2.0,2.0,0.0,737.0,286.0,277.0,7.0,7.0,0.0,2.0,2.0,0.0,14.0,437.0,451.0,28.0,0.0,1.0,1.0,2014,JUL,3.0,2014-07-01
Colusa,74.0,74.0,0.0,210.0,284.0,9.0,7.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,213.0,57.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,222.0,64.0,60.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,156.0,158.0,62.0,0.0,0.0,0.0,2014,JUL,3.0,2014-07-01
Contra Costa,363.0,331.0,32.0,6200.0,6563.0,194.0,110.0,77.0,26.0,0.0,26.0,7.0,0.0,7.0,6135.0,1804.0,1506.0,254.0,0.0,254.0,44.0,0.0,44.0,6329.0,1914.0,1583.0,280.0,0.0,280.0,51.0,0.0,51.0,84.0,4331.0,4415.0,234.0,0.0,11.0,11.0,2014,JUL,3.0,2014-07-01
Del Norte,155.0,155.0,0.0,595.0,750.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,203.0,194.0,6.0,4.0,2.0,3.0,2.0,1.0,581.0,208.0,199.0,6.0,4.0,2.0,3.0,2.0,1.0,20.0,353.0,373.0,169.0,0.0,0.0,0.0,2014,JUL,3.0,2014-07-01
El Dorado,249.0,276.0,-27.0,2062.0,2311.0,74.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2041.0,803.0,765.0,18.0,13.0,5.0,20.0,13.0,7.0,2115.0,828.0,790.0,18.0,13.0,5.0,20.0,13.0,7.0,49.0,1238.0,1287.0,196.0,0.0,6.0,6.0,2014,JUL,3.0,2014-07-01
