January 2017 (Accessible sheet). Data table begins in Cell A5. Item descriptions are contained within input messages in Row 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,,
Lassen,126.0,10.0,107.0,80.0,0.0,4.0,4.0,0.0,23.0,23.0,0.0,11.0,11.0,0.0,12.0,12.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,103.0,107.0,3.0,49.0,52.0,3.0,43.0,46.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,54.0,55.0,215.0,1234.0,1449.0,215.0,1234.0,1449.0,0.0,0.0,0.0,22.0,153.0,175.0,4.0,0.0,0.0,76.0,0.0,0.0,4.0,76.0,80.0,3.0,-3.0,0.0,2.0,9.0,11.0,2.0,32.0,34.0,11.0,39.0,50.0,237.0,1387.0,1624.0,237.0,1385.0,1622.0,3165.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,145.0,167.0,0.0,0.0,0.0,215.0,1242.0,1457.0,11.0,69.0,80.0,11.0,0.0,0.0,69.0,0.0,0.0,11.0,69.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Los Angeles,35088.0,6452.0,34117.0,26721.0,65.0,326.0,391.0,107.0,6136.0,6243.0,50.0,2101.0,2151.0,57.0,4035.0,4092.0,1.0,139.0,140.0,0.0,1153.0,1153.0,2130.0,29564.0,31694.0,1495.0,16176.0,17671.0,1187.0,14828.0,16015.0,101.0,553.0,654.0,207.0,795.0,1002.0,635.0,13388.0,14023.0,84258.0,423857.0,508115.0,85840.0,438127.0,523967.0,-1582.0,-14270.0,-15852.0,4214.0,41557.0,45771.0,2432.0,42.0,19.0,23834.0,196.0,198.0,2493.0,24228.0,26721.0,-1479.0,1479.0,0.0,40.0,214.0,254.0,364.0,2382.0,2746.0,2796.0,13254.0,16050.0,88472.0,465414.0,553886.0,85938.0,456662.0,542600.0,1099689.0,648.0,9167.0,2272.0,5406.0,7678.0,4041.0,568.0,262.0,3346.0,3608.0,3557.0,27219.0,30776.0,112.0,314.0,426.0,84915.0,438195.0,523110.0,5089.0,15640.0,20729.0,4914.0,160.0,1.0,15226.0,232.0,68.0,5075.0,15526.0,20601.0,13.0,1.0,0.0,112.0,2.0,0.0,14.0,114.0,128.0,0.0,0.0,0.0,,
Madera,855.0,116.0,725.0,538.0,0.0,7.0,7.0,0.0,164.0,164.0,0.0,71.0,71.0,0.0,93.0,93.0,0.0,4.0,4.0,0.0,23.0,23.0,31.0,694.0,725.0,16.0,340.0,356.0,14.0,330.0,344.0,1.0,9.0,10.0,1.0,1.0,2.0,15.0,354.0,369.0,1658.0,9469.0,11127.0,1658.0,9470.0,11128.0,0.0,-1.0,-1.0,135.0,700.0,835.0,35.0,0.0,0.0,495.0,5.0,3.0,35.0,503.0,538.0,64.0,-64.0,0.0,10.0,32.0,42.0,4.0,102.0,106.0,22.0,127.0,149.0,1793.0,10169.0,11962.0,1779.0,10096.0,11875.0,28896.0,2.0,79.0,13.0,63.0,76.0,10.0,9.0,1.0,10.0,11.0,73.0,673.0,746.0,0.0,1.0,1.0,1720.0,9496.0,11216.0,96.0,504.0,600.0,96.0,0.0,0.0,496.0,3.0,1.0,96.0,500.0,596.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,
Marin,466.0,114.0,450.0,308.0,0.0,0.0,0.0,0.0,117.0,117.0,0.0,50.0,50.0,0.0,67.0,67.0,0.0,2.0,2.0,0.0,25.0,25.0,14.0,436.0,450.0,8.0,201.0,209.0,7.0,187.0,194.0,0.0,9.0,9.0,1.0,5.0,6.0,6.0,235.0,241.0,549.0,5182.0,5731.0,549.0,5182.0,5731.0,0.0,0.0,0.0,22.0,484.0,506.0,14.0,0.0,0.0,281.0,8.0,5.0,14.0,294.0,308.0,-8.0,8.0,0.0,2.0,8.0,10.0,0.0,60.0,60.0,14.0,114.0,128.0,571.0,5666.0,6237.0,532.0,5367.0,5899.0,9911.0,7.0,315.0,36.0,233.0,269.0,67.0,14.0,3.0,66.0,69.0,22.0,538.0,560.0,0.0,2.0,2.0,549.0,5128.0,5677.0,33.0,228.0,261.0,33.0,0.0,0.0,210.0,16.0,1.0,33.0,227.0,260.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
Mariposa,93.0,23.0,82.0,47.0,1.0,6.0,7.0,0.0,30.0,30.0,0.0,10.0,10.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,78.0,82.0,3.0,32.0,35.0,2.0,12.0,14.0,1.0,11.0,12.0,0.0,9.0,9.0,1.0,46.0,47.0,82.0,864.0,946.0,82.0,864.0,946.0,0.0,0.0,0.0,9.0,64.0,73.0,5.0,0.0,0.0,42.0,0.0,0.0,5.0,42.0,47.0,3.0,-3.0,0.0,0.0,2.0,2.0,0.0,8.0,8.0,1.0,15.0,16.0,91.0,928.0,1019.0,90.0,924.0,1014.0,1871.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,94.0,97.0,0.0,2.0,2.0,88.0,834.0,922.0,6.0,41.0,47.0,6.0,0.0,0.0,41.0,0.0,0.0,6.0,41.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mendocino,539.0,77.0,478.0,390.0,0.0,11.0,11.0,0.0,80.0,80.0,0.0,31.0,31.0,0.0,49.0,49.0,0.0,5.0,5.0,0.0,8.0,8.0,23.0,454.0,477.0,11.0,274.0,285.0,11.0,257.0,268.0,0.0,11.0,11.0,0.0,6.0,6.0,12.0,180.0,192.0,527.0,5298.0,5825.0,527.0,5298.0,5825.0,0.0,0.0,0.0,35.0,569.0,604.0,24.0,0.0,0.0,363.0,3.0,0.0,24.0,366.0,390.0,-4.0,4.0,0.0,0.0,10.0,10.0,4.0,78.0,82.0,11.0,111.0,122.0,562.0,5867.0,6429.0,554.0,5828.0,6382.0,11986.0,2.0,39.0,7.0,30.0,37.0,11.0,1.0,1.0,9.0,10.0,28.0,654.0,682.0,0.0,0.0,0.0,534.0,5213.0,5747.0,39.0,198.0,237.0,38.0,1.0,0.0,195.0,3.0,0.0,39.0,198.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Merced,1787.0,278.0,1757.0,1116.0,5.0,82.0,87.0,0.0,529.0,529.0,0.0,225.0,225.0,0.0,304.0,304.0,0.0,33.0,33.0,0.0,112.0,112.0,59.0,1697.0,1756.0,33.0,691.0,724.0,31.0,667.0,698.0,0.0,13.0,13.0,2.0,11.0,13.0,26.0,1006.0,1032.0,3500.0,18608.0,22108.0,3500.0,18608.0,22108.0,0.0,0.0,0.0,214.0,1774.0,1988.0,68.0,0.0,0.0,1043.0,3.0,2.0,68.0,1048.0,1116.0,54.0,-54.0,0.0,8.0,34.0,42.0,22.0,244.0,266.0,62.0,502.0,564.0,3714.0,20382.0,24096.0,3695.0,20287.0,23982.0,55706.0,3.0,111.0,18.0,85.0,103.0,11.0,1.0,1.0,10.0,11.0,134.0,1571.0,1705.0,0.0,30.0,30.0,3580.0,18811.0,22391.0,190.0,1031.0,1221.0,189.0,1.0,0.0,1012.0,7.0,0.0,190.0,1019.0,1209.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,,
Modoc,63.0,7.0,60.0,44.0,0.0,1.0,1.0,0.0,16.0,16.0,0.0,7.0,7.0,0.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,58.0,60.0,2.0,35.0,37.0,1.0,33.0,34.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,23.0,67.0,421.0,488.0,67.0,421.0,488.0,0.0,0.0,0.0,8.0,67.0,75.0,1.0,0.0,0.0,43.0,0.0,0.0,1.0,43.0,44.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,5.0,21.0,26.0,75.0,488.0,563.0,74.0,487.0,561.0,1188.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,51.0,54.0,0.0,1.0,1.0,72.0,437.0,509.0,5.0,26.0,31.0,4.0,1.0,0.0,26.0,0.0,0.0,5.0,26.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mono,37.0,11.0,32.0,20.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,5.0,5.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,32.0,0.0,11.0,11.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,21.0,12.0,429.0,441.0,12.0,429.0,441.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,459.0,471.0,12.0,456.0,468.0,779.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,43.0,0.0,0.0,0.0,10.0,418.0,428.0,0.0,14.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Monterey,2449.0,391.0,2715.0,1898.0,3.0,40.0,43.0,0.0,742.0,742.0,0.0,413.0,413.0,0.0,329.0,329.0,0.0,6.0,6.0,0.0,75.0,75.0,42.0,2673.0,2715.0,25.0,882.0,907.0,25.0,844.0,869.0,0.0,19.0,19.0,0.0,19.0,19.0,17.0,1791.0,1808.0,2362.0,17896.0,20258.0,2359.0,17871.0,20230.0,3.0,25.0,28.0,462.0,2503.0,2965.0,96.0,0.0,0.0,1772.0,28.0,2.0,96.0,1802.0,1898.0,290.0,-290.0,0.0,6.0,17.0,23.0,12.0,100.0,112.0,58.0,874.0,932.0,2824.0,20399.0,23223.0,2792.0,20113.0,22905.0,51538.0,14.0,312.0,31.0,256.0,287.0,35.0,7.0,1.0,30.0,31.0,99.0,1616.0,1715.0,0.0,1.0,1.0,2725.0,18783.0,21508.0,118.0,966.0,1084.0,117.0,1.0,0.0,944.0,8.0,2.0,118.0,954.0,1072.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,,
Napa,318.0,93.0,293.0,167.0,0.0,4.0,4.0,0.0,105.0,105.0,0.0,33.0,33.0,0.0,72.0,72.0,0.0,2.0,2.0,0.0,21.0,21.0,3.0,290.0,293.0,2.0,102.0,104.0,2.0,90.0,92.0,0.0,6.0,6.0,0.0,6.0,6.0,1.0,188.0,189.0,291.0,2816.0,3107.0,291.0,2816.0,3107.0,0.0,0.0,0.0,20.0,301.0,321.0,3.0,0.0,0.0,163.0,1.0,0.0,3.0,164.0,167.0,5.0,-5.0,0.0,1.0,13.0,14.0,5.0,23.0,28.0,6.0,106.0,112.0,311.0,3117.0,3428.0,301.0,3069.0,3370.0,6892.0,2.0,58.0,10.0,43.0,53.0,5.0,0.0,0.0,5.0,5.0,17.0,309.0,326.0,0.0,0.0,0.0,294.0,2808.0,3102.0,13.0,133.0,146.0,13.0,0.0,0.0,131.0,2.0,0.0,13.0,133.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nevada,372.0,94.0,310.0,189.0,0.0,22.0,22.0,0.0,104.0,104.0,0.0,37.0,37.0,0.0,67.0,67.0,0.0,5.0,5.0,0.0,17.0,17.0,3.0,307.0,310.0,0.0,134.0,134.0,0.0,94.0,94.0,0.0,22.0,22.0,0.0,18.0,18.0,3.0,173.0,176.0,221.0,3729.0,3950.0,221.0,3729.0,3950.0,0.0,0.0,0.0,24.0,301.0,325.0,3.0,0.0,0.0,186.0,0.0,0.0,3.0,186.0,189.0,6.0,-6.0,0.0,2.0,11.0,13.0,1.0,30.0,31.0,12.0,80.0,92.0,245.0,4030.0,4275.0,244.0,4022.0,4266.0,7406.0,0.0,10.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,412.0,425.0,0.0,0.0,0.0,232.0,3618.0,3850.0,22.0,134.0,156.0,22.0,0.0,0.0,132.0,0.0,0.0,22.0,132.0,154.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Orange,7723.0,2036.0,6972.0,4913.0,0.0,67.0,67.0,0.0,1771.0,1771.0,0.0,900.0,900.0,0.0,871.0,871.0,0.0,163.0,163.0,0.0,288.0,288.0,113.0,5744.0,5857.0,56.0,2164.0,2220.0,55.0,2142.0,2197.0,1.0,18.0,19.0,0.0,4.0,4.0,57.0,3580.0,3637.0,9880.0,100617.0,110497.0,9864.0,100893.0,110757.0,16.0,-276.0,-260.0,458.0,9331.0,9789.0,245.0,8.0,0.0,4530.0,69.0,61.0,253.0,4660.0,4913.0,-168.0,168.0,0.0,8.0,67.0,75.0,57.0,987.0,1044.0,308.0,3449.0,3757.0,10338.0,109948.0,120286.0,10135.0,106766.0,116901.0,246316.0,275.0,2959.0,199.0,2064.0,2263.0,1547.0,11.0,4.0,1118.0,1122.0,512.0,9509.0,10021.0,0.0,4.0,4.0,9826.0,100439.0,110265.0,663.0,6120.0,6783.0,637.0,17.0,0.0,4862.0,96.0,20.0,654.0,4978.0,5632.0,9.0,0.0,0.0,1110.0,20.0,12.0,9.0,1142.0,1151.0,1.0,1.0,2.0,,
Placer,710.0,310.0,514.0,272.0,0.0,0.0,0.0,0.0,206.0,206.0,0.0,51.0,51.0,0.0,155.0,155.0,0.0,22.0,22.0,0.0,36.0,36.0,0.0,433.0,433.0,0.0,215.0,215.0,0.0,202.0,202.0,0.0,9.0,9.0,0.0,4.0,4.0,0.0,218.0,218.0,635.0,7646.0,8281.0,632.0,7465.0,8097.0,3.0,181.0,184.0,45.0,561.0,606.0,15.0,0.0,0.0,256.0,1.0,0.0,15.0,257.0,272.0,-9.0,9.0,0.0,3.0,34.0,37.0,16.0,80.0,96.0,20.0,181.0,201.0,680.0,8207.0,8887.0,670.0,8134.0,8804.0,16415.0,7.0,67.0,8.0,44.0,52.0,43.0,9.0,2.0,29.0,31.0,43.0,865.0,908.0,0.0,14.0,14.0,637.0,7342.0,7979.0,49.0,360.0,409.0,47.0,2.0,0.0,356.0,3.0,1.0,49.0,360.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Plumas,101.0,24.0,105.0,60.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,13.0,13.0,0.0,29.0,29.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,104.0,105.0,1.0,44.0,45.0,1.0,37.0,38.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,60.0,60.0,77.0,993.0,1070.0,77.0,993.0,1070.0,0.0,0.0,0.0,8.0,109.0,117.0,1.0,0.0,0.0,59.0,0.0,0.0,1.0,59.0,60.0,4.0,-4.0,0.0,0.0,3.0,3.0,2.0,20.0,22.0,1.0,31.0,32.0,85.0,1102.0,1187.0,85.0,1101.0,1186.0,2142.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,128.0,131.0,0.0,0.0,0.0,82.0,974.0,1056.0,4.0,51.0,55.0,4.0,0.0,0.0,51.0,0.0,0.0,4.0,51.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Riverside,11249.0,3126.0,10173.0,6312.0,4.0,37.0,41.0,1.0,3520.0,3521.0,1.0,1370.0,1371.0,0.0,2150.0,2150.0,0.0,18.0,18.0,0.0,340.0,340.0,314.0,9858.0,10172.0,218.0,4351.0,4569.0,209.0,4082.0,4291.0,5.0,150.0,155.0,4.0,119.0,123.0,96.0,5507.0,5603.0,14370.0,102014.0,116384.0,14371.0,102015.0,116386.0,-1.0,-1.0,-2.0,616.0,10191.0,10807.0,324.0,4.0,2.0,5926.0,43.0,13.0,330.0,5982.0,6312.0,-151.0,151.0,0.0,20.0,156.0,176.0,105.0,1711.0,1816.0,312.0,2191.0,2503.0,14986.0,112205.0,127191.0,14872.0,111191.0,126063.0,280321.0,116.0,930.0,104.0,826.0,930.0,226.0,30.0,10.0,188.0,198.0,746.0,10638.0,11384.0,0.0,84.0,84.0,14240.0,101567.0,115807.0,801.0,4395.0,5196.0,797.0,4.0,0.0,4305.0,36.0,0.0,801.0,4341.0,5142.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,,
Sacramento,7744.0,2420.0,6376.0,4091.0,4.0,53.0,57.0,3.0,2094.0,2097.0,1.0,731.0,732.0,2.0,1363.0,1365.0,0.0,103.0,103.0,0.0,188.0,188.0,282.0,6094.0,6376.0,145.0,1956.0,2101.0,145.0,1942.0,2087.0,0.0,12.0,12.0,0.0,2.0,2.0,137.0,4138.0,4275.0,13330.0,77517.0,90847.0,13232.0,77089.0,90321.0,98.0,428.0,526.0,940.0,8010.0,8950.0,413.0,8.0,0.0,3584.0,48.0,38.0,421.0,3670.0,4091.0,-131.0,131.0,0.0,19.0,84.0,103.0,64.0,685.0,749.0,567.0,3440.0,4007.0,14270.0,85527.0,99797.0,13675.0,83495.0,97170.0,208815.0,137.0,2651.0,586.0,1462.0,2048.0,765.0,27.0,9.0,570.0,579.0,857.0,8097.0,8954.0,0.0,17.0,17.0,13413.0,77430.0,90843.0,880.0,4182.0,5062.0,835.0,28.0,0.0,3825.0,69.0,10.0,863.0,3904.0,4767.0,15.0,2.0,0.0,269.0,4.0,5.0,17.0,278.0,295.0,0.0,1.0,1.0,,
San Benito,192.0,53.0,146.0,93.0,1.0,9.0,10.0,1.0,41.0,42.0,1.0,11.0,12.0,0.0,30.0,30.0,0.0,1.0,1.0,0.0,11.0,11.0,5.0,140.0,145.0,3.0,59.0,62.0,3.0,55.0,58.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,81.0,83.0,236.0,1911.0,2147.0,236.0,1911.0,2147.0,0.0,0.0,0.0,23.0,190.0,213.0,8.0,0.0,0.0,85.0,0.0,0.0,8.0,85.0,93.0,4.0,-4.0,0.0,1.0,7.0,8.0,3.0,20.0,23.0,7.0,82.0,89.0,259.0,2101.0,2360.0,258.0,2081.0,2339.0,5260.0,3.0,19.0,1.0,19.0,20.0,1.0,0.0,0.0,1.0,1.0,9.0,224.0,233.0,0.0,0.0,0.0,250.0,1877.0,2127.0,14.0,114.0,128.0,14.0,0.0,0.0,110.0,1.0,0.0,14.0,111.0,125.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,
San Bernardino,13957.0,3779.0,12512.0,9146.0,7.0,53.0,60.0,5.0,3006.0,3011.0,5.0,1336.0,1341.0,0.0,1670.0,1670.0,1.0,30.0,31.0,0.0,355.0,355.0,413.0,12097.0,12510.0,285.0,6247.0,6532.0,260.0,5872.0,6132.0,20.0,252.0,272.0,5.0,123.0,128.0,128.0,5850.0,5978.0,22882.0,135324.0,158206.0,22882.0,135325.0,158207.0,0.0,-1.0,-1.0,1271.0,13860.0,15131.0,468.0,2.0,0.0,8585.0,60.0,31.0,470.0,8676.0,9146.0,-59.0,59.0,0.0,63.0,202.0,265.0,91.0,1272.0,1363.0,706.0,3651.0,4357.0,24153.0,149184.0,173337.0,23990.0,147905.0,171895.0,376219.0,111.0,1160.0,155.0,919.0,1074.0,429.0,51.0,8.0,360.0,368.0,1457.0,13535.0,14992.0,0.0,31.0,31.0,22696.0,135649.0,158345.0,1495.0,6626.0,8121.0,1485.0,8.0,0.0,6515.0,36.0,16.0,1493.0,6567.0,8060.0,2.0,0.0,0.0,58.0,1.0,0.0,2.0,59.0,61.0,0.0,0.0,0.0,,
San Diego,12220.0,4502.0,9691.0,5421.0,5.0,119.0,124.0,9.0,3841.0,3850.0,9.0,3836.0,3845.0,0.0,5.0,5.0,1.0,433.0,434.0,0.0,420.0,420.0,159.0,7369.0,7528.0,89.0,2557.0,2646.0,88.0,2488.0,2576.0,1.0,56.0,57.0,0.0,13.0,13.0,70.0,4812.0,4882.0,11938.0,114535.0,126473.0,11920.0,113778.0,125698.0,18.0,757.0,775.0,784.0,9556.0,10340.0,194.0,2.0,1.0,5098.0,91.0,35.0,197.0,5224.0,5421.0,78.0,-78.0,0.0,7.0,83.0,90.0,13.0,260.0,273.0,489.0,4067.0,4556.0,12722.0,124091.0,136813.0,12418.0,121622.0,134040.0,277499.0,271.0,2480.0,298.0,1729.0,2027.0,907.0,51.0,6.0,740.0,746.0,841.0,11875.0,12716.0,0.0,9.0,9.0,11881.0,112216.0,124097.0,811.0,5711.0,6522.0,744.0,15.0,0.0,5023.0,80.0,28.0,759.0,5131.0,5890.0,52.0,0.0,0.0,566.0,10.0,4.0,52.0,580.0,632.0,0.0,0.0,0.0,,
San Francisco,2935.0,905.0,2291.0,1464.0,1.0,26.0,27.0,2.0,739.0,741.0,0.0,248.0,248.0,2.0,491.0,493.0,0.0,40.0,40.0,0.0,86.0,86.0,49.0,1775.0,1824.0,32.0,770.0,802.0,31.0,717.0,748.0,1.0,37.0,38.0,0.0,16.0,16.0,17.0,1005.0,1022.0,2027.0,29120.0,31147.0,2023.0,29123.0,31146.0,4.0,-3.0,1.0,122.0,2718.0,2840.0,48.0,1.0,0.0,1328.0,34.0,53.0,49.0,1415.0,1464.0,-49.0,49.0,0.0,7.0,52.0,59.0,27.0,303.0,330.0,88.0,899.0,987.0,2149.0,31838.0,33987.0,2022.0,30090.0,32112.0,50553.0,105.0,1198.0,119.0,831.0,950.0,1239.0,59.0,8.0,917.0,925.0,140.0,2821.0,2961.0,0.0,2.0,2.0,2009.0,29017.0,31026.0,130.0,1225.0,1355.0,117.0,10.0,2.0,1129.0,36.0,29.0,129.0,1194.0,1323.0,1.0,0.0,0.0,30.0,1.0,0.0,1.0,31.0,32.0,1.0,3.0,4.0,,
San Joaquin,3633.0,1292.0,3289.0,2171.0,4.0,63.0,67.0,2.0,973.0,975.0,2.0,498.0,500.0,0.0,475.0,475.0,0.0,25.0,25.0,0.0,143.0,143.0,102.0,3183.0,3285.0,73.0,1384.0,1457.0,67.0,1276.0,1343.0,1.0,54.0,55.0,5.0,54.0,59.0,29.0,1799.0,1828.0,6536.0,39757.0,46293.0,6536.0,39757.0,46293.0,0.0,0.0,0.0,324.0,3597.0,3921.0,122.0,2.0,0.0,2018.0,19.0,10.0,124.0,2047.0,2171.0,-21.0,21.0,0.0,26.0,89.0,115.0,60.0,559.0,619.0,135.0,881.0,1016.0,6860.0,43354.0,50214.0,6803.0,42760.0,49563.0,111541.0,42.0,565.0,56.0,439.0,495.0,200.0,16.0,1.0,155.0,156.0,365.0,3676.0,4041.0,1.0,0.0,1.0,6495.0,39678.0,46173.0,391.0,2106.0,2497.0,389.0,2.0,0.0,2052.0,19.0,8.0,391.0,2079.0,2470.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,,
San Luis Obispo,795.0,161.0,685.0,388.0,3.0,12.0,15.0,0.0,201.0,201.0,0.0,48.0,48.0,0.0,153.0,153.0,0.0,16.0,16.0,0.0,96.0,96.0,12.0,373.0,385.0,5.0,249.0,254.0,4.0,245.0,249.0,1.0,4.0,5.0,0.0,0.0,0.0,7.0,124.0,131.0,821.0,7976.0,8797.0,821.0,7976.0,8797.0,0.0,0.0,0.0,53.0,847.0,900.0,26.0,0.0,0.0,359.0,3.0,0.0,26.0,362.0,388.0,3.0,-3.0,0.0,2.0,12.0,14.0,7.0,122.0,129.0,15.0,354.0,369.0,874.0,8823.0,9697.0,867.0,8779.0,9646.0,17318.0,0.0,53.0,7.0,37.0,44.0,6.0,2.0,0.0,7.0,7.0,51.0,785.0,836.0,0.0,3.0,3.0,823.0,8038.0,8861.0,44.0,428.0,472.0,39.0,0.0,0.0,387.0,4.0,0.0,39.0,391.0,430.0,5.0,0.0,0.0,37.0,0.0,0.0,5.0,37.0,42.0,0.0,0.0,0.0,,
San Mateo,1178.0,286.0,999.0,544.0,2.0,7.0,9.0,2.0,370.0,372.0,2.0,370.0,372.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,83.0,83.0,16.0,919.0,935.0,7.0,322.0,329.0,5.0,292.0,297.0,1.0,20.0,21.0,1.0,10.0,11.0,9.0,597.0,606.0,728.0,12231.0,12959.0,744.0,12258.0,13002.0,-16.0,-27.0,-43.0,59.0,1181.0,1240.0,14.0,0.0,0.0,508.0,17.0,5.0,14.0,530.0,544.0,2.0,-2.0,0.0,21.0,21.0,42.0,0.0,148.0,148.0,22.0,484.0,506.0,787.0,13412.0,14199.0,759.0,12855.0,13614.0,26953.0,38.0,536.0,28.0,407.0,435.0,188.0,10.0,0.0,150.0,150.0,52.0,1173.0,1225.0,0.0,0.0,0.0,735.0,12239.0,12974.0,58.0,694.0,752.0,57.0,1.0,0.0,643.0,28.0,2.0,58.0,673.0,731.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,,
Santa Barbara,1996.0,475.0,1768.0,1247.0,27.0,89.0,116.0,0.0,456.0,456.0,0.0,173.0,173.0,0.0,283.0,283.0,0.0,44.0,44.0,0.0,65.0,65.0,40.0,538.0,578.0,27.0,329.0,356.0,23.0,296.0,319.0,2.0,20.0,22.0,2.0,13.0,15.0,13.0,209.0,222.0,2115.0,14760.0,16875.0,2022.0,14737.0,16759.0,93.0,23.0,116.0,251.0,1701.0,1952.0,100.0,1.0,0.0,1124.0,16.0,6.0,101.0,1146.0,1247.0,67.0,-67.0,0.0,1.0,23.0,24.0,10.0,156.0,166.0,72.0,443.0,515.0,2366.0,16461.0,18827.0,2344.0,16254.0,18598.0,39105.0,24.0,146.0,22.0,141.0,163.0,0.0,82.0,0.0,66.0,66.0,114.0,1403.0,1517.0,0.0,0.0,0.0,2252.0,15058.0,17310.0,145.0,862.0,1007.0,142.0,1.0,0.0,829.0,6.0,3.0,143.0,838.0,981.0,2.0,0.0,0.0,24.0,0.0,0.0,2.0,24.0,26.0,0.0,0.0,0.0,,
