October 2017 (Accessible sheet). Data table begins in Cell A5. Item descriptions are contained within input messages in Row 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,,
Lassen,124.0,11.0,109.0,74.0,0.0,5.0,5.0,0.0,34.0,34.0,0.0,15.0,15.0,0.0,19.0,19.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,107.0,109.0,1.0,52.0,53.0,1.0,42.0,43.0,0.0,6.0,6.0,0.0,4.0,4.0,1.0,55.0,56.0,204.0,1183.0,1387.0,204.0,1183.0,1387.0,0.0,0.0,0.0,18.0,131.0,149.0,2.0,0.0,0.0,71.0,1.0,0.0,2.0,72.0,74.0,4.0,-4.0,0.0,2.0,5.0,7.0,2.0,33.0,35.0,8.0,25.0,33.0,222.0,1314.0,1536.0,222.0,1312.0,1534.0,3083.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,136.0,154.0,0.0,0.0,0.0,204.0,1178.0,1382.0,9.0,48.0,57.0,9.0,0.0,0.0,48.0,0.0,0.0,9.0,48.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Los Angeles,50714.0,18159.0,50667.0,32514.0,65.0,347.0,412.0,27.0,16168.0,16195.0,14.0,4370.0,4384.0,13.0,11798.0,11811.0,0.0,194.0,194.0,0.0,1958.0,1958.0,2273.0,48390.0,50663.0,1549.0,19472.0,21021.0,1263.0,17753.0,19016.0,92.0,702.0,794.0,194.0,1017.0,1211.0,724.0,28918.0,29642.0,76556.0,433595.0,510151.0,77807.0,447639.0,525446.0,-1251.0,-14044.0,-15295.0,5154.0,43658.0,48812.0,2497.0,58.0,10.0,29288.0,363.0,298.0,2565.0,29949.0,32514.0,-158.0,158.0,0.0,79.0,309.0,388.0,398.0,3221.0,3619.0,2270.0,10021.0,12291.0,81710.0,477253.0,558963.0,79307.0,468501.0,547808.0,1094973.0,712.0,9137.0,2216.0,5477.0,7693.0,3900.0,494.0,187.0,3275.0,3462.0,3257.0,25181.0,28438.0,43.0,277.0,320.0,78453.0,452072.0,530525.0,5221.0,19273.0,24494.0,5031.0,143.0,7.0,18486.0,263.0,86.0,5181.0,18835.0,24016.0,40.0,0.0,0.0,418.0,19.0,1.0,40.0,438.0,478.0,0.0,0.0,0.0,,
Madera,658.0,102.0,655.0,426.0,0.0,2.0,2.0,1.0,194.0,195.0,1.0,72.0,73.0,0.0,122.0,122.0,0.0,1.0,1.0,0.0,34.0,34.0,25.0,630.0,655.0,9.0,242.0,251.0,9.0,237.0,246.0,0.0,5.0,5.0,0.0,0.0,0.0,16.0,388.0,404.0,1445.0,9123.0,10568.0,1445.0,9123.0,10568.0,0.0,0.0,0.0,83.0,702.0,785.0,30.0,1.0,0.0,391.0,3.0,1.0,31.0,395.0,426.0,0.0,0.0,0.0,8.0,27.0,35.0,9.0,142.0,151.0,35.0,138.0,173.0,1528.0,9825.0,11353.0,1508.0,9759.0,11267.0,27346.0,2.0,81.0,19.0,60.0,79.0,7.0,2.0,1.0,6.0,7.0,80.0,756.0,836.0,0.0,0.0,0.0,1448.0,9069.0,10517.0,129.0,622.0,751.0,127.0,2.0,0.0,604.0,8.0,0.0,129.0,612.0,741.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,,
Marin,452.0,145.0,473.0,298.0,0.0,10.0,10.0,1.0,156.0,157.0,1.0,43.0,44.0,0.0,113.0,113.0,0.0,7.0,7.0,0.0,18.0,18.0,7.0,466.0,473.0,3.0,184.0,187.0,2.0,172.0,174.0,1.0,5.0,6.0,0.0,7.0,7.0,4.0,282.0,286.0,525.0,4999.0,5524.0,525.0,4999.0,5524.0,0.0,0.0,0.0,4.0,507.0,511.0,8.0,0.0,0.0,276.0,10.0,4.0,8.0,290.0,298.0,-19.0,19.0,0.0,1.0,17.0,18.0,2.0,47.0,49.0,12.0,134.0,146.0,529.0,5506.0,6035.0,488.0,5206.0,5694.0,9557.0,9.0,301.0,39.0,231.0,270.0,71.0,17.0,2.0,69.0,71.0,22.0,408.0,430.0,0.0,2.0,2.0,507.0,5098.0,5605.0,32.0,183.0,215.0,31.0,1.0,0.0,161.0,19.0,1.0,32.0,181.0,213.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Mariposa,74.0,24.0,62.0,35.0,0.0,1.0,1.0,0.0,24.0,24.0,0.0,1.0,1.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,62.0,62.0,0.0,20.0,20.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,42.0,83.0,881.0,964.0,83.0,881.0,964.0,0.0,0.0,0.0,5.0,70.0,75.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,5.0,5.0,4.0,23.0,27.0,88.0,951.0,1039.0,87.0,949.0,1036.0,1906.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0,83.0,89.0,0.0,0.0,0.0,82.0,868.0,950.0,8.0,56.0,64.0,8.0,0.0,0.0,54.0,1.0,0.0,8.0,55.0,63.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
Mendocino,605.0,84.0,590.0,439.0,2.0,19.0,21.0,0.0,131.0,131.0,0.0,53.0,53.0,0.0,78.0,78.0,0.0,4.0,4.0,0.0,20.0,20.0,9.0,581.0,590.0,6.0,279.0,285.0,6.0,254.0,260.0,0.0,13.0,13.0,0.0,12.0,12.0,3.0,302.0,305.0,456.0,5408.0,5864.0,456.0,5408.0,5864.0,0.0,0.0,0.0,39.0,616.0,655.0,12.0,0.0,0.0,421.0,4.0,2.0,12.0,427.0,439.0,-4.0,4.0,0.0,2.0,12.0,14.0,6.0,72.0,78.0,23.0,101.0,124.0,495.0,6024.0,6519.0,494.0,5966.0,6460.0,11936.0,3.0,46.0,1.0,45.0,46.0,17.0,0.0,0.0,13.0,13.0,43.0,593.0,636.0,0.0,0.0,0.0,452.0,5431.0,5883.0,32.0,166.0,198.0,32.0,0.0,0.0,159.0,3.0,1.0,32.0,163.0,195.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,
Merced,1614.0,332.0,1632.0,936.0,4.0,24.0,28.0,0.0,610.0,610.0,0.0,172.0,172.0,0.0,438.0,438.0,0.0,8.0,8.0,0.0,86.0,86.0,48.0,1584.0,1632.0,24.0,618.0,642.0,22.0,597.0,619.0,1.0,15.0,16.0,1.0,6.0,7.0,24.0,966.0,990.0,3208.0,18538.0,21746.0,3208.0,18539.0,21747.0,0.0,-1.0,-1.0,68.0,1683.0,1751.0,60.0,0.0,0.0,872.0,3.0,1.0,60.0,876.0,936.0,-74.0,74.0,0.0,22.0,51.0,73.0,19.0,306.0,325.0,41.0,376.0,417.0,3276.0,20221.0,23497.0,3259.0,20119.0,23378.0,53872.0,3.0,116.0,17.0,89.0,106.0,11.0,2.0,0.0,13.0,13.0,171.0,1836.0,2007.0,1.0,35.0,36.0,3105.0,18385.0,21490.0,185.0,835.0,1020.0,184.0,1.0,0.0,816.0,4.0,0.0,185.0,820.0,1005.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,,
Modoc,59.0,13.0,56.0,37.0,0.0,1.0,1.0,0.0,15.0,15.0,0.0,4.0,4.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,55.0,56.0,1.0,28.0,29.0,1.0,26.0,27.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,27.0,27.0,75.0,425.0,500.0,75.0,425.0,500.0,0.0,0.0,0.0,9.0,60.0,69.0,1.0,0.0,0.0,36.0,0.0,0.0,1.0,36.0,37.0,2.0,-2.0,0.0,0.0,3.0,3.0,1.0,7.0,8.0,5.0,16.0,21.0,84.0,485.0,569.0,84.0,484.0,568.0,1190.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,39.0,0.0,1.0,1.0,80.0,450.0,530.0,5.0,15.0,20.0,5.0,0.0,0.0,15.0,0.0,0.0,5.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mono,65.0,17.0,56.0,38.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,3.0,3.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,56.0,56.0,0.0,31.0,31.0,0.0,29.0,29.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,25.0,25.0,12.0,347.0,359.0,12.0,347.0,359.0,0.0,0.0,0.0,-1.0,68.0,67.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,38.0,-1.0,1.0,0.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,21.0,21.0,11.0,415.0,426.0,11.0,412.0,423.0,716.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,59.0,61.0,0.0,0.0,0.0,9.0,356.0,365.0,1.0,8.0,9.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Monterey,2145.0,577.0,1891.0,1133.0,0.0,14.0,14.0,1.0,658.0,659.0,1.0,280.0,281.0,0.0,378.0,378.0,0.0,8.0,8.0,0.0,99.0,99.0,28.0,1863.0,1891.0,13.0,597.0,610.0,12.0,569.0,581.0,0.0,10.0,10.0,1.0,18.0,19.0,15.0,1266.0,1281.0,1781.0,15834.0,17615.0,1781.0,15834.0,17615.0,0.0,0.0,0.0,67.0,1748.0,1815.0,45.0,0.0,0.0,1074.0,12.0,2.0,45.0,1088.0,1133.0,-52.0,52.0,0.0,6.0,33.0,39.0,10.0,159.0,169.0,58.0,416.0,474.0,1848.0,17582.0,19430.0,1831.0,17392.0,19223.0,41854.0,12.0,190.0,17.0,161.0,178.0,32.0,5.0,0.0,29.0,29.0,115.0,2415.0,2530.0,0.0,3.0,3.0,1733.0,15167.0,16900.0,181.0,779.0,960.0,177.0,2.0,0.0,715.0,12.0,0.0,179.0,727.0,906.0,2.0,0.0,0.0,52.0,0.0,0.0,2.0,52.0,54.0,0.0,0.0,0.0,,
Napa,454.0,113.0,366.0,118.0,1.0,10.0,11.0,0.0,176.0,176.0,0.0,30.0,30.0,0.0,146.0,146.0,0.0,1.0,1.0,0.0,72.0,72.0,3.0,363.0,366.0,1.0,66.0,67.0,1.0,59.0,60.0,0.0,3.0,3.0,0.0,4.0,4.0,2.0,297.0,299.0,224.0,2582.0,2806.0,224.0,2582.0,2806.0,0.0,0.0,0.0,9.0,249.0,258.0,3.0,1.0,0.0,107.0,5.0,2.0,4.0,114.0,118.0,-6.0,6.0,0.0,3.0,11.0,14.0,2.0,11.0,13.0,6.0,107.0,113.0,233.0,2831.0,3064.0,229.0,2775.0,3004.0,6038.0,3.0,57.0,4.0,51.0,55.0,4.0,1.0,0.0,5.0,5.0,14.0,249.0,263.0,0.0,0.0,0.0,219.0,2582.0,2801.0,12.0,91.0,103.0,12.0,0.0,0.0,88.0,2.0,0.0,12.0,90.0,102.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
Nevada,391.0,114.0,358.0,210.0,1.0,22.0,23.0,0.0,139.0,139.0,0.0,32.0,32.0,0.0,107.0,107.0,0.0,3.0,3.0,0.0,9.0,9.0,3.0,355.0,358.0,2.0,140.0,142.0,2.0,114.0,116.0,0.0,8.0,8.0,0.0,18.0,18.0,1.0,215.0,216.0,224.0,3595.0,3819.0,224.0,3596.0,3820.0,0.0,-1.0,-1.0,21.0,343.0,364.0,4.0,0.0,0.0,206.0,0.0,0.0,4.0,206.0,210.0,6.0,-6.0,0.0,5.0,15.0,20.0,1.0,52.0,53.0,5.0,76.0,81.0,245.0,3938.0,4183.0,244.0,3927.0,4171.0,7179.0,1.0,10.0,1.0,10.0,11.0,1.0,0.0,0.0,1.0,1.0,20.0,389.0,409.0,0.0,4.0,4.0,225.0,3549.0,3774.0,17.0,170.0,187.0,17.0,0.0,0.0,168.0,0.0,0.0,17.0,168.0,185.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Orange,7290.0,1856.0,6856.0,4695.0,4.0,31.0,35.0,87.0,1756.0,1843.0,44.0,875.0,919.0,43.0,881.0,924.0,1.0,85.0,86.0,50.0,268.0,318.0,334.0,5509.0,5843.0,96.0,2170.0,2266.0,96.0,2168.0,2264.0,0.0,2.0,2.0,0.0,0.0,0.0,238.0,3339.0,3577.0,8780.0,97649.0,106429.0,8934.0,97464.0,106398.0,-154.0,185.0,31.0,494.0,8655.0,9149.0,254.0,5.0,1.0,4300.0,83.0,52.0,260.0,4435.0,4695.0,-93.0,93.0,0.0,13.0,76.0,89.0,56.0,929.0,985.0,258.0,3122.0,3380.0,9274.0,106304.0,115578.0,9098.0,103272.0,112370.0,233695.0,252.0,2864.0,174.0,1997.0,2171.0,1409.0,20.0,2.0,1035.0,1037.0,507.0,9021.0,9528.0,0.0,0.0,0.0,8767.0,97283.0,106050.0,612.0,5395.0,6007.0,584.0,10.0,0.0,4259.0,104.0,29.0,594.0,4392.0,4986.0,18.0,0.0,0.0,974.0,19.0,10.0,18.0,1003.0,1021.0,1.0,0.0,1.0,,
Placer,695.0,347.0,642.0,296.0,0.0,0.0,0.0,1.0,327.0,328.0,0.0,77.0,77.0,1.0,250.0,251.0,0.0,29.0,29.0,0.0,18.0,18.0,2.0,428.0,430.0,2.0,193.0,195.0,1.0,175.0,176.0,1.0,14.0,15.0,0.0,4.0,4.0,0.0,235.0,235.0,600.0,7408.0,8008.0,594.0,7220.0,7814.0,6.0,188.0,194.0,23.0,637.0,660.0,10.0,0.0,0.0,281.0,3.0,2.0,10.0,286.0,296.0,-25.0,25.0,0.0,8.0,21.0,29.0,10.0,92.0,102.0,20.0,213.0,233.0,623.0,8045.0,8668.0,610.0,7975.0,8585.0,15795.0,1.0,82.0,12.0,43.0,55.0,35.0,7.0,1.0,27.0,28.0,53.0,798.0,851.0,0.0,0.0,0.0,570.0,7247.0,7817.0,39.0,312.0,351.0,38.0,0.0,0.0,301.0,1.0,1.0,38.0,303.0,341.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,,
Plumas,105.0,19.0,111.0,74.0,0.0,2.0,2.0,0.0,32.0,32.0,0.0,13.0,13.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,110.0,111.0,0.0,52.0,52.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,59.0,60.0,989.0,1049.0,60.0,989.0,1049.0,0.0,0.0,0.0,7.0,106.0,113.0,2.0,0.0,0.0,72.0,0.0,0.0,2.0,72.0,74.0,5.0,-5.0,0.0,0.0,8.0,8.0,0.0,11.0,11.0,0.0,20.0,20.0,67.0,1095.0,1162.0,67.0,1094.0,1161.0,2068.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,0.0,0.0,0.0,67.0,981.0,1048.0,6.0,41.0,47.0,6.0,0.0,0.0,41.0,0.0,0.0,6.0,41.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Riverside,10305.0,3027.0,10529.0,5804.0,5.0,63.0,68.0,2.0,4336.0,4338.0,2.0,1027.0,1029.0,0.0,3309.0,3309.0,0.0,30.0,30.0,0.0,387.0,387.0,282.0,10244.0,10526.0,202.0,3883.0,4085.0,189.0,3486.0,3675.0,6.0,246.0,252.0,7.0,151.0,158.0,80.0,6361.0,6441.0,13592.0,100577.0,114169.0,13592.0,100576.0,114168.0,0.0,1.0,1.0,781.0,9476.0,10257.0,309.0,6.0,0.0,5444.0,38.0,7.0,315.0,5489.0,5804.0,3.0,-3.0,0.0,65.0,252.0,317.0,98.0,1672.0,1770.0,300.0,2066.0,2366.0,14373.0,110053.0,124426.0,14263.0,109210.0,123473.0,272139.0,102.0,801.0,109.0,672.0,781.0,200.0,18.0,1.0,171.0,172.0,732.0,9576.0,10308.0,1.0,124.0,125.0,13641.0,100477.0,114118.0,811.0,4119.0,4930.0,803.0,7.0,0.0,4043.0,31.0,5.0,810.0,4079.0,4889.0,1.0,0.0,0.0,39.0,1.0,0.0,1.0,40.0,41.0,0.0,0.0,0.0,,
Sacramento,7748.0,2294.0,6048.0,3727.0,1.0,16.0,17.0,2.0,2130.0,2132.0,0.0,647.0,647.0,2.0,1483.0,1485.0,0.0,78.0,78.0,0.0,189.0,189.0,274.0,5774.0,6048.0,117.0,1738.0,1855.0,116.0,1726.0,1842.0,1.0,11.0,12.0,0.0,1.0,1.0,157.0,4036.0,4193.0,12748.0,76672.0,89420.0,12633.0,77151.0,89784.0,115.0,-479.0,-364.0,785.0,7910.0,8695.0,383.0,15.0,0.0,3247.0,49.0,33.0,398.0,3329.0,3727.0,-298.0,298.0,0.0,13.0,92.0,105.0,68.0,962.0,1030.0,604.0,3229.0,3833.0,13533.0,84582.0,98115.0,13023.0,82944.0,95967.0,205180.0,128.0,2558.0,502.0,1127.0,1629.0,700.0,18.0,8.0,511.0,519.0,1040.0,8409.0,9449.0,0.0,0.0,0.0,12493.0,76173.0,88666.0,767.0,3512.0,4279.0,684.0,37.0,0.0,3203.0,63.0,10.0,721.0,3276.0,3997.0,46.0,0.0,0.0,230.0,6.0,0.0,46.0,236.0,282.0,0.0,0.0,0.0,,
San Benito,178.0,27.0,196.0,126.0,2.0,9.0,11.0,0.0,62.0,62.0,0.0,19.0,19.0,0.0,43.0,43.0,0.0,1.0,1.0,0.0,8.0,8.0,9.0,187.0,196.0,4.0,66.0,70.0,4.0,61.0,65.0,0.0,1.0,1.0,0.0,4.0,4.0,5.0,121.0,126.0,218.0,1735.0,1953.0,218.0,1736.0,1954.0,0.0,-1.0,-1.0,34.0,176.0,210.0,11.0,0.0,0.0,112.0,2.0,1.0,11.0,115.0,126.0,12.0,-12.0,0.0,2.0,13.0,15.0,0.0,7.0,7.0,9.0,53.0,62.0,252.0,1911.0,2163.0,250.0,1892.0,2142.0,4753.0,1.0,18.0,2.0,15.0,17.0,5.0,0.0,0.0,4.0,4.0,23.0,171.0,194.0,0.0,0.0,0.0,229.0,1740.0,1969.0,12.0,80.0,92.0,12.0,0.0,0.0,78.0,2.0,0.0,12.0,80.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
San Bernardino,12202.0,3564.0,12316.0,8383.0,3.0,51.0,54.0,3.0,3580.0,3583.0,3.0,1410.0,1413.0,0.0,2170.0,2170.0,0.0,47.0,47.0,0.0,350.0,350.0,368.0,11946.0,12314.0,253.0,5343.0,5596.0,234.0,5053.0,5287.0,16.0,183.0,199.0,3.0,107.0,110.0,115.0,6603.0,6718.0,21129.0,132996.0,154125.0,21129.0,132999.0,154128.0,0.0,-3.0,-3.0,1167.0,12516.0,13683.0,424.0,9.0,0.0,7886.0,43.0,21.0,433.0,7950.0,8383.0,-91.0,91.0,0.0,90.0,279.0,369.0,74.0,1318.0,1392.0,661.0,2878.0,3539.0,22296.0,145512.0,167808.0,22157.0,144336.0,166493.0,361873.0,103.0,1078.0,132.0,878.0,1010.0,354.0,57.0,7.0,298.0,305.0,1291.0,12997.0,14288.0,1.0,32.0,33.0,21005.0,132515.0,153520.0,1449.0,5449.0,6898.0,1434.0,14.0,0.0,5359.0,42.0,8.0,1448.0,5409.0,6857.0,1.0,0.0,0.0,40.0,0.0,0.0,1.0,40.0,41.0,0.0,0.0,0.0,,
San Diego,13206.0,5992.0,12806.0,6666.0,11.0,161.0,172.0,4.0,5650.0,5654.0,4.0,5645.0,5649.0,0.0,5.0,5.0,0.0,731.0,731.0,0.0,486.0,486.0,132.0,7764.0,7896.0,68.0,2496.0,2564.0,65.0,2386.0,2451.0,3.0,78.0,81.0,0.0,32.0,32.0,64.0,5268.0,5332.0,10683.0,112454.0,123137.0,10642.0,111741.0,122383.0,41.0,713.0,754.0,757.0,10928.0,11685.0,218.0,6.0,2.0,6309.0,89.0,42.0,226.0,6440.0,6666.0,19.0,-19.0,0.0,17.0,149.0,166.0,16.0,344.0,360.0,479.0,4014.0,4493.0,11440.0,123382.0,134822.0,11119.0,121130.0,132249.0,270313.0,238.0,2385.0,313.0,1642.0,1955.0,760.0,32.0,8.0,610.0,618.0,727.0,10866.0,11593.0,0.0,6.0,6.0,10713.0,112516.0,123229.0,777.0,5429.0,6206.0,722.0,24.0,0.0,4826.0,98.0,27.0,746.0,4951.0,5697.0,29.0,2.0,0.0,463.0,12.0,3.0,31.0,478.0,509.0,0.0,0.0,0.0,,
San Francisco,3226.0,1286.0,2747.0,1497.0,1.0,37.0,38.0,1.0,1093.0,1094.0,0.0,282.0,282.0,1.0,811.0,812.0,0.0,58.0,58.0,0.0,156.0,156.0,40.0,1948.0,1988.0,20.0,667.0,687.0,19.0,578.0,597.0,0.0,59.0,59.0,1.0,30.0,31.0,20.0,1281.0,1301.0,1950.0,29180.0,31130.0,1918.0,29220.0,31138.0,32.0,-40.0,-8.0,119.0,2743.0,2862.0,52.0,3.0,1.0,1362.0,43.0,36.0,56.0,1441.0,1497.0,-29.0,29.0,0.0,7.0,57.0,64.0,9.0,338.0,347.0,76.0,878.0,954.0,2069.0,31923.0,33992.0,1922.0,30386.0,32308.0,49964.0,104.0,1069.0,132.0,723.0,855.0,1070.0,43.0,15.0,814.0,829.0,169.0,2714.0,2883.0,0.0,0.0,0.0,1900.0,29209.0,31109.0,115.0,1063.0,1178.0,108.0,5.0,1.0,973.0,47.0,14.0,114.0,1034.0,1148.0,1.0,0.0,0.0,29.0,0.0,0.0,1.0,29.0,30.0,0.0,2.0,2.0,,
San Joaquin,3213.0,1166.0,3187.0,1931.0,1.0,33.0,34.0,1.0,1112.0,1113.0,1.0,446.0,447.0,0.0,666.0,666.0,0.0,20.0,20.0,0.0,143.0,143.0,97.0,3087.0,3184.0,62.0,1186.0,1248.0,58.0,1091.0,1149.0,3.0,57.0,60.0,1.0,38.0,39.0,35.0,1901.0,1936.0,6074.0,38464.0,44538.0,6074.0,38465.0,44539.0,0.0,-1.0,-1.0,228.0,3268.0,3496.0,131.0,7.0,0.0,1774.0,11.0,8.0,138.0,1793.0,1931.0,-104.0,104.0,0.0,26.0,106.0,132.0,37.0,544.0,581.0,131.0,721.0,852.0,6302.0,41732.0,48034.0,6242.0,41205.0,47447.0,104943.0,38.0,541.0,58.0,400.0,458.0,157.0,22.0,2.0,127.0,129.0,330.0,3477.0,3807.0,0.0,2.0,2.0,5972.0,38255.0,44227.0,324.0,1669.0,1993.0,318.0,4.0,0.0,1625.0,19.0,4.0,322.0,1648.0,1970.0,2.0,0.0,0.0,20.0,1.0,0.0,2.0,21.0,23.0,0.0,0.0,0.0,,
San Luis Obispo,837.0,285.0,743.0,390.0,1.0,8.0,9.0,0.0,222.0,222.0,0.0,69.0,69.0,0.0,153.0,153.0,0.0,10.0,10.0,0.0,131.0,131.0,9.0,369.0,378.0,2.0,232.0,234.0,1.0,221.0,222.0,1.0,10.0,11.0,0.0,1.0,1.0,7.0,137.0,144.0,740.0,7775.0,8515.0,740.0,7775.0,8515.0,0.0,0.0,0.0,19.0,889.0,908.0,18.0,0.0,0.0,370.0,1.0,1.0,18.0,372.0,390.0,-8.0,8.0,0.0,5.0,14.0,19.0,4.0,117.0,121.0,0.0,378.0,378.0,759.0,8664.0,9423.0,753.0,8625.0,9378.0,16515.0,0.0,38.0,6.0,29.0,35.0,9.0,2.0,0.0,10.0,10.0,61.0,840.0,901.0,0.0,0.0,0.0,698.0,7824.0,8522.0,44.0,344.0,388.0,44.0,0.0,0.0,301.0,0.0,0.0,44.0,301.0,345.0,0.0,0.0,0.0,40.0,2.0,1.0,0.0,43.0,43.0,0.0,0.0,0.0,,
San Mateo,1229.0,427.0,1149.0,535.0,0.0,3.0,3.0,0.0,536.0,536.0,0.0,179.0,179.0,0.0,357.0,357.0,0.0,47.0,47.0,0.0,78.0,78.0,15.0,853.0,868.0,7.0,326.0,333.0,4.0,288.0,292.0,2.0,25.0,27.0,1.0,13.0,14.0,8.0,527.0,535.0,584.0,11583.0,12167.0,614.0,11588.0,12202.0,-30.0,-5.0,-35.0,57.0,1065.0,1122.0,7.0,0.0,0.0,507.0,17.0,4.0,7.0,528.0,535.0,-4.0,4.0,0.0,27.0,28.0,55.0,2.0,124.0,126.0,25.0,381.0,406.0,641.0,12648.0,13289.0,624.0,12135.0,12759.0,24802.0,37.0,495.0,17.0,386.0,403.0,153.0,16.0,0.0,127.0,127.0,39.0,1053.0,1092.0,0.0,0.0,0.0,602.0,11595.0,12197.0,42.0,513.0,555.0,41.0,0.0,0.0,484.0,14.0,2.0,41.0,500.0,541.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,,
Santa Barbara,2453.0,1304.0,1921.0,1269.0,7.0,64.0,71.0,0.0,548.0,548.0,0.0,204.0,204.0,0.0,344.0,344.0,0.0,79.0,79.0,0.0,104.0,104.0,29.0,684.0,713.0,23.0,300.0,323.0,22.0,265.0,287.0,1.0,24.0,25.0,0.0,11.0,11.0,6.0,384.0,390.0,1648.0,14721.0,16369.0,1676.0,14674.0,16350.0,-28.0,47.0,19.0,154.0,1887.0,2041.0,84.0,1.0,0.0,1169.0,11.0,4.0,85.0,1184.0,1269.0,-5.0,5.0,0.0,4.0,31.0,35.0,5.0,167.0,172.0,65.0,500.0,565.0,1802.0,16608.0,18410.0,1788.0,16429.0,18217.0,36409.0,14.0,132.0,14.0,124.0,138.0,0.0,65.0,0.0,55.0,55.0,125.0,1577.0,1702.0,0.0,0.0,0.0,1677.0,15031.0,16708.0,153.0,1006.0,1159.0,147.0,0.0,0.0,946.0,3.0,5.0,147.0,954.0,1101.0,5.0,1.0,0.0,49.0,3.0,0.0,6.0,52.0,58.0,0.0,0.0,0.0,,
