December 2017 (Accessible sheet). Data table begins in Cell A5. Item descriptions are contained within input messages in Row 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,,
Lassen,84.0,9.0,89.0,60.0,1.0,3.0,4.0,1.0,26.0,27.0,1.0,6.0,7.0,0.0,20.0,20.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,86.0,89.0,2.0,37.0,39.0,2.0,35.0,37.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0,50.0,191.0,1182.0,1373.0,191.0,1182.0,1373.0,0.0,0.0,0.0,21.0,117.0,138.0,6.0,0.0,0.0,54.0,0.0,0.0,6.0,54.0,60.0,-4.0,4.0,0.0,0.0,7.0,7.0,8.0,22.0,30.0,11.0,30.0,41.0,212.0,1299.0,1511.0,212.0,1296.0,1508.0,3042.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,133.0,161.0,0.0,0.0,0.0,184.0,1166.0,1350.0,15.0,46.0,61.0,15.0,0.0,0.0,46.0,0.0,0.0,15.0,46.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Los Angeles,40259.0,14241.0,43883.0,28625.0,37.0,288.0,325.0,22.0,13688.0,13710.0,10.0,3610.0,3620.0,12.0,10078.0,10090.0,3.0,181.0,184.0,0.0,1548.0,1548.0,1856.0,42020.0,43876.0,1247.0,17397.0,18644.0,1059.0,16032.0,17091.0,71.0,573.0,644.0,117.0,792.0,909.0,609.0,24623.0,25232.0,75963.0,441893.0,517856.0,77479.0,458987.0,536466.0,-1516.0,-17094.0,-18610.0,3756.0,40966.0,44722.0,2026.0,41.0,4.0,26061.0,266.0,227.0,2071.0,26554.0,28625.0,-915.0,915.0,0.0,62.0,341.0,403.0,480.0,4052.0,4532.0,2058.0,9104.0,11162.0,79719.0,482859.0,562578.0,77360.0,473822.0,551182.0,1096239.0,751.0,9220.0,2194.0,5643.0,7837.0,4053.0,495.0,165.0,3394.0,3559.0,3283.0,26675.0,29958.0,64.0,295.0,359.0,76436.0,456184.0,532620.0,4392.0,18031.0,22423.0,4235.0,107.0,5.0,17240.0,285.0,87.0,4347.0,17612.0,21959.0,45.0,0.0,0.0,405.0,13.0,1.0,45.0,419.0,464.0,0.0,0.0,0.0,,
Madera,652.0,80.0,693.0,478.0,0.0,8.0,8.0,0.0,201.0,201.0,0.0,71.0,71.0,0.0,130.0,130.0,0.0,0.0,0.0,0.0,14.0,14.0,21.0,672.0,693.0,10.0,290.0,300.0,9.0,285.0,294.0,1.0,2.0,3.0,0.0,3.0,3.0,11.0,382.0,393.0,1458.0,9106.0,10564.0,1458.0,9106.0,10564.0,0.0,0.0,0.0,138.0,765.0,903.0,28.0,0.0,0.0,445.0,2.0,3.0,28.0,450.0,478.0,57.0,-57.0,0.0,11.0,29.0,40.0,4.0,189.0,193.0,38.0,154.0,192.0,1596.0,9871.0,11467.0,1571.0,9801.0,11372.0,27537.0,1.0,92.0,24.0,62.0,86.0,9.0,2.0,1.0,8.0,9.0,75.0,840.0,915.0,0.0,0.0,0.0,1521.0,9031.0,10552.0,111.0,584.0,695.0,109.0,2.0,0.0,574.0,2.0,0.0,111.0,576.0,687.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,,
Marin,387.0,120.0,415.0,267.0,0.0,7.0,7.0,0.0,132.0,132.0,0.0,40.0,40.0,0.0,92.0,92.0,0.0,3.0,3.0,0.0,16.0,16.0,5.0,410.0,415.0,5.0,164.0,169.0,5.0,156.0,161.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,246.0,246.0,500.0,5076.0,5576.0,500.0,5076.0,5576.0,0.0,0.0,0.0,30.0,415.0,445.0,6.0,1.0,0.0,249.0,8.0,3.0,7.0,260.0,267.0,8.0,-8.0,0.0,1.0,14.0,15.0,0.0,41.0,41.0,14.0,108.0,122.0,530.0,5491.0,6021.0,490.0,5193.0,5683.0,9527.0,8.0,304.0,38.0,231.0,269.0,71.0,15.0,2.0,67.0,69.0,22.0,459.0,481.0,0.0,0.0,0.0,508.0,5032.0,5540.0,36.0,190.0,226.0,33.0,3.0,0.0,175.0,11.0,2.0,36.0,188.0,224.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Mariposa,78.0,8.0,71.0,53.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,4.0,4.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,65.0,71.0,3.0,38.0,41.0,3.0,38.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,30.0,87.0,874.0,961.0,87.0,874.0,961.0,0.0,0.0,0.0,12.0,76.0,88.0,6.0,0.0,0.0,47.0,0.0,0.0,6.0,47.0,53.0,4.0,-4.0,0.0,1.0,9.0,10.0,0.0,13.0,13.0,1.0,11.0,12.0,99.0,950.0,1049.0,98.0,946.0,1044.0,1941.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,70.0,71.0,0.0,1.0,1.0,98.0,880.0,978.0,5.0,39.0,44.0,5.0,0.0,0.0,39.0,0.0,0.0,5.0,39.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mendocino,410.0,53.0,424.0,321.0,1.0,24.0,25.0,0.0,97.0,97.0,0.0,36.0,36.0,0.0,61.0,61.0,0.0,6.0,6.0,0.0,6.0,6.0,3.0,421.0,424.0,1.0,233.0,234.0,1.0,204.0,205.0,0.0,12.0,12.0,0.0,17.0,17.0,2.0,188.0,190.0,452.0,5403.0,5855.0,452.0,5403.0,5855.0,0.0,0.0,0.0,21.0,529.0,550.0,5.0,0.0,0.0,314.0,0.0,2.0,5.0,316.0,321.0,-8.0,8.0,0.0,2.0,13.0,15.0,2.0,77.0,79.0,20.0,115.0,135.0,473.0,5932.0,6405.0,472.0,5872.0,6344.0,11717.0,2.0,45.0,1.0,46.0,47.0,17.0,1.0,0.0,14.0,14.0,46.0,683.0,729.0,0.0,1.0,1.0,427.0,5249.0,5676.0,36.0,197.0,233.0,36.0,0.0,0.0,195.0,2.0,0.0,36.0,197.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Merced,1461.0,260.0,1589.0,951.0,2.0,12.0,14.0,0.0,526.0,526.0,0.0,133.0,133.0,0.0,393.0,393.0,0.0,9.0,9.0,0.0,112.0,112.0,52.0,1537.0,1589.0,30.0,619.0,649.0,29.0,603.0,632.0,1.0,9.0,10.0,0.0,7.0,7.0,22.0,918.0,940.0,3083.0,18483.0,21566.0,3083.0,18484.0,21567.0,0.0,-1.0,-1.0,216.0,1672.0,1888.0,58.0,0.0,0.0,886.0,6.0,1.0,58.0,893.0,951.0,55.0,-55.0,0.0,17.0,43.0,60.0,18.0,319.0,337.0,68.0,472.0,540.0,3299.0,20155.0,23454.0,3281.0,20055.0,23336.0,53659.0,5.0,110.0,18.0,84.0,102.0,14.0,2.0,0.0,16.0,16.0,143.0,1844.0,1987.0,0.0,54.0,54.0,3156.0,18311.0,21467.0,194.0,1063.0,1257.0,190.0,2.0,0.0,1045.0,6.0,0.0,192.0,1051.0,1243.0,2.0,0.0,0.0,12.0,0.0,0.0,2.0,12.0,14.0,0.0,0.0,0.0,,
Modoc,39.0,7.0,49.0,35.0,0.0,4.0,4.0,0.0,9.0,9.0,0.0,1.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,48.0,49.0,1.0,24.0,25.0,1.0,22.0,23.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,24.0,24.0,76.0,459.0,535.0,76.0,459.0,535.0,0.0,0.0,0.0,9.0,50.0,59.0,1.0,0.0,0.0,34.0,0.0,0.0,1.0,34.0,35.0,3.0,-3.0,0.0,2.0,2.0,4.0,2.0,7.0,9.0,1.0,10.0,11.0,85.0,509.0,594.0,85.0,508.0,593.0,1236.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,51.0,58.0,0.0,0.0,0.0,78.0,458.0,536.0,3.0,26.0,29.0,3.0,0.0,0.0,24.0,1.0,0.0,3.0,25.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
Mono,52.0,12.0,57.0,40.0,0.0,3.0,3.0,0.0,17.0,17.0,0.0,2.0,2.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,25.0,25.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,32.0,32.0,9.0,359.0,368.0,9.0,359.0,368.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,12.0,12.0,9.0,417.0,426.0,9.0,414.0,423.0,720.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,48.0,0.0,0.0,0.0,8.0,370.0,378.0,0.0,7.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Monterey,2940.0,615.0,3477.0,2330.0,2.0,49.0,51.0,1.0,1066.0,1067.0,1.0,365.0,366.0,0.0,701.0,701.0,0.0,5.0,5.0,0.0,80.0,80.0,47.0,3430.0,3477.0,21.0,922.0,943.0,21.0,855.0,876.0,0.0,32.0,32.0,0.0,35.0,35.0,26.0,2508.0,2534.0,1756.0,15494.0,17250.0,1756.0,15495.0,17251.0,0.0,-1.0,-1.0,353.0,3127.0,3480.0,156.0,2.0,0.0,2137.0,30.0,5.0,158.0,2172.0,2330.0,112.0,-112.0,0.0,4.0,32.0,36.0,11.0,154.0,165.0,68.0,881.0,949.0,2109.0,18621.0,20730.0,2084.0,18385.0,20469.0,45489.0,9.0,248.0,25.0,201.0,226.0,37.0,7.0,0.0,35.0,35.0,125.0,1942.0,2067.0,0.0,5.0,5.0,1984.0,16679.0,18663.0,119.0,763.0,882.0,117.0,1.0,0.0,743.0,10.0,0.0,118.0,753.0,871.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,10.0,11.0,0.0,0.0,0.0,,
Napa,289.0,58.0,346.0,180.0,1.0,18.0,19.0,0.0,136.0,136.0,0.0,25.0,25.0,0.0,111.0,111.0,0.0,5.0,5.0,0.0,30.0,30.0,4.0,342.0,346.0,1.0,105.0,106.0,1.0,94.0,95.0,0.0,4.0,4.0,0.0,7.0,7.0,3.0,237.0,240.0,233.0,2519.0,2752.0,233.0,2519.0,2752.0,0.0,0.0,0.0,10.0,352.0,362.0,4.0,0.0,0.0,174.0,2.0,0.0,4.0,176.0,180.0,-1.0,1.0,0.0,0.0,14.0,14.0,2.0,9.0,11.0,5.0,152.0,157.0,243.0,2871.0,3114.0,238.0,2815.0,3053.0,6139.0,3.0,61.0,5.0,52.0,57.0,4.0,1.0,0.0,4.0,4.0,10.0,291.0,301.0,0.0,2.0,2.0,233.0,2580.0,2813.0,15.0,139.0,154.0,15.0,0.0,0.0,135.0,4.0,0.0,15.0,139.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nevada,402.0,163.0,318.0,180.0,2.0,36.0,38.0,0.0,131.0,131.0,0.0,25.0,25.0,0.0,106.0,106.0,0.0,5.0,5.0,0.0,7.0,7.0,3.0,315.0,318.0,1.0,133.0,134.0,1.0,101.0,102.0,0.0,10.0,10.0,0.0,22.0,22.0,2.0,182.0,184.0,224.0,3521.0,3745.0,224.0,3521.0,3745.0,0.0,0.0,0.0,9.0,332.0,341.0,6.0,0.0,0.0,174.0,0.0,0.0,6.0,174.0,180.0,-9.0,9.0,0.0,2.0,11.0,13.0,0.0,54.0,54.0,10.0,84.0,94.0,233.0,3853.0,4086.0,232.0,3844.0,4076.0,7027.0,1.0,8.0,1.0,8.0,9.0,1.0,0.0,0.0,1.0,1.0,8.0,356.0,364.0,0.0,4.0,4.0,225.0,3497.0,3722.0,16.0,189.0,205.0,16.0,0.0,0.0,185.0,1.0,1.0,16.0,187.0,203.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Orange,6340.0,1437.0,6245.0,4385.0,1.0,18.0,19.0,71.0,1500.0,1571.0,32.0,675.0,707.0,39.0,825.0,864.0,2.0,60.0,62.0,49.0,240.0,289.0,270.0,4611.0,4881.0,72.0,1963.0,2035.0,72.0,1957.0,2029.0,0.0,5.0,5.0,0.0,1.0,1.0,198.0,2648.0,2846.0,8686.0,96727.0,105413.0,8724.0,96797.0,105521.0,-38.0,-70.0,-108.0,463.0,8471.0,8934.0,223.0,6.0,0.0,4030.0,77.0,49.0,229.0,4156.0,4385.0,-100.0,100.0,0.0,8.0,96.0,104.0,48.0,873.0,921.0,278.0,3246.0,3524.0,9149.0,105198.0,114347.0,8969.0,102147.0,111116.0,230618.0,269.0,2875.0,180.0,2015.0,2195.0,1402.0,20.0,0.0,1036.0,1036.0,540.0,10618.0,11158.0,0.0,0.0,0.0,8609.0,94580.0,103189.0,685.0,6167.0,6852.0,659.0,10.0,0.0,4662.0,102.0,28.0,669.0,4792.0,5461.0,16.0,0.0,0.0,1324.0,31.0,20.0,16.0,1375.0,1391.0,1.0,2.0,3.0,,
Placer,539.0,242.0,536.0,260.0,0.0,3.0,3.0,1.0,238.0,239.0,0.0,44.0,44.0,1.0,194.0,195.0,0.0,10.0,10.0,0.0,37.0,37.0,4.0,383.0,387.0,1.0,203.0,204.0,1.0,184.0,185.0,0.0,10.0,10.0,0.0,9.0,9.0,3.0,180.0,183.0,572.0,7455.0,8027.0,557.0,7220.0,7777.0,15.0,235.0,250.0,14.0,551.0,565.0,15.0,1.0,0.0,243.0,0.0,1.0,16.0,244.0,260.0,-30.0,30.0,0.0,1.0,25.0,26.0,8.0,83.0,91.0,19.0,169.0,188.0,586.0,8006.0,8592.0,574.0,7933.0,8507.0,15620.0,1.0,86.0,11.0,45.0,56.0,36.0,3.0,1.0,28.0,29.0,52.0,874.0,926.0,0.0,0.0,0.0,534.0,7132.0,7666.0,39.0,291.0,330.0,36.0,3.0,0.0,278.0,2.0,0.0,39.0,280.0,319.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,,
Plumas,80.0,14.0,87.0,61.0,0.0,3.0,3.0,0.0,26.0,26.0,0.0,11.0,11.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,0.0,35.0,35.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52.0,52.0,61.0,1037.0,1098.0,61.0,1037.0,1098.0,0.0,0.0,0.0,6.0,97.0,103.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,61.0,61.0,1.0,-1.0,0.0,0.0,6.0,6.0,1.0,15.0,16.0,4.0,16.0,20.0,67.0,1134.0,1201.0,67.0,1133.0,1200.0,2155.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,85.0,88.0,0.0,0.0,0.0,64.0,1049.0,1113.0,5.0,47.0,52.0,5.0,0.0,0.0,46.0,0.0,0.0,5.0,46.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
Riverside,8429.0,2512.0,8500.0,4629.0,0.0,32.0,32.0,2.0,3611.0,3613.0,2.0,825.0,827.0,0.0,2786.0,2786.0,0.0,21.0,21.0,0.0,258.0,258.0,224.0,8275.0,8499.0,136.0,3201.0,3337.0,121.0,2951.0,3072.0,12.0,156.0,168.0,3.0,94.0,97.0,88.0,5074.0,5162.0,13569.0,100130.0,113699.0,13569.0,100130.0,113699.0,0.0,0.0,0.0,664.0,8312.0,8976.0,258.0,3.0,0.0,4343.0,20.0,5.0,261.0,4368.0,4629.0,-115.0,115.0,0.0,78.0,348.0,426.0,131.0,1670.0,1801.0,309.0,1811.0,2120.0,14233.0,108442.0,122675.0,14114.0,107619.0,121733.0,268373.0,95.0,799.0,118.0,659.0,777.0,192.0,20.0,1.0,164.0,165.0,950.0,11081.0,12031.0,1.0,121.0,122.0,13283.0,97361.0,110644.0,893.0,3904.0,4797.0,880.0,9.0,0.0,3826.0,26.0,2.0,889.0,3854.0,4743.0,4.0,0.0,0.0,49.0,1.0,0.0,4.0,50.0,54.0,0.0,0.0,0.0,,
Sacramento,7154.0,2353.0,6503.0,4037.0,1.0,28.0,29.0,2.0,2279.0,2281.0,2.0,633.0,635.0,0.0,1646.0,1646.0,0.0,43.0,43.0,0.0,185.0,185.0,213.0,6290.0,6503.0,104.0,1608.0,1712.0,100.0,1586.0,1686.0,4.0,17.0,21.0,0.0,5.0,5.0,109.0,4682.0,4791.0,12908.0,75030.0,87938.0,12384.0,75180.0,87564.0,524.0,-150.0,374.0,784.0,8782.0,9566.0,386.0,18.0,3.0,3557.0,41.0,32.0,407.0,3630.0,4037.0,-412.0,412.0,0.0,15.0,96.0,111.0,103.0,1072.0,1175.0,671.0,3572.0,4243.0,13692.0,83812.0,97504.0,13218.0,82173.0,95391.0,203049.0,124.0,2491.0,465.0,1129.0,1594.0,708.0,20.0,9.0,510.0,519.0,1068.0,9288.0,10356.0,0.0,0.0,0.0,12624.0,74524.0,87148.0,874.0,3794.0,4668.0,814.0,26.0,0.0,3534.0,72.0,22.0,840.0,3628.0,4468.0,34.0,0.0,0.0,157.0,7.0,2.0,34.0,166.0,200.0,0.0,0.0,0.0,,
San Benito,174.0,31.0,182.0,115.0,0.0,4.0,4.0,0.0,59.0,59.0,0.0,17.0,17.0,0.0,42.0,42.0,0.0,3.0,3.0,0.0,8.0,8.0,5.0,177.0,182.0,4.0,72.0,76.0,4.0,70.0,74.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,105.0,106.0,237.0,1730.0,1967.0,237.0,1730.0,1967.0,0.0,0.0,0.0,24.0,173.0,197.0,6.0,0.0,0.0,106.0,3.0,0.0,6.0,109.0,115.0,11.0,-11.0,0.0,2.0,3.0,5.0,1.0,12.0,13.0,4.0,60.0,64.0,261.0,1903.0,2164.0,260.0,1882.0,2142.0,4724.0,1.0,21.0,1.0,19.0,20.0,3.0,0.0,0.0,2.0,2.0,21.0,185.0,206.0,0.0,0.0,0.0,240.0,1718.0,1958.0,15.0,96.0,111.0,14.0,0.0,0.0,91.0,2.0,0.0,14.0,93.0,107.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,,
San Bernardino,10060.0,2786.0,10435.0,7206.0,2.0,41.0,43.0,0.0,2971.0,2971.0,0.0,1073.0,1073.0,0.0,1898.0,1898.0,0.0,18.0,18.0,0.0,258.0,258.0,318.0,10117.0,10435.0,238.0,4626.0,4864.0,219.0,4377.0,4596.0,15.0,138.0,153.0,4.0,111.0,115.0,80.0,5491.0,5571.0,20821.0,132432.0,153253.0,20822.0,132432.0,153254.0,-1.0,0.0,-1.0,1062.0,10887.0,11949.0,387.0,1.0,0.0,6767.0,33.0,18.0,388.0,6818.0,7206.0,-77.0,77.0,0.0,64.0,275.0,339.0,77.0,1273.0,1350.0,610.0,2444.0,3054.0,21883.0,143319.0,165202.0,21757.0,142136.0,163893.0,356349.0,104.0,1066.0,120.0,884.0,1004.0,359.0,48.0,6.0,299.0,305.0,1717.0,15157.0,16874.0,1.0,17.0,18.0,20166.0,128162.0,148328.0,1197.0,4937.0,6134.0,1189.0,8.0,0.0,4866.0,32.0,6.0,1197.0,4904.0,6101.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,,
San Diego,10584.0,4254.0,11332.0,5984.0,7.0,139.0,146.0,6.0,4897.0,4903.0,6.0,4891.0,4897.0,0.0,6.0,6.0,0.0,422.0,422.0,0.0,445.0,445.0,100.0,6556.0,6656.0,48.0,2134.0,2182.0,45.0,2043.0,2088.0,2.0,58.0,60.0,1.0,33.0,34.0,52.0,4422.0,4474.0,10512.0,112761.0,123273.0,10494.0,112250.0,122744.0,18.0,511.0,529.0,610.0,10358.0,10968.0,191.0,3.0,1.0,5683.0,79.0,27.0,195.0,5789.0,5984.0,-87.0,87.0,0.0,14.0,128.0,142.0,15.0,329.0,344.0,473.0,4025.0,4498.0,11122.0,123119.0,134241.0,10810.0,120895.0,131705.0,267868.0,232.0,2391.0,305.0,1640.0,1945.0,728.0,27.0,7.0,584.0,591.0,881.0,12345.0,13226.0,0.0,11.0,11.0,10241.0,110774.0,121015.0,735.0,5631.0,6366.0,661.0,23.0,0.0,4930.0,83.0,16.0,684.0,5029.0,5713.0,49.0,2.0,0.0,583.0,16.0,3.0,51.0,602.0,653.0,0.0,0.0,0.0,,
San Francisco,2526.0,819.0,2377.0,1309.0,3.0,40.0,43.0,0.0,960.0,960.0,0.0,233.0,233.0,0.0,727.0,727.0,0.0,51.0,51.0,0.0,108.0,108.0,42.0,1535.0,1577.0,23.0,577.0,600.0,20.0,450.0,470.0,2.0,96.0,98.0,1.0,31.0,32.0,19.0,958.0,977.0,1922.0,29212.0,31134.0,1886.0,29152.0,31038.0,36.0,60.0,96.0,101.0,2321.0,2422.0,57.0,2.0,0.0,1201.0,23.0,26.0,59.0,1250.0,1309.0,-63.0,63.0,0.0,5.0,51.0,56.0,15.0,223.0,238.0,85.0,734.0,819.0,2023.0,31533.0,33556.0,1884.0,30033.0,31917.0,49167.0,96.0,1020.0,130.0,688.0,818.0,1037.0,46.0,9.0,812.0,821.0,161.0,2816.0,2977.0,0.0,0.0,0.0,1862.0,28717.0,30579.0,134.0,1095.0,1229.0,123.0,9.0,1.0,1017.0,33.0,18.0,133.0,1068.0,1201.0,1.0,0.0,0.0,23.0,3.0,1.0,1.0,27.0,28.0,0.0,2.0,2.0,,
San Joaquin,2968.0,998.0,3092.0,1943.0,3.0,31.0,34.0,0.0,1000.0,1000.0,0.0,407.0,407.0,0.0,593.0,593.0,0.0,24.0,24.0,0.0,149.0,149.0,93.0,2997.0,3090.0,51.0,1192.0,1243.0,46.0,1104.0,1150.0,2.0,47.0,49.0,3.0,41.0,44.0,42.0,1805.0,1847.0,5944.0,37878.0,43822.0,5945.0,37879.0,43824.0,-1.0,-1.0,-2.0,339.0,3277.0,3616.0,125.0,6.0,0.0,1789.0,18.0,5.0,131.0,1812.0,1943.0,-9.0,9.0,0.0,25.0,108.0,133.0,57.0,583.0,640.0,135.0,765.0,900.0,6283.0,41155.0,47438.0,6227.0,40607.0,46834.0,103568.0,39.0,552.0,55.0,422.0,477.0,162.0,12.0,1.0,126.0,127.0,386.0,3784.0,4170.0,0.0,2.0,2.0,5897.0,37371.0,43268.0,336.0,1746.0,2082.0,334.0,2.0,0.0,1695.0,19.0,2.0,336.0,1716.0,2052.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,,
San Luis Obispo,722.0,181.0,756.0,417.0,1.0,8.0,9.0,0.0,229.0,229.0,0.0,45.0,45.0,0.0,184.0,184.0,0.0,17.0,17.0,0.0,110.0,110.0,7.0,312.0,319.0,3.0,215.0,218.0,3.0,209.0,212.0,0.0,5.0,5.0,0.0,1.0,1.0,4.0,97.0,101.0,725.0,7761.0,8486.0,725.0,7761.0,8486.0,0.0,0.0,0.0,64.0,838.0,902.0,28.0,0.0,0.0,386.0,2.0,1.0,28.0,389.0,417.0,0.0,0.0,0.0,6.0,21.0,27.0,5.0,112.0,117.0,25.0,316.0,341.0,789.0,8599.0,9388.0,784.0,8562.0,9346.0,16404.0,0.0,35.0,5.0,27.0,32.0,8.0,4.0,0.0,10.0,10.0,50.0,861.0,911.0,0.0,0.0,0.0,739.0,7738.0,8477.0,53.0,442.0,495.0,52.0,0.0,0.0,402.0,1.0,0.0,52.0,403.0,455.0,1.0,0.0,0.0,38.0,1.0,0.0,1.0,39.0,40.0,0.0,0.0,0.0,,
San Mateo,1004.0,273.0,1034.0,471.0,3.0,10.0,13.0,2.0,479.0,481.0,0.0,175.0,175.0,2.0,304.0,306.0,0.0,43.0,43.0,0.0,82.0,82.0,17.0,1002.0,1019.0,6.0,226.0,232.0,5.0,211.0,216.0,0.0,11.0,11.0,1.0,4.0,5.0,11.0,776.0,787.0,564.0,11531.0,12095.0,588.0,11581.0,12169.0,-24.0,-50.0,-74.0,47.0,955.0,1002.0,13.0,0.0,1.0,436.0,12.0,9.0,14.0,457.0,471.0,-17.0,17.0,0.0,23.0,23.0,46.0,5.0,140.0,145.0,22.0,318.0,340.0,611.0,12486.0,13097.0,593.0,11990.0,12583.0,24309.0,34.0,489.0,18.0,372.0,390.0,150.0,15.0,0.0,124.0,124.0,36.0,1175.0,1211.0,0.0,0.0,0.0,575.0,11311.0,11886.0,39.0,526.0,565.0,37.0,2.0,0.0,481.0,17.0,2.0,39.0,500.0,539.0,0.0,0.0,0.0,22.0,3.0,1.0,0.0,26.0,26.0,0.0,0.0,0.0,,
Santa Barbara,1775.0,535.0,1981.0,1299.0,2.0,158.0,160.0,1.0,614.0,615.0,0.0,154.0,154.0,1.0,460.0,461.0,0.0,93.0,93.0,0.0,67.0,67.0,30.0,435.0,465.0,23.0,266.0,289.0,21.0,242.0,263.0,2.0,13.0,15.0,0.0,11.0,11.0,7.0,169.0,176.0,1742.0,15502.0,17244.0,1743.0,15445.0,17188.0,-1.0,57.0,56.0,285.0,1703.0,1988.0,112.0,2.0,0.0,1163.0,15.0,7.0,114.0,1185.0,1299.0,82.0,-82.0,0.0,1.0,29.0,30.0,3.0,131.0,134.0,85.0,440.0,525.0,2027.0,17205.0,19232.0,2013.0,17006.0,19019.0,37757.0,14.0,143.0,14.0,138.0,152.0,0.0,70.0,0.0,61.0,61.0,150.0,1580.0,1730.0,0.0,0.0,0.0,1877.0,15625.0,17502.0,155.0,863.0,1018.0,152.0,0.0,0.0,826.0,8.0,3.0,152.0,837.0,989.0,3.0,0.0,0.0,25.0,1.0,0.0,3.0,26.0,29.0,0.0,0.0,0.0,,
